Company Name,Date,Agency,Instrument,Grade,Rating,Status,Ammount,Company/Issuer not cooperating,is_INC,Days_Overdue,Urgency,is_NCD,Company_upper,Why_Target
Deoghar Agrotech Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,17.0,Y,True,283.0,HOT,True,DEOGHAR AGROTECH PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Desai Infra Projects (India) Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,27.5,Y,True,283.0,HOT,True,DESAI INFRA PROJECTS (INDIA) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Dev Shree Cotsyn Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,29.0,Y,True,304.0,HOT,True,DEV SHREE COTSYN PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Dev'S Chem Tec Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,6.0,Y,True,209.0,HOT,True,DEV'S CHEM TEC PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Dhanlaxmi Electricals Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,Default,D,Reaffirmed,23.0,Y,True,80.0,LOW,True,DHANLAXMI ELECTRICALS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Dhara Petrochemicals Pvt. Ltd. [Merged],2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,11.5,Y,True,156.0,WARM,True,DHARA PETROCHEMICALS PVT. LTD. [MERGED],"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Dhaulagiree Polyolefins Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,3.4,Y,True,209.0,HOT,True,DHAULAGIREE POLYOLEFINS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Diamond Textile Mills Pvt. Ltd.,2026-02-27,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,53.0,Y,True,114.0,WARM,True,DIAMOND TEXTILE MILLS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Digiflic Controls (India) Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,11.67,Y,True,304.0,HOT,True,DIGIFLIC CONTROLS (INDIA) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Digilogic Systems Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,4.8,Y,True,209.0,HOT,True,DIGILOGIC SYSTEMS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Dinesh Oils Ltd.,2026-03-04,IND-RA,Non-government debt,Default,D,Reaffirmed,169.2,Y,True,109.0,WARM,True,DINESH OILS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Durgashakti Foods Pvt. Ltd.,2025-12-19,IND-RA,Non-government debt,Default,D,Reaffirmed,12.4,Y,True,184.0,HOT,True,DURGASHAKTI FOODS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Eapro Global Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,10.0,Y,True,156.0,WARM,True,EAPRO GLOBAL LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
East Hooghly Polyplast Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,11.87,Y,True,283.0,HOT,True,EAST HOOGHLY POLYPLAST PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Ecokrin Hygiene Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,5.75,Y,True,156.0,WARM,True,ECOKRIN HYGIENE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Egwood Boards & Panels Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,14.27,Y,True,156.0,WARM,True,EGWOOD BOARDS & PANELS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Elastochemie Impex Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,15.4,Y,True,156.0,WARM,True,ELASTOCHEMIE IMPEX PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Electro Teknica Switchgears Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,6.5,Y,True,283.0,HOT,True,ELECTRO TEKNICA SWITCHGEARS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Elljay Textiles Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,11.46,Y,True,304.0,HOT,True,ELLJAY TEXTILES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Elysium Pharmaceuticals Ltd.,2026-04-02,IND-RA,Non-government debt,Inadequate Safety,BB-/A4+,Downgraded,82.65,Y,True,80.0,LOW,True,ELYSIUM PHARMACEUTICALS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Encorp Powertrans Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,55.0,Y,True,156.0,WARM,True,ENCORP POWERTRANS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Enginemates Heat Transfer Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,7.0,Y,True,304.0,HOT,True,ENGINEMATES HEAT TRANSFER PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Esco Couplings & Transmissions Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Inadequate Safety,BB-/A4+,Downgraded,8.23,Y,True,304.0,HOT,True,ESCO COUPLINGS & TRANSMISSIONS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Everon Castings Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,Substantial Risk,C/A4,Reaffirmed,43.67,Y,True,80.0,LOW,True,EVERON CASTINGS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Everrenew Energy Pvt. Ltd.,2026-04-13,IND-RA,Non-government debt,Inadequate Safety,BB/A4+,Downgraded,141.0,Y,True,69.0,LOW,True,EVERRENEW ENERGY PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Extol Infracon India Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,7.61,Y,True,156.0,WARM,True,EXTOL INFRACON INDIA PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Fivebro International Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,28.86,Y,True,156.0,WARM,True,FIVEBRO INTERNATIONAL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Fiza Developers & Infrastructure Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,15.0,Y,True,209.0,HOT,True,FIZA DEVELOPERS & INFRASTRUCTURE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Fuso Glass India Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,44.87,Y,True,304.0,HOT,True,FUSO GLASS INDIA PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G B Enterprises (Transport) Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,2.78,Y,True,283.0,HOT,True,G B ENTERPRISES (TRANSPORT) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G C Threads Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,31.17,Y,True,304.0,HOT,True,G C THREADS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G D Dyestuff Inds. Ltd.,2025-10-17,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,27.68,Y,True,247.0,HOT,True,G D DYESTUFF INDS. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G M A Pinnacle Automotives Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,15.0,Y,True,80.0,LOW,True,G M A PINNACLE AUTOMOTIVES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G M Reddy Cotton Inds. Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,7.5,Y,True,283.0,HOT,True,G M REDDY COTTON INDS. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G M W Engineers Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,11.88,Y,True,156.0,WARM,True,G M W ENGINEERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G M W Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,66.26,Y,True,80.0,LOW,True,G M W PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G R Engineering Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,322.62,Y,True,80.0,LOW,True,G R ENGINEERING PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G R Infrastructure Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,48.33,Y,True,283.0,HOT,True,G R INFRASTRUCTURE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G R N Constructions Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,70.0,Y,True,283.0,HOT,True,G R N CONSTRUCTIONS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G S Atwal & Co. (Engineers) Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,25.74,Y,True,304.0,HOT,True,G S ATWAL & CO. (ENGINEERS) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G S C O Infrastructure Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,Default,D,Reaffirmed,46.4,Y,True,80.0,LOW,True,G S C O INFRASTRUCTURE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G S Developers & Contractors Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,17.75,Y,True,304.0,HOT,True,G S DEVELOPERS & CONTRACTORS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G S N Ferro Alloys Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,94.87,Y,True,304.0,HOT,True,G S N FERRO ALLOYS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G T C Oilfield Services Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,72.88,Y,True,304.0,HOT,True,G T C OILFIELD SERVICES LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
G7 Sugar Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,511.66,Y,True,304.0,HOT,True,G7 SUGAR LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Ganges Gardens Realtors Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,12.5,Y,True,80.0,LOW,True,GANGES GARDENS REALTORS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Gansons Pvt. Ltd.,2025-12-19,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,23.0,Y,True,184.0,HOT,True,GANSONS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Garg Granites Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,6.0,Y,True,304.0,HOT,True,GARG GRANITES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Gargs Weldmesh Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,Default,D,Reaffirmed,10.0,Y,True,283.0,HOT,True,GARGS WELDMESH PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Gayatri Microns Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,8.24,Y,True,156.0,WARM,True,GAYATRI MICRONS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Gayatri Satya Infraworks (India) Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,0.4,Y,True,283.0,HOT,True,GAYATRI SATYA INFRAWORKS (INDIA) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Gem Motors (India) Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,20.0,Y,True,80.0,LOW,True,GEM MOTORS (INDIA) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
George Maijo Inds. Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,74.32,Y,True,156.0,WARM,True,GEORGE MAIJO INDS. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Global Powersource (India) Pvt. Ltd.,2025-12-19,IND-RA,Non-government debt,Default,D,Reaffirmed,93.5,Y,True,184.0,HOT,True,GLOBAL POWERSOURCE (INDIA) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Globarena Technologies Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,7.0,Y,True,156.0,WARM,True,GLOBARENA TECHNOLOGIES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Glory Products Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,6.0,Y,True,283.0,HOT,True,GLORY PRODUCTS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Goa Sponge & Power Ltd.,2025-12-19,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,80.0,Y,True,184.0,HOT,True,GOA SPONGE & POWER LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Gold Star Steels Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,8.0,Y,True,304.0,HOT,True,GOLD STAR STEELS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Golden Seams Inds. Pvt. Ltd.,2026-02-27,IND-RA,Non-government debt,Inadequate Safety,BB-/A4+,Downgraded,40.0,Y,True,114.0,WARM,True,GOLDEN SEAMS INDS. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Goldust Consulting Services Pvt. Ltd. [Merged],2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,9.15,Y,True,283.0,HOT,True,GOLDUST CONSULTING SERVICES PVT. LTD. [MERGED],"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Goodwear Fashions Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,10.35,Y,True,156.0,WARM,True,GOODWEAR FASHIONS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Goodwin Jewellers Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,70.0,Y,True,156.0,WARM,True,GOODWIN JEWELLERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Gujral Roadways Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,4.02,Y,True,283.0,HOT,True,GUJRAL ROADWAYS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Gupta & Sons (Motors) Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,8.0,Y,True,156.0,WARM,True,GUPTA & SONS (MOTORS) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Gypsum Structural India Pvt. Ltd.,2026-04-10,IND-RA,Non-government debt,High Risk,B/A4,Withdrawn,6.0,Y,True,72.0,LOW,True,GYPSUM STRUCTURAL INDIA PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
H A Q Steels Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,32.65,Y,True,304.0,HOT,True,H A Q STEELS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
H M Industrial Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,117.85,Y,True,304.0,HOT,True,H M INDUSTRIAL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Haldia Nirman Projects Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,Default,D,Reaffirmed,7.65,Y,True,80.0,LOW,True,HALDIA NIRMAN PROJECTS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Har Auto Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,18.0,Y,True,156.0,WARM,True,HAR AUTO PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Harihar Alloys Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,41.31,Y,True,209.0,HOT,True,HARIHAR ALLOYS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Harihara Metalloys Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,20.0,Y,True,80.0,LOW,True,HARIHARA METALLOYS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Hemant Surgical Inds. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,18.35,Y,True,80.0,LOW,True,HEMANT SURGICAL INDS. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Hercules Hospitalities Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,12.02,Y,True,80.0,LOW,True,HERCULES HOSPITALITIES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Hetro Spinners Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,Default,D,Reaffirmed,34.27,Y,True,80.0,LOW,True,HETRO SPINNERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
High Ground Enterprise Ltd.,2025-12-19,IND-RA,Non-government debt,Default,D,Reaffirmed,24.5,Y,True,184.0,HOT,True,HIGH GROUND ENTERPRISE LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Hiland Agro Products Pvt. Ltd.,2025-12-19,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,6.23,Y,True,184.0,HOT,True,HILAND AGRO PRODUCTS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Himanchal Construction Co. Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,13.0,Y,True,304.0,HOT,True,HIMANCHAL CONSTRUCTION CO. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Hindustan Adhesives Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,47.94,Y,True,80.0,LOW,True,HINDUSTAN ADHESIVES LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Hindustan Prefab Ltd.,2025-10-17,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,40.0,Y,True,247.0,HOT,True,HINDUSTAN PREFAB LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
I C A Edu Skills Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,21.5,Y,True,283.0,HOT,True,I C A EDU SKILLS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Ideal Hotels & Inds. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,15.0,Y,True,304.0,HOT,True,IDEAL HOTELS & INDS. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Imperial Tubes Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,45.0,Y,True,156.0,WARM,True,IMPERIAL TUBES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Inabensa Bharat Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,Default,D,Reaffirmed,20.0,Y,True,283.0,HOT,True,INABENSA BHARAT PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Indian Pulp & Paper Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,Default,D,Reaffirmed,70.02,Y,True,80.0,LOW,True,INDIAN PULP & PAPER PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Infres Methodex Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,37.8,Y,True,80.0,LOW,True,INFRES METHODEX PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
International Coil Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,88.0,Y,True,80.0,LOW,True,INTERNATIONAL COIL LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
International Commerce Ltd.,2025-12-19,IND-RA,Non-government debt,Default,D,Reaffirmed,55.0,Y,True,184.0,HOT,True,INTERNATIONAL COMMERCE LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Iris Regtech Solutions Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,17.0,Y,True,304.0,HOT,True,IRIS REGTECH SOLUTIONS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Ispat Damodar Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,104.73,Y,True,283.0,HOT,True,ISPAT DAMODAR PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
J P B Chemical Inds. Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,22.0,Y,True,304.0,HOT,True,J P B CHEMICAL INDS. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
J S Designer Ltd.,2025-09-11,IND-RA,Non-government debt,Default,D,Reaffirmed,101.43,Y,True,283.0,HOT,True,J S DESIGNER LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Jagruti Sugar & Allied Inds. Ltd.,2026-01-12,IND-RA,Non-government debt,Inadequate Safety,BB-/A4+,Downgraded,75.0,Y,True,160.0,WARM,True,JAGRUTI SUGAR & ALLIED INDS. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Jai Hari Inds. Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,6.75,Y,True,156.0,WARM,True,JAI HARI INDS. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Jai Kumar Arun Kumar Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,8.75,Y,True,156.0,WARM,True,JAI KUMAR ARUN KUMAR PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Jain Vinimay Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,8.43,Y,True,156.0,WARM,True,JAIN VINIMAY PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Jainex Metaliks Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,7.05,Y,True,156.0,WARM,True,JAINEX METALIKS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Jajoo Surgicals Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,7.96,Y,True,80.0,LOW,True,JAJOO SURGICALS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
James Retail Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,13.0,Y,True,80.0,LOW,True,JAMES RETAIL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Jasmine Towels Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,18.25,Y,True,209.0,HOT,True,JASMINE TOWELS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Jatson Power Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,8.0,Y,True,156.0,WARM,True,JATSON POWER PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Jeewan Motors Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,31.0,Y,True,283.0,HOT,True,JEEWAN MOTORS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
John Energy Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,649.66,Y,True,304.0,HOT,True,JOHN ENERGY LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Joseph Leslie Dynamiks Mfg. Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,10.0,Y,True,156.0,WARM,True,JOSEPH LESLIE DYNAMIKS MFG. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Jumax Foam Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,10.0,Y,True,283.0,HOT,True,JUMAX FOAM PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
