Company Name,INC Instruments (Abandoned),All Instruments,Last Rating,Last Status,Last Rating Date,Days Since Last Rating,Urgency,Priority,Sector,INC Instrument Count,Why Target,ACER Pitch Angle,Current Rater
Konark Structural Engineers Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2026-02-04,134,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Oasys Cybernetics Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument,A 4,Reaffirmed,2026-02-04,134,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
P V M Enterprises Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,2026-02-04,134,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Pegasus Farmaco India Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2026-02-04,134,LOW,WARM,Agro & Food,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Rohan Dyes & Intermediates Ltd.,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument,A 4,Reaffirmed,2026-02-04,134,LOW,WARM,Media & Retail,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Govindaraja Mills Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,D,Reaffirmed,2026-02-04,134,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Subhash Distributors Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2026-02-04,134,LOW,WARM,Trading & Exports,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Surya Contractors Pvt. Ltd.,Bank Guarantee,Bank Guarantee,B,Reaffirmed,2026-02-04,134,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Titanium Merchant Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,2026-02-04,134,LOW,WARM,Trading & Exports,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Woodhill Infrastructure Ltd.,Bank Guarantee,Bank Guarantee,D,Reaffirmed,2026-02-04,134,LOW,WARM,Infrastructure,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Intergen Energy Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2026-03-02,108,LOW,WARM,Energy,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Pafetech Enterprises Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2026-03-02,108,LOW,WARM,IT & Software,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
R K Associates & Hoteliers Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,B-,Reaffirmed,2026-03-02,108,LOW,WARM,Hotels & Tourism,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Satyam Caterers Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,2026-03-02,108,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shree Manglam Buildcon (I) Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2026-03-02,108,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
T K International Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,A 4,Reaffirmed,2026-03-02,108,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Tranztar Commercial Vehicle Applications Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2026-03-02,108,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Univastu India Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,A 4,Reaffirmed,2026-03-02,108,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Amar Trades Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,2026-03-03,107,LOW,WARM,Trading & Exports,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Ansal Properties & Infrastructure Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,D,Reaffirmed,2026-03-03,107,LOW,WARM,Infrastructure,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Gem Sugars Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,A 4,Reaffirmed,2026-03-03,107,LOW,WARM,Agro & Food,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
India Homes Ltd.,Bank Guarantee,Bank Guarantee,D,Reaffirmed,2026-03-03,107,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
J S R Constructions Pvt. Ltd.,Bank Guarantee,Bank Guarantee,D,Withdrawn,2026-03-03,107,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
K C G S Enterprises Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2026-03-03,107,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Neoteric Infomatique Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,D,Reaffirmed,2026-03-03,107,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Agarwal Polysacks Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2026-03-04,106,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Associated Appliances Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,D,Reaffirmed,2026-03-04,106,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Bluemax Imppex (India) Pvt. Ltd.,Letter Of credit,Letter Of credit,D,Reaffirmed,2026-03-04,106,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Capital Electech Pvt. Ltd.,Bank Guarantee,Bank Guarantee,B+,Reaffirmed,2026-03-04,106,LOW,WARM,BFSI,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Cyber Automobiles Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,B-,Reaffirmed,2026-03-04,106,LOW,WARM,Automobiles & Auto,4,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Entertainment City Ltd.,Term loans,Term loans,D,Reaffirmed,2026-03-04,106,LOW,WARM,Media & Retail,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
G V R Infra Projects Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,D,Reaffirmed,2026-03-04,106,LOW,WARM,Infrastructure,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Gurudev Overseas Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2026-03-04,106,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Joshi Automobiles Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2026-03-04,106,LOW,WARM,Automobiles & Auto,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
M G Housing Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,C,Downgraded,2026-03-04,106,LOW,WARM,Construction,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shree Naman Securities & Finance Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee | Fund based financial facility/instrument,A 4,Reaffirmed,2026-03-04,106,LOW,WARM,BFSI,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Shree Ram Shipping Inds. Pvt. Ltd.,Letter Of credit | Non-fund-based financial facility/instrument,Letter Of credit | Non-fund-based financial facility/instrument,A 4,Reaffirmed,2026-03-04,106,LOW,WARM,Logistics,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Shree Ram Vessel Scrap Pvt. Ltd.,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument | Non-government debt,BB/A4,Reaffirmed,2026-03-04,106,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Wyan Industries Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2026-03-04,106,LOW,WARM,Manufacturing,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Aakash Polyfilms Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,A 4,Reaffirmed,2026-04-02,77,LOW,WARM,Media & Retail,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Aditya Construction Co. India Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2026-04-02,77,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Aditya Vidyut Appliances Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,D,Reaffirmed,2026-04-02,77,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Arise Automotives Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2026-04-02,77,LOW,WARM,Automobiles & Auto,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Rajda Industries & Export Pvt. Ltd.,Fund based financial facility/instrument | Letter Of credit | Term loans,Fund based financial facility/instrument | Letter Of credit | Term loans,C,Reaffirmed,2026-04-02,77,LOW,WARM,Infrastructure,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Mcnally Bharat Engg. Co. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,D,Reaffirmed,2026-04-03,76,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Narayan Spinning Mills Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,A 4,Reaffirmed,2026-04-03,76,LOW,WARM,Textiles,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Nu Chem Oils Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2026-04-03,76,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sree Lakshmi Printing & Packaging Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,2026-04-03,76,LOW,WARM,Paper & Packaging,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Vandana Ispat Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2026-04-03,76,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
I A Leather (India) Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2026-05-02,47,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Rockdrill Projects Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2026-05-02,47,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
S R G Apparels Ltd.,Letter Of credit | Term loans,Letter Of credit | Term loans,A 4,Reaffirmed,2026-05-02,47,LOW,WARM,Textiles,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Ambuja Pipes Pvt. Ltd.,Fund based financial facility/instrument | Letter Of credit | Term loans,Fund based financial facility/instrument | Letter Of credit | Term loans,D,Reaffirmed,2026-05-03,46,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Auroma Coke Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,2026-05-03,46,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Bharath Infra Exports & Imports Ltd.,Letter Of credit,Letter Of credit,D,Reaffirmed,2026-05-03,46,LOW,WARM,Infrastructure,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Bhardwaj Overseas Pvt. Ltd.,Term loans,Term loans,B-,Downgraded,2026-05-03,46,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Chanakya Bakery Products Pvt. Ltd.,Term loans,Term loans,B-,Reaffirmed,2026-05-03,46,LOW,WARM,Manufacturing,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Hotline Capital Services Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4+,Reaffirmed,2026-05-03,46,LOW,WARM,BFSI,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Jagdish Ispat Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2026-05-03,46,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Le Waterina Resorts & Hotels Ltd.,Term loans,Term loans,D,Reaffirmed,2026-05-03,46,LOW,WARM,Hotels & Tourism,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Maa Kali Alloys Udyog Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,2026-05-03,46,LOW,WARM,Steel & Metals,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Mapsko Builders Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,A 4,Reaffirmed,2026-05-03,46,LOW,WARM,Construction,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Morarjee Textiles Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,D,Reaffirmed,2026-05-03,46,LOW,WARM,Manufacturing,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Numero Uno Clothing Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,B+,Reaffirmed,2026-05-03,46,LOW,WARM,Textiles,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Saklecha Solventex Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2026-05-03,46,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Vasudeva Textiles Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit | Term loans,D,Downgraded,2026-05-03,46,LOW,WARM,Manufacturing,4,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Voltech Manufacturing Co. Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,BB-,Reaffirmed,2026-05-03,46,LOW,WARM,Manufacturing,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Campari Exports Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2026-06-01,17,LOW,WARM,Infrastructure,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Chemenergy Biofuels Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,2026-06-01,17,LOW,WARM,Energy,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sai Solvex Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2026-06-01,17,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Varahamurti Flexirub Inds. Pvt. Ltd.,Term loans,Term loans,C,Withdrawn,2026-06-01,17,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Balarka Fabricon Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,A 4,Reaffirmed,2026-06-02,16,LOW,WARM,Textiles,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Dadu Pipes Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2026-06-02,16,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Dreamz Overseas Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,2026-06-02,16,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
