Company Name,Latest Rater,All Raters,Rater Count,All Instruments,INC Instruments,Latest Rating,Latest Status,Latest Rating Date,Days Since Rating,Urgency,Priority,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Golden Rock Granites Pvt. Ltd.,CARE,CARE,1,Term loans,Term loans,B+,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Granite Mart Ltd.,CRISIL,BRICKWORK | CRISIL,2,Letter Of credit | Long term Loans | Term loans,Letter Of credit | Long term Loans | Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Healthfore Technologies Ltd.,CARE,CARE,1,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Hills Cement Co. Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Hind Energy & Coal Benefication (India) Ltd.,ACUITE,ACUITE | CRISIL | IND-RA,3,Bank Guarantee | Letter Of credit | Non-fund based working capital limit,Bank Guarantee | Letter Of credit | Non-fund based working capital limit,A 4+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
I V R C L Indore Gujarat Tollways Ltd.,IND-RA,IND-RA,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Ideal Chemicals (India) Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Long term Loans,Bank Guarantee | Long term Loans,B+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Imperial Granites Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Bank Guarantee | Letter Of credit | Long term Loans,B+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Indore Dewas Tollways Ltd.,IND-RA,IND-RA,1,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Ivax Paper Chemicals Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Short-term loan | Term loans,Non-fund-based financial facility/instrument | Short-term loan | Term loans,B+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
J P B Chemical Inds. Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt,Non-government debt,B-/A4,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Jayalaxmi Minerals & Resources Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
K J S Cement (I) Ltd.,CRISIL,BRICKWORK | CRISIL,2,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee | Term loans,A 2+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
K J S L Coal & Power Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Long term Loans,Bank Guarantee | Long term Loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
K S K Mineral Resources Pvt. Ltd.,ICRA,ICRA,1,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Kanpur Fertilizers & Chemicals Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Kenmore Shoes Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans,Letter Of credit | Long term Loans,B,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Kim Chemicals Ltd.,CARE,CARE,1,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Kimberlite Chemicals (India) Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,B-,Withdrawn,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Kinjal Chemicals Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt,Non-government debt,B-/A4,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Kishore Infrastructures Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee | Letter Of credit | Long term Loans,Bank Guarantee | Letter Of credit | Long term Loans,BB,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Kishore Vadilal Pvt. Ltd.,CARE,CARE,1,Letter Of credit | Non-government debt,Letter Of credit | Non-government debt,B/A4,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Krishna Stone Inds. Pvt. Ltd.,IND-RA,IND-RA,1,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Krishna Transnational Marbles Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Krishnaping Minerals Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit | Term loans,Letter Of credit | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
L E Marble Gallery Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,Withdrawn,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Lake Chemicals Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Lakeland Chemicals (India) Ltd.,BRICKWORK,BRICKWORK,1,Fund based financial facility/instrument | Letter Of credit | Term loans,Fund based financial facility/instrument | Letter Of credit | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Link Marble & Granites Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Bank Guarantee | Letter Of credit | Long term Loans,B-,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Lorenzo Vitrified Tiles Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
M B E Coal & Mineral Technology India Pvt. Ltd.,CARE,CARE,1,Non-government debt,Non-government debt,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Madhucon Granites Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Magcore Lamination (India) Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Letter Of credit | Long term Loans,Fund based financial facility/instrument | Letter Of credit | Long term Loans,B,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Malabar Cements Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Mangalore Electricity Supply Co. Ltd.,ICRA,ACUITE | ICRA,2,Letter Of credit | Long term Loans | Non-government debt | Short-term loan | Term loans,Letter Of credit | Non-government debt | Short-term loan | Term loans,BB+,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Melzer Chemicals Pvt. Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Term loans,Non-fund based working capital limit | Term loans,BB-,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Metalore Overseas Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans,Letter Of credit | Long term Loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Minesh Prints Ltd.,ACUITE,ACUITE,1,Long term Loans | Term loans,Long term Loans | Term loans,B-,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Mining Associates Pvt. Ltd.,ICRA,ICRA | IND-RA,2,Non-government debt,Non-government debt,B+/A4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Moreish Foods Ltd.,CRISIL,ACUITE | CRISIL,2,Long term Loans | Term loans,Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Moreshwar Trading Co. Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans | Term loans,Long term Loans | Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Multistone Granito Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
My Car (Indore) Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
My Store Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Nagarjuna Agro Chemicals Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Nagarjuna Fertilizers & Chemicals Ltd.,CARE,CARE | IND-RA,2,Non-government debt | Term loans,Non-government debt | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Niknam Chemicals Pvt. Ltd.,BRICKWORK,BRICKWORK | CARE,2,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,B-,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Nishi Forex & Leisure Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument | Non-government debt | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Omkar Speciality Chemicals Ltd.,CRISIL,BRICKWORK | CRISIL,2,Letter Of credit | Long term Loans | Term loans,Letter Of credit | Long term Loans | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Osnar Chemical Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt,Non-government debt,B-/A4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
P M C Rubber Chemicals India Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Papcon (Indore) Pvt. Ltd.,ACUITE,ACUITE,1,Term loans,Term loans,B-,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Patel Motors (Indore) Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,B,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Peethambra Granites Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Phthalo Colours & Chemicals (India) Ltd.,IND-RA,IND-RA,1,Non-government debt,Non-government debt,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Prashu Minerals & Services Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt,Non-government debt,B/A4,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Primarc Retail Stores Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Long term Loans,Fund based financial facility/instrument | Long term Loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
R N K Agro & Chemicals Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,B+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Rajkrishna Aditya Auto Store Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee | Long term Loans,Bank Guarantee | Long term Loans,C,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Rajshree Sugars & Chemicals Ltd.,CRISIL,CRISIL | ICRA,2,Long term Loans | Term loans,Term loans,BB-,Upgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Ranisati Coal Carriers Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Rasandik Auto Components Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Rchem Organics (Bangalore) Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Rishabh Metals & Chemicals Pvt. Ltd.,ACUITE,ACUITE,1,Letter Of credit | Long term Loans,Letter Of credit | Long term Loans,BB,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Ruia Chemicals Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Bank Guarantee | Letter Of credit | Long term Loans,B-,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
S R C Chemicals Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument | Non-government debt | Term loans,BB+,Withdrawn,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sadbhav Bangalore Highway Pvt. Ltd.,CARE,CARE,1,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Salicylates & Chemicals Pvt. Ltd.,CRISIL,CRISIL,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Salvi Chemical Inds. Ltd.,BRICKWORK,ACUITE | BRICKWORK,2,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,D,Withdrawn,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sandcity Autotec Pvt. Ltd.,CARE,CARE,1,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,B-,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CARE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sandeep Motors Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,C,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sandeep Texturisers Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,C,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sandeep Trucks Pvt. Ltd.,CRISIL,CARE | CRISIL,2,Fund based financial facility/instrument | Non-government debt,Fund based financial facility/instrument,B,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sandhya Infocity Ltd.,ICRA,CARE | CRISIL | ICRA,3,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,B+,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sandhya Organic Chemicals Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sandhya Prakash Ltd.,BRICKWORK,BRICKWORK,1,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sandor Medicaids Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee,Bank Guarantee,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ACUITE not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sanghi Brothers (Indore) Pvt. Ltd.,CRISIL,CARE | CRISIL,2,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating | Multi-agency — open to new raters,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sensa Core Medical Instrumentation Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee,Bank Guarantee,A 4,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sesa Minerals Ltd.,ICRA,ICRA,1,Fund based financial facility/instrument | Short-term loan,Fund based financial facility/instrument | Short-term loan,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sew Krishnagar Baharampore Highways Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Shree Saishraddha Cements Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Shrenik Marble Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt,Non-government debt,B-/A4,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — IND-RA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Shri Coimbatore Jewellers India Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee | Long term Loans | Term loans,B+,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Siby Mining & Infrastructure Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sical Iron Ore Terminals Ltd.,ICRA,ICRA,1,Long term Loans | Non-fund-based financial facility/instrument | Short-term loan | Term loans,Long term Loans | Non-fund-based financial facility/instrument | Short-term loan | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sical Saumya Mining Ltd.,ICRA,ICRA,1,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — ICRA not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Simla Chemicals Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee,Bank Guarantee,A 4,Downgraded,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sorento Granito Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — BRICKWORK not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Sri Venkatesh Granites Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Stork Ferro & Mineral Inds. Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit,Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
Subhodaya Chemicals Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit,Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Mining & Minerals,D365,INC — CRISIL not cooperating,BRICKWORK INC on your account — switch to ACER before your working capital facility expires.
