Company Name,Latest Rater,All Raters,Rater Count,All Instruments,INC Instruments,Latest Rating,Latest Status,Latest Rating Date,Days Since Rating,Urgency,Priority,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Mayasheel Retail India Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Nash Fashion (India) Ltd.,CARE,CARE,1,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee | Non-government debt | Term loans,D,Downgraded,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CARE abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Navya Fashions Pvt. Ltd.,BRICKWORK,BRICKWORK | CRISIL,2,Term loans,Term loans,D,Downgraded,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — BRICKWORK abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
Newsmen Associates Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans | Term loans,Long term Loans | Term loans,B+,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Oneworld Retail Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans | Term loans,Long term Loans | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Oriental Retailers & Logistics Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee | Fund based financial facility/instrument | Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
P B Lifestyle Ltd.,IND-RA,IND-RA,1,Term loans,Term loans,B-,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — IND-RA abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Pakiza Retail Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee,Bank Guarantee,A 4,Withdrawn,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Paras Intermediates Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,B,Downgraded,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — ACUITE abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Permeshwar Fashion Impex Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4+,Downgraded,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Pride East Entertainments Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Primarc Retail Stores Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Long term Loans,Fund based financial facility/instrument | Long term Loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Prompt Barrier Films Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Long term Loans,Bank Guarantee | Long term Loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Q R S Retail Ltd.,CARE,CARE,1,Term loans,Term loans,B-,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CARE abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Ram Fashion Exports Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,D,Downgraded,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Ratnadeep Retail Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,BBB+,Upgraded,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Reliance Broadcast Network Ltd.,BRICKWORK,BRICKWORK | CARE,2,Bank Guarantee | Term loans,Term loans,D,Withdrawn,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — BRICKWORK abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
S M L Films Ltd.,ACUITE,ACUITE | BRICKWORK,2,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Term loans,A 1+,Upgraded,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — ACUITE abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
Sab Media Networks Pvt. Ltd.,ACUITE,ACUITE,1,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — ACUITE abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Safeco Hygiene Films Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — BRICKWORK abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Saffron Lifestyle Traders Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Sangotra Fashions Pvt. Ltd.,CARE,BRICKWORK | CARE,2,Non-government debt,Non-government debt,B-/A4,Downgraded,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CARE abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
Singhvi Fashions Pvt. Ltd.,BRICKWORK,ACUITE | BRICKWORK,2,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — BRICKWORK abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
Sirmour Small Hydro Power Pvt. Ltd.,CARE,CARE | CRISIL,2,Term loans,Term loans,BB+,Downgraded,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CARE abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
Small Johnson Floor Tiles Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee | Long term Loans | Term loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Specialty Polyfilms (India) Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans,Letter Of credit | Long term Loans,B,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Sri Shyam Fashion India Pvt. Ltd.,BRICKWORK,ACUITE | BRICKWORK | CRISIL,3,Bank Guarantee | Fund based financial facility/instrument | Long term Loans | Non-government debt | Term loans,Bank Guarantee | Fund based financial facility/instrument | Long term Loans | Non-government debt | Term loans,B,Downgraded,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — BRICKWORK abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
Srinivasa Fashions Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Stanley Retail Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,B+,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Strawberry Studio Exports Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,Non-fund-based financial facility/instrument | Non-government debt,B+/A4,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — ICRA abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Studiokon Ventures Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee,Bank Guarantee,A 3+,Initial Rating,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Summa Real Media Pvt. Ltd.,IND-RA,ICRA | IND-RA,2,Long term Loans | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Long term Loans | Non-fund-based financial facility/instrument | Term loans,BB+/A4+,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — IND-RA abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
Sunpack Barrier Films Pvt. Ltd. [Merged],ICRA,CRISIL | ICRA,2,Letter Of credit | Non-fund-based financial facility/instrument,Letter Of credit | Non-fund-based financial facility/instrument,A 4,Withdrawn,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — ICRA abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
Super Electro Films Ltd.,BRICKWORK,BRICKWORK,1,Letter Of credit | Term loans,Letter Of credit | Term loans,C,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — BRICKWORK abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Superior Films Pvt. Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Non-government debt | Term loans,Non-fund based working capital limit | Non-government debt | Term loans,BB+/A4+,Withdrawn,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — IND-RA abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Unique Malls Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,D,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Unique Multi Films Virudhunagar Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,Reaffirmed,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — ICRA abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Veekayem Fashion & Apparels Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,B,Downgraded,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — CRISIL abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Vintage Coffee Pvt. Ltd.,IND-RA,CRISIL | IND-RA,2,Letter Of credit | Long term Loans | Non-fund based working capital limit | Term loans,Non-fund based working capital limit | Term loans,BB+,Withdrawn,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — IND-RA abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
Vishal Fashions Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Fund based financial facility/instrument,Fund based financial facility/instrument,BB-,Downgraded,,0,LOW,WARM INC,YES,Media & Retail,D365,INC — BRICKWORK abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
C B C Fashions (Asia) Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Term loans,Term loans,D,Reaffirmed,2026-07-04,-16,LOW,WARM INC,YES,Media & Retail,D365,INC — BRICKWORK abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
S L N Coffee Pvt. Ltd.,BRICKWORK,BRICKWORK | CARE,2,Bank Guarantee | Term loans,Bank Guarantee | Term loans,B-,Reaffirmed,2026-09-01,-75,LOW,WARM INC,YES,Media & Retail,D365,INC — BRICKWORK abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
Herald Publications Pvt. Ltd.,CARE,CARE,1,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee | Fund based financial facility/instrument | Term loans,A 4+,Upgraded,2026-09-04,-78,LOW,WARM INC,YES,Media & Retail,D365,INC — CARE abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Shruti Fashions Pvt. Ltd.,CARE,CARE,1,Bank Guarantee | Term loans,Bank Guarantee | Term loans,B-,Reaffirmed,2026-10-04,-108,LOW,WARM INC,YES,Media & Retail,D365,INC — CARE abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Lulu India Shopping Mall Pvt. Ltd.,IND-RA,IND-RA,1,Bank Guarantee | Non-government debt,Bank Guarantee | Non-government debt,A 2,Reaffirmed,2026-11-03,-138,LOW,WARM INC,YES,Media & Retail,D365,INC — IND-RA abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Y K M Entertainment & Hotels Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt | Term loans,Non-government debt,BB,Initial Rating,2026-11-03,-138,LOW,WARM INC,YES,Media & Retail,D365,INC — IND-RA abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Blessings Advertising Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,2026-12-01,-166,LOW,WARM INC,YES,Media & Retail,D365,INC — BRICKWORK abandoned,BRICKWORK INC — switch to ACER before your credit facility expires.
Reliance Big Entertainment Pvt. Ltd.,CARE,BRICKWORK | CARE,2,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,D,Reaffirmed,2026-12-02,-167,LOW,WARM INC,YES,Media & Retail,D365,INC — CARE abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
Asianet News Network Pvt. Ltd.,IND-RA,BRICKWORK | IND-RA,2,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,BBB-,Reaffirmed,2026-12-03,-168,LOW,WARM INC,YES,Media & Retail,D365,INC — IND-RA abandoned | Multi-agency,BRICKWORK INC — switch to ACER before your credit facility expires.
Pothys Retail Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt,,A/A1,Reaffirmed,2025-01-10,524,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 524 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Ashoka Mallasandra Karadi Road Pvt. Ltd.,ICRA,ICRA,1,Term loans,,AA,Upgraded,2025-02-07,496,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 496 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Esaf Small Finance Bank Ltd.,BRICKWORK,BRICKWORK | CARE,2,Debentures / Bonds / notes / bills,,BBB+,Downgraded,2025-02-09,494,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 494 days | Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Ambattur Fashion India Pvt. Ltd.,CARE,CARE,1,Bank Guarantee | Letter Of credit | Term loans,,BBB,Reaffirmed,2025-03-07,468,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 468 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Midday Infomedia Ltd.,CRISIL,CRISIL,1,Term loans,,AA-,Withdrawn,2025-03-07,468,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 468 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Music Broadcast Ltd.,CRISIL,CRISIL,1,Bank Guarantee,,A 1+,Reaffirmed,2025-03-07,468,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 468 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Vedant Fashions Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument,,AA,Reaffirmed,2025-03-07,468,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 468 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Bagzone Lifestyles Pvt. Ltd.,IND-RA,IND-RA,1,Term loans,,BBB-,Withdrawn,2025-03-09,466,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 466 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Destiny Retail Mall Developers Pvt. Ltd.,IND-RA,IND-RA,1,Term loans,,A+,Upgraded,2025-03-09,466,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 466 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Aditya Birla Fashion & Retail Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,,A 1+,Withdrawn,2025-04-06,438,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 438 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Chiripal Poly Films Ltd.,ACUITE,ACUITE,1,Letter Of credit | Long term Loans | Term loans,,A 1,Upgraded,2025-04-07,437,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 437 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Patel Retail Ltd.,ACUITE,ACUITE,1,Bank Guarantee | Long term Loans | Term loans,,BBB,Reaffirmed,2025-04-07,437,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 437 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Island Star Mall Developers Pvt. Ltd.,ICRA,CRISIL | ICRA,2,Term loans,,AA-,Reaffirmed,2025-04-08,436,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 436 days | Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Synergy Lifestyles Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument,,BB+,Reaffirmed,2025-04-12,432,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 432 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Biba Fashion Ltd.,ICRA,ICRA,1,Non-government debt | Term loans,,BBB+,Downgraded,2025-05-08,406,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 406 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Celebrity Fashions Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,,A 4,Downgraded,2025-05-09,405,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 405 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Aamoda Publications Pvt. Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Non-government debt,,BBB+/A2+,Upgraded,2025-06-06,377,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 377 days,ACER offers competitive rates and faster turnaround for media/retail companies.
J P F L Films Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,,A 1,Rating Watch,2025-06-10,373,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 373 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Jindal Poly Films Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Long term Loans | Term loans,,A,Rating Watch,2025-06-10,373,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 373 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Marwadi Chandarana Intermediaries Brokers Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,,A,Rating Watch,2025-06-10,373,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 373 days,ACER offers competitive rates and faster turnaround for media/retail companies.
Sakal Media Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,,A-/A2+,Reaffirmed,2025-06-11,372,HIGH,ACTIVE,NO,Media & Retail,D365,Rating overdue 372 days,ACER offers competitive rates and faster turnaround for media/retail companies.
April Moon Retail Ltd.,IND-RA,IND-RA,1,Non-government debt | Term loans,,A-,Initial Rating,2025-07-05,348,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Garware Hi-Tech Films Ltd.,CARE,CARE,1,Bank Guarantee,,A 1+,Reaffirmed,2025-07-07,346,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Anugraha Fashion Mill Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans | Short-term loan | Term loans,,BBB+,Reaffirmed,2025-07-08,345,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
S R S G Broadcast (India) Pvt. Ltd.,CARE,CARE,1,Bank Guarantee | Letter Of credit | Term loans,,A 4,Withdrawn,2025-07-08,345,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Planetcast Media Services Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,,BBB+,Downgraded,2025-08-09,313,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Orient Fashion Exports (India) Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans | Term loans,,A 1,Reaffirmed,2025-10-06,255,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Equitas Small Finance Bank Ltd.,CARE,CARE | IND-RA,2,Debentures / Bonds / notes / bills,,AA-,Reaffirmed,2025-10-07,254,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window | Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Emporium Industrial Parks (India) Pvt. Ltd.,IND-RA,IND-RA,1,Term loans,,A-,Withdrawn,2025-10-11,250,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Malladi Drugs & Pharmaceuticals Ltd.,IND-RA,CRISIL | IND-RA,2,Letter Of credit | Non-fund based working capital limit | Term loans,,A 1+,Reaffirmed,2025-10-11,250,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window | Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Apollo Health & Lifestyle Ltd.,CRISIL,CRISIL,1,Long term Loans | Term loans,,AA-,Upgraded,2025-11-06,224,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Classic Mall Devp. Co. Ltd.,IND-RA,IND-RA,1,Term loans,,A+,Upgraded,2025-11-07,223,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Cantabil Retail India Ltd.,ICRA,ICRA,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt,,A/A2+,Reaffirmed,2025-11-09,221,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Modenik Lifestyle Pvt. Ltd.,CARE,CARE | ICRA,2,Non-government debt,,A-/A2+,Initial Rating,2025-11-09,221,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window | Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Renewsys India Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,,A 2+,Reaffirmed,2025-11-09,221,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Jindal Lifestyle Ltd.,CARE,CARE,1,Non-government debt,,A+/A1+,Reaffirmed,2025-11-11,219,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
R S B Retail India Ltd.,CRISIL,CRISIL,1,Term loans,,A+,Reaffirmed,2025-12-05,195,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Baazar Style Retail Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Term loans,,A-,Reaffirmed,2025-12-06,194,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Indian Terrain Fashions Ltd.,CRISIL,CRISIL,1,Letter Of credit | Term loans,,BBB-,Reaffirmed,2025-12-06,194,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Tamil Nadu Newsprint & Papers Ltd.,ICRA,CARE | ICRA,2,Bank Guarantee | Non-government debt | Term loans,,A+,Reaffirmed,2025-12-09,191,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window | Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Broadcast Audience Research Council,CRISIL,CRISIL,1,Long term Loans,,A,Reaffirmed,2025-12-11,189,MEDIUM,ACTIVE,NO,Media & Retail,D365,Approaching renewal window,ACER offers competitive rates and faster turnaround for media/retail companies.
Panoli Intermediates (India) Pvt. Ltd.,CARE,CARE,1,Bank Guarantee | Non-fund-based financial facility/instrument | Non-government debt,,A 1+,Reaffirmed,2026-01-04,165,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Marri Retail Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,,A+,Upgraded,2026-02-02,136,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Spencer'S Retail Ltd.,CARE,CARE,1,Fund based financial facility/instrument | Non-government debt | Term loans,,BBB-,Reaffirmed,2026-02-03,135,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
A U Small Finance Bank Ltd.,ICRA,CARE | CRISIL | ICRA | IND-RA,4,Debentures / Bonds / notes / bills,,AA,Withdrawn,2026-02-04,134,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Spykar Lifestyles Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Fund based financial facility/instrument | Letter Of credit,,A 3,Initial Rating,2026-02-04,134,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Aarnav Fashions Ltd.,CARE,CARE | CRISIL,2,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Non-government debt | Term loans,,BBB,Initial Rating,2026-04-05,74,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Utkarsh Small Finance Bank Ltd.,CARE,CARE,1,Debentures / Bonds / notes / bills,,A,Downgraded,2026-05-01,48,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
Aditya Birla Lifestyle Brands Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,,AA+,Reaffirmed,2026-05-03,46,LOW,ACTIVE,NO,Media & Retail,D365,Active ratings,ACER offers competitive rates and faster turnaround for media/retail companies.
H T Media Ltd.,IND-RA,CRISIL | IND-RA,2,Long term Loans | Term loans,,AA-,Withdrawn,2026-05-03,46,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
Newspace Research & Technologies Pvt. Ltd.,CRISIL,CARE | CRISIL,2,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,,BB+,Reaffirmed,2026-05-03,46,LOW,ACTIVE,NO,Media & Retail,D365,Multi-agency,ACER offers competitive rates and faster turnaround for media/retail companies.
