Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,INC Flag,Sub-Sector,Sector,State,Facility Size,Outlook,Source,Why Target,ACER Pitch
Ciscons Constructions Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2025-10-29,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Clayris Ceramics Pvt. Ltd.,Bank Guarantee,CRISIL,D,2025-11-21,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Clayris Ceramics Pvt. Ltd.,Letter Of credit,CRISIL,D,2025-11-21,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Clayris Ceramics Pvt. Ltd.,Long term Loans,CRISIL,D,2025-11-21,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Clayris Ceramics Pvt. Ltd.,Long term Loans,CRISIL,D,2025-11-21,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Conor Granito Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-10-17,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Conor Granito Pvt. Ltd.,Term loans,CRISIL,B+,2025-10-17,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Consolidated Construction Consortium Ltd.,Fund based financial facility/instrument,ICRA,D,2025-09-11,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Consolidated Construction Consortium Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2025-09-11,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Consolidated Construction Consortium Ltd.,Term loans,ICRA,D,2025-09-11,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Consolidated Construction Consortium Ltd.,Bank Guarantee,CARE,D,2025-11-05,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Consolidated Construction Consortium Ltd.,Term loans,CARE,D,2025-11-05,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Corial Ceramic Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-18,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Corial Ceramic Pvt. Ltd.,Term loans,CRISIL,B,2025-07-18,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Crevita Granito Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-18,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Crevita Granito Pvt. Ltd.,Term loans,CRISIL,B+,2025-07-18,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Crystal Ceramic Inds. Ltd.,Bank Guarantee,ICRA,B+(CE),2025-07-31,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Crystal Ceramic Inds. Ltd.,Term loans,ICRA,B+,2025-07-31,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Cybercity Builders & Developers Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,BB,2025-09-25,MEDIUM,Y,Real Estate / Housing Developer,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Cybercity Builders & Developers Pvt. Ltd.,Term loans,BRICKWORK,BB,2025-09-25,MEDIUM,Y,Real Estate / Housing Developer,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
D G B Constructions Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-21,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
D M D Developers Pvt. Ltd.,Term loans,ICRA,B+,2025-09-24,MEDIUM,Y,Real Estate / Housing Developer,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
D Thakkar Constructions Pvt. Ltd.,Bank Guarantee,ACUITE,D,2025-09-16,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
D Thakkar Constructions Pvt. Ltd.,Letter Of credit,ACUITE,D,2025-09-16,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
D Thakkar Constructions Pvt. Ltd.,Short-term loan,ACUITE,D,2025-09-16,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Deem Construction Co. Pvt. Ltd.,Non-government debt,CARE,D,2025-11-26,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Deem Construction Co. Pvt. Ltd.,Non-government debt,CARE,D,2025-11-26,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Devi Construction Co. Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-10-28,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Dhansmruti Textiles Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-08-26,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Dhansmruti Textiles Pvt. Ltd.,Term loans,ICRA,B+,2025-08-26,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Dhanuka Infra Realty Ltd.,Term loans,CRISIL,B,2025-07-31,MEDIUM,Y,Real Estate / Housing Developer,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Dilip Textiles Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2025-09-01,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Dilip Textiles Pvt. Ltd.,Long term Loans,ACUITE,B-,2025-09-01,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Dilip Textiles Pvt. Ltd.,Term loans,ACUITE,B-,2025-09-01,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Dipanshu Promoter & Builder Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-21,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Dipanshu Promoter & Builder Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-10-29,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Divyalakshmi Textiles Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-08-28,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Dutta Builders & Developers Pvt. Ltd.,Term loans,IND-RA,B-,2025-08-21,MEDIUM,Y,Real Estate / Housing Developer,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at IND-RA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Dwarakamai Constructions Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-12-11,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
E C R Buildtech Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-09-08,MEDIUM,Y,Construction — General,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
ECR Buildtech Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (INC) (Downgraded),2025-11-28,MEDIUM,Y,Construction — General,Construction,,Rs. 58.00 Cr.,Negative,Infomerics,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
ECR Buildtech Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (INC) (Downgraded),2025-11-28,MEDIUM,Y,Construction — General,Construction,,Rs. 5.50 Cr.,Nil,Infomerics,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Eden Realty Ventures Private Limited,Long Term Bank Facility (Proposed),Infomerics,IVR BBB- (INC)(Downgraded),2025-10-23,MEDIUM,Y,Real Estate / Housing Developer,Construction,,Rs. 75.00 Cr.,Negative,Infomerics,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Ellen Textiles Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,2025-06-25,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at IND-RA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Ellen Textiles Pvt. Ltd.,Term loans,IND-RA,B,2025-06-25,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at IND-RA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Elljay Textiles Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at IND-RA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Emboza Granito Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-09-15,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Emboza Granito Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-09-15,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Emboza Granito Pvt. Ltd.,Term loans,CRISIL,B+,2025-09-15,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Eversendai Construction Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,2025-12-05,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Eversendai Construction Pvt. Ltd.,Letter Of credit,ACUITE,A 4+,2025-12-05,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Eversendai Construction Pvt. Ltd.,Long term Loans,ACUITE,BBB-,2025-12-05,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Exxaro Tiles Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-08-11,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Exxaro Tiles Ltd.,Letter Of credit,BRICKWORK,A 4,2025-08-11,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Exxaro Tiles Ltd.,Non-fund-based financial facility/instrument,BRICKWORK,A 4,2025-08-11,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Exxaro Tiles Ltd.,Fund based financial facility/instrument,BRICKWORK,BB-,2025-08-11,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
F T Textiles Pvt. Ltd.,Bank Guarantee,CARE,A 4,2025-09-01,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
F T Textiles Pvt. Ltd.,Term loans,CARE,B+,2025-09-01,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
F T Textiles Pvt. Ltd.,Term loans,CRISIL,BB,2025-09-29,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Favourite Plus Ceramic Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-23,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Featherlite Buildcon Pvt. Ltd.,Term loans,BRICKWORK,C,2025-08-05,MEDIUM,Y,Construction — General,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Fest Homes Developers Pvt. Ltd.,Term loans,CARE,D,2025-07-09,MEDIUM,Y,Real Estate / Housing Developer,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Firozabad Ceramics Pvt. Ltd.,Letter Of credit,CARE,D,2025-07-15,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Firozabad Ceramics Pvt. Ltd.,Term loans,CARE,D,2025-07-15,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Firozabad Ceramics Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2025-07-30,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Firozabad Ceramics Pvt. Ltd.,Letter Of credit,ACUITE,A 4,2025-07-30,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Firozabad Ceramics Pvt. Ltd.,Term loans,ACUITE,B-,2025-07-30,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Fiza Developers & Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,Y,Real Estate / Housing Developer,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at IND-RA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
G R N Constructions Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-09-11,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at IND-RA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
G S D Constructions Indore Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2025-11-14,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
G S D Constructions Indore Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2025-11-14,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
G S Developers & Contractors Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,Y,Real Estate / Housing Developer,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at IND-RA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
G V D Textiles Pvt. Ltd.,Term loans,CARE,C,2025-09-03,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
G V D Textiles Pvt. Ltd.,Term loans,CARE,C,2025-09-03,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
G V D Textiles Pvt. Ltd.,Term loans,CARE,C,2025-09-03,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
G V D Textiles Pvt. Ltd.,Term loans,CRISIL,B,2025-11-14,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
GRN Constructions Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-12-15,MEDIUM,Y,Construction Contractor / EPC,Construction,,Rs. 30.00 Cr.,Negative,Infomerics,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
GRN Constructions Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),2025-12-15,MEDIUM,Y,Construction Contractor / EPC,Construction,,Rs. 120.00 (includes proposed limit of Rs.50.00 crore),Nil,Infomerics,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
GTN Textiles Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2025-09-08,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,Rs. 23.23 Cr.,Nil,Infomerics,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
GTN Textiles Limited,Short Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2025-09-08,MEDIUM,Y,Building Materials — Tiles/Stone,Construction,,Rs. 42.90 Cr.,Nil,Infomerics,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Ganpati Mega Builders (India) Pvt. Ltd.,Non-government debt,CARE,D,2025-10-09,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Ganpati Mega Builders (India) Pvt. Ltd.,Bank Guarantee,CRISIL,D,2025-10-24,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Ghodawat Realty Pvt. Ltd.,Term loans,IND-RA,B,2025-08-21,MEDIUM,Y,Real Estate / Housing Developer,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at IND-RA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Ghodawat Realty Pvt. Ltd.,Term loans,IND-RA,B,2025-09-15,MEDIUM,Y,Real Estate / Housing Developer,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at IND-RA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Goodwill Advance Construction Co. Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-06-23,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Goodwill Advance Construction Co. Pvt. Ltd.,Term loans,ICRA,B+,2025-06-23,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at ICRA — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Goodwill Advance Construction Co. Pvt. Ltd.,Bank Guarantee,CARE,A 4,2025-09-24,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
Goodwill Advance Construction Co. Pvt. Ltd.,Term loans,CARE,B-,2025-09-24,MEDIUM,Y,Construction Contractor / EPC,Construction,,,,D365,INC status — not cooperating with current rater | Rating approaching renewal (6-12 months old),"Your rating is INC at CARE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst"
