Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,Lead Segment,Infrastructure Sub-Sector,Why Target,ACER Pitch Angle,Priority Score
Pyro Electric Instruments Goa Pvt. Ltd.,Term loans,CARE,B,2025-05-30,HIGH,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
R E Infra Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-06-04,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Rake Power Ltd.,Term loans,BRICKWORK,D,2025-05-27,HIGH,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Ram Fashion Exports Pvt. Ltd.,Term loans,CRISIL,D,2025-05-14,HIGH,Infrastructure,INC — CRISIL,Port/Airport,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Rapid Metrorail Gurgaon Ltd.,Term loans,ICRA,D,2025-05-14,HIGH,Infrastructure,INC — ICRA,Urban/Metro,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Rapid Metrorail Gurgaon South Ltd.,Term loans,ICRA,D,2025-05-14,HIGH,Infrastructure,INC — ICRA,Urban/Metro,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Sadbhav Bangalore Highway Pvt. Ltd.,Term loans,CARE,D,2025-05-16,HIGH,Infrastructure,INC — CARE,Roads/Highways,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Sadguru Infratech Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-05-28,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Saket Infraprojects Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-05-23,HIGH,Infrastructure,INC — BRICKWORK,Construction/EPC,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Shalaka Infra-Tech (India) Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2025-06-09,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Shree Shankar Vijay Timber Exports Pvt. Ltd.,Bank Guarantee,CARE,D,2025-05-14,HIGH,Infrastructure,INC — CARE,Port/Airport,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Shree Somnath Iron & Power Pvt. Ltd.,Term loans,ICRA,B+,2025-05-23,HIGH,Infrastructure,INC — ICRA,Power/Energy,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Shreem Electric Ltd.,Bank Guarantee,CARE,A 4,2025-05-16,HIGH,Infrastructure,INC — CARE,General Infrastructure,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Shyam Indus Power Solutions Pvt. Ltd.,Bank Guarantee,BRICKWORK,BB-,2025-06-06,HIGH,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Siby Mining & Infrastructure Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-05-29,HIGH,Infrastructure,INC — CRISIL,General Infrastructure,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Sivanssh Infrastructure Devp. Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-06-11,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Skyway Infraprojects Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,2025-05-16,HIGH,Infrastructure,INC — ACUITE,Construction/EPC,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Star Iris Exports Pvt. Ltd.,Long term Loans,CRISIL,B,2025-06-12,HIGH,Infrastructure,INC — CRISIL,Port/Airport,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Sudha Bio Power Pvt. Ltd.,Term loans,ICRA,B+,2025-05-28,HIGH,Infrastructure,INC — ICRA,Power/Energy,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
Sumaja Electroinfra Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2025-06-02,HIGH,Infrastructure,INC — ACUITE,General Infrastructure,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Supra Steel & Power Pvt. Ltd.,Term loans,ACUITE,C,2025-05-19,HIGH,Infrastructure,INC — ACUITE,Power/Energy,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Sutapa International Exports Pvt. Ltd.,Term loans,CRISIL,B+,2025-05-26,HIGH,Infrastructure,INC — CRISIL,Port/Airport,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Svarrnim Infrastructures Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2025-05-23,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Swaraj Green Power & Fuel Ltd.,Term loans,BRICKWORK,B+,2025-06-10,HIGH,Infrastructure,INC — BRICKWORK,Power/Energy,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Trans-Fab Power India Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-05-26,HIGH,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Trualt Bioenergy Ltd.,Term loans,ACUITE,BB+,2025-06-09,HIGH,Infrastructure,INC — ACUITE,Power/Energy,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85
Vasundhara Power & Infrastructure Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-05-27,HIGH,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Viaton Energy Pvt. Ltd.,Term loans,CARE,B,2025-05-15,HIGH,Infrastructure,INC — CARE,Power/Energy,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85
Vigyashree Sharoda Infrastructure Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-05-14,HIGH,Infrastructure,INC — BRICKWORK,General Infrastructure,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85
Window Magic India Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,2025-06-09,HIGH,Infrastructure,INC — CRISIL,Power/Energy,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85
Zillion Infraprojects Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2025-05-09,HIGH,Infrastructure,INC — ICRA,Construction/EPC,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85
A B Pal Electricals Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (Assigned),2025-01-29,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 499 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
A K Shivhare Infrastructure Private Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed),2025-04-16,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 422 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
ABB Infra Buildtech Private Limited (AIBPL),Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),2025-03-24,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 445 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
AGC Infracon Private Limited (Erstwhile AG Construction),Short Term Facilities,Infomerics,IVR A3 (Upgraded),2025-04-23,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 415 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
AME Infralogistics Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-28,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Aaryavart Infrastructure Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Reaffirmed),2025-01-03,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 525 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Agroh Diu Link Highways Private Limited,Long Term Bank Facilities,Infomerics,IVR A+ (Reaffirmed),2024-12-11,HIGH,Infrastructure,Overdue Renewal — Infomerics,Roads/Highways,Rating is 548 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Ajeenkya D.Y. Patil Infra Private Limited (ADYPIPL),Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),2025-04-02,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Akashganga Infraventures India Private Limited (erstwhile Akashganga Infraventures India Limited),Long Term Bank Facilities,Infomerics,IVR BBB- (Upgraded),2025-02-14,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 483 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Ambe Infraprojects Private Limited,Short Term Facilities,Infomerics,IVR A4+ (Assigned),2025-04-09,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 429 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Ambitious Power Trading Company Limited,Short Term Bank Facility,Infomerics,IVR A3 (Reaffirmed),2025-05-21,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 387 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Amrut Exports,Long term/ Short Term Bank Facilities,Infomerics,IVR BBB-/IVR A3; (Reaffirmed),2025-02-04,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 493 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Animesh Steel and Power Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),2025-02-28,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 469 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Ansh Infratech Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),2025-03-04,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 465 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Arcons Infrastructures & Constructions Private Limited (AICPL),Long Term Fund Based Bank Facilities - Cash Credit,Infomerics,IVR BBB (Reaffirmed),2025-03-26,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 443 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Ascent Sky Infracon LLP,Long Term Bank Facility,Infomerics,IVR BBB- (Reaffirmed),2025-01-31,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 497 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Aurinko Energy Private Limited (AEPL),Long Term Bank Facility,Infomerics,IVR BBB (Reaffirmed),2025-03-27,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 442 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Ayyappa Infra Projects Private Limited,Long Term Bank Facility,Infomerics,IVR BBB+ (Reaffirmed),2025-05-22,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 386 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
BBG Infrastructure Private Limited,Short Term Bank Facilities - Bank Guarantee,Infomerics,IVR A3+ (Assigned),2024-11-19,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 570 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
BKD Infrastructure Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),2024-12-20,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 539 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
BPR Infrastructure Private Limited,Long Term Facilities,Infomerics,IVR BBB (Upgraded),2025-02-10,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 487 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Baby Marine Eastern Exports,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),2025-05-30,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 378 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Bajaj Energy Limited,Long Term Bank Facilities,Infomerics,IVR AA- (Upgraded),2025-02-04,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 493 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Begorra Infrastructure And Developers Private Limited,Proposed Short Term Bank Facilities - Bank Guarantee,Infomerics,IVR A3 (Assigned),2025-01-24,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 504 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Bhanwariya Infra Projects Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Assigned),2025-03-21,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 448 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Bhimraj Exports Private Limited,Long Term Bank Facility,Infomerics,IVR BBB- (Reaffirmed),2025-02-25,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 472 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Bhrunda Infra Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-04-08,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 430 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Bountiful Infraprojects Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),2024-12-26,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 533 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Bvishal Oil and Energy Limited (BVOEL),Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-05-15,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 393 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Chandrashekhar Exports Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-12,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 457 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Clifton Export Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),2025-02-07,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 490 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Core Energy Systems Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),2025-01-14,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 514 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Deepak Hotels Infra Private Limited,Long Term Facilities,Infomerics,IVR BBB- (CE)(Reaffirmed),2025-02-19,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 478 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Deepak Infra and Homes Private Limited,Long term Bank Facilities - proposed,Infomerics,IVR BBB- (Reaffirmed),2025-02-19,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 478 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Delhi Airport Parking Services Private Limited,Long Term Bank Facility,Infomerics,IVR A (Reaffirmed),2025-04-02,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Delta Infralogistics (Worldwide) Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),2024-12-24,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 535 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Doosan Power Systems India Private Limited,Long/Short Term Bank Facilities,Infomerics,IVR BBB-/IVR A3; (Assigned),2025-05-23,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 385 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Durga Infra Mining Private Limited,Proposed Short Term Facilities,Infomerics,IVR A3+ (Assigned),2025-04-02,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Ecofora Energy Biofuels Private Limited,Short term Bank Facilities,Infomerics,IVR A3 (Assigned),2025-05-06,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 402 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Ekana Sportz City Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),2025-04-03,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 435 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
GLD Infraprojects Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),2024-12-26,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 533 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
GMR Energy Trading Limited,Long Term Facilities,Infomerics,IVR BB (Reaffirmed),2025-05-07,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 401 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
GMR Power and Urban Infra Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-03,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 466 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Galaxy Transmissions Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-01-01,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 527 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Ganesh Vishal Infra Engineering Private Limited,Long Term Bank Facilities - Term Loans,Infomerics,IVR BB (Assigned),2025-02-25,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 472 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Gepdec Infratech Limited,Short Term Bank Facility,Infomerics,IVR A3 (Assigned),2024-12-27,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 532 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Ghanaram Infraengineers Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),2025-06-03,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 374 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Girishwara RCL Highways Private Limited,Proposed Long Term Bank Facility,Infomerics,IVR BBB (Assigned),2024-12-27,HIGH,Infrastructure,Overdue Renewal — Infomerics,Roads/Highways,Rating is 532 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Gujrat Infracon,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),2025-02-12,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 485 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Gurudeo Exports Corporation Private Limited,Short Term Facilities -Credit exposure Limits,Infomerics,IVR A4 (Reaffirmed),2025-01-13,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 515 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
HES Infra Private Limited,Short Term Non - Fund - Based Bank Facilities - Proposed,Infomerics,IVR A3+ (Assigned),2025-04-25,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 413 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Hariom Ingots and Power Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Downgraded),2024-12-03,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 556 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Hassan Road Construction Company Private Limited,Long Term Facilities,Infomerics,IVR BB- (Upgraded),2025-02-14,HIGH,Infrastructure,Overdue Renewal — Infomerics,Roads/Highways,Rating is 483 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
IA Hydro Energy Private Limited,Long Term Facilities,Infomerics,IVR A+ (CE)(Upgraded),2025-03-28,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
IC Electricals Company Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),2025-01-07,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 521 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
ICC Infratech Private Limited (Erstwhile Infratech construction Company),Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),2025-04-08,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 430 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
IL&FS Tamil Nadu Power Company Limited,Non-Convertible Debentures,Infomerics,IVR BBB- (Assigned),2025-03-31,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 438 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
India Power Corporation Limited,Proposed Long Term/Short Term Bank Facilities,Infomerics,IVR BBB-/IVR A3; (Assigned),2025-03-28,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Intact Transport Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-04-01,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 437 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
JKV Infracon (I) Private Limited,Long Term Facilities,Infomerics,IVR B+ (Assigned),2024-12-31,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 528 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
JSR Grain Energy Private Limited,Short Term Bank Facility,Infomerics,IVR A3 (Assigned),2025-04-23,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 415 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
JTL Industries Limited (Erstwhile JTL Infra Limited),Long Term Bank Facilities,Infomerics,IVR A,2025-04-24,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 414 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Jaideepraj Infrastructure Private Limited,Short Term Bank Facilities - Proposed,Infomerics,IVR A3 (Assigned),2025-02-21,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 476 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Jitendra Singh Devgad Kaladgi Highway Private Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR BBB- (Assigned),2025-04-02,HIGH,Infrastructure,Overdue Renewal — Infomerics,Roads/Highways,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
KSR Infracon Private Limited,Short Term Facilities,Infomerics,IVR A3+ (Upgraded),2025-03-11,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 458 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Karle Infra Private Limited,Long Term Facilities,Infomerics,IVR BBB+ (Reaffirmed),2025-02-07,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 490 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
