Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Escalates To,Escalation Date,Escalation Month,Days Since (Jun 25),Amount Cr,Sector,Source,Why Target,ACER Pitch Angle,Call Week
M M Shawl Engineers & Contractors Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,18-Feb-2026,LOW,HOT,2026-11-15,November 2026,127,25.0,Manufacturing,D365,INC rating hits HOT threshold on 2026-11-15 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Nov Wk3 (Nov 15-21)
M N C Electricals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Feb-2026,LOW,HOT,2026-11-20,November 2026,122,8.0,Energy,D365,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
M R Pro Tech Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,20-Feb-2026,LOW,HOT,2026-11-17,November 2026,125,5.0,IT/Technology,D365,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Power Pvt. Ltd.,ACUITE,Term Loan,BB+,20-Feb-2026,LOW,HOT,2026-11-17,November 2026,125,2.4,Energy,D365,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Power Pvt. Ltd.,ACUITE,Term Loan,BB+,20-Feb-2026,LOW,HOT,2026-11-17,November 2026,125,7.6,Energy,D365,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Power Pvt. Ltd.,ACUITE,Term Loan,BB+,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,2.4,Energy,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Power Pvt. Ltd.,ACUITE,Term Loan,BB+,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,7.6,Energy,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Sponge & Power Ltd.,ACUITE,Bank Guarantee,A 4+,20-Feb-2026,LOW,HOT,2026-11-17,November 2026,125,5.0,Energy,D365,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Sponge & Power Ltd.,ACUITE,Letter of Credit,A 4+,20-Feb-2026,LOW,HOT,2026-11-17,November 2026,125,190.5,Energy,D365,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Sponge & Power Ltd.,ACUITE,Term Loan,A 4+,20-Feb-2026,LOW,HOT,2026-11-17,November 2026,125,18.23,Energy,D365,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Sponge & Power Ltd.,ACUITE,Term Loan,BB+,20-Feb-2026,LOW,HOT,2026-11-17,November 2026,125,214.0,Energy,D365,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Sponge & Power Ltd.,ACUITE,Bank Guarantee,A 4+,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,5.0,Energy,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Sponge & Power Ltd.,ACUITE,Letter of Credit,A 4+,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,190.5,Energy,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Sponge & Power Ltd.,ACUITE,Term Loan,A 4+,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,18.23,Energy,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Sponge & Power Ltd.,ACUITE,Term Loan,BB+,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,214.0,Energy,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Strips Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,20-Feb-2026,LOW,HOT,2026-11-17,November 2026,125,650.0,Other,D365,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Strips Pvt. Ltd.,ACUITE,Term Loan,A 4+,20-Feb-2026,LOW,HOT,2026-11-17,November 2026,125,3.1,Other,D365,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Strips Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,650.0,Other,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Mahendra Strips Pvt. Ltd.,ACUITE,Term Loan,A 4+,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,3.1,Other,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Malhati Tea & Inds. Ltd.,ICRA,Non-Fund-Based,B-,19-Nov-2025,MEDIUM,ULTRA HOT,2026-11-19,November 2026,218,0.15,Agro/Food,D365,INC rating hits ULTRA HOT threshold on 2026-11-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Nov Wk3 (Nov 15-21)
Malhati Tea & Inds. Ltd.,ICRA,Term Loan,B-,19-Nov-2025,MEDIUM,ULTRA HOT,2026-11-19,November 2026,218,0.89,Agro/Food,D365,INC rating hits ULTRA HOT threshold on 2026-11-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Nov Wk3 (Nov 15-21)
Mangalam Drugs & Organics Ltd.,CRISIL,Bank Guarantee,A 4+,19-Nov-2025,MEDIUM,ULTRA HOT,2026-11-19,November 2026,218,2.5,Chemicals/Pharma,D365,INC rating hits ULTRA HOT threshold on 2026-11-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Mangalam Drugs & Organics Ltd.,CRISIL,Letter of Credit,A 4+,19-Nov-2025,MEDIUM,ULTRA HOT,2026-11-19,November 2026,218,20.0,Chemicals/Pharma,D365,INC rating hits ULTRA HOT threshold on 2026-11-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Mangalam Drugs & Organics Ltd.,CRISIL,Term Loan,BB+,19-Nov-2025,MEDIUM,ULTRA HOT,2026-11-19,November 2026,218,9.25,Chemicals/Pharma,D365,INC rating hits ULTRA HOT threshold on 2026-11-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Mangla Amit Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Feb-2026,LOW,HOT,2026-11-20,November 2026,122,8.5,Construction,D365,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Manickavel Edible Oils Pvt. Ltd.,ACUITE,Letter of Credit,A 4,20-Feb-2026,LOW,HOT,2026-11-17,November 2026,125,85.0,Agro/Food,D365,INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Manjira Machine Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Feb-2026,LOW,HOT,2026-11-20,November 2026,122,8.5,Construction,D365,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Manjira Machine Builders Pvt. Ltd.,CRISIL,Bank Guarantee,B,23-Feb-2026,LOW,HOT,2026-11-20,November 2026,122,2.5,Construction,D365,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Manjira Machine Builders Pvt. Ltd.,CRISIL,Letter of Credit,A 4,23-Feb-2026,LOW,HOT,2026-11-20,November 2026,122,2.0,Construction,D365,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Manjira Machine Builders Pvt. Ltd.,CRISIL,Term Loan,B,23-Feb-2026,LOW,HOT,2026-11-20,November 2026,122,9.46,Construction,D365,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Manjira Machine Builders Pvt. Ltd.,CRISIL,Term Loan,B,23-Feb-2026,LOW,HOT,2026-11-20,November 2026,122,3.04,Construction,D365,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Maplewood Trading Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,24-Feb-2026,LOW,HOT,2026-11-21,November 2026,121,50.0,Trading/Exports,D365,INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Nov Wk3 (Nov 15-21)
Marelli U M Electronic Systems Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,0.15,Other,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Marelli U M Electronic Systems Pvt. Ltd.,CRISIL,Term Loan,B+,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,7.36,Other,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Marelli U M Electronic Systems Pvt. Ltd.,CRISIL,Term Loan,B+,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,2.7,Other,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Marudhar Industries Ltd.,CRISIL,Bank Guarantee,A 4,23-Feb-2026,LOW,HOT,2026-11-20,November 2026,122,4.0,Manufacturing,D365,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Marudhar Industries Ltd.,CRISIL,Letter of Credit,A 4,23-Feb-2026,LOW,HOT,2026-11-20,November 2026,122,20.0,Manufacturing,D365,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Mayura Packaging Private Limited,Infomerics,Long Term Fund based bank facility- Term Loan,IVR C+ (INC) (Downgraded),17-Nov-2025,MEDIUM,ULTRA HOT,2026-11-17,November 2026,220,1.64,Paper/Packaging,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk3 (Nov 15-21)
Mayura Packaging Private Limited,Infomerics,Long Term Fund based bank facility- Cash Credit,IVR C+ (INC) (Downgraded),17-Nov-2025,MEDIUM,ULTRA HOT,2026-11-17,November 2026,220,6.0,Paper/Packaging,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk3 (Nov 15-21)
Mayura Packaging Private Limited,Infomerics,Short Term Non-Fund Based Bank Facility -Letter of Credit,IVR A4 (INC) (Reaffirmed),17-Nov-2025,MEDIUM,ULTRA HOT,2026-11-17,November 2026,220,2.0,Paper/Packaging,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk3 (Nov 15-21)
Mayura Packaging Private Limited,Infomerics,Short Term Non-Fund Based Bank Facility - Bank Guarantee,IVR A4 (INC) (Reaffirmed),17-Nov-2025,MEDIUM,ULTRA HOT,2026-11-17,November 2026,220,0.36,Paper/Packaging,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk3 (Nov 15-21)
Merit Organics Ltd.,CRISIL,Letter of Credit,A 4,19-Nov-2025,MEDIUM,ULTRA HOT,2026-11-19,November 2026,218,0.95,Other,D365,INC rating hits ULTRA HOT threshold on 2026-11-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Merit Organics Ltd.,CRISIL,Term Loan,B+,19-Nov-2025,MEDIUM,ULTRA HOT,2026-11-19,November 2026,218,5.25,Other,D365,INC rating hits ULTRA HOT threshold on 2026-11-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Metro Superspeciality Hospitals Pvt. Ltd.,CRISIL,Term Loan,B+,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,55.0,Healthcare,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Mewar Polytex Ltd.,ACUITE,Term Loan,BB-,19-Nov-2025,MEDIUM,ULTRA HOT,2026-11-19,November 2026,218,3.63,Other,D365,INC rating hits ULTRA HOT threshold on 2026-11-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Milando Fashions Ltd.,BRICKWORK,NCD/Bond,C/A4,24-Feb-2026,LOW,HOT,2026-11-21,November 2026,121,12.0,Textiles,D365,INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Nov Wk3 (Nov 15-21)
Millennium Babycares Pvt. Ltd.,CARE,NCD/Bond,B-/A4,24-Feb-2026,LOW,HOT,2026-11-21,November 2026,121,7.0,Automobiles,D365,INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Nov Wk3 (Nov 15-21)
Millennium Babycares Pvt. Ltd.,CARE,Term Loan,B-,24-Feb-2026,LOW,HOT,2026-11-21,November 2026,121,16.11,Automobiles,D365,INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Nov Wk3 (Nov 15-21)
Milton Industries Ltd.,ACUITE,Bank Guarantee,A 4,24-Feb-2026,LOW,HOT,2026-11-21,November 2026,121,8.75,Manufacturing,D365,INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Milton Industries Ltd.,ACUITE,Term Loan,B-,24-Feb-2026,LOW,HOT,2026-11-21,November 2026,121,0.64,Manufacturing,D365,INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Milton Industries Ltd.,ACUITE,Term Loan,B-,24-Feb-2026,LOW,HOT,2026-11-21,November 2026,121,1.61,Manufacturing,D365,INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Modi Car Agencies Pvt. Ltd.,CRISIL,Fund-Based,B,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,20.0,Automobiles,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Modi Car Agencies Pvt. Ltd.,CRISIL,Fund-Based,B,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,16.52,Automobiles,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Modi Car Agencies Pvt. Ltd.,CRISIL,Term Loan,B,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,23.48,Automobiles,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Mohit Polytech Pvt. Ltd.,CARE,Bank Guarantee,A 4,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,4.96,IT/Technology,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Nov Wk3 (Nov 15-21)
Mohit Polytech Pvt. Ltd.,CARE,Term Loan,B-,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,1.59,IT/Technology,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Nov Wk3 (Nov 15-21)
Morth Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,12.5,Construction,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Mridula Healthcare Pvt. Ltd.,BRICKWORK,Term Loan,C,23-Feb-2026,LOW,HOT,2026-11-20,November 2026,122,16.35,Healthcare,D365,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Nov Wk3 (Nov 15-21)
N C C Urban Infrastructure Ltd.,CRISIL,Term Loan,BB+,19-Feb-2026,LOW,HOT,2026-11-16,November 2026,126,40.0,Construction,D365,INC rating hits HOT threshold on 2026-11-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Narayan Health Services Pvt. Ltd.,CRISIL,Term Loan,B,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,20.0,Healthcare,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Natraj Proteins Ltd.,BRICKWORK,Bank Guarantee,A 4,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,0.5,Other,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Nov Wk3 (Nov 15-21)
Neel Kanth Agrofood Products Pvt. Ltd.,CRISIL,Term Loan,B,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,3.5,Agro/Food,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Newtech Power Inds. Pvt. Ltd.,CRISIL,Fund-Based,BB-,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,12.5,Energy,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Nexgen Consultancy Pvt. Ltd.,CRISIL,Term Loan,B-,23-Feb-2026,LOW,HOT,2026-11-20,November 2026,122,3.75,Other,D365,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Nilachal Carbo Metalicks Ltd.,CARE,Letter of Credit,A 4+,18-Nov-2025,MEDIUM,ULTRA HOT,2026-11-18,November 2026,219,8.75,Steel & Metals,D365,INC rating hits ULTRA HOT threshold on 2026-11-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Nov Wk3 (Nov 15-21)
Nilachal Carbo Metalicks Ltd.,CARE,Term Loan,BB+,18-Nov-2025,MEDIUM,ULTRA HOT,2026-11-18,November 2026,219,5.43,Steel & Metals,D365,INC rating hits ULTRA HOT threshold on 2026-11-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Nov Wk3 (Nov 15-21)
Nirmitee Robotics India Ltd.,CRISIL,Term Loan,B+,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,10.0,Infrastructure,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Nis Facility Mgmt. Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,5.0,Other,D365,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Nischint Foods Pvt. Ltd.,CRISIL,Term Loan,B,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,4.5,Agro/Food,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Northern Motors Pvt. Ltd.,CRISIL,Fund-Based,A 4,23-Feb-2026,LOW,HOT,2026-11-20,November 2026,122,0.35,Automobiles,D365,INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Nouvelle Credits Pvt. Ltd.,BRICKWORK,Fund-Based,B,24-Feb-2026,LOW,HOT,2026-11-21,November 2026,121,4.8,BFSI,D365,INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Nov Wk3 (Nov 15-21)
Nouvelle Credits Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,24-Feb-2026,LOW,HOT,2026-11-21,November 2026,121,16.2,BFSI,D365,INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Nov Wk3 (Nov 15-21)
Odyssey Motors Pvt. Ltd.,ACUITE,Term Loan,BB-,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,2.0,Automobiles,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,Nov Wk3 (Nov 15-21)
Om Construction,Infomerics,Long Term Bank Facilities,IVR C+ (INC) (Downgraded),20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,2.4,Construction,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk3 (Nov 15-21)
Om Construction,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),20-Nov-2025,MEDIUM,ULTRA HOT,2026-11-20,November 2026,217,6.75,Construction,Infomerics,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Nov Wk3 (Nov 15-21)
Orbit Resorts Ltd.,BRICKWORK,Fund-Based,B,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,35.59,Hotels/Tourism,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Nov Wk3 (Nov 15-21)
Orbit Resorts Ltd.,BRICKWORK,Term Loan,B,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,177.08,Hotels/Tourism,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,Nov Wk3 (Nov 15-21)
Orissa Diesel Engines Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,0.7,Energy,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Orissa Diesel Engines Pvt. Ltd.,CRISIL,Fund-Based,B+,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,3.12,Energy,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Orissa Diesel Engines Pvt. Ltd.,CRISIL,Term Loan,B+,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,0.32,Energy,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
Orissa Diesel Engines Pvt. Ltd.,CRISIL,Term Loan,B+,21-Nov-2025,MEDIUM,ULTRA HOT,2026-11-21,November 2026,216,0.76,Energy,D365,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,Nov Wk3 (Nov 15-21)
