Company Name,Agency,Instrument,Rating,Rating Date,Days Since,Urgency,Amount Cr,Sector
Sri Lakshmi Poultry Complex Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,12-Sep-2025,286,HOT,4.5,Agro/Food
Venky Hi-Tech Ispat Ltd.,ICRA,NCD/Bond,D,16-May-2025,405,ULTRA HOT,4.5,IT/Technology
Fortune Foam Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,149,LOW,4.49,Other
Milsha Agro Exports Pvt. Ltd.,ICRA,NCD/Bond,D,08-Dec-2025,199,MEDIUM,4.25,Agro/Food
Carbon Edge Inds. Ltd.,ICRA,NCD/Bond,B+/A4,21-Oct-2025,247,MEDIUM,4.06,Other
Ayushman Merchants Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,20-Jun-2025,370,ULTRA HOT,4.0,Trading/Exports
Kalinga Breeding Farms Pvt. Ltd.,ICRA,NCD/Bond,B/A4,27-Jan-2026,149,LOW,3.87,Agro/Food
Aarti Distilleries Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,25-Nov-2025,212,MEDIUM,3.75,Other
Aarti Distilleries Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,16-Sep-2025,282,HOT,3.75,Other
Manishri Refractories & Ceramics Pvt. Ltd.,ICRA,NCD/Bond,B/A4,24-Mar-2026,93,LOW,3.73,Other
Baldev Textile Mills Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Nov-2025,209,MEDIUM,3.65,Textiles
Vibracoustic India Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,21-Jul-2025,339,HOT,3.6,Other
Aadhi Cars Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,24-Sep-2025,274,HOT,3.58,Other
K Mohan & Co. (Exports) Pvt. Ltd.,ICRA,NCD/Bond,D,17-Apr-2026,69,LOW,3.5,Logistics
Tirupati Shelters Ltd.,ICRA,NCD/Bond,B+/A4,23-Jun-2025,367,ULTRA HOT,3.48,Other
Maruti Nouveauknits Pvt. Ltd.,ICRA,NCD/Bond,D,22-Oct-2025,246,MEDIUM,3.37,Other
Memon Health Care Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,22-Dec-2025,185,MEDIUM,3.33,Healthcare
G B Engineering Enterprises Pvt. Ltd.,ICRA,NCD/Bond,D,18-Aug-2025,311,HOT,3.26,Manufacturing
Turquoise & Gold Apparels Pvt. Ltd.,ICRA,NCD/Bond,D,18-Aug-2025,311,HOT,3.2,Textiles
Bellona Paper Mill Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,09-May-2025,412,ULTRA HOT,3.19,Paper/Packaging
Western Hill Foods Ltd.,ICRA,NCD/Bond,D,13-Feb-2026,132,LOW,3.19,Agro/Food
Ramkrishna Casting Solutions Ltd.,ICRA,NCD/Bond,D,15-Jan-2026,161,LOW,3.16,Steel & Metals
Ramkrishna Casting Solutions Ltd.,ICRA,NCD/Bond,D,27-Nov-2025,210,MEDIUM,3.16,Steel & Metals
Perfect Mettcast Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Nov-2025,209,MEDIUM,3.15,Other
G M Sugar & Energy Ltd.,ICRA,NCD/Bond,B+/A4,28-May-2025,393,ULTRA HOT,3.05,Agro/Food
J P Sortex Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,13-Oct-2025,255,MEDIUM,3.0,Other
Ekam Agro Pvt. Ltd.,ICRA,NCD/Bond,D,22-Jan-2026,154,LOW,3.0,Agro/Food
Harikripa Business Venture Pvt. Ltd.,ICRA,NCD/Bond,D,16-May-2025,405,ULTRA HOT,3.0,Other
Nandi Irrigation Systems Ltd.,ICRA,NCD/Bond,D,14-Nov-2025,223,MEDIUM,3.0,Other
Udayam Medical Centre (Trichy) Pvt. Ltd.,ICRA,NCD/Bond,BB-/A4,08-Dec-2025,199,MEDIUM,2.99,Healthcare
Udayam Medical Centre (Trichy) Pvt. Ltd.,ICRA,NCD/Bond,BB-/A4,10-Oct-2025,258,MEDIUM,2.99,Healthcare
Pavansut Paper Mill Pvt. Ltd.,ICRA,NCD/Bond,D,28-Jan-2026,148,LOW,2.96,Paper/Packaging
Venkar Chemicals Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Feb-2026,126,LOW,2.95,Chemicals/Pharma
Mangalore Electricity Supply Co. Ltd.,ICRA,NCD/Bond,BB+/A4+,25-Aug-2025,304,HOT,2.81,Energy
Garg Duplex & Paper Mills Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Nov-2025,209,MEDIUM,2.75,Paper/Packaging
Om Corrugated Pack Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Sep-2025,279,HOT,2.7,Paper/Packaging
Malati Founders Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jun-2025,363,HOT,2.66,Other
Reflexions Narayani Impex Pvt. Ltd.,ICRA,NCD/Bond,B/A4,24-Sep-2025,274,HOT,2.57,Other
Shivam Hi-Tech Steels Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,24-Sep-2025,274,HOT,2.54,Steel & Metals
Shreyans Oils Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Apr-2026,59,LOW,2.5,Other
Hero Mindmine Institute Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,149,LOW,2.5,Education
Lampex Electronics Ltd.,ICRA,NCD/Bond,D,26-Aug-2025,303,HOT,2.5,Other
Lakshanya Ventures Pvt. Ltd.,ICRA,NCD/Bond,D,26-Feb-2026,119,LOW,2.5,Other
Aadi Polymers Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-May-2025,398,ULTRA HOT,2.5,Chemicals/Pharma
Lakshanya Ventures Pvt. Ltd.,ICRA,NCD/Bond,D,30-Jul-2025,330,HOT,2.5,Other
S A M Apparels Pvt. Ltd.,ICRA,NCD/Bond,D,22-Dec-2025,185,MEDIUM,2.5,Textiles
Surya Vikas Plywood Ltd.,ICRA,NCD/Bond,D,16-Feb-2026,129,LOW,2.46,Other
Yash Exports (India) Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Dec-2025,184,MEDIUM,2.42,Logistics
Telawne Power Equipments Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Oct-2025,240,MEDIUM,2.3,Manufacturing
Brindavan Beverages Pvt. Ltd.,ICRA,NCD/Bond,BBB+/A2,19-Sep-2025,279,HOT,2.19,Other
Pioneer Tea & Exports Ltd.,ICRA,NCD/Bond,B+,17-Nov-2025,220,MEDIUM,2.1,Agro/Food
Winner Nippon Leatherette Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,24-Dec-2025,183,MEDIUM,2.05,Other
Abhishek Steel Inds. Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,21-May-2025,400,ULTRA HOT,2.0,Steel & Metals
Sri Jayarama Motors Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,25-Jun-2025,365,ULTRA HOT,2.0,Automobiles
Rishabh Gold Jewels (India) Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,09-May-2025,412,ULTRA HOT,2.0,Jewellery/Gems
Karnataka Commercial & Indl. Corpn. Pvt. Ltd.,ICRA,NCD/Bond,BB-/A4,28-Nov-2025,209,MEDIUM,2.0,Other
Woodhill Infrastructure Ltd.,ICRA,NCD/Bond,D,19-Jan-2026,157,LOW,2.0,Construction
Avadh Cotex Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Aug-2025,301,HOT,1.95,Other
Industrial Forging Inds. Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,18-Sep-2025,280,HOT,1.75,Steel & Metals
Srinivasa Sales & Service Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,149,LOW,1.61,Other
Cryolor Asia Pacific Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,23-Jun-2025,367,ULTRA HOT,1.5,Other
Trineva Infra Projects Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,25-Feb-2026,120,LOW,1.5,Construction
Flyjac Logistics Pvt. Ltd.,ICRA,NCD/Bond,A+/A1+,11-Dec-2025,196,MEDIUM,1.5,Logistics
Champion Commercial Co. Ltd.,ICRA,NCD/Bond,B+/A4,05-Dec-2025,202,MEDIUM,1.5,Other
Flyjac Logistics Pvt. Ltd.,ICRA,NCD/Bond,A+/A1+,29-May-2025,392,ULTRA HOT,1.5,Logistics
Sri Venkateswara Aerospace Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,11-Jun-2025,379,ULTRA HOT,1.34,Other
Sturdy Industries Ltd.,ICRA,NCD/Bond,D,15-Dec-2025,192,MEDIUM,1.34,Other
Ramsons Castings Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Nov-2025,218,MEDIUM,1.25,Steel & Metals
Utility Forms Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,16-Apr-2026,70,LOW,1.24,Other
Patwari Steels Pvt. Ltd.,ICRA,NCD/Bond,D,18-Aug-2025,311,HOT,1.17,Steel & Metals
Atul Motors Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Jun-2025,367,ULTRA HOT,1.16,Automobiles
Samkit Diamond Export Pvt. Ltd.,ICRA,NCD/Bond,B/A4,17-Dec-2025,190,MEDIUM,1.02,Logistics
Tirumala Seven Hills Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,17-Dec-2025,190,MEDIUM,1.0,Other
Velko Infratek Projects Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Jan-2026,157,LOW,1.0,Construction
Vihita Chem Pvt. Ltd.,ICRA,NCD/Bond,D,06-Feb-2026,139,LOW,1.0,Chemicals/Pharma
B R Guar Gum Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Oct-2025,245,MEDIUM,1.0,Other
Sri Maharaja Oil Imports & Exports India Pvt. Ltd.,ICRA,NCD/Bond,D,13-Feb-2026,132,LOW,1.0,Energy
Gonglu Agro Pvt. Ltd.,ICRA,NCD/Bond,D,14-May-2025,407,ULTRA HOT,1.0,Agro/Food
Kobe Suspension Co. Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,13-Aug-2025,316,HOT,1.0,Other
Sivaani Agribusiness Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,11-Dec-2025,196,MEDIUM,0.92,Other
Divine Alloys & Power Co. Ltd.,ICRA,NCD/Bond,D,13-Feb-2026,132,LOW,0.91,Steel & Metals
Vibracoustic India Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,21-Jul-2025,339,HOT,0.9,Other
M B R Flexibles Ltd.,ICRA,NCD/Bond,B+/A4,17-Apr-2026,69,LOW,0.89,Other
S R Tranzcars Pvt. Ltd.,ICRA,NCD/Bond,C/A4,26-Sep-2025,272,HOT,0.82,Other
Usha Shriram Enterprises Pvt. Ltd.,ICRA,NCD/Bond,D,08-Oct-2025,260,MEDIUM,0.8,Other
Machino Plastics Ltd.,ICRA,NCD/Bond,BB+/A4+,11-Mar-2026,106,LOW,0.8,Manufacturing
Arihant Solvex Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Jun-2025,367,ULTRA HOT,0.72,Other
Kandhari Beverages Pvt. Ltd.,ICRA,NCD/Bond,BBB+/A2,15-May-2025,406,ULTRA HOT,0.66,Other
Antique Cottex Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,30-Dec-2025,177,LOW,0.66,Other
Kandhari Beverages Pvt. Ltd.,ICRA,NCD/Bond,BBB+/A2,25-Jul-2025,335,HOT,0.66,Other
Roop Technology Pvt. Ltd.,ICRA,NCD/Bond,D,20-Nov-2025,217,MEDIUM,0.63,IT/Technology
Nalari Ferro Alloys Pvt. Ltd.,ICRA,NCD/Bond,B-/A4,26-Feb-2026,119,LOW,0.55,Steel & Metals
Andhra Polymers Pvt. Ltd.,ICRA,NCD/Bond,B+,29-Apr-2026,57,LOW,0.51,Chemicals/Pharma
Associated Works Infra Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Oct-2025,245,MEDIUM,0.5,Construction
Eneroil Offshore Drilling Ltd.,ICRA,NCD/Bond,B+/A4,26-Aug-2025,303,HOT,0.5,Energy
Patron Industries Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Sep-2025,279,HOT,0.5,Other
Creations Jewellery Mfg. Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,149,LOW,0.5,Jewellery/Gems
Brindavan Beverages Pvt. Ltd.,ICRA,NCD/Bond,BBB+/A2,19-Sep-2025,279,HOT,0.5,Other
French Motor Car Co. Ltd.,ICRA,NCD/Bond,B+/A4,25-Jun-2025,365,ULTRA HOT,0.5,Automobiles
Sun Metallics & Alloys Pvt. Ltd. [Merged],ICRA,NCD/Bond,B+/A4,26-Feb-2026,119,LOW,0.5,Steel & Metals
Giriraj Jewellers Pvt. Ltd.,ICRA,NCD/Bond,D,29-Jan-2026,147,LOW,0.5,Jewellery/Gems
Needle Industries (India) Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,18-Aug-2025,311,HOT,0.45,Other
Needle Industries (India) Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,16-Oct-2025,252,MEDIUM,0.45,Other
Assorted Plastics Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,30-Jul-2025,330,HOT,0.43,Chemicals/Pharma
Vihita Chem Pvt. Ltd.,ICRA,NCD/Bond,D,06-Feb-2026,139,LOW,0.43,Chemicals/Pharma
Zenith Precision Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jun-2025,363,HOT,0.41,Other
Ramee Hotels Pvt. Ltd.,ICRA,NCD/Bond,D,07-Nov-2025,230,MEDIUM,0.25,Hotels/Tourism
V V C Motors Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Dec-2025,188,MEDIUM,0.25,Automobiles
R P A Unibakes Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,29-Apr-2026,57,LOW,0.24,Other
Sarveshwari Exports Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,08-Oct-2025,260,MEDIUM,0.17,Logistics
Neerus Ensembles Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,22-Sep-2025,276,HOT,0.16,Other
Homera Tanning Inds. Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,18-Feb-2026,127,LOW,0.12,Other
Atlantic Shipping Pvt. Ltd.,ICRA,NCD/Bond,BB/A4+,11-Jun-2025,379,ULTRA HOT,0.09,Logistics
Solidus Hi-Tech Products Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Aug-2025,301,HOT,0.08,IT/Technology
Jay Formulations Ltd.,ICRA,NCD/Bond,D,26-Jun-2025,364,HOT,0.07,Other
Liners India Ltd.,ICRA,NCD/Bond,D,26-Sep-2025,272,HOT,0.05,Other
Pearson Drums & Barrels Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,08-Dec-2025,199,MEDIUM,0.04,Other
Prabhu Poly Color Ltd. (2004),ICRA,NCD/Bond,B-/A4,19-Feb-2026,126,LOW,0.03,Other
Durga Polysters Pvt. Ltd. [Merged],ICRA,NCD/Bond,B+/A4,19-Nov-2025,218,MEDIUM,0.03,Other
Ashok Bricks Inds. Pvt. Ltd.,ICRA,NCD/Bond,D,26-Sep-2025,272,HOT,0.03,Construction
Darpan Infrastructure Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,13-Feb-2026,132,LOW,0.01,Construction
Electro Polychem Ltd.,ICRA,NCD/Bond,B-/A4,18-Jun-2025,372,ULTRA HOT,,Chemicals/Pharma
Kothari Metsol Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,21-Oct-2025,247,MEDIUM,,Other
Para Products Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Apr-2026,58,LOW,,Other
Samkit Diamond Export Pvt. Ltd.,ICRA,NCD/Bond,B/A4,17-Dec-2025,190,MEDIUM,,Logistics
Sharu Steels Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,26-Sep-2025,272,HOT,,Steel & Metals
Sical Logixpress Pvt. Ltd.,ICRA,NCD/Bond,D,26-Aug-2025,303,HOT,,Other
