Company Name,Agency,Instrument,Rating,Rating Date,Days Since,Urgency,Amount Cr,Sector
Jimcap Electronics Pvt. Ltd.,CARE,NCD/Bond,BB/A4,11-Mar-2026,106,LOW,19.39,Other
P V Power Technologies Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,06-Jun-2025,384,ULTRA HOT,19.0,Energy
Madhu Industries Ltd.,CARE,NCD/Bond,B-/A4,06-Nov-2025,231,MEDIUM,19.0,Other
Sempertrans India Pvt. Ltd.,CARE,NCD/Bond,B/A4,07-Nov-2025,230,MEDIUM,19.0,Other
Bawa Float Glass Ltd.,CARE,NCD/Bond,BB+/A4+,06-Jan-2026,170,LOW,18.0,Other
A-I Enterprises Pvt. Ltd.,CARE,NCD/Bond,B-/A4,10-Nov-2025,227,MEDIUM,18.0,Other
Advanced Computers & Mobiles India Pvt. Ltd.,CARE,NCD/Bond,D,29-Dec-2025,178,LOW,18.0,Other
Noor Impex Pvt. Ltd.,CARE,NCD/Bond,D,16-Sep-2025,282,HOT,18.0,Other
Vista Information Systems Pvt. Ltd.,CARE,NCD/Bond,BBB/A3,06-Apr-2026,80,LOW,17.9,Other
M R L Tyres Ltd.,CARE,NCD/Bond,BBB/A3+,08-Aug-2025,321,HOT,17.0,Automobiles
Pab Organics Pvt. Ltd.,CARE,NCD/Bond,B+/A4,10-Jun-2025,380,ULTRA HOT,17.0,Other
M R L Tyres Ltd.,CARE,NCD/Bond,BB+/A4+,12-Feb-2026,133,LOW,17.0,Automobiles
B R Designs Pvt. Ltd.,CARE,NCD/Bond,D,11-Jul-2025,349,HOT,16.67,Other
Pes Installations Pvt. Ltd.,CARE,NCD/Bond,B+/A4,28-Nov-2025,209,MEDIUM,16.5,Other
Ideal Fastener (India) Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,29-Sep-2025,269,MEDIUM,16.0,Other
Western Coffee Curers & Exports Pvt. Ltd.,CARE,NCD/Bond,B+/A4,04-Nov-2025,233,MEDIUM,16.0,Agro/Food
Aimco Pesticides Ltd.,CARE,NCD/Bond,BB-/A4,06-Oct-2025,262,MEDIUM,16.0,Agro/Food
Parivartan Buildtech Pvt. Ltd.,CARE,NCD/Bond,D,20-Nov-2025,217,MEDIUM,15.05,Construction
Euro Safety Footwear (India) Ltd.,CARE,NCD/Bond,BB+/A4+,08-Dec-2025,199,MEDIUM,15.0,Other
West Coast Fine Foods (India) Pvt. Ltd.,CARE,NCD/Bond,D,06-May-2025,415,ULTRA HOT,15.0,Agro/Food
Matsya Automobiles Ltd.,CARE,NCD/Bond,B-/A4,14-May-2025,407,ULTRA HOT,15.0,Automobiles
Primuss Pipes & Tubes Ltd.,CARE,NCD/Bond,D,04-Sep-2025,294,HOT,15.0,Steel & Metals
Sparten Granito Pvt. Ltd.,CARE,NCD/Bond,B+/A4,13-Mar-2026,104,LOW,15.0,Other
Sidhant Creations Pvt. Ltd.,CARE,NCD/Bond,D,29-Oct-2025,239,MEDIUM,15.0,Other
Apurvakriti Infrastructure Pvt. Ltd.,CARE,NCD/Bond,B/A4,11-Aug-2025,318,HOT,15.0,Construction
Rajdhani Crafts Inds. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-Dec-2025,199,MEDIUM,15.0,Other
Shreeya Peanuts Pvt. Ltd.,CARE,NCD/Bond,C/A4,07-Oct-2025,261,MEDIUM,15.0,Other
Rational Business Corpn. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,11-Jul-2025,349,HOT,15.0,Other
Mahamaya Steel Inds. Ltd.,CARE,NCD/Bond,BB+/A4+,27-Nov-2025,210,MEDIUM,15.0,Steel & Metals
Ecron Acunova Ltd.,CARE,NCD/Bond,D,26-May-2025,395,ULTRA HOT,15.0,Other
Regen Infrastructure & Services Pvt. Ltd.,CARE,NCD/Bond,D,30-Jan-2026,146,LOW,15.0,Construction
Magadh Precision Equipment Ltd.,CARE,NCD/Bond,B/A4,07-Nov-2025,230,MEDIUM,15.0,Manufacturing
Crystal Autocars Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,22-Sep-2025,276,HOT,15.0,Automobiles
Omshree Agro Tech Pvt. Ltd.,CARE,NCD/Bond,B+/A4,27-Jun-2025,363,HOT,15.0,Agro/Food
Gupta Hair Products Pvt. Ltd.,CARE,NCD/Bond,B-/A4,05-Dec-2025,202,MEDIUM,14.75,Other
Jayatma Industries Ltd.,CARE,NCD/Bond,C/A4,03-Jun-2025,387,ULTRA HOT,14.5,Other
Saluja Steel & Power Pvt. Ltd.,CARE,NCD/Bond,BB/A4,21-Jul-2025,339,HOT,14.15,Steel & Metals
Corodex Infrastructure Pvt. Ltd.,CARE,NCD/Bond,D,24-Apr-2026,62,LOW,14.0,Construction
Motor & General Sales Pvt. Ltd.,CARE,NCD/Bond,D,09-Jan-2026,167,LOW,14.0,Automobiles
Shiva Industrial Security Agency (Gujarat) Ltd.,CARE,NCD/Bond,D,27-Apr-2026,59,LOW,14.0,Manufacturing
Shubh Aluminium Pvt. Ltd.,CARE,NCD/Bond,C/A4,06-Feb-2026,139,LOW,14.0,Steel & Metals
Associated Industrial Furnaces Pvt. Ltd.,CARE,NCD/Bond,B-/A4,14-May-2025,407,ULTRA HOT,13.5,Manufacturing
Alleppey Company Ltd.,CARE,NCD/Bond,B-/A4,16-Oct-2025,252,MEDIUM,13.5,Other
Allchem Lifescience Ltd.,CARE,NCD/Bond,B+/A4,26-Sep-2025,272,HOT,13.5,Chemicals/Pharma
Ajay (India) Ltd.,CARE,NCD/Bond,B/A4,05-Feb-2026,140,LOW,13.5,Other
A S Motors Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,26-Mar-2026,91,LOW,13.15,Automobiles
Osaw Indl. Products Pvt. Ltd.,CARE,NCD/Bond,B/A4,03-Jun-2025,387,ULTRA HOT,13.1,Other
Rai Metal Works Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,30-May-2025,391,ULTRA HOT,13.0,Steel & Metals
Rawalwasia Textile Inds. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-Apr-2026,78,LOW,13.0,Textiles
Pyrotech Workspace Solutions Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,30-Jan-2026,146,LOW,13.0,IT/Technology
Sai Surfactants Pvt. Ltd.,CARE,NCD/Bond,B+/A4,08-Jul-2025,352,HOT,13.0,Other
Aries Corporate Services Pvt. Ltd.,CARE,NCD/Bond,B-/A4,09-Apr-2026,77,LOW,13.0,Other
Amarpali Cylinders Pvt. Ltd.,CARE,NCD/Bond,B+/A4,12-Jan-2026,164,LOW,12.56,Other
Mangal Electrical Inds. Ltd.,CARE,NCD/Bond,B+/A4,20-Jun-2025,370,ULTRA HOT,12.5,Energy
Purvanchal Construction Works Pvt. Ltd.,CARE,NCD/Bond,B+/A4,03-Dec-2025,204,MEDIUM,12.3,Construction
Bhardwaj Overseas Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,19-Jun-2025,371,ULTRA HOT,12.15,Other
Maxheal Pharmaceuticals (India) Ltd.,CARE,NCD/Bond,B-/A4,10-Mar-2026,107,LOW,12.0,Chemicals/Pharma
Troix Chemicals Pvt. Ltd.,CARE,NCD/Bond,C/A4,01-Jul-2025,359,HOT,12.0,Chemicals/Pharma
M N C Electricals Pvt. Ltd.,CARE,NCD/Bond,B-/A4,12-May-2025,409,ULTRA HOT,12.0,Energy
I G W India Technologies Pvt. Ltd.,CARE,NCD/Bond,BBB+/A2,26-Dec-2025,181,MEDIUM,12.0,IT/Technology
Milando Fashions Ltd.,CARE,NCD/Bond,B-/A4,11-Jul-2025,349,HOT,12.0,Textiles
Exclusive Steel & Casting Ltd.,CARE,NCD/Bond,B-/A4,12-Aug-2025,317,HOT,11.5,Steel & Metals
Onkar International Pvt. Ltd.,CARE,NCD/Bond,C/A4,06-May-2025,415,ULTRA HOT,11.0,Other
Pai-Aim Solder (India) Pvt. Ltd.,CARE,NCD/Bond,B+/A4,08-Jan-2026,168,LOW,11.0,Other
Sagar Metallics Pvt. Ltd.,CARE,NCD/Bond,B-/A4,12-Feb-2026,133,LOW,11.0,Steel & Metals
S K Petro Services Pvt. Ltd.,CARE,NCD/Bond,D,13-Mar-2026,104,LOW,11.0,Chemicals/Pharma
Vinayak International Housewares Pvt. Ltd.,CARE,NCD/Bond,A 4,29-Oct-2025,239,MEDIUM,10.5,Other
U M Green Lighting Pvt. Ltd.,CARE,NCD/Bond,D,04-Jul-2025,356,HOT,10.5,Steel & Metals
Pack Paper Agencies Pvt. Ltd.,CARE,NCD/Bond,B-/A4,16-Feb-2026,129,LOW,10.5,Paper/Packaging
Deep Wines & Agencies Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,14-May-2025,407,ULTRA HOT,10.27,Other
Milton Industries Ltd.,CARE,NCD/Bond,B+/A4,04-Feb-2026,141,LOW,10.0,Other
Triveni Pattern Glass Pvt. Ltd.,CARE,NCD/Bond,BB/A4,20-Feb-2026,125,LOW,10.0,Other
Rajvir Industries Ltd.,CARE,NCD/Bond,D,04-Dec-2025,203,MEDIUM,10.0,Other
Keya Foods Intl. Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,13-Apr-2026,73,LOW,10.0,Agro/Food
Fatehpuria Transformers & Switchgears Pvt. Ltd.,CARE,NCD/Bond,D,11-Sep-2025,287,HOT,10.0,Other
Nash Fashion (India) Ltd.,CARE,NCD/Bond,D,23-Sep-2025,275,HOT,10.0,Textiles
Medipol Pharmaceutical India Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,26-Mar-2026,91,LOW,10.0,Chemicals/Pharma
Modi Naturals Ltd.,CARE,NCD/Bond,BB/A4,16-Jul-2025,344,HOT,10.0,Other
Aakash Exploration Services Ltd.,CARE,NCD/Bond,BB+/A4+,02-Jun-2025,388,ULTRA HOT,10.0,Other
Vimal Coal Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,16-Apr-2026,70,LOW,10.0,Energy
Indian Additives Ltd.,CARE,NCD/Bond,AA/A1+,11-Feb-2026,134,LOW,10.0,Other
Agri-Best India Ltd.,CARE,NCD/Bond,D,29-Apr-2026,57,LOW,10.0,Other
General Optics (Asia) Ltd.,CARE,NCD/Bond,BB/A4,06-Nov-2025,231,MEDIUM,10.0,Other
23North Logistics Solutions Pvt. Ltd.,CARE,NCD/Bond,B-/A4,09-Sep-2025,289,HOT,10.0,Logistics
Devkiran Paper Mills Pvt. Ltd.,CARE,NCD/Bond,D,25-Sep-2025,273,HOT,9.78,Paper/Packaging
Suvarna Fibrotech Pvt. Ltd.,CARE,NCD/Bond,B-/A4,29-Jan-2026,147,LOW,9.75,IT/Technology
Sangotra Fashions Pvt. Ltd.,CARE,NCD/Bond,B-/A4,13-Oct-2025,255,MEDIUM,9.5,Textiles
Eminent Dealers Pvt. Ltd.,CARE,NCD/Bond,B+/A4,16-May-2025,405,ULTRA HOT,9.5,Trading/Exports
Softel Solutions Pvt. Ltd.,CARE,NCD/Bond,B/A4,17-Jul-2025,343,HOT,9.36,Other
Rhino Lux Pvt. Ltd.,CARE,NCD/Bond,B-/A4,23-Dec-2025,184,MEDIUM,9.0,Other
Agrasen Iron & Steels Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,02-Dec-2025,205,MEDIUM,9.0,Steel & Metals
Ganpati Mega Builders (India) Pvt. Ltd.,CARE,NCD/Bond,D,09-Oct-2025,259,MEDIUM,9.0,Construction
Ganpati Mega Builders (India) Pvt. Ltd.,CARE,NCD/Bond,B/A4,13-May-2025,408,ULTRA HOT,9.0,Construction
Shreeji Woodcraft Pvt. Ltd.,CARE,NCD/Bond,B+/A4,05-Aug-2025,324,HOT,9.0,Other
Luker Electric Technologies Pvt. Ltd.,CARE,NCD/Bond,BBB/A3,08-Dec-2025,199,MEDIUM,9.0,Energy
Star Engineers (India) Pvt. Ltd.,CARE,NCD/Bond,BB/A4,10-Apr-2026,76,LOW,9.0,Manufacturing
Narayani Coke Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,01-Dec-2025,206,MEDIUM,9.0,Other
Trimoorty Foamtech Ltd.,CARE,NCD/Bond,B-/A4,17-Oct-2025,251,MEDIUM,9.0,IT/Technology
Narayani Coke Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,05-Jun-2025,385,ULTRA HOT,9.0,Other
Iscon Craft Paper Mill Pvt. Ltd.,CARE,NCD/Bond,B-/A4,07-May-2025,414,ULTRA HOT,8.75,Paper/Packaging
Relemac Technologies Pvt. Ltd.,CARE,NCD/Bond,A 4,10-Apr-2026,76,LOW,8.5,IT/Technology
Machine Tools (India) Ltd.,CARE,NCD/Bond,B-/A4,08-Apr-2026,78,LOW,8.5,Manufacturing
Advance Metering Technology Ltd.,CARE,NCD/Bond,C/A4,03-Jun-2025,387,ULTRA HOT,8.5,IT/Technology
Vesta Equipment Pvt. Ltd.,CARE,NCD/Bond,D,26-May-2025,395,ULTRA HOT,8.5,Manufacturing
Eneroil Offshore Drilling Ltd.,CARE,NCD/Bond,BB-/A4,20-Mar-2026,97,LOW,8.5,Energy
Alfa Flexitubes Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-Apr-2026,78,LOW,8.5,Steel & Metals
Lall Steels Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,03-Jul-2025,357,HOT,8.11,Steel & Metals
Eternal Motors Pvt. Ltd.,CARE,NCD/Bond,D,08-Sep-2025,290,HOT,8.0,Automobiles
Asha Enterprises Pvt. Ltd.,CARE,NCD/Bond,B-/A4,12-Feb-2026,133,LOW,8.0,Other
Airtravel Enterprises India Ltd.,CARE,NCD/Bond,D,28-Jan-2026,148,LOW,8.0,Hotels/Tourism
Sai Industries Pvt. Ltd.,CARE,NCD/Bond,B+/A4,23-Jul-2025,337,HOT,8.0,Other
Sotefin Bharat Ltd.,CARE,NCD/Bond,B+/A4,10-Jun-2025,380,ULTRA HOT,8.0,Other
Mayur Leather Products Ltd.,CARE,NCD/Bond,D,04-Jul-2025,356,HOT,8.0,Other
Bagpoly International Pvt. Ltd.,CARE,NCD/Bond,B-/A4,13-Apr-2026,73,LOW,7.8,Other
Varidhi Cotspin Pvt. Ltd.,CARE,NCD/Bond,D,13-Oct-2025,255,MEDIUM,7.5,Other
B L Mehta Constructions Pvt. Ltd.,CARE,NCD/Bond,B-/A4,24-Sep-2025,274,HOT,7.5,Construction
Lord Shiva Construction Co. Pvt. Ltd.,CARE,NCD/Bond,D,03-Nov-2025,234,MEDIUM,7.5,Construction
Haryana Conductors Pvt. Ltd.,CARE,NCD/Bond,B-/A4,23-Jan-2026,153,LOW,7.5,Other
M B E Coal & Mineral Technology India Pvt. Ltd.,CARE,NCD/Bond,D,15-Jul-2025,345,HOT,7.5,Energy
Aakash Exploration Services Ltd.,CARE,NCD/Bond,BB+/A4+,02-Jun-2025,388,ULTRA HOT,7.5,Other
Sobti Infratech Ltd.,CARE,NCD/Bond,BB+/A4+,18-Aug-2025,311,HOT,7.46,Construction
Millennium Babycares Pvt. Ltd.,CARE,NCD/Bond,B-/A4,24-Feb-2026,121,LOW,7.0,Other
Rawmet Resources Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,27-Apr-2026,59,LOW,7.0,Other
Sohn Steel Pvt. Ltd.,CARE,NCD/Bond,B-/A4,30-Oct-2025,238,MEDIUM,7.0,Steel & Metals
Vapi Care Pharma Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,16-Oct-2025,252,MEDIUM,7.0,Chemicals/Pharma
V S P International Pvt. Ltd.,CARE,NCD/Bond,B-/A4,29-Aug-2025,300,HOT,7.0,Other
Global Ispaat Pvt. Ltd.,CARE,NCD/Bond,B-/A4,18-Jul-2025,342,HOT,7.0,Other
Gupta Metal Sheets Ltd.,CARE,NCD/Bond,B-/A4,30-Sep-2025,268,MEDIUM,7.0,Steel & Metals
Borana Weaves Ltd.,CARE,NCD/Bond,BB+/A4+,26-Dec-2025,181,MEDIUM,7.0,Textiles
Adachi Natural Polymer Ltd.,CARE,NCD/Bond,B-/A4,01-Dec-2025,206,MEDIUM,6.5,Chemicals/Pharma
Shree Hari Infraprojects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,16-Apr-2026,70,LOW,6.5,Construction
P M P Textiles Spg. Mills Ltd.,CARE,NCD/Bond,D,12-Jun-2025,378,ULTRA HOT,6.5,Construction
Cucku Enterprises Pvt. Ltd.,CARE,NCD/Bond,D,07-May-2025,414,ULTRA HOT,6.5,Other
Dwarka Gems Ltd.,CARE,NCD/Bond,B-/A4,26-Feb-2026,119,LOW,6.5,Jewellery/Gems
Shree Seco Pvt. Ltd.,CARE,NCD/Bond,B-/A4,03-Dec-2025,204,MEDIUM,6.5,Other
C-Tech Engineers Pvt. Ltd.,CARE,NCD/Bond,D,23-Jan-2026,153,LOW,6.42,Manufacturing
Talin International Pvt. Ltd.,CARE,NCD/Bond,D,13-Mar-2026,104,LOW,6.25,Other
Shree Shyam Sponge & Power Ltd.,CARE,NCD/Bond,B/A4,16-Jun-2025,374,ULTRA HOT,6.0,Energy
Telogica Ltd.,CARE,NCD/Bond,D,07-Aug-2025,322,HOT,6.0,Other
Sekhani Industries Pvt. Ltd.,CARE,NCD/Bond,B+/A4,09-Oct-2025,259,MEDIUM,6.0,Other
Banglore Polymers Pvt. Ltd.,CARE,NCD/Bond,C/A4,13-Jun-2025,377,ULTRA HOT,6.0,Chemicals/Pharma
Wellcare Oil Tools Pvt. Ltd.,CARE,NCD/Bond,B-/A4,14-Oct-2025,254,MEDIUM,6.0,Energy
Oil & Gas Plant Engineers (India) Pvt. Ltd.,CARE,NCD/Bond,B/A4,17-Sep-2025,281,HOT,6.0,Manufacturing
Friends Timber Pvt. Ltd.,CARE,NCD/Bond,B-/A4,19-Nov-2025,218,MEDIUM,6.0,Other
Alfa Flexitubes Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-Apr-2026,78,LOW,6.0,Steel & Metals
Classic Enterprises Pvt. Ltd.,CARE,NCD/Bond,B-/A4,09-Jan-2026,167,LOW,5.9,Other
J M V L P S Ltd.,CARE,NCD/Bond,D,16-Jul-2025,344,HOT,5.75,Other
Purv Flexipack Ltd.,CARE,NCD/Bond,B+/A4,01-Sep-2025,297,HOT,5.65,Other
Buildon Plasters Pvt. Ltd.,CARE,NCD/Bond,BB/A4,07-Jan-2026,169,LOW,5.5,Construction
Nash Fashion (India) Ltd.,CARE,NCD/Bond,D,23-Sep-2025,275,HOT,5.5,Textiles
Softel Solutions Pvt. Ltd.,CARE,NCD/Bond,B/A4,17-Jul-2025,343,HOT,5.4,Other
Sologres Granito Pvt. Ltd.,CARE,NCD/Bond,BB/A4,29-May-2025,392,ULTRA HOT,5.25,Other
Azeen Agro Pvt. Ltd.,CARE,NCD/Bond,B-/A4,17-Jun-2025,373,ULTRA HOT,5.01,Agro/Food
Condor Footwear Ltd.,CARE,NCD/Bond,B+/A4,29-Sep-2025,269,MEDIUM,5.0,Other
Fabworth Promoters Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,04-Nov-2025,233,MEDIUM,5.0,Other
Bahl Builders Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,30-Apr-2026,56,LOW,5.0,Construction
Onkar International Pvt. Ltd.,CARE,NCD/Bond,C/A4,06-May-2025,415,ULTRA HOT,5.0,Other
Empire Alcobrev Pvt. Ltd.,CARE,NCD/Bond,B+/A4,23-Apr-2026,63,LOW,5.0,Other
Ensemble Infrastructure India Ltd.,CARE,NCD/Bond,B-/A4,25-Sep-2025,273,HOT,5.0,Construction
Asuti Trading Pvt. Ltd.,CARE,NCD/Bond,D,31-Jul-2025,329,HOT,5.0,Trading/Exports
Deem Construction Co. Pvt. Ltd.,CARE,NCD/Bond,D,26-Nov-2025,211,MEDIUM,5.0,Construction
Meta Tiles Pvt. Ltd.,CARE,NCD/Bond,D,20-Nov-2025,217,MEDIUM,5.0,Construction
Syndicate Wiper Systems Pvt. Ltd.,CARE,NCD/Bond,B-/A4,07-Oct-2025,261,MEDIUM,5.0,Other
Mohit Ispat Pvt. Ltd.,CARE,NCD/Bond,B-/A4,29-Oct-2025,239,MEDIUM,5.0,Other
Pyrotech Workspace Solutions Pvt. Ltd.,CARE,NCD/Bond,A 3+,30-Jan-2026,146,LOW,5.0,IT/Technology
Resurgent Power Projects Ltd.,CARE,NCD/Bond,D,09-Mar-2026,108,LOW,5.0,Energy
Traditional Gallery Pvt. Ltd.,CARE,NCD/Bond,B+/A4,07-May-2025,414,ULTRA HOT,5.0,Trading/Exports
Phoenix Structural & Engg. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,06-Jun-2025,384,ULTRA HOT,5.0,Other
Tejas Agro Irrigation Systems Pvt. Ltd.,CARE,NCD/Bond,D,16-Jul-2025,344,HOT,5.0,Agro/Food
Thermotech Engineering (Pune) Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-May-2025,413,ULTRA HOT,5.0,Manufacturing
Syndicate Wiper Systems Pvt. Ltd.,CARE,NCD/Bond,B-/A4,07-Oct-2025,261,MEDIUM,5.0,Other
Metrro Waste Handling Pvt. Ltd.,CARE,NCD/Bond,BB/A4,25-Jul-2025,335,HOT,5.0,Other
Sai Surfactants Pvt. Ltd.,CARE,NCD/Bond,B+/A4,08-Jul-2025,352,HOT,5.0,Other
Sarvani Tradelink Pvt. Ltd.,CARE,NCD/Bond,B+/A4,09-Dec-2025,198,MEDIUM,5.0,Paper/Packaging
Sanauto Engineers (India) Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,09-Feb-2026,136,LOW,5.0,Manufacturing
Singhal Commodities Pvt. Ltd.,CARE,NCD/Bond,B-/A4,03-Feb-2026,142,LOW,5.0,Other
Disruptive Health Solutions Pvt. Ltd.,CARE,NCD/Bond,B-/A4,06-Nov-2025,231,MEDIUM,5.0,Healthcare
Anabond Ltd.,CARE,NCD/Bond,BB/A4,07-Nov-2025,230,MEDIUM,5.0,Other
Aimco Pesticides Ltd.,CARE,NCD/Bond,BB-/A4,06-Oct-2025,262,MEDIUM,5.0,Agro/Food
C S H Power Himoinsa Pvt. Ltd.,CARE,NCD/Bond,A 4,10-Apr-2026,76,LOW,5.0,Energy
Envirad Projects Pvt. Ltd.,CARE,NCD/Bond,B+/A4,23-Apr-2026,63,LOW,4.9,Other
Apurvakriti Infrastructure Pvt. Ltd.,CARE,NCD/Bond,B/A4,11-Aug-2025,318,HOT,4.87,Construction
S P G V Petrochem (India) Pvt. Ltd.,CARE,NCD/Bond,D,13-Apr-2026,73,LOW,4.8,Chemicals/Pharma
Meta Tiles Pvt. Ltd.,CARE,NCD/Bond,D,20-Nov-2025,217,MEDIUM,4.7,Construction
Kapco Electric Pvt. Ltd.,CARE,NCD/Bond,C/A4,16-Sep-2025,282,HOT,4.5,Energy
Eminent Dealers Pvt. Ltd.,CARE,NCD/Bond,B+/A4,16-May-2025,405,ULTRA HOT,4.5,Trading/Exports
C M Auto Sales Pvt. Ltd.,CARE,NCD/Bond,B+/A4,23-Apr-2026,63,LOW,4.5,Automobiles
Biosynergy Lifecare Pvt. Ltd.,CARE,NCD/Bond,B-/A4,22-Aug-2025,307,HOT,4.4,Other
Bharat Electrodrives Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,05-Feb-2026,140,LOW,4.31,Other
Leopard Vitrified Pvt. Ltd.,CARE,NCD/Bond,B-/A4,17-Feb-2026,128,LOW,4.25,Other
Supermint Exports Pvt. Ltd.,CARE,NCD/Bond,B/A4,08-Apr-2026,78,LOW,4.11,Logistics
Pack Print Inds. (India) Pvt. Ltd.,CARE,NCD/Bond,BB/A4,27-Nov-2025,210,MEDIUM,4.0,Paper/Packaging
Madhav Cotex Pvt. Ltd.,CARE,NCD/Bond,A 4,18-Sep-2025,280,HOT,4.0,Other
Zulaikha Motors Pvt. Ltd.,CARE,NCD/Bond,D,12-Feb-2026,133,LOW,4.0,Automobiles
Accurate Gauging & Instruments Pvt. Ltd.,CARE,NCD/Bond,B/A4,21-Nov-2025,216,MEDIUM,4.0,Other
A-One Footarts Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,03-Oct-2025,265,MEDIUM,4.0,Other
R S K Industries Pvt. Ltd.,CARE,NCD/Bond,B-/A4,04-Mar-2026,113,LOW,4.0,Other
Meta Tiles Pvt. Ltd.,CARE,NCD/Bond,D,20-Nov-2025,217,MEDIUM,4.0,Construction
Rana Steels India Pvt. Ltd.,CARE,NCD/Bond,D,24-Sep-2025,274,HOT,4.0,Steel & Metals
Sachdev Food Products Pvt. Ltd.,CARE,NCD/Bond,B+/A4,07-Oct-2025,261,MEDIUM,4.0,Agro/Food
Hyper Filteration Pvt. Ltd.,CARE,NCD/Bond,B-/A4,05-Aug-2025,324,HOT,4.0,Other
Sanwariya Packaging Pvt. Ltd.,CARE,NCD/Bond,D,28-Jan-2026,148,LOW,4.0,Paper/Packaging
Jai Gears Pvt. Ltd.,CARE,NCD/Bond,B-/A4,07-Oct-2025,261,MEDIUM,4.0,Other
Ananya Engineering Pvt. Ltd.,CARE,NCD/Bond,B-/A4,06-Jan-2026,170,LOW,4.0,Manufacturing
Alpha Pacific Systems Pvt. Ltd.,CARE,NCD/Bond,B/A4,16-May-2025,405,ULTRA HOT,4.0,Other
Dwarka Gems Ltd.,CARE,NCD/Bond,B-/A4,26-Feb-2026,119,LOW,3.88,Jewellery/Gems
M S Support Services Ltd.,CARE,NCD/Bond,B-/A4,24-Apr-2026,62,LOW,3.75,Logistics
Anuspa Heritage Products Pvt. Ltd.,CARE,NCD/Bond,B+/A4,09-May-2025,412,ULTRA HOT,3.75,Other
Preeti Buildcon Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,11-Feb-2026,134,LOW,3.74,Construction
Dirco Polymers Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,05-Jan-2026,171,LOW,3.51,Chemicals/Pharma
Manohar Lal Sarraf & Sons Jewellers Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,02-Dec-2025,205,MEDIUM,3.5,Jewellery/Gems
Kniss Laboratories Pvt. Ltd.,CARE,NCD/Bond,D,15-Apr-2026,71,LOW,3.5,Healthcare
B D Security Ltd.,CARE,NCD/Bond,BB/A4,08-Dec-2025,199,MEDIUM,3.22,Other
Softel Solutions Pvt. Ltd.,CARE,NCD/Bond,B/A4,17-Jul-2025,343,HOT,3.08,Other
T K Precision Pvt. Ltd.,CARE,NCD/Bond,B+/A4,12-Mar-2026,105,LOW,3.0,Other
Madhur Knit Crafts Ltd.,CARE,NCD/Bond,B-/A4,13-May-2025,408,ULTRA HOT,3.0,Other
Traditional Gallery Pvt. Ltd.,CARE,NCD/Bond,B+/A4,07-May-2025,414,ULTRA HOT,3.0,Trading/Exports
Gowthami Solvent Oils Pvt. Ltd.,CARE,NCD/Bond,BB/A4,09-Jan-2026,167,LOW,3.0,Chemicals/Pharma
Banglore Polymers Pvt. Ltd.,CARE,NCD/Bond,C/A4,13-Jun-2025,377,ULTRA HOT,3.0,Chemicals/Pharma
Shri Ram Rubtech Pvt. Ltd.,CARE,NCD/Bond,B-/A4,11-Dec-2025,196,MEDIUM,3.0,IT/Technology
Gowthami Solvent Oils Pvt. Ltd.,CARE,NCD/Bond,BB/A4,09-Apr-2026,77,LOW,3.0,Chemicals/Pharma
Anlon Healthcare Ltd.,CARE,NCD/Bond,D,04-Feb-2026,141,LOW,3.0,Healthcare
Bhopal Tractors Pvt. Ltd.,CARE,NCD/Bond,B/A4,06-Aug-2025,323,HOT,3.0,Other
Indian Additives Ltd.,CARE,NCD/Bond,AA/A1+,11-Feb-2026,134,LOW,3.0,Other
Armour Steel Buildings India Pvt. Ltd.,CARE,NCD/Bond,B+/A4,12-Aug-2025,317,HOT,3.0,Steel & Metals
