Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Q1_Month,Days_Until_Escalation,Amount Cr,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Ashok Textile Mills Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs89.21 Cr,89.21,Agro/Food,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Goa Sponge & Power Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs80.00 Cr,80.0,Energy,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sambandam Spinning Mills Ltd.,IND-RA,Term Loan,BB,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs75.55 Cr,75.55,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Clifton Export Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs69.26 Cr,69.26,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
R S Development & Constructions India Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs67.89 Cr,67.89,Construction,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Superior Films Pvt. Ltd.,IND-RA,NCD/Bond,BB+/A4+,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs64.50 Cr,64.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sahu Agro Business Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs58.34 Cr,58.34,Agro/Food,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-19 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Kairali Steels & Alloys Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs47.38 Cr,47.38,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
R K S Steel Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs38.02 Cr,38.02,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sun N Wind Infra Energy Private Limited,Infomerics,Long Term Bank Facilities,IVR B- (INC)(Downgraded),2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs37.00 Cr,37.0,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-19 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Leben Life Sciences Pvt. Ltd.,IND-RA,NCD/Bond,B-,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs35.63 Cr,35.63,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vertigo Impex Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs32.50 Cr,32.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Approcool Aircon Pvt. Ltd.,IND-RA,Term Loan,B,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs30.15 Cr,30.15,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jai Ganesh Ispat & Ferro Alloys Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs27.00 Cr,27.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Camex Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs24.50 Cr,24.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Approcool Aircon Pvt. Ltd.,IND-RA,Fund-Based,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs24.50 Cr,24.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
N N Saha & Sons Agro Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs24.00 Cr,24.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Gansons Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs23.00 Cr,23.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shrikishan & Co. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs23.00 Cr,23.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sunrise Timply Co. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs23.00 Cr,23.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rydak Syndicate Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs22.00 Cr,22.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
K7 Computing Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs18.00 Cr,18.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Srinivas Infrastructure Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs17.00 Cr,17.0,Construction,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Abhiraj Engicon Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs16.39 Cr,16.39,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rahman Hospitals Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs15.14 Cr,15.14,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dee Control & Electric Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs15.00 Cr,15.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Unique Multi Films Virudhunagar Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs15.00 Cr,15.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vaibhav Edibles Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs14.04 Cr,14.04,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Best Blue Metals,Infomerics,Long Term Fund Based Bank Facility - Term Loans,IVR C+ (INC)(Downgraded),2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs11.95 Cr,11.95,Steel & Metals,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-19 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Mahakali Ispat Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs11.30 Cr,11.3,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kuna Impex Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs11.25 Cr,11.25,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Caravel Logistics Pvt. Ltd.,IND-RA,NCD/Bond,C/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs11.10 Cr,11.1,Logistics,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Bharath Hi-Tech Builders Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs10.00 Cr,10.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M S G All Trdg. Intl. Pvt. Ltd.,CRISIL,Fund-Based,B+,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs9.35 Cr,9.35,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sambandam Spinning Mills Ltd.,IND-RA,Term Loan,A 4+,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs9.25 Cr,9.25,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Polixel Security Systems Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs8.50 Cr,8.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Anubhav Plast Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs8.50 Cr,8.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Manbhum Ispat Private Limited,Infomerics,Short Term Bank Facilities,IVR A3 (INC)(Downgraded),2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs8.33 Cr,8.33,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-19 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Vishesh Diagnostics Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs7.00 Cr,7.0,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sreenidhi Raja Packing Solutions Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs6.30 Cr,6.3,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Hiland Agro Products Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs6.23 Cr,6.23,Agro/Food,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
V V C Motors Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs6.00 Cr,6.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dee Control & Electric Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs5.00 Cr,5.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rahman Hospitals Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs4.51 Cr,4.51,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sangam Forgings Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs4.50 Cr,4.5,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Best Blue Metals,Infomerics,Proposed Long Term Fund Based Bank Facility,IVR C+ (INC)(Downgraded),2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs4.05 Cr,4.05,Steel & Metals,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-19 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Best Blue Metals,Infomerics,Long Term Fund Based Bank Facility - OD,IVR C+ (INC)(Downgraded),2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs4.00 Cr,4.0,Steel & Metals,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-19 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
A-One Footarts Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs3.00 Cr,3.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A-One Footwears Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs2.25 Cr,2.25,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M S G All Trdg. Intl. Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs1.10 Cr,1.1,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A-One Footarts Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs0.90 Cr,0.9,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A-One Footarts Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs0.74 Cr,0.74,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A-One Footwears Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs0.60 Cr,0.6,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M S G All Trdg. Intl. Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs0.55 Cr,0.55,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
V V C Motors Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs0.25 Cr,0.25,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Decor Paper Mills Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs0.13 Cr,0.13,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shreenathji Cotgin Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs0.10 Cr,0.1,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Shyam Sponge & Power Ltd.,ICRA,Short-Term Loan,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,N/A,0.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aequs Sez Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs310.00 Cr,310.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Excelsource International Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs128.00 Cr,128.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Krrish Shalimar Projects Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs120.00 Cr,120.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aequs Sez Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs70.00 Cr,70.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kkrishna Vaahan Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs49.50 Cr,49.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Brua Hydrowatt Pvt. Ltd.,CARE,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs46.00 Cr,46.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sai Shreeja Cars Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs42.60 Cr,42.6,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sai Shreeja Cars Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs42.20 Cr,42.2,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Dakshinamurthy Agro Inds. Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs28.00 Cr,28.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sai Shreeja Cars Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs27.00 Cr,27.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tirupatee Agro Industries Private Limited,Infomerics,Long Term Bank  Facilities (Including  proposed facility of  Rs. 0.46 crore),IVR D (INC)(Downgraded),2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs22.57 Cr,22.57,Agro/Food,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-22 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
B E Contracts Pvt. Ltd.,CARE,NCD/Bond,B/A4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs20.00 Cr,20.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kkrishna Vaahan Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs20.00 Cr,20.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
