Company Name,Agency,Instrument Type,Rating,Rating Date,Amount Cr,Sector,Current Urgency,NCD_Flag,Source,Pipeline_Window,Escalation_Date,Escalation_Month,Call_Window,Tier_Label,Agency_Count,Why Target,ACER Pitch Angle,Window_Order,Multi_Window_Flag,Sector_norm
Conmat Oil & Gas Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,27-Oct-2025,1.5,Energy,MEDIUM,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Single Window,Energy
Conmat Oil & Gas Pvt. Ltd.,BRICKWORK,Term Loan,C,27-Oct-2025,1.43,Energy,MEDIUM,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Single Window,Energy
Pioneer Power Corpn. Ltd.,ACUITE,Term Loan,BB+,28-Oct-2025,26.51,Energy,MEDIUM,Standard,D365,October 2026,2026-10-28,Oct 2026,Oct Wk4 (Oct 22-31),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-10-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Single Window,Energy
Lineage Power Pvt. Ltd.,ACUITE,Term Loan,BB+,30-Oct-2025,2.8,Energy,MEDIUM,Standard,D365,October 2026,2026-10-30,Oct 2026,Oct Wk4 (Oct 22-31),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Single Window,Energy
Window Techs India Pvt. Ltd.,CRISIL,Term Loan,B,30-Oct-2025,2.75,Energy,MEDIUM,Standard,D365,October 2026,2026-10-30,Oct 2026,Oct Wk4 (Oct 22-31),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Joshoda Oil Udyog Pvt. Ltd.,CARE,Term Loan,B-,03-Nov-2025,3.15,Energy,MEDIUM,Standard,D365,October 2026,2026-11-03,Nov 2026,Nov Wk1 (Nov 1-7),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Single Window,Energy
Kruti Power Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,11-Nov-2025,40.0,Energy,MEDIUM,Standard,D365,October 2026,2026-11-11,Nov 2026,Nov Wk2 (Nov 8-14),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Parijat Oil & Feeds Pvt. Ltd.,CRISIL,Term Loan,B,12-Nov-2025,8.0,Energy,MEDIUM,Standard,D365,October 2026,2026-11-12,Nov 2026,Nov Wk2 (Nov 8-14),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Sahanu Sponge & Power Ltd.,BRICKWORK,Bank Guarantee,A 4,13-Nov-2025,0.65,Energy,MEDIUM,Standard,D365,October 2026,2026-11-13,Nov 2026,Nov Wk2 (Nov 8-14),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Single Window,Energy
Kamala Ginning and Oil Industries Private Limited,Infomerics,Long Term Facilities,IVR BB- (INC)(Downgraded),14-Nov-2025,42.0,Energy,MEDIUM,Standard,Infomerics,October 2026,2026-11-14,Nov 2026,Nov Wk2 (Nov 8-14),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Single Window,Energy
Satkartar Electricals and Electronics Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),18-Nov-2025,8.0,Energy,MEDIUM,Standard,Infomerics,October 2026,2026-11-18,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Single Window,Energy
Satkartar Electricals and Electronics Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),18-Nov-2025,3.5,Energy,MEDIUM,Standard,Infomerics,October 2026,2026-11-18,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Single Window,Energy
SSNR Power Private Limited,Infomerics,Long Term Facilities,IVR BB (INC)(Downgraded),20-Nov-2025,28.79,Energy,MEDIUM,Standard,Infomerics,October 2026,2026-11-20,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Single Window,Energy
Regent Energy Ltd.,CRISIL,Term Loan,B+,20-Nov-2025,12.4,Energy,MEDIUM,Standard,D365,October 2026,2026-11-20,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
SSNR Power Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC)(Downgraded),20-Nov-2025,3.0,Energy,MEDIUM,Standard,Infomerics,October 2026,2026-11-20,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Single Window,Energy
Regent Energy Ltd.,CRISIL,Term Loan,B+,20-Nov-2025,0.6,Energy,MEDIUM,Standard,D365,October 2026,2026-11-20,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Mahendra Sponge & Power Ltd.,ACUITE,Term Loan,A 4+,21-Nov-2025,18.23,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
A P S Hydro Pvt. Ltd.,ACUITE,Term Loan,B-,21-Nov-2025,15.0,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Newtech Power Inds. Pvt. Ltd.,CRISIL,Fund-Based,BB-,21-Nov-2025,12.5,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Mahendra Power Pvt. Ltd.,ACUITE,Term Loan,BB+,21-Nov-2025,7.6,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Single Window,Energy
A P S Hydro Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,21-Nov-2025,6.0,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Goldstar Power Ltd.,CRISIL,Letter of Credit,A 4,21-Nov-2025,5.0,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Mahendra Sponge & Power Ltd.,ACUITE,Bank Guarantee,A 4+,21-Nov-2025,5.0,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority,Energy
Goldstar Power Ltd.,CRISIL,Term Loan,B,21-Nov-2025,4.1,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Orissa Diesel Engines Pvt. Ltd.,CRISIL,Fund-Based,B+,21-Nov-2025,3.12,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Mahendra Power Pvt. Ltd.,ACUITE,Term Loan,BB+,21-Nov-2025,2.4,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Single Window,Energy
Goldstar Power Ltd.,CRISIL,Term Loan,B,21-Nov-2025,2.0,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Goldstar Power Ltd.,CRISIL,Term Loan,B,21-Nov-2025,1.9,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Orissa Diesel Engines Pvt. Ltd.,CRISIL,Term Loan,B+,21-Nov-2025,0.76,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Orissa Diesel Engines Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,21-Nov-2025,0.7,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Orissa Diesel Engines Pvt. Ltd.,CRISIL,Term Loan,B+,21-Nov-2025,0.32,Energy,MEDIUM,Standard,D365,October 2026,2026-11-21,Nov 2026,Nov Wk3 (Nov 15-21),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Newenergie Renewables Ltd.,CRISIL,Bank Guarantee,A 4,24-Nov-2025,8.0,Energy,MEDIUM,Standard,D365,October 2026,2026-11-24,Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
S T Electricals Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,25-Nov-2025,15.0,Energy,MEDIUM,Standard,D365,October 2026,2026-11-25,Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Single Window,Energy
K J S L Coal & Power Pvt. Ltd.,CRISIL,Term Loan,B,25-Nov-2025,6.0,Energy,MEDIUM,Standard,D365,October 2026,2026-11-25,Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
K J S L Coal & Power Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,25-Nov-2025,4.0,Energy,MEDIUM,Standard,D365,October 2026,2026-11-25,Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Uniline Energy Systems Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,25-Nov-2025,2.5,Energy,MEDIUM,Standard,D365,October 2026,2026-11-25,Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Shreesatya Sponge & Power Private Limited,Infomerics,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),26-Nov-2025,0.65,Energy,MEDIUM,Standard,Infomerics,October 2026,2026-11-26,Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Single Window,Energy
Raigarh Ispat & Power Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),09-Jan-2026,104.31,Energy,LOW,Standard,Infomerics,October 2026,2026-10-06,Oct 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority,Energy
Raigarh Ispat & Power Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),09-Jan-2026,104.31,Energy,LOW,Standard,Infomerics,October 2026,2026-10-06,Oct 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority,Energy
Raigarh Ispat & Power Private Limited,Infomerics,Long Term/ Short Term Bank Facilities,IVR BB/ IVR A4; INC; (Downgraded),09-Jan-2026,1.0,Energy,LOW,Standard,Infomerics,October 2026,2026-10-06,Oct 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority,Energy
Raigarh Ispat & Power Private Limited,Infomerics,Long Term/ Short Term Bank Facilities,IVR BB/ IVR A4; INC; (Downgraded),09-Jan-2026,1.0,Energy,LOW,Standard,Infomerics,October 2026,2026-10-06,Oct 2026,Oct Wk1 (Oct 1-7),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority,Energy
Adiraj Manpower Services Pvt. Ltd.,CRISIL,Fund-Based,B,12-Jan-2026,0.5,Energy,LOW,Standard,D365,October 2026,2026-10-09,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Agra Oil& General Inds. Ltd.,CRISIL,Letter of Credit,A 4,12-Jan-2026,0.5,Energy,LOW,Standard,D365,October 2026,2026-10-09,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Hartek Power Private Limited,Infomerics,Long Term/ Short Term Facilities,IVR BB+/IVR A4+; (INC)(Withdrawn),13-Jan-2026,61.0,Energy,LOW,Standard,Infomerics,October 2026,2026-10-10,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority,Energy
Hartek Power Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Withdrawn),13-Jan-2026,10.0,Energy,LOW,Standard,Infomerics,October 2026,2026-10-10,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority,Energy
Sitaram Energy & Logistics Ltd.,ACUITE,Bank Guarantee,A 4,13-Jan-2026,8.0,Energy,LOW,Standard,D365,October 2026,2026-10-10,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Single Window,Energy
Haryana Power Generation Corpn. Ltd.,BRICKWORK,Term Loan,BB,16-Jan-2026,340.15,Energy,LOW,Standard,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Single Window,Energy
Encorp Powertrans Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,55.0,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Single Window,Energy
United Electricals & Engg. Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,16-Jan-2026,37.0,Energy,LOW,Standard,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Single Window,Energy
Inrhythm Energy Pvt. Ltd.,IND-RA,Term Loan,A 4,16-Jan-2026,24.0,Energy,LOW,Standard,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Single Window,Energy
Tashkent Oil Co. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,9.0,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Single Window,Energy
Jatson Power Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,8.0,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,1,Single Window,Energy
Rajalakshmi Wind Energy Ltd.,BRICKWORK,Term Loan,B+,21-Jan-2026,99.47,Energy,LOW,Standard,D365,October 2026,2026-10-18,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Single Window,Energy
S V R Electricals Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,21-Jan-2026,12.0,Energy,LOW,Standard,D365,October 2026,2026-10-18,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Single Window,Energy
S V R Electricals Pvt. Ltd.,ICRA,NCD/Bond,B/A4,21-Jan-2026,5.75,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-18,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Single Window,Energy
Ascott Electricals Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,22-Jan-2026,5.0,Energy,LOW,Standard,D365,October 2026,2026-10-19,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Single Window,Energy
Ascott Electricals Pvt. Ltd.,ICRA,Fund-Based,A 4,22-Jan-2026,0.2,Energy,LOW,Standard,D365,October 2026,2026-10-19,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Single Window,Energy
Translite Energy Ltd.,CARE,NCD/Bond,BB+/A4+,23-Jan-2026,32.0,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Single Window,Energy
Ranisati Coal Carriers Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Jan-2026,6.0,Energy,LOW,Standard,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Savan Green Energy Solutions Ltd.,CRISIL,Term Loan,B,23-Jan-2026,2.0,Energy,LOW,Standard,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Savan Green Energy Solutions Ltd.,CRISIL,Bank Guarantee,A 4,23-Jan-2026,1.0,Energy,LOW,Standard,D365,October 2026,2026-10-20,Oct 2026,Oct Wk3 (Oct 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Dayal Energy & Protein Private Limited,Infomerics,Long Term Instruments /Facilities,IVR BB (INC) (Downgraded),30-Jan-2026,39.0,Energy,LOW,Standard,Infomerics,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority,Energy
Dayal Energy & Protein Private Limited,Infomerics,Short Term Instruments /Facilities,IVR A4 (INC) (Downgraded),30-Jan-2026,10.0,Energy,LOW,Standard,Infomerics,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority,Energy
Devsun Solar Pvt. Ltd.,CRISIL,Term Loan,B,31-Jan-2026,11.5,Energy,LOW,Standard,D365,October 2026,2026-10-28,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Devsun Solar Pvt. Ltd.,CRISIL,Letter of Credit,B,31-Jan-2026,9.0,Energy,LOW,Standard,D365,October 2026,2026-10-28,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Trafo Power & Electricals Pvt. Ltd,CRISIL,Bank Guarantee,A 4,31-Jan-2026,4.6,Energy,LOW,Standard,D365,October 2026,2026-10-28,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Trafo Power & Electricals Pvt. Ltd,CRISIL,Letter of Credit,A 4,31-Jan-2026,0.5,Energy,LOW,Standard,D365,October 2026,2026-10-28,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Trafo Power & Electricals Pvt. Ltd,CRISIL,Term Loan,B,31-Jan-2026,0.4,Energy,LOW,Standard,D365,October 2026,2026-10-28,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Single Window,Energy
Cimechel Electric Private Limited,Infomerics,Short Term Facilities,A4 (INC) (Downgraded),03-Feb-2026,80.87,Energy,LOW,Standard,Infomerics,October 2026,2026-10-31,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority,Energy
