Company Name,Primary Agency,All Agencies INC,Num Agencies INC,Primary Instrument,All Instruments,Rating,Rating Date,Days Since Rating,Urgency,Sector,Total Amount Cr,Source,Is Super Target T1,Is Super Target T2,Is Three Way INC,Is April2026 Dual INC,Multi Agency INC,Priority Score,Why Target,ACER Pitch
G A V Agro Pvt. Ltd.,ICRA,CRISIL | ICRA,2,Term loans,Long term Loans | Term loans,D,05-06-2025,383.0,ULTRA HOT,Agro/Food,10.0010.15,D365,0,1,0,0,1,16.83,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (383 days INC),"Your rating at CRISIL | ICRA has been INC for 383 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
G S Auto International Ltd.,BRICKWORK,BRICKWORK | CARE,2,Letter Of credit,Letter Of credit | Term loans,A 4,06-06-2025,382.0,ULTRA HOT,Automobiles,5.50,D365,0,1,0,0,1,16.82,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (382 days INC),"Your rating at BRICKWORK | CARE has been INC for 382 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Anthony Garments Pvt. Ltd.,ICRA,CARE | ICRA,2,Fund based financial facility/instrument,Fund based financial facility/instrument | Term loans,A 4,06-06-2025,382.0,ULTRA HOT,Textiles,13.4533.50,D365,0,1,0,0,1,16.82,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (382 days INC),"Your rating at CARE | ICRA has been INC for 382 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Phoenix Structural & Engg. Pvt. Ltd.,CARE,ACUITE | CARE,2,Non-government debt,Bank Guarantee | Non-government debt,B-/A4,06-06-2025,382.0,ULTRA HOT,Other,0.505.00,D365,0,1,0,0,1,16.82,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (382 days INC),"Your rating at ACUITE | CARE has been INC for 382 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Singhal Commodities Pvt. Ltd.,BRICKWORK,BRICKWORK | CARE,2,Term loans,Letter Of credit | Term loans,C,09-06-2025,379.0,ULTRA HOT,Trading/Exports,7.000.05,D365,0,1,0,0,1,16.79,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (379 days INC),"Your rating at BRICKWORK | CARE has been INC for 379 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Pakka Ltd.,BRICKWORK,BRICKWORK | IND-RA,2,Fund based financial facility/instrument,Fund based financial facility/instrument | Non-fund based working capital limit,BB,09-06-2025,379.0,ULTRA HOT,Other,13.93306.59,D365,0,1,0,0,1,16.79,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (379 days INC),"Your rating at BRICKWORK | IND-RA has been INC for 379 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,ACUITE,ACUITE | CARE | IND-RA,3,Bank Guarantee,Bank Guarantee | Non-government debt,D,10-06-2025,378.0,ULTRA HOT,Other,14.000.200.20,D365,0,1,0,0,1,16.78,TIER 2 SUPER TARGET | MULTI-AGENCY INC (3 agencies) | ULTRA HOT (378 days INC),"Your rating at ACUITE | CARE | IND-RA has been INC for 378 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Harman Rice Pvt. Ltd.,CARE,ACUITE | CARE,2,Non-government debt,Long term Loans | Non-government debt,D,10-06-2025,378.0,ULTRA HOT,Agro/Food,4.2030.00,D365,0,1,0,0,1,16.78,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (378 days INC),"Your rating at ACUITE | CARE has been INC for 378 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shreeji Cotfab Ltd.,ACUITE,ACUITE | CRISIL,2,Term loans,Long term Loans | Term loans,B+,10-06-2025,378.0,ULTRA HOT,Other,4.502.16,D365,0,1,0,0,1,16.78,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (378 days INC),"Your rating at ACUITE | CRISIL has been INC for 378 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
S T Constructions Pvt. Ltd.,CRISIL,ACUITE | CRISIL,2,Bank Guarantee,Bank Guarantee | Long term Loans,A 4+,10-06-2025,378.0,ULTRA HOT,Construction,1.0026.00,D365,0,1,0,0,1,16.78,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (378 days INC),"Your rating at ACUITE | CRISIL has been INC for 378 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Nithyabharath Textile Pvt. Ltd.,BRICKWORK,ACUITE | BRICKWORK,2,Bank Guarantee,Bank Guarantee,A 4,10-06-2025,378.0,ULTRA HOT,Textiles,0.550.55,D365,0,1,0,0,1,16.78,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (378 days INC),"Your rating at ACUITE | BRICKWORK has been INC for 378 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Bagkiya Constructions Pvt. Ltd.,CARE,ACUITE | CARE | CRISIL,3,Bank Guarantee,Bank Guarantee | Letter Of credit,A 4,10-06-2025,378.0,ULTRA HOT,Construction,1.005.0030.00,D365,0,1,0,0,1,16.78,TIER 2 SUPER TARGET | MULTI-AGENCY INC (3 agencies) | ULTRA HOT (378 days INC),"Your rating at ACUITE | CARE | CRISIL has been INC for 378 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Kripa Anand Rishi Cellular Pvt. Ltd.,ACUITE,ACUITE | CRISIL,2,Term loans,Long term Loans | Term loans,B+,10-06-2025,378.0,ULTRA HOT,Other,0.502.00,D365,0,1,0,0,1,16.78,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (378 days INC),"Your rating at ACUITE | CRISIL has been INC for 378 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Sonalac Paints & Coatings Ltd.,CRISIL,ACUITE | CARE | CRISIL,3,Term loans,Long term Loans | Term loans,B+,10-06-2025,378.0,ULTRA HOT,Other,0.120.190.35,D365,0,1,0,0,1,16.78,TIER 2 SUPER TARGET | MULTI-AGENCY INC (3 agencies) | ULTRA HOT (378 days INC),"Your rating at ACUITE | CARE | CRISIL has been INC for 378 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
A K Infraprojects Pvt. Ltd.,CARE,BRICKWORK | CARE,2,Fund based financial facility/instrument,Bank Guarantee | Fund based financial facility/instrument,BB-,10-06-2025,378.0,ULTRA HOT,Other,15.0012.00,D365,0,1,0,0,1,16.78,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (378 days INC),"Your rating at BRICKWORK | CARE has been INC for 378 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
P P Pandey Infrastructure Pvt. Ltd.,ACUITE,ACUITE | BRICKWORK | IND-RA,3,Bank Guarantee,Bank Guarantee | Non-government debt,A 4,11-06-2025,377.0,ULTRA HOT,Construction,22.6015.0030.00,D365,0,1,0,0,1,16.77,TIER 2 SUPER TARGET | MULTI-AGENCY INC (3 agencies) | ULTRA HOT (377 days INC),"Your rating at ACUITE | BRICKWORK | IND-RA has been INC for 377 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Precimeasure Controls Pvt. Ltd.,ICRA,CRISIL | ICRA,2,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument | Term loans,A 4,11-06-2025,377.0,ULTRA HOT,Other,5.200.19,D365,0,1,0,0,1,16.77,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (377 days INC),"Your rating at CRISIL | ICRA has been INC for 377 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Knitcraft Apparels Intl. Pvt. Ltd.,CARE,ACUITE | CARE,2,Non-government debt,Long term Loans | Non-government debt,D,11-06-2025,377.0,ULTRA HOT,Textiles,4.0035.00,D365,0,1,0,0,1,16.77,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (377 days INC),"Your rating at ACUITE | CARE has been INC for 377 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Siddharth Carbochem Products Ltd.,CRISIL,ACUITE | CRISIL,2,Letter Of credit,Letter Of credit,A 4+,11-06-2025,377.0,ULTRA HOT,Other,46.5641.00,D365,0,1,0,0,1,16.77,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (377 days INC),"Your rating at ACUITE | CRISIL has been INC for 377 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Sri Venkateswara Aerospace Pvt. Ltd.,ICRA,CRISIL | ICRA,2,Non-government debt,Long term Loans | Non-government debt,B+/A4,11-06-2025,377.0,ULTRA HOT,Other,0.5020.00,D365,0,1,0,0,1,16.77,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (377 days INC),"Your rating at CRISIL | ICRA has been INC for 377 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Sumer Sons Autotech Pvt. Ltd.,ACUITE,ACUITE | BRICKWORK,2,Fund based financial facility/instrument,Fund based financial facility/instrument,C,11-06-2025,377.0,ULTRA HOT,IT/Software,8.008.00,D365,0,1,0,0,1,16.77,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (377 days INC),"Your rating at ACUITE | BRICKWORK has been INC for 377 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Mangal Sponge & Steel Pvt. Ltd.,CARE,CARE | CRISIL | ICRA,3,Term loans,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,B+,11-06-2025,377.0,ULTRA HOT,Steel & Metals,1.001.0024.00,D365,0,1,0,0,1,16.77,TIER 2 SUPER TARGET | MULTI-AGENCY INC (3 agencies) | ULTRA HOT (377 days INC),"Your rating at CARE | CRISIL | ICRA has been INC for 377 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Singh Cycle & Motor Co. Pvt. Ltd.,CRISIL,ACUITE | CRISIL,2,Fund based financial facility/instrument,Fund based financial facility/instrument | Term loans,D,12-06-2025,376.0,ULTRA HOT,Automobiles,11.8010.00,D365,0,1,0,0,1,16.759999999999998,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (376 days INC),"Your rating at ACUITE | CRISIL has been INC for 376 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shri Khatu Shyam Alloys Pvt. Ltd.,CRISIL,CRISIL | IND-RA,2,Bank Guarantee,Bank Guarantee | Non-government debt,A 4+,12-06-2025,376.0,ULTRA HOT,Steel & Metals,30.009.00,D365,0,1,0,0,1,16.759999999999998,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (376 days INC),"Your rating at CRISIL | IND-RA has been INC for 376 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Saboo Tor Pvt. Ltd.,BRICKWORK,BRICKWORK | IND-RA,2,Term loans,Non-fund based working capital limit | Term loans,C-,12-06-2025,376.0,ULTRA HOT,Other,1.950.61,D365,0,1,0,0,1,16.759999999999998,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (376 days INC),"Your rating at BRICKWORK | IND-RA has been INC for 376 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Eco Cements Ltd.,CRISIL,CARE | CRISIL,2,Bank Guarantee,Bank Guarantee,A 4,12-06-2025,376.0,ULTRA HOT,Construction,5.0020.00,D365,0,1,0,0,1,16.759999999999998,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (376 days INC),"Your rating at CARE | CRISIL has been INC for 376 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Mahalaxmi India Pvt. Ltd.,BRICKWORK,BRICKWORK | CARE | ICRA,3,Fund based financial facility/instrument,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument,B+,12-06-2025,376.0,ULTRA HOT,Other,12.0015.000.75,D365,0,1,0,0,1,16.759999999999998,TIER 2 SUPER TARGET | MULTI-AGENCY INC (3 agencies) | ULTRA HOT (376 days INC),"Your rating at BRICKWORK | CARE | ICRA has been INC for 376 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Nav Shikha Polypack Inds. Pvt. Ltd.,CRISIL,CRISIL | ICRA,2,Letter Of credit,Letter Of credit | Term loans,D,12-06-2025,376.0,ULTRA HOT,Other,5.032.00,D365,0,1,0,0,1,16.759999999999998,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (376 days INC),"Your rating at CRISIL | ICRA has been INC for 376 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Naxalbari Flour & Rice Mill Pvt. Ltd.,CRISIL,ACUITE | CRISIL,2,Bank Guarantee,Bank Guarantee,A 4,13-06-2025,375.0,ULTRA HOT,Agro/Food,0.600.60,D365,0,1,0,0,1,16.75,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (375 days INC),"Your rating at ACUITE | CRISIL has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Northern India Leather Cloth Mfg. Co. Pvt. Ltd.,CRISIL,CRISIL | IND-RA,2,Term loans,Non-government debt | Term loans,B-,13-06-2025,375.0,ULTRA HOT,Other,34.0717.68,D365,0,1,0,0,1,16.75,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (375 days INC),"Your rating at CRISIL | IND-RA has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
S S K Infotech Pvt. Ltd.,CARE,ACUITE | CARE,2,Bank Guarantee,Bank Guarantee | Term loans,D,13-06-2025,375.0,ULTRA HOT,IT/Software,15.002.00,D365,0,1,0,0,1,16.75,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (375 days INC),"Your rating at ACUITE | CARE has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Sahuwala Cylinders Pvt. Ltd.,CRISIL,CRISIL | ICRA,2,Bank Guarantee,Bank Guarantee | Non-fund-based financial facility/instrument,A 4,13-06-2025,375.0,ULTRA HOT,Other,2.502.50,D365,0,1,0,0,1,16.75,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (375 days INC),"Your rating at CRISIL | ICRA has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shree Sant Kripa Appliances Pvt. Ltd.,CARE,ACUITE | CARE,2,Bank Guarantee,Bank Guarantee | Letter Of credit,D,13-06-2025,375.0,ULTRA HOT,Other,20.0050.00,D365,0,1,0,0,1,16.75,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (375 days INC),"Your rating at ACUITE | CARE has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Harji Engineering Works Pvt. Ltd.,BRICKWORK,ACUITE | BRICKWORK,2,Letter Of credit,Letter Of credit,D,13-06-2025,375.0,ULTRA HOT,Manufacturing,5.005.00,D365,0,1,0,0,1,16.75,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (375 days INC),"Your rating at ACUITE | BRICKWORK has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Sophisticated Industrial Materials Analytic Labs Pvt. Ltd.,CARE,CARE | CRISIL,2,Non-government debt,Bank Guarantee | Non-government debt,B/A4,13-06-2025,375.0,ULTRA HOT,Manufacturing,36.0020.00,D365,0,1,0,0,1,16.75,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (375 days INC),"Your rating at CARE | CRISIL has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Omni Impex Pvt. Ltd.,CRISIL,CARE | CRISIL,2,Long term Loans,Bank Guarantee | Long term Loans,B,13-06-2025,375.0,ULTRA HOT,Other,0.670.30,D365,0,1,0,0,1,16.75,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (375 days INC),"Your rating at CARE | CRISIL has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Optech Engineering Pvt. Ltd.,CRISIL,CRISIL | IND-RA,2,Bank Guarantee,Bank Guarantee | Non-government debt,A 4,13-06-2025,375.0,ULTRA HOT,Manufacturing,10.004.50,D365,0,1,0,0,1,16.75,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (375 days INC),"Your rating at CRISIL | IND-RA has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Banglore Polymers Pvt. Ltd.,CARE,BRICKWORK | CARE,2,Non-government debt,Fund based financial facility/instrument | Non-government debt,C/A4,13-06-2025,375.0,ULTRA HOT,Chemicals/Pharma,15.006.00,D365,0,1,0,0,1,16.75,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (375 days INC),"Your rating at BRICKWORK | CARE has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shree Bhagwati Agrotech Pvt. Ltd.,ICRA,ACUITE | ICRA,2,Term loans,Term loans,B,13-06-2025,375.0,ULTRA HOT,Agro/Food,6.837.83,D365,0,1,0,0,1,16.75,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (375 days INC),"Your rating at ACUITE | ICRA has been INC for 375 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Trident Techlabs Ltd.,BRICKWORK,ACUITE | BRICKWORK,2,Bank Guarantee,Bank Guarantee | Long term Loans,B,16-06-2025,372.0,ULTRA HOT,IT/Software,15.006.00,D365,0,1,0,0,1,16.72,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (372 days INC),"Your rating at ACUITE | BRICKWORK has been INC for 372 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shiva Polytubes Pvt. Ltd.,BRICKWORK,BRICKWORK | ICRA | IND-RA,3,Non-government debt,Non-government debt | Short-term loan,C/A4,16-06-2025,372.0,ULTRA HOT,Other,10.546.50,D365,0,1,0,0,1,16.72,TIER 2 SUPER TARGET | MULTI-AGENCY INC (3 agencies) | ULTRA HOT (372 days INC),"Your rating at BRICKWORK | ICRA | IND-RA has been INC for 372 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Karanja Terminal & Logistics Pvt. Ltd.,CRISIL,CRISIL | ICRA,2,Term loans,Fund based financial facility/instrument | Term loans,D,16-06-2025,372.0,ULTRA HOT,Logistics,7.71413.00,D365,0,1,0,0,1,16.72,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (372 days INC),"Your rating at CRISIL | ICRA has been INC for 372 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shree Shyam Sponge & Power Ltd.,CARE,CARE | ICRA,2,Non-government debt,Non-government debt | Short-term loan,B/A4,16-06-2025,372.0,ULTRA HOT,Energy,6.00,D365,0,1,0,0,1,16.72,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (372 days INC),"Your rating at CARE | ICRA has been INC for 372 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Superfine Metals Pvt. Ltd.,BRICKWORK,ACUITE | BRICKWORK,2,Letter Of credit,Letter Of credit | Term loans,D,16-06-2025,372.0,ULTRA HOT,Steel & Metals,15.4313.00,D365,0,1,0,0,1,16.72,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (372 days INC),"Your rating at ACUITE | BRICKWORK has been INC for 372 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Wear Well India Pvt. Ltd.,CARE,BRICKWORK | CARE,2,Term loans,Fund based financial facility/instrument | Term loans,D,17-06-2025,371.0,ULTRA HOT,Other,5.9038.29,D365,0,1,0,0,1,16.71,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (371 days INC),"Your rating at BRICKWORK | CARE has been INC for 371 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Swastik Ceracon Ltd.,BRICKWORK,BRICKWORK | IND-RA,2,Bank Guarantee,Bank Guarantee | Non-fund based working capital limit,D,17-06-2025,371.0,ULTRA HOT,Other,14.1524.55,D365,0,1,0,0,1,16.71,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (371 days INC),"Your rating at BRICKWORK | IND-RA has been INC for 371 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shri Janki Foodgrains Pvt. Ltd.,BRICKWORK,BRICKWORK | IND-RA,2,Fund based financial facility/instrument,Fund based financial facility/instrument | Non-government debt,B,17-06-2025,371.0,ULTRA HOT,Agro/Food,16.302.54,D365,0,1,0,0,1,16.71,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (371 days INC),"Your rating at BRICKWORK | IND-RA has been INC for 371 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
V S P Enterprises Pvt. Ltd.,BRICKWORK,BRICKWORK | ICRA,2,Letter Of credit,Letter Of credit | Non-fund-based financial facility/instrument,A 4,17-06-2025,371.0,ULTRA HOT,Other,10.002.50,D365,0,1,0,0,1,16.71,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (371 days INC),"Your rating at BRICKWORK | ICRA has been INC for 371 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Gajavelli Spinning Mills Pvt. Ltd.,ICRA,BRICKWORK | ICRA,2,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument | Term loans,B+,18-06-2025,370.0,ULTRA HOT,Agro/Food,9.041.00,D365,0,1,0,0,1,16.7,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (370 days INC),"Your rating at BRICKWORK | ICRA has been INC for 370 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
C M Auto Sales Pvt. Ltd.,BRICKWORK,BRICKWORK | CARE,2,Fund based financial facility/instrument,Fund based financial facility/instrument | Non-government debt,B+,18-06-2025,370.0,ULTRA HOT,Automobiles,4.5010.00,D365,0,1,0,0,1,16.7,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (370 days INC),"Your rating at BRICKWORK | CARE has been INC for 370 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Vedik Ispat Pvt. Ltd.,CARE,BRICKWORK | CARE,2,Term loans,Term loans,D,18-06-2025,370.0,ULTRA HOT,Other,19.2725.39,D365,0,1,0,0,1,16.7,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (370 days INC),"Your rating at BRICKWORK | CARE has been INC for 370 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Reliance Big Entertainment Pvt. Ltd.,CARE,BRICKWORK | CARE,2,Term loans,Term loans,D,18-06-2025,370.0,ULTRA HOT,Media/Retail,800.00300.00,D365,0,1,0,0,1,16.7,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (370 days INC),"Your rating at BRICKWORK | CARE has been INC for 370 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Hill-Brow Metallics & Construction Pvt. Ltd.,BRICKWORK,BRICKWORK | IND-RA,2,Bank Guarantee,Bank Guarantee | Non-fund based working capital limit,C,19-06-2025,369.0,ULTRA HOT,Steel & Metals,15.0015.00,D365,0,1,0,0,1,16.69,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (369 days INC),"Your rating at BRICKWORK | IND-RA has been INC for 369 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Hitech Cellphone Pvt. Ltd.,CRISIL,CRISIL | ICRA | IND-RA,3,Letter Of credit,Letter Of credit | Non-fund based working capital limit | Non-fund-based financial facility/instrument,A 4,19-06-2025,369.0,ULTRA HOT,IT/Software,7.0010.0010.00,D365,0,1,0,0,1,16.69,TIER 2 SUPER TARGET | MULTI-AGENCY INC (3 agencies) | ULTRA HOT (369 days INC),"Your rating at CRISIL | ICRA | IND-RA has been INC for 369 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
H A Q Steels Pvt. Ltd.,CARE,ACUITE | CARE | IND-RA,3,Term loans,Non-government debt | Term loans,B-,19-06-2025,369.0,ULTRA HOT,Steel & Metals,22.0032.6510.38,D365,0,1,0,0,1,16.69,TIER 2 SUPER TARGET | MULTI-AGENCY INC (3 agencies) | ULTRA HOT (369 days INC),"Your rating at ACUITE | CARE | IND-RA has been INC for 369 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Kairali Steels & Alloys Pvt. Ltd.,CRISIL,CRISIL | IND-RA,2,Letter Of credit,Letter Of credit | Non-government debt,A 4,19-06-2025,369.0,ULTRA HOT,Steel & Metals,47.3835.00,D365,0,1,0,0,1,16.69,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (369 days INC),"Your rating at CRISIL | IND-RA has been INC for 369 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Mega Vitrified Pvt. Ltd.,CRISIL,CRISIL | IND-RA,2,Letter Of credit,Letter Of credit | Non-government debt,A 4,19-06-2025,369.0,ULTRA HOT,Other,12.841.00,D365,0,1,0,0,1,16.69,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (369 days INC),"Your rating at CRISIL | IND-RA has been INC for 369 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Satidadi Agro Mfrs. Pvt. Ltd.,ACUITE,ACUITE | BRICKWORK,2,Term loans,Term loans,B-,19-06-2025,369.0,ULTRA HOT,Agro/Food,8.086.60,D365,0,1,0,0,1,16.69,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (369 days INC),"Your rating at ACUITE | BRICKWORK has been INC for 369 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
B K Sons Infrastructure Pvt. Ltd.,CRISIL,CARE | CRISIL,2,Bank Guarantee,Bank Guarantee,D,20-06-2025,368.0,ULTRA HOT,Construction,50.0050.00,D365,0,1,0,0,1,16.68,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (368 days INC),"Your rating at CARE | CRISIL has been INC for 368 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Divine Solutions Pvt. Ltd.,ICRA,ACUITE | ICRA,2,Non-fund-based financial facility/instrument,Letter Of credit | Non-fund-based financial facility/instrument,D,20-06-2025,368.0,ULTRA HOT,Other,14.0014.00,D365,0,1,0,0,1,16.68,TIER 2 SUPER TARGET | MULTI-AGENCY INC (2 agencies) | ULTRA HOT (368 days INC),"Your rating at ACUITE | ICRA has been INC for 368 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
