Company Name,Current Rating Agency,Instrument,Rating,Rating Date,Days Since Rating,Urgency,Amount Cr,Sector,Source,Is Super Target T1,Is Super Target T2,Is Three Way INC,Multi Agency INC,Priority Score,SEBI Note,Why Target,ACER Pitch Script
Aanchal Collection Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,16.50,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Aarohan Builders Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,4.40,Construction,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Abhinandan Exports Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,10.50,Trading/Exports,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Adlers Bio-Energy Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,30.93,Energy,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Aegan Industries Pvt. Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,81.90,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Affil Vitrified Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,22.00,Other,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Akash Fashion Prints Pvt. Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,21.69,Paper/Packaging,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Al-Gayathri Trading Co. Pvt. Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,5.60,Trading/Exports,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Alaknanda Sponge Iron Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,12.75,Steel,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Allied Medical Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,15.00,Chemicals/Pharma,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Amber Spintex Pvt. Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,98.91,Other,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Amritvarsha Industries Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,23.00,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Anantnath Silk Mills Pvt. Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,25.37,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Andrew Yule & Co. Ltd.,IND-RA,NCD,C/A4,2025-08-21,307.0,HOT,40.20,Other,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Arasu Hi Tech Infra Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,20.00,Construction,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Archana Mines Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,18.52,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Artek Enterprises Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,5.95,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Axis Overseas Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,25.00,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Azafran Innovacion Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,11.56,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
B M R Blue Genetics Pvt. Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,10.06,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Badri Ecofibres Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,47.95,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Bansal Spinning Mills Pvt. Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,166.30,Textiles,D365,0.0,0.0,0.0,1.0,9.3,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Batliboi Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,72.75,Other,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Bellatrix Infrastructure Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,5.41,Construction,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Bharamari Steels Pvt. Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,20.35,Steel,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Bhola Ram Steels Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,10.75,Steel,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Bhopal Switch Gears Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,9.22,Other,D365,0.0,1.0,0.0,1.0,16.86,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Birbal International Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,10.00,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Birmi International Pvt. Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,21.70,Other,D365,0.0,0.0,0.0,1.0,9.36,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Bloom Dekor Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,32.50,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
C V S Infrastructure Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,17.00,Construction,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Canaan Engineering Pvt. Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,27.62,Manufacturing,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Cee Dee Vacuum Equipment Pvt. Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,36.97,Manufacturing,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Crown Cashew Impex Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,9.90,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Dayana Polyplast Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,22.00,Other,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Dev Shree Cotsyn Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,29.00,Other,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Digiflic Controls (India) Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,11.67,Other,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Elljay Textiles Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,11.46,Construction,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Enginemates Heat Transfer Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,7.00,Other,D365,0.0,1.0,0.0,1.0,16.97,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Esco Couplings & Transmissions Pvt. Ltd.,IND-RA,NCD,BB-/A4+,2025-08-21,307.0,HOT,8.23,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Esmario Export Enterprises Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,17.50,Trading/Exports,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Fuso Glass India Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,44.87,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
G C Threads Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,31.17,Textiles,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
G S Atwal & Co. (Engineers) Pvt. Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,25.74,Manufacturing,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
G S Developers & Contractors Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,17.75,Construction,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
G S N Ferro Alloys Pvt. Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,94.87,Steel,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
G T C Oilfield Services Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,72.88,Energy,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
G7 Sugar Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,511.66,Agro/Food,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Garg Granites Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,6.00,Mining/Minerals,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Gold Star Steels Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,8.00,Steel,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Guru Laxmi Cottex Pvt. Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,58.96,Other,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
H A Q Steels Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,32.65,Steel,D365,0.0,1.0,0.0,1.0,16.69,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
H M Industrial Pvt. Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,117.85,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Himanchal Construction Co. Pvt. Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,13.00,Construction,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Ideal Hotels & Inds. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,15.00,Hotels/Tourism,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Iris Regtech Solutions Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,17.00,IT/Technology,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
J P B Chemical Inds. Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,22.00,Chemicals/Pharma,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Janardan Nirman Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,10.00,Other,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
John Energy Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,649.66,Energy,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Justclick Travels Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,10.00,Hotels/Tourism,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
K B A Infrastructure Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,10.00,Construction,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
K P Packaging Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,9.00,Paper/Packaging,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Kalpataru Cold Storage Pvt. Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,12.26,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Kannappan Textile Mill Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,7.00,Construction,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Kasturchand Fertilisers Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,10.55,Other,D365,0.0,0.0,0.0,1.0,11.65,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Krishna Coil Cutters Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,60.00,Energy,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
M P Board & Paper Mills Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,5.40,Paper/Packaging,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Maa Bala Sundri Plywood Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,6.50,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Magnolia Ltd.,IND-RA,NCD,B/A4,2025-08-21,307.0,HOT,8.89,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Maha Hydraulics Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,12.00,Other,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Maharashtra Fastners Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,23.00,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Malabar Hotels Pvt. Ltd.,IND-RA,NCD,D,2025-08-21,307.0,HOT,33.00,Chemicals/Pharma,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Malar Solvent Extraction Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,5.00,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Manman Manufacturing Co. Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,5.28,Manufacturing,D365,0.0,0.0,0.0,1.0,9.06,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Map Cotton Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,47.89,Agro/Food,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Maps Granito Pvt. Ltd.,IND-RA,NCD,B-/A4,2025-08-21,307.0,HOT,116.81,Other,D365,0.0,0.0,0.0,0.0,6.0600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (307 days),Your NCD rating at IND-RA has been INC for 307 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
