Company Name,Current Rating Agency,Instrument,Rating,Rating Date,Days Since Rating,Urgency,Amount Cr,Sector,Source,Is Super Target T1,Is Super Target T2,Is Three Way INC,Multi Agency INC,Priority Score,SEBI Note,Why Target,ACER Pitch Script
Salem Erode Investments Limited,Infomerics,NCD,IVR B+ (INC)(Downgraded),2025-06-20,369.0,ULTRA HOT,,BFSI,Infomerics,0.0,0.0,0.0,0.0,8.68,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,ULTRA HOT (369 days overdue),Your NCD rating at Infomerics has been INC for 369 days — you cannot use this instrument for fundraising. ACER can reactivate your SEBI-regulated NCD program within 30 days.
Arihant Solvex Pvt. Ltd.,ICRA,NCD,B+/A4,2025-06-23,366.0,ULTRA HOT,0.72,Other,D365,0.0,0.0,0.0,0.0,8.65,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,ULTRA HOT (366 days overdue),Your NCD rating at ICRA has been INC for 366 days — you cannot use this instrument for fundraising. ACER can reactivate your SEBI-regulated NCD program within 30 days.
Atul Motors Pvt. Ltd.,ICRA,NCD,B+/A4,2025-06-23,366.0,ULTRA HOT,1.16,Automobiles,D365,0.0,0.0,0.0,1.0,11.65,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,ULTRA HOT (366 days overdue),Your NCD rating at ICRA has been INC for 366 days — you cannot use this instrument for fundraising. ACER can reactivate your SEBI-regulated NCD program within 30 days.
Canter Engineers Ltd.,ICRA,NCD,B+/A4,2025-06-23,366.0,ULTRA HOT,30.25,Manufacturing,D365,0.0,0.0,0.0,0.0,8.65,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,ULTRA HOT (366 days overdue),Your NCD rating at ICRA has been INC for 366 days — you cannot use this instrument for fundraising. ACER can reactivate your SEBI-regulated NCD program within 30 days.
Chowgule Industries Pvt. Ltd.,ICRA,NCD,A/A1,2025-06-23,366.0,ULTRA HOT,40.00,Other,D365,0.0,0.0,0.0,0.0,5.0,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,ULTRA HOT (366 days overdue),Your NCD rating at ICRA has been INC for 366 days — you cannot use this instrument for fundraising. ACER can reactivate your SEBI-regulated NCD program within 30 days.
Cryolor Asia Pacific Pvt. Ltd.,ICRA,NCD,A 4+,2025-06-23,366.0,ULTRA HOT,30.00,Other,D365,0.0,0.0,0.0,0.0,8.65,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,ULTRA HOT (366 days overdue),Your NCD rating at ICRA has been INC for 366 days — you cannot use this instrument for fundraising. ACER can reactivate your SEBI-regulated NCD program within 30 days.
Hero Electric Vehicles Pvt. Ltd.,CARE,NCD,D,2025-06-23,366.0,ULTRA HOT,250.00,Energy,D365,0.0,0.0,0.0,1.0,11.65,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,ULTRA HOT (366 days overdue),Your NCD rating at CARE has been INC for 366 days — you cannot use this instrument for fundraising. ACER can reactivate your SEBI-regulated NCD program within 30 days.
Lanarsy Infra Ltd.,ICRA,NCD,B+/A4,2025-06-23,366.0,ULTRA HOT,18.00,Construction,D365,0.0,0.0,0.0,0.0,8.65,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,ULTRA HOT (366 days overdue),Your NCD rating at ICRA has been INC for 366 days — you cannot use this instrument for fundraising. ACER can reactivate your SEBI-regulated NCD program within 30 days.
Presidency Exports & Inds. Ltd.,ICRA,NCD,D,2025-06-23,366.0,ULTRA HOT,13.00,Trading/Exports,D365,0.0,0.0,0.0,0.0,8.65,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,ULTRA HOT (366 days overdue),Your NCD rating at ICRA has been INC for 366 days — you cannot use this instrument for fundraising. ACER can reactivate your SEBI-regulated NCD program within 30 days.
Tirupati Shelters Ltd.,ICRA,NCD,B+/A4,2025-06-23,366.0,ULTRA HOT,3.48,Other,D365,0.0,0.0,0.0,0.0,8.65,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,ULTRA HOT (366 days overdue),Your NCD rating at ICRA has been INC for 366 days — you cannot use this instrument for fundraising. ACER can reactivate your SEBI-regulated NCD program within 30 days.
Rayban Foods Pvt. Ltd.,ICRA,NCD,D,2025-06-24,365.0,ULTRA HOT,9.81,Agro/Food,D365,0.0,0.0,0.0,1.0,9.4,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,ULTRA HOT (365 days overdue),Your NCD rating at ICRA has been INC for 365 days — you cannot use this instrument for fundraising. ACER can reactivate your SEBI-regulated NCD program within 30 days.
Ascon Infratech Pvt. Ltd.,IND-RA,NCD,BB-/A4+,2025-06-25,364.0,HOT,8.00,Construction,D365,0.0,0.0,0.0,0.0,6.63,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (364 days),Your NCD rating at IND-RA has been INC for 364 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Bhadrashree Steel & Power Ltd.,BRICKWORK,NCD,B,2025-06-25,364.0,HOT,21.00,Steel,D365,0.0,0.0,0.0,1.0,9.63,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (364 days),Your NCD rating at BRICKWORK has been INC for 364 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
French Motor Car Co. Ltd.,ICRA,NCD,B+/A4,2025-06-25,364.0,HOT,0.50,Automobiles,D365,0.0,0.0,0.0,0.0,6.63,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (364 days),Your NCD rating at ICRA has been INC for 364 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Ganpati Moulders Pvt. Ltd.,CARE,NCD,B-/A4,2025-06-25,364.0,HOT,1.88,Other,D365,0.0,0.0,0.0,0.0,6.63,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (364 days),Your NCD rating at CARE has been INC for 364 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Mcleod Russel India Ltd.,ICRA,NCD,D,2025-06-25,364.0,HOT,163.92,Other,D365,0.0,0.0,0.0,0.0,6.63,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (364 days),Your NCD rating at ICRA has been INC for 364 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
My Box Technologies Pvt. Ltd.,IND-RA,NCD,B+/A4,2025-06-25,364.0,HOT,15.00,IT/Technology,D365,0.0,0.0,0.0,0.0,6.63,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (364 days),Your NCD rating at IND-RA has been INC for 364 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sri Jayarama Motors Pvt. Ltd.,ICRA,NCD,B+/A4,2025-06-25,364.0,HOT,2.00,Automobiles,D365,0.0,0.0,0.0,0.0,6.63,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (364 days),Your NCD rating at ICRA has been INC for 364 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sriaranath Logistics Ltd.,IND-RA,NCD,BB-/A4+,2025-06-25,364.0,HOT,86.99,Logistics,D365,0.0,0.0,0.0,0.0,6.63,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (364 days),Your NCD rating at IND-RA has been INC for 364 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Jay Formulations Ltd.,ICRA,NCD,D,2025-06-26,363.0,HOT,0.07,Other,D365,0.0,0.0,0.0,1.0,9.64,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (363 days),Your NCD rating at ICRA has been INC for 363 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Mahamaya Steel Inds. Ltd.,ICRA,NCD,B+/A4,2025-06-26,363.0,HOT,10.50,Steel,D365,0.0,0.0,0.0,1.0,9.62,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (363 days),Your NCD rating at ICRA has been INC for 363 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sukshetra Infra Projects Pvt. Ltd.,BRICKWORK,NCD,B-/A4,2025-06-26,363.0,HOT,40.00,Construction,D365,0.0,0.0,0.0,0.0,6.62,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (363 days),Your NCD rating at BRICKWORK has been INC for 363 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sunvoice Electronics Pvt. Ltd.,BRICKWORK,NCD,B-/A4,2025-06-26,363.0,HOT,10.00,Other,D365,0.0,0.0,0.0,0.0,6.62,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (363 days),Your NCD rating at BRICKWORK has been INC for 363 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Future Consumer Ltd.,CARE,NCD,D,2025-06-27,362.0,HOT,305.75,Other,D365,0.0,0.0,0.0,0.0,6.609999999999999,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (362 days),Your NCD rating at CARE has been INC for 362 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Hans Industries Pvt. Ltd.,BRICKWORK,NCD,B+/A4,2025-06-27,362.0,HOT,40.00,Other,D365,0.0,1.0,0.0,1.0,14.61,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (362 days),Your NCD rating at BRICKWORK has been INC for 362 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Malati Founders Pvt. Ltd.,ICRA,NCD,B+/A4,2025-06-27,362.0,HOT,2.66,Other,D365,0.0,0.0,0.0,0.0,6.609999999999999,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (362 days),Your NCD rating at ICRA has been INC for 362 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Omshree Agro Tech Pvt. Ltd.,CARE,NCD,B+/A4,2025-06-27,362.0,HOT,15.00,Agro/Food,D365,0.0,0.0,0.0,0.0,6.609999999999999,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (362 days),Your NCD rating at CARE has been INC for 362 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Prometrik Engineering Ltd.,ICRA,NCD,B+/A4,2025-06-27,362.0,HOT,12.50,Manufacturing,D365,0.0,0.0,0.0,0.0,6.609999999999999,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (362 days),Your NCD rating at ICRA has been INC for 362 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Zenith Precision Pvt. Ltd.,ICRA,NCD,B+/A4,2025-06-27,362.0,HOT,0.41,Other,D365,0.0,0.0,0.0,1.0,9.61,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (362 days),Your NCD rating at ICRA has been INC for 362 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Chowgule Construction Chemicals Pvt. Ltd.,ICRA,NCD,BB-/A4,2025-06-30,359.0,HOT,12.00,Construction,D365,0.0,0.0,0.0,0.0,6.58,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (359 days),Your NCD rating at ICRA has been INC for 359 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Rohit Iron & Steel (India) Pvt. Ltd.,BRICKWORK,NCD,BB+/A4+,2025-07-01,358.0,HOT,25.00,Steel,D365,0.0,0.0,0.0,0.0,6.57,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (358 days),Your NCD rating at BRICKWORK has been INC for 358 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Troix Chemicals Pvt. Ltd.,CARE,NCD,C/A4,2025-07-01,358.0,HOT,12.00,Chemicals/Pharma,D365,0.0,0.0,0.0,0.0,6.57,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (358 days),Your NCD rating at CARE has been INC for 358 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Ami Riddhi Chem Pvt. Ltd.,BRICKWORK,NCD,C/A4,2025-07-02,357.0,HOT,12.50,Chemicals/Pharma,D365,0.0,0.0,0.0,1.0,9.56,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (357 days),Your NCD rating at BRICKWORK has been INC for 357 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Therdose Pharma Pvt. Ltd.,ICRA,NCD,D,2025-07-02,357.0,HOT,9.53,Chemicals/Pharma,D365,0.0,0.0,0.0,0.0,6.5600000000000005,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (357 days),Your NCD rating at ICRA has been INC for 357 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Vikran Engineering Ltd.,CARE,NCD,BB-/A4,2025-07-02,357.0,HOT,215.75,Manufacturing,D365,,,,,,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (357 days),Your NCD rating at CARE has been INC for 357 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Lakshmi Infrastructure & Developers India Pvt. Ltd.,CARE,NCD,D,2025-07-03,356.0,HOT,450.00,Construction,D365,0.0,0.0,0.0,0.0,6.55,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (356 days),Your NCD rating at CARE has been INC for 356 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Lall Steels Pvt. Ltd.,CARE,NCD,BB-/A4,2025-07-03,356.0,HOT,8.11,Steel,D365,0.0,0.0,0.0,0.0,6.55,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (356 days),Your NCD rating at CARE has been INC for 356 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Mantra Softech (India) Pvt. Ltd.,BRICKWORK,NCD,A 4,2025-07-03,356.0,HOT,18.50,IT/Technology,D365,0.0,0.0,0.0,0.0,6.55,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (356 days),Your NCD rating at BRICKWORK has been INC for 356 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Dodsal Enterprises Pvt. Ltd.,CARE,NCD,D,2025-07-04,355.0,HOT,129.58,Other,D365,0.0,0.0,0.0,0.0,6.54,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (355 days),Your NCD rating at CARE has been INC for 355 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Kaveri Infraprojects Pvt. Ltd.,ICRA,NCD,BB+/A4+,2025-07-04,355.0,HOT,120.00,Construction,D365,0.0,0.0,0.0,0.0,6.54,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (355 days),Your NCD rating at ICRA has been INC for 355 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Maschio Gaspardo India Pvt. Ltd.,CARE,NCD,BB+/A4+,2025-07-04,355.0,HOT,55.00,Energy,D365,0.0,0.0,0.0,0.0,6.54,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (355 days),Your NCD rating at CARE has been INC for 355 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Mayur Leather Products Ltd.,CARE,NCD,D,2025-07-04,355.0,HOT,8.00,Manufacturing,D365,0.0,0.0,0.0,0.0,6.54,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (355 days),Your NCD rating at CARE has been INC for 355 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Supreme & Co. Pvt. Ltd.,CARE,NCD,D,2025-07-04,355.0,HOT,91.00,Other,D365,0.0,0.0,0.0,1.0,9.54,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (355 days),Your NCD rating at CARE has been INC for 355 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
U M Green Lighting Pvt. Ltd.,CARE,NCD,D,2025-07-04,355.0,HOT,10.50,Other,D365,0.0,0.0,0.0,0.0,6.54,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (355 days),Your NCD rating at CARE has been INC for 355 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Blossom Grocery & Foods India Pvt. Ltd.,BRICKWORK,NCD,D,2025-07-07,352.0,HOT,12.50,Agro/Food,D365,0.0,0.0,0.0,0.0,6.51,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (352 days),Your NCD rating at BRICKWORK has been INC for 352 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Jeevaka Industries Pvt. Ltd.,ICRA,NCD,BB+/A4+,2025-07-08,351.0,HOT,33.00,Other,D365,0.0,0.0,0.0,0.0,6.5,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (351 days),Your NCD rating at ICRA has been INC for 351 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Sai Surfactants Pvt. Ltd.,CARE,NCD,B+/A4,2025-07-08,351.0,HOT,5.00,Other,D365,0.0,0.0,0.0,0.0,6.5,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (351 days),Your NCD rating at CARE has been INC for 351 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Satyadeeptha Pharmaceuticals Ltd.,ICRA,NCD,BBB-/A3,2025-07-08,351.0,HOT,5.63,Chemicals/Pharma,D365,0.0,0.0,0.0,0.0,4.88,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (351 days),Your NCD rating at ICRA has been INC for 351 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Balar Synthetics Pvt. Ltd.,CARE,NCD,BB-/A4,2025-07-09,350.0,HOT,25.00,Other,D365,0.0,0.0,0.0,0.0,6.49,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (350 days),Your NCD rating at CARE has been INC for 350 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
C M I Ltd.,CARE,NCD,D,2025-07-09,350.0,HOT,235.00,Other,D365,0.0,0.0,0.0,0.0,6.49,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (350 days),Your NCD rating at CARE has been INC for 350 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Shree Krishna Stevedores Pvt. Ltd.,ICRA,NCD,B+/A4,2025-07-09,350.0,HOT,6.00,Other,D365,0.0,0.0,0.0,0.0,6.49,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (350 days),Your NCD rating at ICRA has been INC for 350 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Palacial Real Estate Pvt. Ltd.,BRICKWORK,NCD,D,2025-07-10,349.0,HOT,27.01,Construction,D365,0.0,0.0,0.0,0.0,6.48,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (349 days),Your NCD rating at BRICKWORK has been INC for 349 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
B R Designs Pvt. Ltd.,CARE,NCD,D,2025-07-11,348.0,HOT,16.67,Other,D365,0.0,0.0,0.0,0.0,6.470000000000001,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (348 days),Your NCD rating at CARE has been INC for 348 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Milando Fashions Ltd.,CARE,NCD,B-/A4,2025-07-11,348.0,HOT,12.00,Other,D365,0.0,0.0,0.0,1.0,9.47,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (348 days),Your NCD rating at CARE has been INC for 348 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Nutrionex Manufacturers Ltd.,CARE,NCD,D,2025-07-11,348.0,HOT,293.00,Manufacturing,D365,0.0,0.0,0.0,0.0,6.470000000000001,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (348 days),Your NCD rating at CARE has been INC for 348 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Rakhoh Industries Pvt. Ltd.,BRICKWORK,NCD,C,2025-07-11,348.0,HOT,11.00,Other,D365,0.0,0.0,0.0,1.0,9.47,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (348 days),Your NCD rating at BRICKWORK has been INC for 348 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Rational Business Corpn. Pvt. Ltd.,CARE,NCD,B-/A4,2025-07-11,348.0,HOT,15.00,Automobiles,D365,0.0,0.0,0.0,1.0,9.47,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (348 days),Your NCD rating at CARE has been INC for 348 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
S R S Ltd.,ICRA,NCD,D,2025-07-11,348.0,HOT,237.00,Other,D365,0.0,0.0,0.0,1.0,9.47,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (348 days),Your NCD rating at ICRA has been INC for 348 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
I L & F S Wind Energy Ltd.,ICRA,NCD,D,2025-07-14,345.0,HOT,200.00,Energy,D365,0.0,0.0,0.0,0.0,6.44,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (345 days),Your NCD rating at ICRA has been INC for 345 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Nuevo Polymers Pvt. Ltd.,ICRA,NCD,B+/A4,2025-07-14,345.0,HOT,35.00,Chemicals/Pharma,D365,,,,,,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (345 days),Your NCD rating at ICRA has been INC for 345 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Radius & Deserve Land Developers Private Limited,Infomerics,NCD,IVR D (INC)(Reaffirmed),2025-07-14,345.0,HOT,,Construction,Infomerics,0.0,0.0,0.0,0.0,6.44,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (345 days),Your NCD rating at Infomerics has been INC for 345 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
M B E Coal & Mineral Technology India Pvt. Ltd.,CARE,NCD,D,2025-07-15,344.0,HOT,7.50,Energy,D365,0.0,0.0,0.0,0.0,6.43,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (344 days),Your NCD rating at CARE has been INC for 344 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
J M V L P S Ltd.,CARE,NCD,D,2025-07-16,343.0,HOT,2.90,Other,D365,0.0,0.0,0.0,0.0,6.42,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (343 days),Your NCD rating at CARE has been INC for 343 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Modi Naturals Ltd.,CARE,NCD,BB/A4,2025-07-16,343.0,HOT,10.00,Other,D365,0.0,0.0,0.0,0.0,6.42,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (343 days),Your NCD rating at CARE has been INC for 343 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
T R B Industries Ltd.,BRICKWORK,NCD,A 4,2025-07-16,343.0,HOT,14.00,Other,D365,0.0,0.0,0.0,0.0,6.42,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (343 days),Your NCD rating at BRICKWORK has been INC for 343 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Tejas Agro Irrigation Systems Pvt. Ltd.,CARE,NCD,D,2025-07-16,343.0,HOT,5.00,Agro/Food,D365,0.0,0.0,0.0,0.0,6.42,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (343 days),Your NCD rating at CARE has been INC for 343 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Gayatri Projects Ltd.,CARE,NCD,D,2025-07-17,342.0,HOT,4447.16,Other,D365,0.0,0.0,0.0,0.0,6.41,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (342 days),Your NCD rating at CARE has been INC for 342 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
M R T Signals Ltd.,CARE,NCD,BB/A4+,2025-07-17,342.0,HOT,161.00,Other,D365,0.0,0.0,0.0,0.0,6.41,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (342 days),Your NCD rating at CARE has been INC for 342 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Softel Solutions Pvt. Ltd.,CARE,NCD,B/A4,2025-07-17,342.0,HOT,5.40,IT/Technology,D365,0.0,0.0,0.0,0.0,6.41,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (342 days),Your NCD rating at CARE has been INC for 342 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Desein Pvt. Ltd.,ICRA,NCD,D,2025-07-18,341.0,HOT,5.00,Other,D365,0.0,0.0,0.0,1.0,9.4,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (341 days),Your NCD rating at ICRA has been INC for 341 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Gagan Trexpo Pvt. Ltd.,BRICKWORK,NCD,C/A4,2025-07-18,341.0,HOT,20.00,Other,D365,0.0,0.0,0.0,0.0,6.4,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (341 days),Your NCD rating at BRICKWORK has been INC for 341 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Global Ispaat Pvt. Ltd.,CARE,NCD,B-/A4,2025-07-18,341.0,HOT,7.00,Other,D365,0.0,0.0,0.0,0.0,6.4,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (341 days),Your NCD rating at CARE has been INC for 341 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Prabhu Agarwalla Construction Pvt. Ltd.,ICRA,NCD,D,2025-07-18,341.0,HOT,40.00,Construction,D365,0.0,0.0,0.0,0.0,6.4,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (341 days),Your NCD rating at ICRA has been INC for 341 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Royalline Resources Ltd.,IND-RA,NCD,A 4,2025-07-18,341.0,HOT,80.00,Other,D365,0.0,0.0,0.0,0.0,6.4,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (341 days),Your NCD rating at IND-RA has been INC for 341 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Adarsha Automotives Pvt. Ltd.,ICRA,NCD,C/A4,2025-07-21,338.0,HOT,5.48,Automobiles,D365,0.0,0.0,0.0,1.0,9.37,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (338 days),Your NCD rating at ICRA has been INC for 338 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Climax Overseas Pvt. Ltd.,CARE,NCD,D,2025-07-21,338.0,HOT,0.25,Other,D365,0.0,0.0,0.0,0.0,6.37,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (338 days),Your NCD rating at CARE has been INC for 338 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
Man Structurals Pvt. Ltd.,CARE,NCD,BB-/A4,2025-07-21,338.0,HOT,126.50,Other,D365,0.0,0.0,0.0,1.0,9.55,NCD requires SEBI debt rating license — confirm ACER has SEBI CRA registration before pitching,HOT (338 days),Your NCD rating at CARE has been INC for 338 days. ACER offers SEBI-registered NCD ratings — let us unlock your debenture program.
