Company Name,Priority Tier,Score,Current Rater(s),Instrument Type,Rating,Last Rating Date,Days Overdue,Urgency,Signal_UltraHot,Signal_DualINC,Signal_RecentTransition,Signal_MultiAgency,Signal_Downgraded,Why Target,ACER Pitch Angle
I F P Petro Products Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Term loans,B-,2026-04-17,64,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Ishwar Ispat Inds. Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Term loans,B,2026-04-17,64,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Nevco Engineers Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Fund based financial facility/instrument,B-,2026-04-17,64,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Rasha Ind. Pvt Ltd,TIER 4 — STANDARD,1,ACUITE,Term loans,BB+,2026-04-17,64,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Seven Seas Distillery Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Bank Guarantee,B,2026-04-17,64,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Vimla Fuels & Metals Ltd.,TIER 4 — STANDARD,1,ACUITE,Letter Of credit,D,2026-04-17,64,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Adarsha Specialty Chemicals Pvt. Ltd.,TIER 4 — STANDARD,1,ACUITE,Long term Loans,B-,2026-04-20,61,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Dhanbad Rock Wool Insulation Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-20,61,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Globe Precision Inds. Pvt. Ltd.,TIER 4 — STANDARD,1,ACUITE,Letter Of credit,A 4,2026-04-20,61,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Govind Steel Co. Ltd.,TIER 4 — STANDARD,1,CRISIL,Letter Of credit,A 4,2026-04-20,61,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Hansco Iron & Steels Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Letter Of credit,A 4,2026-04-20,61,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
I T A Lake Ceramic Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-20,61,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Intercraft Trading Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Long term Loans,B,2026-04-20,61,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Kaveri Ginning Industries Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-20,61,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Stellar Innovative Transportation Solutions Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-20,61,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Agmotex Fabrics Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-21,60,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Agventure Enterprises Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Long term Loans,B,2026-04-21,60,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Anukul Agrotech Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Letter Of credit,B,2026-04-21,60,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Apex Welcare Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Long term Loans,B,2026-04-21,60,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Armstrong Spinning Mills Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Long term Loans,B,2026-04-21,60,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Arunachala Spinning Mills India Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Term loans,B,2026-04-21,60,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Avian Infrastructure & Energy Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-21,60,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Bansal Associates Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Letter Of credit,A 4,2026-04-21,60,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Birli Spinning Mill Pvt. Ltd.,TIER 4 — STANDARD,1,ACUITE,Bank Guarantee,A 4,2026-04-21,60,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Borkar Packaging Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Letter Of credit,A 4,2026-04-21,60,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Cadillac Granito Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-21,60,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Khush Housing Finance Pvt. Ltd.,TIER 4 — STANDARD,1,ACUITE,Term loans,BB,2026-04-21,60,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Clrk Industries Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Fund based financial facility/instrument,BB-,2026-04-22,59,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Fittech Industries Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Long term Loans,B,2026-04-22,59,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Greenland Paper Mills Ltd.,TIER 4 — STANDARD,1,CARE,Bank Guarantee,A 4,2026-04-22,59,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Marvellous Intra Pvt. Ltd.,TIER 4 — STANDARD,1,ACUITE,Long term Loans,B-,2026-04-22,59,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Parshvanath Printex Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Term loans,B-,2026-04-22,59,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Vardhman Rice Exports Pvt. Ltd.,TIER 4 — STANDARD,1,ACUITE | CRISIL,Term loans,B-,2026-04-30,59,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Chakrapani Vyapar Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Term loans,BB-,2026-04-23,58,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Cranex Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-23,58,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
D T L India Holdings Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-23,58,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Dimple Creations Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-23,58,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
G M Iron & Steel Co. Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-23,58,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Krishna Lamicoat Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-23,58,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Krishnaveni Carbon Products Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Fund based financial facility/instrument,B,2026-04-23,58,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Magcore Lamination (India) Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Long term Loans,B,2026-04-23,58,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Nac Jewellers Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Long term Loans,B,2026-04-23,58,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Natvar Cotex Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Long term Loans,B,2026-04-23,58,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Nutri Feeds & Farms Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-23,58,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Shivank Udyog Ltd.,TIER 4 — STANDARD,1,CRISIL,Non-fund-based financial facility/instrument,A 4,2026-04-23,58,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Hi-Tech Pharmaceuticals Pvt. Ltd.,TIER 4 — STANDARD,1,ACUITE,Long term Loans,B+,2026-04-24,57,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Kamtanath Food Product Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Long term Loans,B,2026-04-24,57,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Magnum Lubricants (India) Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Letter Of credit,B,2026-04-24,57,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Narmada Spinning Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-24,57,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Navitas Green Solutions Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-24,57,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Hotcrete Infrastructure Pvt. Ltd.,TIER 4 — STANDARD,1,ICRA,Non-fund-based financial facility/instrument,A 4,2026-04-27,54,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Metal Crafts Constructors Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-27,54,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Mohini Health & Hygiene Ltd.,TIER 4 — STANDARD,1,CARE,Term loans,B,2026-04-27,54,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Rawmet Resources Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Letter Of credit,A 4,2026-04-27,54,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Shining Engineers & Founders Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-27,54,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Shri Mahavir Iron & Steel Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Term loans,BB-,2026-04-27,54,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Spansules Formulations India Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Non-government debt,BB-/A4,2026-04-27,54,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Spansules Pharmatech Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Term loans,BB-,2026-04-27,54,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Aaradhya Disposal Inds. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
D T L Ancillaries Ltd.,TIER 4 — STANDARD,1,CRISIL,Letter Of credit,A 4,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Enam Castings Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Epicu Agro Products Pvt. Ltd.,TIER 4 — STANDARD,1,ICRA,Non-government debt,BB+/A4+,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
K B S C Auto Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Fund based financial facility/instrument,A 4,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
L G F Vitrified Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Parul Foods Specialities Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Quadragen Vethealth Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Ramji Acro Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Reeshav Automobiles Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Fund based financial facility/instrument,B,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Sahib Tradelinks Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Samay Project Services Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Sanei Motors Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Fund based financial facility/instrument,B,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Shanmugappriya Textiles Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Trisquare Switchgears Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Non-government debt,BB-/A4,2026-04-28,53,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Kamal Cotspin Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Non-fund-based financial facility/instrument,A 4,2026-04-29,52,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Prasad International Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-29,52,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Precise Chemi Pharma Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Letter Of credit,A 4,2026-04-29,52,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Right Tight Fastners Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-29,52,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Rishabh Metals & Chemicals Pvt. Ltd.,TIER 4 — STANDARD,1,ACUITE,Long term Loans,BB,2026-04-29,52,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Seftech India Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Long term Loans,B,2026-04-29,52,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Shakti Apifoods Pvt. Ltd.,TIER 4 — STANDARD,1,ACUITE,Term loans,BB,2026-04-29,52,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Starcon Infra Projects India Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-29,52,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Balaji Dayalpura Infra Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Dinesh Brothers Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Letter Of credit,A 4,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
N C C Infraspace Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Peekay Petrochem Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Letter Of credit,A 4,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
R D Samant Contractors Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Sri Seshasai Spg. Mills Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Fund based financial facility/instrument,B,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Tranter India Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Letter Of credit,A 4+,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Triveni Knits Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Union Roller Flour Mills Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Long term Loans,B,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
United Project Construction Ltd.,TIER 4 — STANDARD,1,CRISIL,Bank Guarantee,A 4,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Uttamenergy Ltd.,TIER 4 — STANDARD,1,CRISIL,Non-fund-based financial facility/instrument,A 4,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
V J Automobiles Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Long term Loans,B,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
X L Laboratories Pvt. Ltd.,TIER 4 — STANDARD,1,CRISIL,Term loans,B,2026-04-30,51,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Libra International Ltd.,TIER 4 — STANDARD,1,CARE,Term loans,B,2026-05-04,47,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Lords Travel Pvt. Ltd.,TIER 4 — STANDARD,1,CARE,Bank Guarantee,B-,2026-05-04,47,LOW,0,0,0,0,1,recently downgraded,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Aakavi Spinning Mills Pvt. Ltd.,TIER 4 — STANDARD,0,CARE,Term loans,B-,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Aarti Suitings Pvt. Ltd.,TIER 4 — STANDARD,0,ACUITE | CARE,Bank Guarantee,D,2026-04-24,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Aastha Infracity Ltd.,TIER 4 — STANDARD,0,ICRA,Term loans,B,2026-03-05,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Accrete Pharmaceuticals Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Long term Loans,B+,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Acetech Machinery Components India Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Letter Of credit,A 4,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Acumen Overseas Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Bank Guarantee,A 4,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Adsun Electronics Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Fund based financial facility/instrument,B,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Adyar Gate Hotels Ltd.,TIER 4 — STANDARD,0,ICRA,Term loans,B-,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Agri Search (India) Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Term loans,B,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Ambika Realcon Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK | IND-RA,Term loans,B,2025-09-11,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Analyser Instrument Co. Pvt. Ltd.,TIER 4 — STANDARD,0,ICRA,Non-fund-based financial facility/instrument,A 4,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Arihant Solvex Pvt. Ltd.,TIER 4 — STANDARD,0,ICRA,Non-fund-based financial facility/instrument,A 4,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Armstrong Machine Builders Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Bank Guarantee,A 4,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Asbesco (India) Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Long term Loans,B+,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Ascent Air Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Bank Guarantee,A 4,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Ascent Yarns Pvt. Ltd.,TIER 4 — STANDARD,0,CRISIL,Long term Loans,B,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Atul Motors Pvt. Ltd.,TIER 4 — STANDARD,0,BRICKWORK | ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-01,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Canter Engineers Ltd.,TIER 4 — STANDARD,0,ICRA,Non-fund-based financial facility/instrument,A 4,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Century Led Ltd.,TIER 4 — STANDARD,0,ICRA,Term loans,BB+,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Chowgule Industries Pvt. Ltd.,TIER 4 — STANDARD,0,ICRA,Non-government debt,A/A1,2025-12-05,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Cryolor Asia Pacific Pvt. Ltd.,TIER 4 — STANDARD,0,ICRA,Bank Guarantee,A 4+,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Dhatre Udyog Ltd.,TIER 4 — STANDARD,0,CARE,Bank Guarantee,D,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Golden Rock Granites Pvt. Ltd.,TIER 4 — STANDARD,0,CARE,Term loans,B+,2025-06-23,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
Hero Electric Vehicles Pvt. Ltd.,TIER 4 — STANDARD,0,CARE | CRISIL,Non-government debt,D,2026-01-28,362,MEDIUM,0,0,0,0,0,INC rated company,"ACER offers competitive pricing, SME specialist team, SEBI-recognized ratings"
