Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Months Since Rating,Category,Multi Agency INC,Why Target,ACER Pitch Angle
Gajanan Siddhivinayak Foods Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B-,2025-07-21,MEDIUM,11.1,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Gajanan Siddhivinayak Foods Pvt. Ltd.,Term loans,CRISIL,B-,2025-07-21,MEDIUM,11.1,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Lakhani Footwear Pvt. Ltd.,Letter Of credit,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Lakhani Footwear Pvt. Ltd.,Long term Loans,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Lakhani Footwear Pvt. Ltd.,Term loans,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Maple Digital Technology Intl. Pvt. Ltd.,Short-term loan,CRISIL,A 4+,2025-07-22,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Maple Digital Technology Intl. Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2025-07-22,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Maple Digital Technology Intl. Pvt. Ltd.,Term loans,CRISIL,BB+,2025-07-22,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Metaflux Company Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Metaflux Company Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Multi Globe Dairies Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Multi Globe Dairies Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Nachimuthu Industrial Association,Long term Loans,CRISIL,B-,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Nachimuthu Industrial Association,Term loans,CRISIL,B-,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Nand Hospitality Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Nand Hospitality Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Nand Hospitality Pvt. Ltd.,Term loans,CRISIL,B+,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Natraj Proteins Ltd.,Bank Guarantee,CRISIL,A 4+,2025-07-23,MEDIUM,11.1,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Natraj Proteins Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2025-07-23,MEDIUM,11.1,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Nayak Infrastructure Pvt. Ltd.,Bank Guarantee,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Nayak Infrastructure Pvt. Ltd.,Long term Loans,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Neeraj Paper Agencies Ltd.,Fund based financial facility/instrument,CRISIL,B+,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Neeraj Paper Agencies Ltd.,Letter Of credit,CRISIL,A 4,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Neo Metaliks Ltd.,Letter Of credit,CRISIL,A 4,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Neo Metaliks Ltd.,Letter Of credit,CRISIL,A 4,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Neo Metaliks Ltd.,Term loans,CRISIL,B,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Noble Moulds Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,2025-07-22,MEDIUM,11.1,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Noble Moulds Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-22,MEDIUM,11.1,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Noble Moulds Pvt. Ltd.,Term loans,CRISIL,B+,2025-07-22,MEDIUM,11.1,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Oneworld Creations Pvt. Ltd.,Long term Loans,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Oneworld Creations Pvt. Ltd.,Term loans,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Param Tex Fab Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Param Tex Fab Pvt. Ltd.,Term loans,CRISIL,B+,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Premier Knits Apparel (India) Pvt. Ltd.,Term loans,CRISIL,BB-,2025-07-22,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Prestogem Vehicles Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
R S R Infra Works (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-07-22,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Rajalakshmi Cars Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Rajalakshmi Cars Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Rajalakshmi Cars Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Rakhi Agencies Ltd.,Fund based financial facility/instrument,CRISIL,B+,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Rakhi Agencies Ltd.,Long term Loans,CRISIL,B+,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Ramdev Stainless Strips Pvt. Ltd.,Term loans,CRISIL,B,2025-07-23,MEDIUM,11.1,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Ramiya Constructions Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-23,MEDIUM,11.1,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Rasandik Auto Components Pvt. Ltd.,Bank Guarantee,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Rasandik Auto Components Pvt. Ltd.,Letter Of credit,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Rasandik Auto Components Pvt. Ltd.,Long term Loans,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Rasandik Auto Components Pvt. Ltd.,Term loans,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Rashmi Realty Builders Pvt. Ltd.,Term loans,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Revmax Telecom Infrastructures Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Riddhi Casting Pvt. Ltd.,Term loans,CRISIL,B+,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Ridley Life Science Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Sandhya Infocity Ltd.,Term loans,CRISIL,B,2025-07-21,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Sri Laxmi Timbers Pvt. Ltd.,Letter Of credit,CRISIL,D,2025-07-21,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Sri Laxmi Timbers Pvt. Ltd.,Long term Loans,CRISIL,D,2025-07-21,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Star Kraft Papers Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-21,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Starlit Power Systems Ltd. [Merged],Long term Loans,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Starlit Power Systems Ltd. [Merged],Term loans,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Starlit Power Systems Ltd. [Merged],Term loans,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Sudalagunta Sugars Ltd.,Bank Guarantee,CRISIL,D,2025-07-21,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Sudalagunta Sugars Ltd.,Fund based financial facility/instrument,CRISIL,D,2025-07-21,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Sudalagunta Sugars Ltd.,Long term Loans,CRISIL,D,2025-07-21,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Sudalagunta Sugars Ltd.,Term loans,CRISIL,D,2025-07-21,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Suryauday Spinning Mills Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-22,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Suryauday Spinning Mills Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-22,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Tayal Sons Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2025-07-22,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Tayal Sons Pvt. Ltd.,Long term Loans,CRISIL,BB+,2025-07-22,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Tessitura Monti India Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Tessitura Monti India Pvt. Ltd.,Term loans,CRISIL,BB+,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Ultimo Fabrics Pvt. Ltd.,Letter Of credit,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Ultimo Fabrics Pvt. Ltd.,Term loans,CRISIL,D,2025-07-23,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Air Vision India Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-22,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Air Vision India Pvt. Ltd.,Term loans,CRISIL,B+,2025-07-22,MEDIUM,11.1,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Diamond Engineering (Chennai) Pvt. Ltd.,Letter Of credit,CRISIL,D,2025-07-25,MEDIUM,11.0,HOT,ACUITE_INC,CRISIL INC (11 months overdue) + ACUITE_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Diamond Engineering (Chennai) Pvt. Ltd.,Long term Loans,CRISIL,D,2025-07-25,MEDIUM,11.0,HOT,ACUITE_INC,CRISIL INC (11 months overdue) + ACUITE_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Diamond Engineering (Chennai) Pvt. Ltd.,Term loans,CRISIL,D,2025-07-25,MEDIUM,11.0,HOT,ACUITE_INC,CRISIL INC (11 months overdue) + ACUITE_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Diamond Engineering (Chennai) Pvt. Ltd.,Term loans,CRISIL,D,2025-07-25,MEDIUM,11.0,HOT,ACUITE_INC,CRISIL INC (11 months overdue) + ACUITE_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Ideal Dealers Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Ideal Dealers Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Ideal Dealers Pvt. Ltd.,Short-term loan,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Ilasakaa Steels Ltd.,Letter Of credit,CRISIL,D,2025-07-25,MEDIUM,11.0,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Ilasakaa Steels Ltd.,Long term Loans,CRISIL,D,2025-07-25,MEDIUM,11.0,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Imperial Granites Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Imperial Granites Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Imperial Granites Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Indraprastha Logistics Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Indraprastha Logistics Pvt. Ltd.,Term loans,CRISIL,B,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Indus Udyog & Infrastructure Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Indus Udyog & Infrastructure Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Innovative Medicare Technologies Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
J M K Motowheels Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
J M K Motowheels Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
J M R Infotech India Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
J M R Infotech India Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
J M V Ispat Pvt. Ltd.,Long term Loans,CRISIL,D,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
J M V Ispat Pvt. Ltd.,Term loans,CRISIL,D,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
J S Auto Cast Foundry India Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,ACUITE_INC,CRISIL INC (11 months overdue) + ACUITE_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
J S Auto Cast Foundry India Pvt. Ltd.,Term loans,CRISIL,B,2025-07-25,MEDIUM,11.0,HOT,ACUITE_INC,CRISIL INC (11 months overdue) + ACUITE_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Jagannath Corporation Projects Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Jagannath Corporation Projects Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Jai Shiv Food Products Pvt. Ltd.,Term loans,CRISIL,B+,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Jai Shiv Food Products Pvt. Ltd.,Term loans,CRISIL,B+,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Jajodia Exports Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Jajodia Exports Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,B+,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Janardhan Industries Ltd.,Fund based financial facility/instrument,CRISIL,D,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Janardhan Industries Ltd.,Term loans,CRISIL,D,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Jyote Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Jyote Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Jyote Motors Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Kalyaneswari Properties Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Kapilansh Dhatu Udyog Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Kapilansh Dhatu Udyog Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Kapilansh Dhatu Udyog Pvt. Ltd.,Long term Loans,CRISIL,B,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Kapilansh Dhatu Udyog Pvt. Ltd.,Term loans,CRISIL,B,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Karamjeet Singh & Co. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-07-24,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Karamjeet Singh & Co. Ltd.,Long term Loans,CRISIL,BB+,2025-07-24,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Karamjeet Singh & Co. Ltd.,Term loans,CRISIL,BB+,2025-07-24,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Karan Trading (India) Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Karan Trading (India) Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Maa Sheetla Autowheels Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Maa Sheetla Autowheels Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Madhav Tex Spin Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Madhav Tex Spin Pvt. Ltd.,Term loans,CRISIL,B,2025-07-25,MEDIUM,11.0,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Mansi Share & Stock Advisors Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Minop Innovative Technologies Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Minop Innovative Technologies Pvt. Ltd.,Short-term loan,CRISIL,A 4,2025-07-25,MEDIUM,11.0,HOT,,CRISIL INC (11 months overdue),Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
Mistry Enterprises Ltd.,Bank Guarantee,CRISIL,D,2025-07-25,MEDIUM,11.0,HOT,BRICKWORK_INC,CRISIL INC (11 months overdue) + BRICKWORK_INC — multi-agency SME,Renewal due soon (11mo) — proactive reach before CRISIL auto-renews.
