Company Name,Instrument Type,Current Rating,Rating Date,Urgency,Category,Is INC,Size
Mectech Process Engineers Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"March 10, 2025",HIGH,NON-INC,False,Rs. 5.50 Cr.
Sada Reality,Long Term Facilities,IVR BB- (Assigned),"March 8, 2025",HIGH,NON-INC,False,Rs. 75.00 Cr.
Mectech Process Engineers Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),"March 10, 2025",HIGH,NON-INC,False,Rs. 26.50 Cr.
Mectech Process Engineers Private Limited,Short Term/Long Term Bank Facilities - Proposed,IVR BBB-/IVR A3; (Assigned),"March 10, 2025",HIGH,NON-INC,False,Rs. 28.00 Cr.
Sri Venkateswara Poultry Farms,Long Term Bank Facilities,IVR BB- (Assigned),"March 7, 2025",HIGH,NON-INC,False,Rs. 28.10 Cr.
Prabh Dayal Om Parkash Infrastructure Limited,Short Term Bank Facilities,IVR A4+ (Assigned),"March 7, 2025",HIGH,NON-INC,False,Rs. 35.00 Cr.
Prabh Dayal Om Parkash Infrastructure Limited,Long Term Bank Facilities,IVR BB+ (Assigned),"March 7, 2025",HIGH,NON-INC,False,Rs. 44.59 Cr.
Spansules Pharmatech Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"March 11, 2025",HIGH,NON-INC,False,Rs. 35.35 Cr.
Rajmahal Retail Private Limited (erstwhile Rajmahal Silks and Textiles Private Limited),Long Term Facilities,IVR BBB- (Assigned),"March 7, 2025",HIGH,NON-INC,False,Rs. 108.67 Cr.
Solarfusion Renewables Private Limited,Long/Short Term Bank Facilities,IVR BB-/IVR A4; (Assigned),"March 7, 2025",HIGH,NON-INC,False,Rs. 20.00 Cr.
Sahu Agencies Private Limited,Long Term Bank Facilities,IVR BB- (Reaffirmed),"February 9, 2026",LOW,NON-INC,False,Rs. 65.00 Cr. (Enhanced from Rs. 55.00 Crore)
Dandotiya Contraction Company,Short Term Bank Facilities,IVR A4 (Assigned),"February 18, 2025",HIGH,NON-INC,False,Rs. 22.94 Cr.
Teerth Gopicon Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed) (Withdrawn),"June 18, 2025",HIGH,NON-INC,False,Rs. 17.00 Cr.
Deep Motors,Long Term Bank Facilities,IVR BBB- (Assigned),"March 5, 2025",HIGH,NON-INC,False,Rs. 29.00 Cr.
FPL eAuto Private Limited,Short Term Bank Facilities,IVR A4+ (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 54.50 Cr.
FPL eAuto Private Limited,Long Term Bank Facilities,IVR BB+ (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 13.00 Cr.
ATHOME HOSPITALITY SERVICES PRIVATE LIMITED (AHSPL),Long Term Facilities,IVR BBB- (Assigned),"March 12, 2025",HIGH,NON-INC,False,Rs. 38.65 Cr.
Swati Camphor and Speciality Chemicals Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"March 13, 2025",HIGH,NON-INC,False,Rs. 57.75 Cr.
Swati Camphor and Speciality Chemicals Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),"March 13, 2025",HIGH,NON-INC,False,Rs. 28.27 Cr.
Jindal Textile Industries Limited,Short Term Bank Facility,IVR A4+ (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 17.00 Cr.
Manilam Industries India Limited,Long Term Bank Facilities,IVR D (Downgraded),"December 11, 2025",MEDIUM,NON-INC,False,Rs. 62.00 Cr.
Jaimal Traders Private Limited (JTPL),Long Term Bank Facilities,IVR BB- (Assigned),"March 13, 2025",HIGH,NON-INC,False,Rs. 20.00 Cr.
Jaimal Traders Private Limited (JTPL),Long Term Bank Facilities - Proposed,IVR BB- (Assigned),"March 13, 2025",HIGH,NON-INC,False,Rs. 5.00 Cr.
Ansh Infratech Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 18.53 Cr.
Radherth Venture LLP,Long Term Bank Facility,IVR BBB- (Assigned),"March 13, 2025",HIGH,NON-INC,False,Rs. 125.00 Cr.
M/s Niranjan Sharma,Long Term Bank Facilities,IVR BBB- (Assigned),"March 13, 2025",HIGH,NON-INC,False,Rs. 4.31 Cr.
Jindal Textile Industries Limited,Long Term Bank Facility,IVR BB+ (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 39.00 Cr.
Vakrangee Metal and Minerals Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 98.43 Cr.
M/s Niranjan Sharma,Short Term Bank Facilities,IVR A3 (Assigned),"March 13, 2025",HIGH,NON-INC,False,Rs. 25.00 Cr.
DCG Cables & Wires Limited,Proposed Short Term Facilities,IVR A3 (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 16.20 Cr.
DCG Cables & Wires Limited,Proposed Long Term Facilities,IVR BBB- (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 65.00 Cr.
DCG Cables & Wires Limited,Short Term Facilities,IVR A3 (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 3.00 Cr.
DCG Cables & Wires Limited,Long Term Facilities,IVR BBB- (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 15.80 Cr.
MKC Badarpur Churaibari Kamakhya Highways Private Limited,Long Term Bank Facilities,IVR A- (Assigned),"March 13, 2025",HIGH,NON-INC,False,Rs. 255.00 Cr.
Tessitura Monti India Private Limited,Long Term Bank Facilities (including proposed limit of Rs. 24.03 Crore),IVR BBB- (Assigned),"March 13, 2025",HIGH,NON-INC,False,Rs. 80.00 Cr.
Ansh Infratech Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 4.60 Cr.
Castech Auto Private Limited,Long Term Bank Facilities,IVR B+ (Assigned),"March 12, 2025",HIGH,NON-INC,False,Rs. 32.16 Cr.
A.S Sales Corporation (ASC),Short Term Facilities,IVR A4+ (Assigned),"March 12, 2025",HIGH,NON-INC,False,Rs. 8.89 Cr.
M/s P. Sudheer Naidu,Short Term Bank Facilities,IVR A3 (Assigned),"March 12, 2025",HIGH,NON-INC,False,Rs. 40.00 Cr.
Greater Mohali Area Development Authority (GMADA),Proposed,IVR BBB (Assigned),"March 5, 2025",HIGH,NON-INC,False,Rs. 679.96 Cr.
Greater Mohali Area Development Authority (GMADA),Short Term Bank Facilities,IVR A3+ (Assigned),"March 5, 2025",HIGH,NON-INC,False,Rs. 492.00 Cr.
Mittal Technopack Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"March 12, 2025",HIGH,NON-INC,False,Rs. 65.97 Cr.
Mittal Technopack Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),"March 12, 2025",HIGH,NON-INC,False,Rs. 12.85 Cr.
Suraj Informatics Private Limited,Long Term Facilities - Term Loan,IVR BB (Assigned),"March 12, 2025",HIGH,NON-INC,False,Rs. 7.75 Cr.
Greater Mohali Area Development Authority (GMADA),Long Term Bank Facilities,IVR BBB (Assigned),"March 5, 2025",HIGH,NON-INC,False,Rs. 4478.04 Cr.
rEVolution 09 2024 (Originator: Aristo Securities Private Limited),Long Term â€“ Series A1 PTCs,IVR BBB (SO)(Reaffirmed),"November 25, 2025",MEDIUM,NON-INC,False,Rs. 0.51 Cr. (reduced from Rs. 14.79 Cr.)
Om Construction Co.,Short Term Bank Facilities,IVR A3 (Assigned),"March 5, 2025",HIGH,NON-INC,False,Rs. 82.60 Cr. (including proposed limit of Rs.1.35 Cr.)
Om Construction Co.,Long Term Bank Facilities,IVR BBB- (Assigned),"March 5, 2025",HIGH,NON-INC,False,Rs. 0.40 Cr.
Umiya Buildcon Limited (erstwhile MRO-TEK Realty Limited),Short Term Bank Facilities,IVR A4+ (Assigned),"March 5, 2025",HIGH,NON-INC,False,Rs. 11.00 Cr.
Umiya Buildcon Limited (erstwhile MRO-TEK Realty Limited),Long Term Bank Facilities,IVR BB+ (Assigned),"March 5, 2025",HIGH,NON-INC,False,Rs. 139.00 Cr. (including proposed limit of Rs.20.00 Cr)
Anchor 2025,Long Term - Series A1 PTCs,IVR BB (SO)(Downgraded),"July 23, 2025",MEDIUM,NON-INC,False,Rs. 12.52 Cr.
Suraj Informatics Private Limited,Long Term Facilities - Cash Credit,IVR BB (Assigned),"March 12, 2025",HIGH,NON-INC,False,Rs. 12.00 Cr.
Suraj Informatics Private Limited,Short Term Facilities - Bank Guarantee,IVR A4 (Assigned),"March 12, 2025",HIGH,NON-INC,False,Rs. 5.00 Cr.
Suraj Informatics Private Limited,Proposed Long Term/ Short Term Facilities,IVR BB/IVR A4; (Assigned),"March 12, 2025",HIGH,NON-INC,False,Rs. 5.25 Cr.
Wings Agriculture Private Limited,Short Term Bank Facilities,IVR A2 (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 55.00 Cr.
Wings Agriculture Private Limited,Long Term Bank Facilities,IVR BBB+ (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 164.12 Cr.
Ansh Infratech Private Limited,Long Term Bank Facilities - Proposed,IVR BBB- (Assigned),"March 4, 2025",HIGH,NON-INC,False,Rs. 51.87 Cr.
Sri Avantika Contractors Highways (Anuskura) Private Limited (SACHAPL),Long Term Facilities,IVR BBB- (Assigned),"March 12, 2025",HIGH,NON-INC,False,Rs. 58.00 Cr.
A.S Sales Corporation (ASC),Long Term Facilities,IVR BB+ (Assigned),"March 12, 2025",HIGH,NON-INC,False,Rs. 50.67 Cr.
Teerth Gopicon Limited,Long Term/Short Term Bank Facilities,IVR BBB-/ IVR A3 (Reaffirmed) (Withdrawn),"June 18, 2025",HIGH,NON-INC,False,Rs. 8.00 Cr.
Dandotiya Contraction Company,Long Term Bank Facilities,IVR BB- (Assigned),"February 18, 2025",HIGH,NON-INC,False,Rs. 9.56 Cr.
Unique Structures & Towers Limited,Short Term Bank Facilities,IVR A3 (Assigned),"March 19, 2025",HIGH,NON-INC,False,Rs. 82.50 Cr.
K Morung and Sons,Long Term Bank Facilities,IVR BB (Assigned),"February 18, 2025",HIGH,NON-INC,False,Rs. 10.00 Cr. (Proposed Limit)
PBS Pune Shirur Road Private Limited,Proposed Long/Short Term Facilities,IVR BBB-/ IVR A3 (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 2.60 Cr.
Ardee Industries Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),"March 21, 2025",HIGH,NON-INC,False,Rs. 82.74 Cr.
Ardee Industries Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),"March 21, 2025",HIGH,NON-INC,False,Rs. 98.84 Cr.
Bhanwariya Infra Projects Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),"March 21, 2025",HIGH,NON-INC,False,Rs. 21.39 Cr.
Bhanwariya Infra Projects Private Limited,Short Term Bank Facilities,IVR A3+ (Assigned),"March 21, 2025",HIGH,NON-INC,False,Rs. 113.61 Cr. (including proposed limit of Rs. 1.91 Cr.)
PBS Pune Shirur Road Private Limited,Long Term Facilities - Term Loan,IVR BBB- (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 72.40 Cr.
Mittal Soya Protein Private Limited,Long-Term Bank Facilities (Proposed),IVR BBB- (Upgraded),"February 2, 2026",LOW,NON-INC,False,Rs. 1.78 Cr. (Reduced from Rs. 5.73 Crore)
Mittal Soya Protein Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),"February 2, 2026",LOW,NON-INC,False,Rs. 1.80 Cr.
Mittal Soya Protein Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),"February 2, 2026",LOW,NON-INC,False,Rs. 56.42 Cr. (Enhanced from Rs. 52.47 Crore)
V C Green Energy Private Limited,Long Term Facilities,IVR BB+ (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 25.70 Cr.
Ganesh Infraworld Limited,Short Term Bank Facility,IVR A2 (Reaffirmed),"January 8, 2026",LOW,NON-INC,False,Rs. 43.00 Cr. (enhanced from Rs. 3.00 Cr.)
Cherry Agencies Private Limited,Short Term Facilities,IVR A3 (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 14.00 Cr.
Cherry Agencies Private Limited,Long Term Facilities,IVR BBB- (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 67.00 Cr.
A B Pal Electricals Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 10.70 Cr.
Galaxy Agro Industries Private Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),"September 24, 2025",MEDIUM,NON-INC,False,Rs. 0.30 Cr.
Galaxy Rice Industries Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),"March 21, 2025",HIGH,NON-INC,False,Rs. 60.00 Cr.
Goel International Private Limited,Long Term Bank Facilities,IVR BBB+ (Assigned),"March 21, 2025",HIGH,NON-INC,False,Rs. 240.00 Cr.
Goel International Private Limited,Short Term Bank Facilities,IVR A2 (Assigned),"March 21, 2025",HIGH,NON-INC,False,Rs. 2.45 Cr.
IIFL Samasta Finance Limited,Proposed Non-Convertible Debentures (NCDs),IVR AA (Assigned),"November 13, 2025",MEDIUM,NON-INC,False,Rs. 300.00 Cr.
IIFL Samasta Finance Limited,Non-Convertible Debentures (NCDs),IVR AA (Reaffirmed),"November 13, 2025",MEDIUM,NON-INC,False,Rs. 260.00 Cr. (Increased from Rs. 50.00 Cr.)
Ganesh Infraworld Limited,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),"January 8, 2026",LOW,NON-INC,False,Rs. 87.00 Cr. (includes proposed facility of Rs. 7.00 Cr.) (reduced from Rs. 127.00 Cr.)
V C Green Energy Private Limited,Short Term Facilities,IVR A4+ (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 2.00 Cr.
Navitas Green Solutions Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 50.68 Cr.
Fairways Toll and Security Services Private Limited,Long Term Facilities,IVR BB (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 40.54 Cr.
Mohan Mutha Exports Private Limited,Short Term Facilities,IVR A3 (Assigned),"February 1, 2025",HIGH,NON-INC,False,Rs. 245.00 Cr.
Mohan Mutha Exports Private Limited,Long Term Facilities,IVR BBB- (Assigned),"February 1, 2025",HIGH,NON-INC,False,Rs. 33.00 Cr.
Merlinhawk Aerospace Private Limited,Short Term Facilities,IVR A3+ (Assigned),"January 31, 2025",HIGH,NON-INC,False,Rs. 20.50 Cr.
Capital India Finance Limited,Proposed Non-Convertible Debentures (NCDs),IVR A (Reaffirmed),"October 22, 2025",MEDIUM,NON-INC,False,Rs. 50.00 Cr.
Medi Pharma Drug House,Long Term Bank Facilities,IVR BBB- (Assigned),"March 20, 2025",HIGH,NON-INC,False,Rs. 71.07 Cr.
Medi Pharma Drug House,Short Term Bank Facilities,IVR A3 (Assigned),"March 20, 2025",HIGH,NON-INC,False,Rs. 40.00 Cr.
Merlinhawk Aerospace Private Limited,Long Term Facilities,IVR BBB (Assigned),"January 31, 2025",HIGH,NON-INC,False,Rs. 40.68 Cr.
WWH Solutions Private Limited,Long Term Bank Facilities,IVR BB+ (Assigned),"January 31, 2025",HIGH,NON-INC,False,Rs. 45.00 Cr.
Professional Automotives Private Limited,Short Term Facilities,IVR A3 (Assigned),"January 31, 2025",HIGH,NON-INC,False,Rs. 2.00 Cr.
Professional Automotives Private Limited,Long Term Facilities,IVR BBB- (Assigned),"January 31, 2025",HIGH,NON-INC,False,Rs. 9.00 Cr.
Solux Galfab Private Limited,Long Term Bank Facilities,IVR B+ (Assigned),"January 31, 2025",HIGH,NON-INC,False,Rs. 23.00 Cr.
BLS Ecotech Limited,Long Term/ Short Term Bank Facilities,IVR BBB-/IVR A3; (Assigned),"January 29, 2026",LOW,NON-INC,False,Rs. 22.54 Cr.
Pancarbo Greenfuels Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"December 30, 2025",LOW,NON-INC,False,Rs. 123.25 Cr. (Reduced from Rs. 133.92 Crore)
Pancarbo Greenfuels Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),"December 30, 2025",LOW,NON-INC,False,Rs. 15.00 Cr.
BLS Ecotech Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"January 29, 2026",LOW,NON-INC,False,Rs. 146.13 Cr. (Reduced from Rs. 168.67 Cr.)
Manoj Ceramic Limited,Long Term Fund-Based Facilities,IVR BBB- (Reaffirmed),"November 24, 2025",MEDIUM,NON-INC,False,Rs. 24.50 Cr.
Navitas Solar Private Limited,Short Term Bank Facility,IVR A3 (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 10.00 Cr.
Navitas Solar Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 138.00 Cr.
Fairways Toll and Security Services Private Limited,Short Term Facilities,IVR A4+ (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 24.00 Cr.
Alwar Greentech Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"March 21, 2025",HIGH,NON-INC,False,Rs. 44.21 Cr.
Alwar Greentech Limited,Short Term Bank Facilities,IVR A3 (Assigned),"March 21, 2025",HIGH,NON-INC,False,Rs. 6.78 Cr.
IIFL Samasta Finance Limited,Proposed Non-Convertible Debentures (NCDs),IVR AA (Reaffirmed),"November 13, 2025",MEDIUM,NON-INC,False,Rs. 40.00 Cr. (Decreased from Rs. 50.00 Cr.)
Mohan Mutha Exports Private Limited,Long Term / Short Term Facilities,IVR BBB-/IVR A3; (Assigned),"February 1, 2025",HIGH,NON-INC,False,Rs. 22.00 Cr.
Patodia Exports,Long-Term Bank Facilities,IVR BB+,"September 15, 2025",MEDIUM,NON-INC,False,Rs. 1.00 Cr.
A B Pal Electricals Private Limited,Long Term Bank Facilities,IVR BB- (Assigned),"January 29, 2025",HIGH,NON-INC,False,Rs. 74.30 Cr. (Including proposed limit of Rs.21.82 Cr.)
Kanpur Edibles Private Limited,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),"February 9, 2026",LOW,NON-INC,False,Rs. 68.39 Cr. (reduced from Rs. 83.23 Crore)
Adhunik Construction Company,Short Term Bank Facilities,IVR A4 (Assigned),"January 22, 2025",HIGH,NON-INC,False,Rs. 25.00 Cr.
ECHO Buildtech Limited,Non-convertible Debentures,IVR BBB- (Reaffirmed),"April 22, 2025",HIGH,NON-INC,False,Rs. 35.00 Cr.
ECHO Buildtech Limited,Long Term Bank Facilities - Term Loan,IVR BBB- (Assigned),"April 22, 2025",HIGH,NON-INC,False,Rs. 50.00 Cr.
TARC Projects Limited,Long Term Bank Facilities - Term Loan,IVR BBB- (Reaffirmed),"April 22, 2025",HIGH,NON-INC,False,Rs. 575.00 Cr.
TARC Projects Limited,Non-convertible Debentures,IVR BBB- (Reaffirmed),"April 22, 2025",HIGH,NON-INC,False,Rs. 75.00 Cr.
TARC Projects Limited,Long Term Bank Facilities - Term Loan,IVR BBB- (Assigned),"April 22, 2025",HIGH,NON-INC,False,Rs. 150.00 Cr.
Kalpsagar Private Limited,Long Term Facilities,IVR BB (Assigned),"March 24, 2025",HIGH,NON-INC,False,Rs. 105.00 Cr.
Adhunik Construction Company,Long Term Bank Facilities,IVR BB (Assigned),"January 22, 2025",HIGH,NON-INC,False,Rs. 5.79 Cr.
Kanpur Edibles Private Limited,Short Term Bank Facilities,IVR A2 (Reaffirmed),"February 9, 2026",LOW,NON-INC,False,Rs. 800.00 Cr.
SGR (777) Foods Private Limited,Long Term Facilities,IVR BB- (Assigned),"January 22, 2025",HIGH,NON-INC,False,Rs. 18.97 Cr.
Norspin International Private Limited,Long Term/Short Term Bank Facilities - Proposed,IVR BB/IVR A4; (Assigned),"January 21, 2025",HIGH,NON-INC,False,Rs. 7.00 Cr.
Norspin International Private Limited,Long Term Bank Facilities,IVR BB (Assigned),"January 21, 2025",HIGH,NON-INC,False,Rs. 23.00 Cr.
Jagdambe Home Furnishings,Long Term Bank Facilities,IVR BB (Assigned),"January 21, 2025",HIGH,NON-INC,False,Rs. 54.50 Cr.
Geetai Steels Private Limited,Long Term Bank Facilities - Proposed,IVR BBB (Assigned),"January 21, 2025",HIGH,NON-INC,False,Rs. 75.00 Cr.
Geetai Steels Private Limited,Short Term Bank Facilities,IVR A3+ (Assigned),"January 21, 2025",HIGH,NON-INC,False,Rs. 30.00 Cr.
Geetai Steels Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),"January 21, 2025",HIGH,NON-INC,False,Rs. 180.18 Cr.
Green Asia Impex Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),"January 20, 2025",HIGH,NON-INC,False,Rs. 22.17 Cr.
Green Asia Impex Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"January 20, 2025",HIGH,NON-INC,False,Rs. 26.73 Cr.
Emcer Tiles Private Limited,Proposed Long Term/ Short Term Facilities,IVR BBB-/ IVR A3 (Reaffirmed),"April 7, 2025",HIGH,NON-INC,False,Rs. 3.80 Cr. (Enhanced from Rs. 3.51 crore)
Eastern Media Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"January 22, 2025",HIGH,NON-INC,False,Rs. 47.00 Cr.
Smart Services Private Limited,Long Term Instruments/ Facilities,IVR BBB+ (Upgraded),"December 23, 2025",LOW,NON-INC,False,Rs. 32.30 Cr. (Enhanced from Rs. 16.00 Crore)
Smart Services Private Limited,Short Term Instruments/ Facilities,IVR A2 (Upgraded),"December 23, 2025",LOW,NON-INC,False,Rs. 57.70 Cr. (Enhanced from Rs. 32.00 Crore)
K&D Design Kraft LLP,Long Term Bank Facilities,IVR BB- (Assigned),"January 23, 2025",HIGH,NON-INC,False,Rs. 14.90 Cr.
JMJ Beach Resorts Private Limited,Long Term Bank Facilities - Proposed,IVR BBB- (Assigned),"January 28, 2025",HIGH,NON-INC,False,Rs. 100.00 Cr.
Saraswati Buildcon,Short Term Bank Facilities,IVR A3 (Reaffirmed),"January 29, 2026",LOW,NON-INC,False,Rs. 92.84 Cr. (enhanced from Rs. 81.94 Cr.) (including proposed limit of Rs. 4.00 Cr.)
Saraswati Buildcon,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"January 29, 2026",LOW,NON-INC,False,Rs. 12.16 Cr. (reduced from Rs. 23.06 Cr.) (including proposed limit of Rs. 1.89 Cr.)
IFF India Frozen Foods Private Limited,Long Term Bank Facilities,IVR BBB+ (Upgraded),"February 4, 2026",LOW,NON-INC,False,Rs. 180.00 Cr. (includes proposed facility of Rs. 50.00 Cr.) (enhanced from Rs. 90.00 Cr.)
Sri Vari Infra,Short Term Facilities,IVR A4 (Assigned),"January 28, 2025",HIGH,NON-INC,False,Rs. 19.00 Cr.
Sri Vari Infra,Long Term Facilities,IVR BB (Assigned),"January 28, 2025",HIGH,NON-INC,False,Rs. 11.00 Cr.
Maxwell Projects Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),"January 28, 2025",HIGH,NON-INC,False,Rs. 10.00 Cr.
Maxwell Projects Private Limited,Long Term Bank Facilities,IVR BB (Assigned),"January 28, 2025",HIGH,NON-INC,False,Rs. 2.00 Cr.
D.M. Metalloys Private Limited,Long Term Bank Facilities- OD against FD,IVR BBB- (Assigned),"January 27, 2025",HIGH,NON-INC,False,Rs. 0.37 Cr.
D.M. Metalloys Private Limited,Long Term Bank Facilities- GECL,IVR BBB- (Assigned),"January 27, 2025",HIGH,NON-INC,False,Rs. 0.76 Cr.
D.M. Metalloys Private Limited,Long Term Bank Facilities- Cash Credit,IVR BBB- (Assigned),"January 27, 2025",HIGH,NON-INC,False,Rs. 48.00 Cr.
Radhakishan Infra Developers Private Limited,Proposed Short Term Bank Facilities,IVR A4+ (Assigned),"January 24, 2025",HIGH,NON-INC,False,Rs. 35.00 Cr.
Radhakishan Infra Developers Private Limited,Short Term Bank Facilities,IVR A4+ (Assigned),"January 24, 2025",HIGH,NON-INC,False,Rs. 97.00 Cr.
Radhakishan Infra Developers Private Limited,Proposed Long Term Bank Facilities,IVR BB+ (Assigned),"January 24, 2025",HIGH,NON-INC,False,Rs. 15.00 Cr.
Radhakishan Infra Developers Private Limited,Long Term Bank Facilities,IVR BB+ (Assigned),"January 24, 2025",HIGH,NON-INC,False,Rs. 70.00 Cr.
Yedeshwari Agro Products Limited,Proposed Long Term Bank Facilities,IVR BBB- (Assigned),"January 24, 2025",HIGH,NON-INC,False,Rs. 7.61 Cr.
Yedeshwari Agro Products Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"January 24, 2025",HIGH,NON-INC,False,Rs. 238.39 Cr.
Four EF Renewables Private Limited,Long Term Bank Facilities,IVR A (Assigned),"January 23, 2025",HIGH,NON-INC,False,Rs. 221.78 Cr.
K&D Design Kraft LLP,Long Term/ Short Term Bank Facilities - Proposed,IVR BB-/IVR A4; (Assigned),"January 23, 2025",HIGH,NON-INC,False,Rs. 10.00 Cr.
K&D Design Kraft LLP,Short Term Bank Facilities,IVR A4 (Assigned),"January 23, 2025",HIGH,NON-INC,False,Rs. 20.00 Cr.
ECHO Buildtech Limited,Long Term Bank Facilities - Term Loan,IVR BBB- (Reaffirmed),"April 22, 2025",HIGH,NON-INC,False,Rs. 365.00 Cr.
Patodia Exports,Short-Term Bank Facilities,IVR A4+ (Reaffirmed),"September 15, 2025",MEDIUM,NON-INC,False,Rs. 38.50 Cr.
Payal Dealers Private Limited,Long Term Bank Facilities,IVR BBB (Upgraded),"January 22, 2026",LOW,NON-INC,False,Rs. 49.30 Cr.
Keshav Cotton Industries,Long Term Facilities,IVR B (Assigned),"February 3, 2025",HIGH,NON-INC,False,Rs. 20.00 Cr.
Shri Shyam Agro Biotech Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),"February 3, 2025",HIGH,NON-INC,False,Rs. 1.00 Cr. (including proposed limit of Rs. 0.25 Cr.)
Nutan Ispat and Power Private Limited,Short Term Bank Facilities,IVR A2+ (Assigned),"February 14, 2025",HIGH,NON-INC,False,Rs. 38.00 Cr.
Nutan Ispat and Power Private Limited,Long Term Bank Facilities,IVR A- (Assigned),"February 14, 2025",HIGH,NON-INC,False,Rs. 104.80 Cr.
Sunil Ispat and Power Private Limited,Short Term Bank Facilities,IVR A2+ (Assigned),"February 14, 2025",HIGH,NON-INC,False,Rs. 35.00 Cr.
Sunil Ispat and Power Private Limited,Long Term Bank Facilities,IVR A- (Assigned),"February 14, 2025",HIGH,NON-INC,False,Rs. 206.35 Cr. (includes proposed facility of Rs. 35.00 Cr.)
S S Alur Construction Company,Short Term Facilities,IVR A3 (Assigned),"February 12, 2025",HIGH,NON-INC,False,Rs. 60.00 Cr.
S S Alur Construction Company,Long Term Facilities,IVR BBB- (Assigned),"February 12, 2025",HIGH,NON-INC,False,Rs. 40.00 Cr.
Gujrat Infracon,Short Term Bank Facilities,IVR A3 (Assigned),"February 12, 2025",HIGH,NON-INC,False,Rs. 91.00 Cr.
Gujrat Infracon,Long Term Bank Facilities,IVR BBB- (Assigned),"February 12, 2025",HIGH,NON-INC,False,Rs. 11.50 Cr.
Providence Realty LLP,Long Term Bank Facilities,IVR BBB- (Assigned),"February 12, 2025",HIGH,NON-INC,False,Rs. 116.00 Cr.
Karnikripa Power Private Limited,Long Term Bank Facilities,IVR A- (Assigned),"February 14, 2025",HIGH,NON-INC,False,Rs. 538.98 Cr.
Aesthetic Stampings And Laminations Limited,Short Term Non- Fund Based  Bank Facilities,IVR A3 (Assigned),"February 11, 2025",HIGH,NON-INC,False,Rs. 15.00 Cr
Orange City Housing Finance Private Limited,Proposed Non- Convertible Debentures,Withdrawn,"February 9, 2026",LOW,NON-INC,False,-
