Company Name,Priority Tier,Score,Current Rater(s),Instrument Type,Rating,Last Rating Date,Days Overdue,Urgency,Signal_UltraHot,Signal_DualINC,Signal_RecentTransition,Signal_MultiAgency,Signal_Downgraded,Why Target,ACER Pitch Angle
Dhumal Industries India Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE,Term loans,BB-,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Escon Elevators Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,IND-RA,Non-fund based working capital limit,A 4+,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
G B Chowdhury Holdings Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Letter Of credit,A 4,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Global Farm Fresh Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Term loans,B+,2025-10-30,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Golkonda Engineering Enterprises Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Bank Guarantee,A 4,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Hardayal Milk Products Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,D,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Ipsaa Holdings Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,B-,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Khosla Grains Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,IND-RA,Term loans,B,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Mandovi Casting Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Letter Of credit,A 4,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Mumbai Metro One Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,D,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Murti Udyog Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE | CARE,Letter Of credit,A 4,2025-08-18,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
N M C Tools Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,IND-RA,Non-fund based working capital limit,A 4,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Olympic Engineers Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE,Term loans,B+,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Om Smelters & Rollers Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,B-,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Phadnis Clinic Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL | IND-RA,Term loans,B-,2025-05-15,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Proton Positive Healthcare India Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C-,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Saraswati Component Motors Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Shri Shyam Agro Biotech Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,IND-RA,Non-fund based working capital limit,A 4,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Sigma Chemtrade Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,IND-RA,Non-fund based working capital limit,A 4+,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Sindhu Cargo Services Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA | IND-RA,Non-fund based working capital limit,D,2025-07-14,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Svarrnim Infrastructures Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | IND-RA,Non-fund based working capital limit,D,2025-05-23,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Tirupatibaalaji Fiberrs Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,B,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Varad Crop Science Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Letter Of credit,A 4,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Velko Infratek Projects Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | ICRA,Term loans,B+,2026-01-19,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Venta Realtech Pvt. Ltd. [Merged],TIER 2 — HIGH PRIORITY,3,CARE,Term loans,D,2025-05-12,404,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Angle Infrastructure Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,D,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Arihant Retail Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Non-government debt,D,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Emcer Tiles Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Fund based financial facility/instrument,BB+,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
G H O Agro Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Bank Guarantee,D,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Ganpati Mega Builders (India) Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Non-government debt,B/A4,2025-10-24,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Indo Alusys Inds. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Bank Guarantee,D,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Jagdamba Timbers Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Non-government debt,B-/A4,2025-06-19,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Madhur Knit Crafts Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Non-government debt,B-/A4,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Mahesh Extrusions Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Medi Carrier Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Medico Remedies Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,BB,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Monsoon Bounty Foods Mfg. Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL | IND-RA,Long term Loans,B+,2025-12-09,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Oasys Cybernetics Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Letter Of credit,A 4,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Pan India Network Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,D,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
R S G Foods Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | CARE,Letter Of credit,A 4,2025-11-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Radison Labs Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Riverbank Developers Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,D,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
S K P Project Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
S M P L Life Sciences Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
S N Enviro-Tech Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,D,2025-07-24,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Safex Fire Services Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Short-term loan,A 4+,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Sintech Precision Products Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE | CRISIL,Bank Guarantee,A 4,2025-07-25,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Siti Networks Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | CARE,Term loans,D,2025-05-30,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Sree Saravana Engg. Bhavani Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Letter Of credit,A 4,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Steel Space Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Fund based financial facility/instrument,B+,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Suolificio Linea Italia (India) Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
T G S Minmet Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Letter Of credit,A 4,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Talwalkars Better Value Fitness Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | CARE,Term loans,D,2025-10-10,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Talwalkars Healthclubs Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | CARE,Long term Loans,D,2025-10-10,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Twenty Four Secure Services Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | CARE,Bank Guarantee,A 4,2025-11-20,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Twinstar Industries Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Bank Guarantee,D,2025-05-13,403,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
A M R India Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,A 4,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
A N S Constructions Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE | CRISIL,Long term Loans,D,2025-05-23,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Aircon Engineers Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Ashoka Pulp & Paper Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Associated Industrial Furnaces Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,B-,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Avera Resource Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Ceedee Metalloys Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Letter Of credit,A 4+,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Ciemme Jewels Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
City Tiles Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Deep Wines & Agencies Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Non-government debt,BB-/A4,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Deepak Vegpro Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Non-government debt,BB/A4,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Dynamic Fine Paper Mill Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Term loans,B,2026-01-21,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Gemini Engi-Fab Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4+,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Globe Civil Projects Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-government debt,B+/A4,2025-08-26,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Gonglu Agro Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Green Agro Pack Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
H K Ispat Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Bank Guarantee,A 4,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Himangi Foods Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL | ICRA,Non-fund-based financial facility/instrument,A 4,2025-09-11,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Honest Derivatives Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Ireo Hospitality Co. Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
K M Toll Road Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | ICRA,Term loans,D,2026-04-02,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Lakhotia Transport Co. Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-government debt,B+/A4,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Lifeline Medical Devices Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
M S Life Drug House Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,A 4,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Maharani Innovative Paints Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,BB+,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Matsya Automobiles Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Non-government debt,B-/A4,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Mylab Discovery Solutions Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,BB-,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Pan Tex Nonwoven Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE,Bank Guarantee,A 4+,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Patil Construction & Infrastructure Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | IND-RA,Term loans,D,2026-03-04,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Permeshwar Fashion Impex Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Letter Of credit,A 4+,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
R P Edible Oils Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE | BRICKWORK,Letter Of credit,A 4,2025-08-22,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Ram Fashion Exports Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Rapid Metrorail Gurgaon Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Rapid Metrorail Gurgaon South Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Sai Shreeja Cars Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Term loans,B+,2025-12-22,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Sharplex Filters (India) Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,BB+,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Shree Shankar Vijay Timber Exports Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Smart Cars Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Fund based financial facility/instrument,C,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Tathya Texfab Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Bank Guarantee,A 4,2025-10-31,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Varron Industriies Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,D,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Vigyashree Sharoda Infrastructure Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C-,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Vijay Solvex Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Non-government debt,BB/A4,2025-05-14,402,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Al-Nasir Exports Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | CRISIL,Term loans,BB+,2026-04-21,401,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Emperor Foodex Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Letter Of credit,A 4,2025-05-15,401,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
Globe Automobiles Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,BB+,2025-06-25,401,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability"
