Company Name,Current Rater,Instrument,Rating,Rating Date,Days Since Rating,Action,Urgency,Sector,INC_Flag,Why Target,Pitch Angle
Pafetech Enterprises Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Omkar Infracon Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Infrastructure,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Khedut Solvexp Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Kinjal Chemicals Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Chemicals,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Chanakya Technos Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
G S R Ventures Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
T S Realtech Pvt. Ltd.,IND-RA,Term loans,B-,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Budhia Agencies Pvt. Ltd.,IND-RA,Term loans,B+,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Calcutta Radio Service Pvt. Ltd.,IND-RA,Term loans,B-,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Caltron Info Trade Pvt. Ltd.,IND-RA,Term loans,B-,2026-01-16,147,Downgraded,LOW,Trading,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Niyati Engineering Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Kurinji Spinning Mills Pvt. Ltd.,IND-RA,Term loans,B-,2026-01-16,147,Downgraded,LOW,Textiles,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Servotech India Ltd.,IND-RA,Non-government debt,B/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Indera Garments Pvt. Ltd.,IND-RA,Term loans,B-,2026-01-16,147,Downgraded,LOW,Textiles,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
New Field Industrial Equipment Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Janani Foodtek (I) Pvt. Ltd.,IND-RA,Term loans,B-,2026-01-16,147,Downgraded,LOW,Agro/Food,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Laxmi Diamond Pvt. Ltd.,IND-RA,Term loans,BBB-,2026-01-16,147,Downgraded,LOW,Other/Unknown,N,"Downgraded by IND-RA — dissatisfied client, open to better alternative.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Satyamev Cot Fibers Pvt. Ltd. [Merged],IND-RA,Term loans,B-,2026-01-16,147,Downgraded,LOW,Textiles,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Optech Engineering Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Sri Mouli Textiles Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Textiles,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Mega Vitrified Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Premier Poultry Products Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-01-16,147,Downgraded,LOW,Agro/Food,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Sagar Metallics Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Steel & Metals,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
S V Ispat Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Ecokrin Hygiene Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Continental Milkose (India) Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Multitex Filteration Engineers Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Sangeeth Textiles Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-01-16,147,Downgraded,LOW,Textiles,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Alpha Pacific Systems Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Supreme Glazes Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Sri Venkateswara Spintex Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Shri Murlidhar Inds. Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Multifilms Plastics Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Chemicals,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Dee Vee Projects Ltd.,IND-RA,Term loans,B,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Aarti Infrastructure & Buildcon Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Infrastructure,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Frontier Warehousing Ltd.,IND-RA,Term loans,B,2026-01-16,147,Downgraded,LOW,Construction,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Maya Construction Co. Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Construction,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
A F P Manufacturing Co. Pvt. Ltd.,IND-RA,Term loans,B-,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Bhimseria Agro Pvt. Ltd.,IND-RA,Term loans,B-,2026-01-16,147,Downgraded,LOW,Agro/Food,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Bay Datacom Solutions Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Shiv Shakti Inds. Pvt. Ltd.,IND-RA,Term loans,B,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Modigold Pipes Pvt. Ltd.,IND-RA,Term loans,B-,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Emdee Digitronics Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,147,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Encorp Powertrans Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-01-16,147,Downgraded,LOW,Infrastructure,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Deva Drill Tech (India) Ltd.,CRISIL,Term loans,D,2026-01-15,148,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Arise Automotives Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2026-01-15,148,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Deva Drill Tech (India) Ltd.,CRISIL,Letter Of credit,D,2026-01-15,148,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Kothari Cars Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 3,2026-01-15,148,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Deva Drill Tech (India) Ltd.,CRISIL,Bank Guarantee,D,2026-01-15,148,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Deva Drill Tech (India) Ltd.,CRISIL,Fund based financial facility/instrument,D,2026-01-15,148,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Vaswani Industries Ltd.,CRISIL,Letter Of credit,A 4+,2026-01-14,149,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Vaswani Industries Ltd.,CRISIL,Term loans,BB+,2026-01-14,149,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Besto Tradelink Ltd.,BRICKWORK,Letter Of credit,D,2026-01-14,149,Downgraded,LOW,Trading,Y,"Downgraded by BRICKWORK — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your BRICKWORK rating was downgraded. ACER provides independent assessment — we may rate you better.
Vaswani Industries Ltd.,CRISIL,Bank Guarantee,A 4+,2026-01-14,149,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Svasti Microfinance Pvt. Ltd.,ACUITE,Term loans,BBB,2026-01-14,149,Downgraded,LOW,BFSI,N,"Downgraded by ACUITE — dissatisfied client, open to better alternative.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Euro Vistaa (India) Ltd.,IND-RA,Term loans,BB-,2026-01-14,149,Downgraded,LOW,Other/Unknown,N,"Downgraded by IND-RA — dissatisfied client, open to better alternative.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Vaswani Industries Ltd.,CRISIL,Term loans,BB+,2026-01-14,149,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Svasti Microfinance Pvt. Ltd.,ACUITE,Long term Loans,BBB,2026-01-14,149,Downgraded,LOW,BFSI,N,"Downgraded by ACUITE — dissatisfied client, open to better alternative.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Pagro Frozen Foods Pvt. Ltd.,CARE,Term loans,B,2026-01-13,150,Downgraded,LOW,Agro/Food,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Brocade India Polytex Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-01-13,150,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Brocade India Polytex Ltd.,CRISIL,Letter Of credit,A 4,2026-01-13,150,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
C J S Specialty Chemicals Pvt. Ltd.,CRISIL,Letter Of credit,A 2,2026-01-13,150,Downgraded,LOW,Chemicals,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Tezpur Institute Of Medical Sciences Pvt. Ltd.,CARE,Term loans,D,2026-01-13,150,Downgraded,LOW,Education,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Grip Engineers Pvt. Ltd.,ACUITE,Long term Loans,BB-,2026-01-13,150,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
International Agricultural Processing Pvt. Ltd.,CARE,Term loans,D,2026-01-13,150,Downgraded,LOW,Agro/Food,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Tezpur Institute Of Medical Sciences Pvt. Ltd.,CARE,Non-government debt,D,2026-01-13,150,Downgraded,LOW,Education,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Tirupur Textiles Pvt. Ltd.,CARE,Term loans,B-,2026-01-13,150,Downgraded,LOW,Textiles,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
S K P Steel Inds. Pvt. Ltd.,ACUITE,Term loans,B+,2026-01-13,150,Downgraded,LOW,Steel & Metals,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
S K P Steel Inds. Pvt. Ltd.,ACUITE,Long term Loans,B+,2026-01-13,150,Downgraded,LOW,Steel & Metals,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
S K P Steel Inds. Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-01-13,150,Downgraded,LOW,Steel & Metals,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Dhampur Bio Organics Ltd.,CARE,Term loans,BBB+,2026-01-13,150,Downgraded,LOW,Agro/Food,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Dhampur Bio Organics Ltd.,CARE,Bank Guarantee,A 2,2026-01-13,150,Downgraded,LOW,Agro/Food,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Mobile Communication (India) Pvt. Ltd.,ACUITE,Long term Loans,BB-,2026-01-13,150,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Mobile Communication (India) Pvt. Ltd.,ACUITE,Term loans,BB-,2026-01-13,150,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Arti Silk Mills Pvt. Ltd.,CARE,Non-government debt,B/A4,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Arti Silk Mills Pvt. Ltd.,CARE,Term loans,B,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Jagruti Sugar & Allied Inds. Ltd.,IND-RA,Non-government debt,BB-/A4+,2026-01-12,151,Downgraded,LOW,Agro/Food,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Shashi Cables Ltd.,IND-RA,Non-government debt,BB-/A4+,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Uttarakhand Engineering Products Pvt. Ltd.,CARE,Non-government debt,B+/A4,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Aditya Dispomed Products Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Admach Auto Inds. India Pvt. Ltd.,CRISIL,Term loans,B,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Admach Auto Inds. India Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Amarpali Cylinders Pvt. Ltd.,CARE,Non-government debt,B+/A4,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Mittal Soya Protein Pvt. Ltd.,IND-RA,Term loans,B,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Centurion Remedies Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Chendhoor Murughan Yarn Tex India Pvt. Ltd.,CRISIL,Term loans,B,2026-01-12,151,Downgraded,LOW,Textiles,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Centurion Remedies Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Centurion Remedies Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Chendhoor Murughan Yarn Tex India Pvt. Ltd.,CRISIL,Long term Loans,B,2026-01-12,151,Downgraded,LOW,Textiles,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Amarpali Cylinders Pvt. Ltd.,CARE,Term loans,B+,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Swathi Cottons Pvt. Ltd.,CRISIL,Term loans,B,2026-01-12,151,Downgraded,LOW,Agro/Food,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Centurion Remedies Pvt. Ltd.,CRISIL,Term loans,B,2026-01-12,151,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Swathi Cottons Pvt. Ltd.,CRISIL,Long term Loans,B,2026-01-12,151,Downgraded,LOW,Agro/Food,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Thirumalai Chemicals Ltd.,ICRA,Term loans,BBB+,2026-01-12,151,Downgraded,LOW,Chemicals,N,"Downgraded by ICRA — dissatisfied client, open to better alternative.",Your ICRA rating was downgraded. ACER provides independent assessment — we may rate you better.
Seros Shipping Pvt. Ltd.,CARE,Term loans,BB+,2026-01-12,151,Downgraded,LOW,Logistics,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Nahar Colours & Coating Pvt. Ltd.,CARE,Non-fund-based financial facility/instrument,A 2+,2026-01-12,151,Downgraded,LOW,Chemicals,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Nahar Colours & Coating Pvt. Ltd.,CARE,Letter Of credit,A 2+,2026-01-12,151,Downgraded,LOW,Chemicals,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Sivaguru Spinning Mills Pvt. Ltd.,IND-RA,Non-government debt,B+/A4,2026-01-12,151,Downgraded,LOW,Textiles,Y,"Downgraded by IND-RA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your IND-RA rating was downgraded. ACER provides independent assessment — we may rate you better.
Thirumalai Chemicals Ltd.,ICRA,Non-government debt,BBB+/A2+,2026-01-12,151,Downgraded,LOW,Chemicals,N,"Downgraded by ICRA — dissatisfied client, open to better alternative.",Your ICRA rating was downgraded. ACER provides independent assessment — we may rate you better.
Thirumalai Chemicals Ltd.,ICRA,Non-fund-based financial facility/instrument,A 2,2026-01-12,151,Downgraded,LOW,Chemicals,N,"Downgraded by ICRA — dissatisfied client, open to better alternative.",Your ICRA rating was downgraded. ACER provides independent assessment — we may rate you better.
