Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,State,Lead Segment,Why Target,ACER Pitch Angle,Priority Score,Contact Person,Contact Info
Super Electro Films Ltd.,Letter Of credit,BRICKWORK,A 4,2025-05-30,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Super Max Affordable Housing Pvt. Ltd.,Term loans,CARE,B-,2025-06-11,HIGH,Construction,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Supermax Personal Care Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2025-05-08,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Supertech Ltd.,Term loans,BRICKWORK,D,2025-05-16,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Supra Steel & Power Pvt. Ltd.,Term loans,ACUITE,C,2025-05-19,HIGH,Infrastructure,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Supreme Music (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-05-26,HIGH,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Supreme Nutri Grain Pvt. Ltd.,Term loans,ICRA,B,2025-05-21,HIGH,Agro/Food,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Surbhi Satcom Pvt. Ltd.,Term loans,IND-RA,BB,2025-05-19,HIGH,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Suresh Enterprises Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 4,2025-05-26,HIGH,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Sutapa International Exports Pvt. Ltd.,Term loans,CRISIL,B+,2025-05-26,HIGH,Infrastructure,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Suyash Kraft & Papers Pvt. Ltd.,Term loans,BRICKWORK,C,2025-06-10,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Svarrnim Infrastructures Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2025-05-23,HIGH,Infrastructure,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Swan Environmental Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-05-26,HIGH,Steel & Metals,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Swaraj Green Power & Fuel Ltd.,Term loans,BRICKWORK,B+,2025-06-10,HIGH,Infrastructure,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Swastik Cement Products Pvt. Ltd.,Fund based financial facility/instrument,CARE,C,2025-05-08,HIGH,Construction,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Swiss Parenterals Ltd.,Long term Loans,CRISIL,B,2025-06-10,HIGH,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Synergy Remedies Pvt. Ltd.,Term loans,BRICKWORK,D,2025-05-30,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
T G S Minmet Pvt. Ltd.,Letter Of credit,CARE,A 4,2025-05-13,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Taleda Square Pvt. Ltd.,Term loans,ACUITE,B,2025-06-02,HIGH,Other/Unknown,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Taloja Steel Service Centre Ltd.,Term loans,ICRA,D,2025-05-21,HIGH,Steel & Metals,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Tavasya Venture Partners Pvt. Ltd.,Bank Guarantee,CARE,A 4,2025-05-06,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Tayal India Motors Pvt. Ltd.,Long term Loans,ACUITE,BB+,2025-06-02,HIGH,Other/Unknown,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Tech-Force Composites Pvt. Ltd.,Term loans,CRISIL,B,2025-06-11,HIGH,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Tecknoweld Alloys (India) Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,D,2025-05-16,HIGH,Steel & Metals,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Teleecare Network India Pvt. Ltd.,Bank Guarantee,CARE,C,2025-06-05,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Terracis Technologies Ltd.,Bank Guarantee,CARE,D,2025-05-22,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Texwin Spinning Pvt. Ltd.,Term loans,IND-RA,B+,2025-06-10,HIGH,Textiles,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Thermotech Engineering (Pune) Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-05-08,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Thiese Precision Pvt. Ltd.,Term loans,CRISIL,BB+,2025-06-09,HIGH,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Tirupati Niryat Pvt. Ltd.,Letter Of credit,CARE,A 4,2025-06-09,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Tirupatibaalaji Fiberrs Pvt. Ltd.,Term loans,CARE,B,2025-05-12,HIGH,Textiles,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Tradeimpex Polymers (India) Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-05-21,HIGH,Chemicals,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Traditional Gallery Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-05-07,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Trans-Fab Power India Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-05-26,HIGH,Infrastructure,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Trident Automobiles Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B-,2025-05-22,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Trimurti Re-Rollers Pvt. Ltd.,Term loans,CARE,B-,2025-05-20,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Trualt Bioenergy Ltd.,Term loans,ACUITE,BB+,2025-06-09,HIGH,Infrastructure,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Twinstar Industries Ltd.,Bank Guarantee,BRICKWORK,D,2025-05-13,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Uma Spintex India Pvt. Ltd.,Term loans,BRICKWORK,B-,2025-05-20,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Unique Autosales Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C,2025-05-21,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
United Global Corpn. Ltd.,Letter Of credit,ACUITE,A 4+,2025-06-02,HIGH,Other/Unknown,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Universal Auto Components Pvt. Ltd.,Term loans,BRICKWORK,D,2025-05-27,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
V R S Foods Ltd.,Non-government debt,IND-RA,BBB/A3+,2025-05-26,HIGH,Agro/Food,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
V S Multi Metal Pvt. Ltd. [Merged],Term loans,BRICKWORK,C,2025-05-26,HIGH,Steel & Metals,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Vaishnavi Ferro Tech Pvt. Ltd.,Long term Loans,CRISIL,B,2025-05-29,HIGH,Steel & Metals,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Vaksh Steels Pvt. Ltd.,Term loans,BRICKWORK,D,2025-05-09,HIGH,Steel & Metals,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Vamshi Motors Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-05-27,HIGH,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Vamsi Labs Ltd.,Term loans,IND-RA,BBB,2025-05-20,HIGH,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Varad Crop Science Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-05-12,HIGH,Agro/Food,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Varron Industriies Pvt. Ltd.,Non-government debt,CARE,D,2025-05-14,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Vashisth Builders & Engineers Ltd.,Bank Guarantee,CRISIL,A 4,2025-05-26,HIGH,Construction,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Vasundhara Power & Infrastructure Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-05-27,HIGH,Infrastructure,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Vector Projects (India) Pvt. Ltd.,Fund based financial facility/instrument,CARE,D,2025-05-23,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Vedic Realty Pvt. Ltd.,Term loans,BRICKWORK,D,2025-05-07,HIGH,Construction,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Venky Hi-Tech Ispat Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2025-05-16,HIGH,Other/Unknown,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Venta Realtech Pvt. Ltd. [Merged],Term loans,CARE,D,2025-05-12,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Venus Garments (India) Ltd.,Term loans,CRISIL,D,2025-05-29,HIGH,Textiles,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Vertex Techno Solutions (Bangalore) Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-21,HIGH,Other/Unknown,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Vesta Equipment Pvt. Ltd.,Term loans,CARE,D,2025-05-26,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Viaton Energy Pvt. Ltd.,Term loans,CARE,B,2025-05-15,HIGH,Infrastructure,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Vicor Stainless Pvt. Ltd. [Merged],Term loans,BRICKWORK,D,2025-05-26,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Vigyashree Sharoda Infrastructure Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-05-14,HIGH,Infrastructure,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Vijas Digital (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-05-27,HIGH,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Vijay Agrofoods Pvt. Ltd.,Term loans,BRICKWORK,C,2025-05-21,HIGH,Agro/Food,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Vijay Solvex Ltd.,Non-government debt,CARE,BB/A4,2025-05-14,HIGH,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Vinayak Coal Traders Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-05-26,HIGH,Trading,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Vipul Industries Pvt. Ltd.,Term loans,ICRA,B+,2025-05-28,HIGH,Other/Unknown,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Virupaksha Organics Ltd.,Non-fund based working capital limit,IND-RA,A 2,2025-05-06,HIGH,Agro/Food,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
Vishwanath Spinnerz India Ltd.,Term loans,CRISIL,D,2025-05-27,HIGH,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Vision Sponge Iron Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 3,2025-05-16,HIGH,Steel & Metals,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Vital Healthcare Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-05-27,HIGH,Healthcare,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Viva Boards Pvt. Ltd.,Term loans,BRICKWORK,D,2025-05-21,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Vulcan Forge Pvt. Ltd.,Term loans,BRICKWORK,C,2025-05-28,HIGH,Steel & Metals,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
West Coast Fine Foods (India) Pvt. Ltd.,Non-government debt,CARE,D,2025-05-06,HIGH,Agro/Food,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
West Coast Frozen Foods Pvt. Ltd.,Bank Guarantee,CARE,D,2025-05-06,HIGH,Agro/Food,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
Wevin Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-05-21,HIGH,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Whitefield Spintex (India) Pvt. Ltd.,Term loans,ICRA,D,2025-06-11,HIGH,Other/Unknown,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
Window Magic India Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,2025-06-09,HIGH,Infrastructure,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
Y F C Projects Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2025-05-07,HIGH,Other/Unknown,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
Yash Proteins Pvt. Ltd.,Term loans,BRICKWORK,C,2025-05-16,HIGH,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
Zillion Infraprojects Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2025-05-09,HIGH,Infrastructure,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
3 G Telecom Infra India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Infrastructure,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
3B Films Ltd.,Term loans,ACUITE,B-,2025-12-15,LOW,Other/Unknown,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
A & T Infracon Pvt. Ltd.,Term loans,IND-RA,BBB-,2026-04-08,LOW,Infrastructure,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
A A A Roller Flour Mills Pvt. Ltd.,Term loans,CARE,B-,2026-02-26,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
A A A Vehicleades Pvt. Ltd.,Bank Guarantee,CARE,D,2026-01-21,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
A A Energy Pvt. Ltd.,Term loans,ACUITE,C,2025-12-23,LOW,Infrastructure,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
A B C Transformers Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-01-12,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
A B Pal Electricals Pvt. Ltd.,Letter Of credit,CRISIL,D,2025-12-17,LOW,Infrastructure,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
A B Udyog Pvt. Ltd.,Term loans,CARE,B+,2026-02-19,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
A C D C Saideep Buildcon Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-12-23,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
A C E Cardiopathy Solutions Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-11,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
A C P Industries Ltd.,Bank Guarantee,CRISIL,A 4,2026-01-12,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
A C R Machining Pvt. Ltd.,Long term Loans,CRISIL,B,2026-01-12,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
A D Electro-Steel Co. Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-02-25,LOW,Steel & Metals,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
A F P Manufacturing Co. Pvt. Ltd.,Term loans,ACUITE,BB-,2026-03-23,LOW,Other/Unknown,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
A G S Transact Technologies Ltd.,Term loans,CRISIL,D,2026-04-17,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
A I Champdany Inds. Ltd.,Bank Guarantee,CARE,D,2026-04-29,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
A K Das Associates Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-02-25,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
A K I India Ltd.,Term loans,CRISIL,B,2026-03-30,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
A K Lumbers Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Other/Unknown,Unknown,INC — IND-RA,INC status at IND-RA — not cooperating with current rater.,Company not cooperating with IND-RA — ACER can step in as new independent rating agency.,85,,
A K R Impex Pvt. Ltd.,Non-government debt,ICRA,D,2026-04-29,LOW,Other/Unknown,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
A K Soni Hosiery Mills Pvt. Ltd.,Term loans,BRICKWORK,D,2026-02-26,LOW,Other/Unknown,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
A L M Food Products Ltd.,Term loans,BRICKWORK,BB-,2026-01-09,LOW,Agro/Food,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
A Little World Pvt. Ltd.,Long term Loans,CRISIL,B,2026-01-12,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
A M Vinyl Pvt. Ltd.,Bank Guarantee,CARE,D,2026-01-12,LOW,Other/Unknown,Unknown,INC — CARE,INC status at CARE — not cooperating with current rater.,Company not cooperating with CARE — ACER can step in as new independent rating agency.,85,,
A One Steels India Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-12-22,LOW,Steel & Metals,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
A P L Metals Ltd.,Letter Of credit,ACUITE,D,2026-03-23,LOW,Steel & Metals,Unknown,INC — ACUITE,INC status at ACUITE — not cooperating with current rater.,Company not cooperating with ACUITE — ACER can step in as new independent rating agency.,85,,
A P R Constructions Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2026-02-17,LOW,Construction,Unknown,INC — ICRA,INC status at ICRA — not cooperating with current rater.,Company not cooperating with ICRA — ACER can step in as new independent rating agency.,85,,
A P S Power-Tech (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-02-20,LOW,Infrastructure,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
A S C Builders Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-02-27,LOW,Construction,Unknown,INC — BRICKWORK,INC status at BRICKWORK — not cooperating with current rater.,Company not cooperating with BRICKWORK — ACER can step in as new independent rating agency.,85,,
A S L Enterprises Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2026-01-23,LOW,Other/Unknown,Unknown,INC — CRISIL,INC status at CRISIL — not cooperating with current rater.,Company not cooperating with CRISIL — ACER can step in as new independent rating agency.,85,,
