Company,Current_Rater,Instrument_Type,Rating,Date,Urgency,Sector,INC_Status,Status,Why_Target,ACER_Pitch,Source
Chemco Plastic Inds. Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 1,2025-01-09,HIGH,Chemicals,Active,Reaffirmed,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Zyex Chemicals LLP,Infomerics,Long Term Bank Facilities,IVR BB (Assigned),2025-01-09,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Ramdevbaba Solvent Ltd.,ACUITE,Term loans,BBB,2025-01-09,HIGH,Chemicals,Active,Reaffirmed,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Shree Shyam Roadlink Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-01-08,HIGH,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sunshield Chemicals Ltd.,CRISIL,Term loans,BBB+,2025-01-08,HIGH,Chemicals,Active,Withdrawn,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Macleods Pharmaceuticals Ltd.,CARE,Fund based financial facility/instrument,AA+,2025-01-08,HIGH,Pharma/Biotech,Active,Reaffirmed,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Troix Chemicals Pvt. Ltd.,CARE,Non-government debt,C/A4,2025-01-07,HIGH,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Paragon Polymer Products Pvt. Ltd.,CARE,Term loans,BBB+,2025-01-07,HIGH,Chemicals,Active,Reaffirmed,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Curetech Formulations Pvt. Ltd.,BRICKWORK,Term loans,C,2025-01-07,HIGH,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Shree Pushkar Chemicals & Fertilisers Ltd.,ICRA,Non-fund-based financial facility/instrument,A 1,2025-01-07,HIGH,Chemicals,Active,Reaffirmed,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Magnam Netlink Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4+,2025-01-07,HIGH,Chemicals,Active,Initial Rating,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Nestor Pharmaceuticals Ltd.,ACUITE,Letter Of credit,A 3,2025-01-07,HIGH,Pharma/Biotech,Active,Reaffirmed,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Shilpa Pharma Lifesciences Ltd.,IND-RA,Term loans,A+,2025-01-07,HIGH,Pharma/Biotech,Active,Initial Rating,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Indo Swiss Chemicals Ltd.,CRISIL,Fund based financial facility/instrument,A,2025-01-07,HIGH,Chemicals,Active,Reaffirmed,Rating overdue — annual review due.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Interpack Polymers Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (Assigned),2025-01-02,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
P.K. Pharmatech Private Limited,Infomerics,Short Term Fund Based Limits- BG/LC,IVR A4 (INC) (Reaffirmed),2025-01-01,HIGH,Pharma/Biotech,INC,Nil,INC at Infomerics — Chemical/Pharma company needs new independent rating.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Styrax Pharma Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB (Assigned),2025-01-01,HIGH,Pharma/Biotech,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Zigma Chemicals,Infomerics,Long Term Bank Facilities,IVR B+ (Assigned),2024-12-18,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Agribiotech Industries Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (Assigned),2024-12-18,HIGH,Pharma/Biotech,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Pink City Fincap Private Limited,Infomerics,Long Term Fund Based Bank Facilities - Term Loan,IVR BBB- (Assigned),2024-12-18,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Agroh Diu Link Highways Private Limited,Infomerics,Long Term Bank Facilities,IVR A+ (Reaffirmed),2024-12-11,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Gulf Petrochem India Private Limited,Infomerics,Long Term Bank Facilities,Withdrawn,2024-07-16,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Lyrus Life Sciences Private Limited,Infomerics,Long Term Bank Facilities,Withdrawn,2024-07-11,HIGH,Pharma/Biotech,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Bliss GVS Pharma Limited,Infomerics,Long Term Bank Facilities,Withdrawn,2024-06-26,HIGH,Pharma/Biotech,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Primecare Pharma Private Limited,Infomerics,Long Term Fund Based Facility - CC (Proposed),Withdrawn,2024-02-16,HIGH,Pharma/Biotech,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Shri Ganpati Fertilizers Limited (SGFL),Infomerics,Short Term Non-Fund Based Bank Facility - Pre Settlement Risk (PSR),IVR A2+ (Reaffirmed and Withdrawn),2024-01-01,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Universal Petro Chemicals Limited,Infomerics,Short Term Non-Fund Based Bank Facilities - Bank Guarantee,Withdrawn,2023-09-21,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Vishnu Chemicals Limited (VCL),Infomerics,Short term Bank Facilities - LC/BGs,IVR A4+ (INC)(Withdrawn),2023-05-03,HIGH,Chemicals,INC,Nil,INC at Infomerics — Chemical/Pharma company needs new independent rating.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
K. D. Liquor & Fertilizer Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (Reaffirmed and withdrawn),2023-01-27,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
JPB Chemical Industries Private Limited,Infomerics,Long Term Fund Based Facility - Cash Credit,Withdrawn,2022-05-30,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Gulf Petrochem FZC,Infomerics,Issuer Rating,IVR BB [Is](Withdrawn),2020-09-09,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Vyoman Tradelink India Pvt. Ltd,Infomerics,Bank Loan Facility,IVR BBB- (Withdrawn),2019-12-27,HIGH,Chemicals,Active,Stable,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
MJ Pharmaceuticals Private Limited,Infomerics,Commercial Paper,IVR A1+ (CE) (Withdrawn),2019-10-12,HIGH,Pharma/Biotech,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Haldia Petrochemicals Limited,Infomerics,Commercial Paper,IVR A1+ (Withdrawn),2019-01-11,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Himadri Speciality Chemical Limited,Infomerics,Commercial Paper,IVR A1+ (Withdrawn),2018-05-09,HIGH,Chemicals,Active,Nil,Rating overdue — annual renewal window.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
