Company Name,Instrument,Rating,Rating Date,Urgency,Outlook,Current Rater,Sector,Why Target
NC Rice Foods Private Limited,Long Term Bank Facilities,IVR BB (Assigned),2025-03-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
NC Rice Foods Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),2025-03-06,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Seeds and Grain India Private Limited,Long Term Bank Facilities,IVR BB+ (Assigned),2025-03-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Seeds and Grain India Private Limited,Short Term Bank Facilities,IVR A4+ (Assigned),2025-03-06,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
VRS Foods Limited,Long Term Bank Facility,IVR BBB (Assigned),2025-03-07,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
VRS Foods Limited,Short Term Bank Facility,IVR A3+ (Assigned),2025-03-07,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sri Venkateswara Poultry Farms,Long Term Bank Facilities,IVR BB- (Assigned),2025-03-07,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Harman Cottex & Seeds Private Limited,Long Term Bank Facilities,IVR BB+ (Assigned),2025-03-11,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Eco Organics,Long Term Bank Facilities,IVR BBB- (Assigned),2025-03-11,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Eco Organics,Short Term Bank Facilities,IVR A3 (Assigned),2025-03-11,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Galaxy Rice Industries Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),2025-03-21,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Satpura Foods Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-03-25,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Regal Kitchen Foods Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-03-25,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Regal Kitchen Foods Limited,Short Term Bank Facilities,IVR A3 (Assigned),2025-03-25,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Suswadeep Agro Services Private Limited,Long Term Facilities,IVR BB- (Assigned),2025-03-26,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Vajrateja Rice Cluster Private Limited,Long Term Facilities,IVR BB+ (Assigned),2025-03-27,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Vajrateja Rice Cluster Private Limited,Short Term Facilities,IVR A4+ (Assigned),2025-03-27,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Himalayan Agri Solutions Private Limited,Long Term Facilities,IVR BB- (Assigned),2025-03-28,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Riceland Commodities Private Limited,Long-term Bank Facilities,IVR BB+ (Assigned),2025-04-02,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Riceland Commodities Private Limited,Short-term Bank Facilities,IVR A4+ (Assigned),2025-04-02,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Jain Farm Fresh Foods Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-04-02,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Jain Farm Fresh Foods Limited,Short Term Bank Facilities,IVR A3 (Assigned),2025-04-02,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Goyal Agro Industries Private Limited,Long Term Bank Facilities,IVR BB- (Assigned),2025-04-02,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Goyal Agro Industries Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),2025-04-02,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
The Andhra Bank Farmers Service Co-Operative Society Limited,Fund based - Long Term bank facilities - Cash Credit,IVR B+ (Assigned),2025-04-21,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
HMV Rice Industries,Long Term Bank Facilities,IVR BB (Assigned),2025-04-21,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
HMV Rice Industries,Short Term Bank Facilities,IVR A4 (Assigned),2025-04-21,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Dhruv Cotton Processing Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-04-30,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Dhruv Cotton Processing Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),2025-04-30,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bhat Agro Industries,Long Term Bank Facilities,IVR BB- (Assigned),2025-05-01,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Ok Food Private Limited,Long Term Bank Facilities,IVR BB (Assigned),2025-05-07,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Ok Food Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),2025-05-07,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Midas Agrofoods Limited,Long Term Instruments/Facilities,IVR BBB (Assigned),2025-05-12,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Midas Agrofoods Limited,Short Term Instruments/Facilities,IVR A3+ (Assigned),2025-05-12,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Adarsh Rice Mill,Long Term Facilities,IVR BB (Assigned),2025-05-23,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Adarsh Rice Mill,Short Term Facilities,IVR A4 (Assigned),2025-05-23,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Adarsh Rice Mill,Proposed Long Term Facilities,IVR BB (Assigned),2025-05-23,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Twentyone Sugars Limited,Long Term Bank Facilities - Term Loan,IVR BB+ (Assigned),2025-05-28,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Twentyone Sugars Limited,Proposed Long Term Bank Facilities,IVR BB+ (Assigned),2025-05-28,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sree Krishna Rice Industries,Long Term Bank Facilities,IVR BB (Assigned),2025-05-29,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Agroh Ratlam Tollways Private Limited,Long Term Bank Facility,IVR BBB (Assigned),2025-05-29,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Fortune Dairy Industries Private Limited,Long Term Bank Facilities - Term Loan,IVR BBB- (Assigned),2025-05-29,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Fortune Dairy Industries Private Limited,Long Term Bank Facilities - Cash Credit,IVR BBB- (Assigned),2025-05-29,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Real Dairy Industries Private Limited,Long Term Bank Facilities - Term Loan,IVR BBB- (Assigned),2025-05-29,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Real Dairy Industries Private Limited,Long Term Bank Facilities - Cash Credit,IVR BBB- (Assigned),2025-05-29,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Real Dairy Industries Private Limited,Short Term Bank Facilities - Pledge Loan,IVR A3 (Assigned),2025-05-29,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Goyal Agro Foods,Long Term Bank Facilities,IVR BB (Assigned),2025-06-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Goyal Agro Foods,Long term/ Short Term Bank Facilities (Proposed),IVR BB/ A4 (Assigned),2025-06-06,HIGH,Stable/-,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Kamco Chew Food Private Limited (KCFPL),Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-04-21,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Kamco Chew Food Private Limited (KCFPL),Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-04-21,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Cremica Food Industries Limited (CFIL),Long Term Facilities,IVR BBB (Upgraded),2025-05-16,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Cremica Food Industries Limited (CFIL),Short Term Facilities,IVR A3+ (Upgraded),2025-05-16,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Rajam Food Industries,Long Term Facilities,IVR BB- (Reaffirmed),2025-04-25,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Agri Process Innovations & Technologies LLP,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-04-23,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Agri Process Innovations & Technologies LLP,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2025-04-23,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Ankur Chemfood Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-03-25,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Ankur Chemfood Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-03-25,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Hindustan Mint and Agro Products Private Limited,Long Term Facilities,IVR BBB- (Reaffirmed),2025-04-03,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Hindustan Mint and Agro Products Private Limited,Short Term Facilities,IVR A3 (Reaffirmed),2025-04-03,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
KMC Grain Milling and Processing Unit LLP,Long Term Facilities,IVR BBB- (Reaffirmed),2025-02-18,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
KMC Grain Milling and Processing Unit LLP,Short Term Facilities,IVR A3 (Assigned),2025-02-18,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Highland Agro Food Private Limited,Long Term Bank Facilities,IVR BBB-,2025-04-03,HIGH,Positive,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Highland Agro Food Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-04-03,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bharti Foods,Long Term Fund-based Bank Facilities - Cash Credit,IVR BB- (INC)(Reaffirmed),2025-05-23,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bharti Foods,Long Term Fund-based Bank Facilities - Term Loan,IVR BB- (INC)(Reaffirmed),2025-05-23,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bharti Foods,Short Term Non- Fund-based Bank Facilities - Forward Contract,IVR A4 (INC)(Reaffirmed),2025-05-23,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Dairyflex Packaging Solutions Private Limited,Long Term Bank Facilities,IVR BB+ (Upgraded),2025-04-21,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Dairyflex Packaging Solutions Private Limited,Short Term Bank Facility,IVR A4+ (Upgraded),2025-04-21,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bhairavnath Sugar Works Limited,Long Term Bank Facilities - Term Loan,IVR BB+ (Reaffirmed),2025-03-31,HIGH,Positive,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bhairavnath Sugar Works Limited,Long Term Bank Facilities - Cash Credit,IVR BB+ (Reaffirmed),2025-03-31,HIGH,Positive,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bhairavnath Sugar Works Limited,Proposed Long Term Bank Facilities,IVR BB+ (Reaffirmed),2025-03-31,HIGH,Positive,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Stork Foods Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-02-04,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Genuine Agro Spices (Proprietorship),Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2025-05-27,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
