Company Name,Instrument,Rating,Rating Date,Urgency,Outlook,Current Rater,Sector,Why Target
Sumridhi Aluminium Private Limited,Long Term Facilities,IVR BBB (Assigned),2025-04-23,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Sumridhi Aluminium Private Limited,Short Term Facilities,IVR A3+ (Assigned),2025-04-23,HIGH,Nil,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Metal Engineering and Treatment Company Private Limited,Long Term Bank Facilities,IVR BB+ (Assigned),2025-04-30,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Metal Engineering and Treatment Company Private Limited,Short Term Bank Facilities,IVR A4+ (Assigned),2025-04-30,HIGH,Nil,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Mahasai Aluminium Profiles Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-05-06,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Mahasai Aluminium Profiles Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),2025-05-06,HIGH,Nil,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Mahasai Aluminium Profiles Private Limited,Proposed Long Term/Short Term Bank Facilities,IVR BBB-/ IVR A3 (Assigned),2025-05-06,HIGH,Stable/-,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Elec Steel Processing Industries Limited,Long Term Facilities,IVR BBB- (Assigned),2025-05-20,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Elec Steel Processing Industries Limited,Short Term Facilities,IVR A3 (Assigned),2025-05-20,HIGH,Nil,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Elec Steel Processing Industries Limited,Proposed Short Term Facilities,IVR A3 (Assigned),2025-05-20,HIGH,Nil,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Tarni Steel LLP,Long Term Bank Facilities,IVR BBB- (Assigned),2025-05-27,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Malnad Alloy Castings Private Limited,Long Term Facilities,IVR BBB- (Assigned),2025-05-30,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Lall Steels Private Limited,Long Term Facilities,IVR BB+ (Assigned),2025-06-06,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Lall Steels Private Limited,Short Term Facilities,IVR A4+ (Assigned),2025-06-06,HIGH,Nil,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Lall Steels Private Limited,Proposed Long- Term/Short Term Facilities,IVR BB+/ IVR A4+ (Assigned),2025-06-06,HIGH,Stable/-,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Narindra and Narindra Steel Corporation,Long Term Bank Facility,IVR BBB- (Assigned),2025-06-06,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Jai Prabhuji Iron & Steel Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-06-12,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Jai Prabhuji Iron & Steel Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),2025-06-12,HIGH,Nil,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Namo Alloys Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-03-18,HIGH,Negative,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Shree Balaji Alumnicast Private Limited,Long Term Bank Facility,IVR BBB (Upgraded),2025-03-27,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Shree Balaji Alumnicast Private Limited,Short Term Bank Facility,IVR A3+ (Upgraded),2025-03-27,HIGH,Nil,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
S P Iron Private Limited,Long Term Bank Facilities,IVR BB- (Reaffirmed),2025-05-06,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
S P Iron Private Limited,Long term/Short Term Bank Facilities,IVR BB-/IVR A4; (Reaffirmed),2025-05-06,HIGH,Stable/-,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Z.V. Steels Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-06-03,HIGH,Negative,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Mother Earth Environ Tech Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-05-20,HIGH,Negative,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Mother Earth Environ Tech Private Limited,Proposed Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-05-20,HIGH,Negative,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Safi Steel Traders Private Limited,Long Term Facilities,IVR BB+ (Reaffirmed),2025-06-12,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Hannu Steel Private Limited,Long Term Bank Facilities,IVR BBB-,2025-03-31,HIGH,Positive,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
Kashmir Steel Rolling Mills,Long Term Bank Facilities,IVR BBB- (Assigned),2024-08-16,HIGH,Stable,Infomerics,Steel & Metals,HIGH urgency rating in Steel & Metals sector — overdue for renewal.
