Company Name,Instrument,Current Rating (Full),Current Rating,Action,Rating Date,Days Since Rating,Urgency,Outlook,Sector,Is INC,Current Rater,Why Target,Pitch Angle
Milkfood Limited,Long Term Bank Facilities,IVR BB+ (Downgraded),IVR BB+,Downgraded,2025-11-25,199,MEDIUM,Negative,Agro/Food,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kanoria Energy and Infrastructure Limited (erstwhile A Infrastructure Limited),Long Term Bank Facilities,IVR BB+ (Downgraded),IVR BB+,Downgraded,2025-11-24,200,MEDIUM,Stable,Infrastructure,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Uma Exports Limited,Long Term Bank Facilities,IVR BB+ (Downgraded),IVR BB+,Downgraded,2025-11-24,200,MEDIUM,Stable,Infrastructure,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Uma Exports Limited,Short Term Bank Facility,IVR A4+ (Downgraded),IVR A4+,Downgraded,2025-11-24,200,MEDIUM,Nil,Infrastructure,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
GVR Infraconstructions India Private Limited,Long Term Bank Facilities,IVR C (Downgraded),IVR C,Downgraded,2025-11-24,200,MEDIUM,Stable,Infrastructure,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Bespoke Art Studio Private Limited,Long Term Fund Based Bank Facilities,IVR BB- (INC) (Downgraded),IVR BB- (INC),Downgraded,2025-11-24,200,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Fortune Chemicals Limited,Long Term Bank Facilities (Proposed),IVR C- (INC)(Downgraded),IVR C- (INC),Downgraded,2025-11-24,200,MEDIUM,Negative,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
GVR Infraconstructions India Private Limited,Short Term Bank Facilities,IVR A4 (Downgraded),IVR A4,Downgraded,2025-11-24,200,MEDIUM,Nil,Infrastructure,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kanoria Energy and Infrastructure Limited (erstwhile A Infrastructure Limited),Short Term Bank Facilities,IVR A4+ (Downgraded),IVR A4+,Downgraded,2025-11-24,200,MEDIUM,Nil,Infrastructure,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Babu Banarasi Das Educational Society,Long Term Fund Based Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-11-24,200,MEDIUM,Negative,Education,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
ATMASTCO Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-11-24,200,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
VFS Capital Limited,Proposed Fund Based - Long Term Bank Facilities,IVR D (INC) (Downgraded),IVR D (INC),Downgraded,2025-11-21,203,MEDIUM,Nil,BFSI,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
DMG Polypack Private Limited,Long Term Bank Facilities,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2025-11-21,203,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
VFS Capital Limited,Fund Based - Long Term Bank Facilities â€“ Term Loans,IVR D (INC) (Downgraded),IVR D (INC),Downgraded,2025-11-21,203,MEDIUM,Nil,BFSI,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
K&R Rail Engineering Limited,Long Term Bank Facilities,IVR BB (Downgraded),IVR BB,Downgraded,2025-11-20,204,MEDIUM,Stable,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Montage Enterprises Private Limited,Long Term Bank Facilities,IVR B- (Downgraded),IVR B-,Downgraded,2025-11-20,204,MEDIUM,Stable,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sri Kanakamahalakshmi Agencies,Long Term Bank Facility,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-11-20,204,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
R E Infra Private Limited,Short Term Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-20,204,MEDIUM,Nil,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ketul Chem Private Limited,Long Term Bank Facilities - Proposed,IVR B+ (INC) (Downgraded),IVR B+ (INC),Downgraded,2025-11-20,204,MEDIUM,Negative,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ketul Chem Private Limited,Long Term Bank Facilities - Fund Based,IVR B+ (INC) (Downgraded),IVR B+ (INC),Downgraded,2025-11-20,204,MEDIUM,Negative,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
R E Infra Private Limited,Long Term Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-11-20,204,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
SSNR Power Private Limited,Short Term Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-20,204,MEDIUM,Nil,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Montage Enterprises Private Limited,Long Term Bank Facilities,IVR B- (Downgraded),IVR B-,Downgraded,2025-11-20,204,MEDIUM,Stable,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Chemtrade Overseas Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-11-20,204,MEDIUM,Negative,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
SSNR Power Private Limited,Long Term Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-11-20,204,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
K&R Rail Engineering Limited,Short Term Bank Facilities,IVR A4 (Downgraded),IVR A4,Downgraded,2025-11-20,204,MEDIUM,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Om Construction,Long Term Bank Facilities,IVR C+ (INC) (Downgraded),IVR C+ (INC),Downgraded,2025-11-20,204,MEDIUM,Negative,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Modest Infrastructure Private Limited,Long Term Bank Facility,IVR BB- (Downgraded),IVR BB-,Downgraded,2025-11-19,205,MEDIUM,Stable,Infrastructure,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Philip D Costa And Co,Short Term Bank Facilities,IVR D (INC)(Downgraded),IVR D (INC),Downgraded,2025-11-19,205,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Philip D Costa And Co,Long Term Bank Facilities,IVR D (INC)(Downgraded),IVR D (INC),Downgraded,2025-11-19,205,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sadguru Sri Sri Sakhar Karkhana Limited,Long term Bank Facilities,IVR BB (Downgraded and Withdrawn),IVR BB (Downgraded and Withdrawn),Downgraded,2025-11-18,206,MEDIUM,Stable,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Titanium Vitrified Private Limited,Long Term Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-11-18,206,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sadguru Sri Sri Sakhar Karkhana Limited,Short Term Bank Facilities,IVR A4 (Downgraded),IVR A4,Downgraded,2025-11-18,206,MEDIUM,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sadguru Sri Sri Sakhar Karkhana Limited,Long term Bank Facilities,IVR BB (Downgraded),IVR BB,Downgraded,2025-11-18,206,MEDIUM,Stable,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Satkartar Electricals and Electronics Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-11-18,206,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sadguru Sri Sri Sakhar Karkhana Limited,Short Term Bank Facilities,IVR A4 (Downgraded and Withdrawn),IVR A4 (Downgraded and Withdrawn),Downgraded,2025-11-18,206,MEDIUM,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Titanium Vitrified Private Limited,Short Term Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-18,206,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Bindra Steel Private Limited,Short Term Facilities,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-11-17,207,MEDIUM,Nil,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Royal Imports and Exports,Long Term Bank Facilities,IVR BB (INC) (Downgraded),IVR BB (INC),Downgraded,2025-11-17,207,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Bindra Steel Private Limited,Long Term Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-11-17,207,MEDIUM,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ayoki Fabricon Private Limited,Short Term Non- Fund Based Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-17,207,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Miracle Enterprise,Long Term Bank Facilities,IVR D (INC)(Downgraded),IVR D (INC),Downgraded,2025-11-17,207,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ayoki Fabricon Private Limited,Long Term Fund Based Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-11-17,207,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Royal Imports and Exports,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-17,207,MEDIUM,Nil,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Rubber Matters Private Limited,Long Term Fund Based limits,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-11-17,207,MEDIUM,Negative,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Mayura Packaging Private Limited,Long Term Fund based bank facility- Term Loan,IVR C+ (INC) (Downgraded),IVR C+ (INC),Downgraded,2025-11-17,207,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Eagle Steel Industries Private Limited,Long Term Facilities,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2025-11-17,207,MEDIUM,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Mayura Packaging Private Limited,Long Term Fund based bank facility- Cash Credit,IVR C+ (INC) (Downgraded),IVR C+ (INC),Downgraded,2025-11-17,207,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kedareshwar Khandsari Udyog Private Limited,Short Term Bank Facilities - Bank Guarantee,IVR A4+ (INC) (Downgraded),IVR A4+ (INC),Downgraded,2025-11-14,210,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kedareshwar Khandsari Udyog Private Limited,Long Term Bank Facilities - DL-WHR,IVR BB+ (INC) (Downgraded),IVR BB+ (INC),Downgraded,2025-11-14,210,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Aman Rolling Mills Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-11-14,210,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Bharath Hi-Tecch Builders Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-11-14,210,MEDIUM,Negative,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Karbonsteel Engineering Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-11-14,210,MEDIUM,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Karbonsteel Engineering Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-11-14,210,MEDIUM,Nil,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kamala Ginning and Oil Industries Private Limited,Long Term Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-11-14,210,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kedareshwar Khandsari Udyog Private Limited,Long Term Bank Facilities - Term Loan,IVR BB+ (INC) (Downgraded),IVR BB+ (INC),Downgraded,2025-11-14,210,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kedareshwar Khandsari Udyog Private Limited,Long Term Bank Facilities - Cash Credit,IVR BB+ (INC) (Downgraded),IVR BB+ (INC),Downgraded,2025-11-14,210,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Bharath Hi-Tecch Builders Private Limited,Long Term/ Short Term Bank Facilities,IVR BB-/IVR A4; (INC)(Downgraded),IVR BB-/IVR A4; (INC),Downgraded,2025-11-14,210,MEDIUM,Negative/-,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Nilkanth Mining Co.,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-13,211,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Nilkanth Mining Co.,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-11-13,211,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sai Industries Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-11-12,212,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Active Clothing Company Limited,Long Term / Short Term Facilities,IVR BB+/IVR A4+; (INC) (Downgraded),IVR BB+/IVR A4+; (INC),Downgraded,2025-11-12,212,MEDIUM,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sambaragi Traders,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-11-12,212,MEDIUM,Negative,Trading,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Active Clothing Company Limited,Long Term Facilities,IVR BB+ (INC) (Downgraded),IVR BB+ (INC),Downgraded,2025-11-12,212,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shirdi Sai Electricals Limited,Short Term Facilities,IVR A3+ (Downgraded),IVR A3+,Downgraded,2025-11-12,212,MEDIUM,Nil,Infrastructure,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shirdi Sai Electricals Limited,Long Term Facilities,IVR BBB (Downgraded),IVR BBB,Downgraded,2025-11-12,212,MEDIUM,Stable,Infrastructure,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Youngman Woollen Mills Private Limited,Long Term Bank Facilities,IVR BB (INC) (Downgraded),IVR BB (INC),Downgraded,2025-11-10,214,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Universal Infra & Agri Oils Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-11-10,214,MEDIUM,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Arya Steels Rolling (India) Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-11-10,214,MEDIUM,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Autolite India Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-11-10,214,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Arya Steels Rolling (India) Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-11-10,214,MEDIUM,Nil,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ramkrishna Cotspin Private Limited,Long Term Bank Facilities,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2025-11-07,217,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ramkrishna Cotspin Private Limited,Long Term Bank Facilities,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2025-11-07,217,MEDIUM,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Global Ores & Alloys Industries Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-07,217,MEDIUM,Nil,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Global Ores & Alloys Industries Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-11-07,217,MEDIUM,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ramkrishna Cotspin Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-07,217,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ramkrishna Cotspin Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-07,217,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sri Vasave Kanyaka Parameshwari Rice Mills Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-11-06,218,MEDIUM,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sneh Polymers Private Limited,Long Term/Short Term Facilities,IVR BB / IVR A4; (INC) (Downgraded),IVR BB / IVR A4; (INC),Downgraded,2025-11-06,218,MEDIUM,Negative/-,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sneh Polymers Private Limited,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),IVR A4 (INC),Downgraded,2025-11-06,218,MEDIUM,Nil,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kuppanna Poultry Farm,Proposed Long Term Fund Based Bank Facility,IVR BB+ (Downgraded to IVR D and upgraded & withdrawn),IVR BB+ (Downgraded to IVR D and upgraded & withdrawn),Downgraded,2025-11-06,218,MEDIUM,Stable,Agro/Food,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kuppanna Poultry Farm,Long Term Facilities,IVR BB+ (Downgraded to IVR D and upgraded & withdrawn),IVR BB+ (Downgraded to IVR D and upgraded & withdrawn),Downgraded,2025-11-06,218,MEDIUM,Stable,Agro/Food,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sneh Polymers Private Limited,Long Term Facilities,IVR BB (INC) (Downgraded),IVR BB (INC),Downgraded,2025-11-06,218,MEDIUM,Negative,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Saamy Developers Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-11-06,218,MEDIUM,Negative,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
SVP Industries Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-11-04,220,MEDIUM,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ashish Infracon Private Limited,Long Term Facilities,IVR BB+ (Downgraded),IVR BB+,Downgraded,2025-11-04,220,MEDIUM,Stable,Infrastructure,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
