Company Name,Instrument,Current Rating,Rating Date,Urgency,Outlook,Sector,Current Rater,Why Target,Pitch Angle,Priority Score
C K Constructions India Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Reaffirmed),2025-03-28,HIGH,Negative,Construction,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
DMR Builders Private Limited,Long Term/ Short Term Bank Facilities,IVR BB+/IVR A4+; (INC)(Downgraded),2025-03-28,HIGH,Negative/-,Construction,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Beohari Bansukli Pathways Private Limited,Long Term Facilities,IVR B- (INC)(Downgraded),2025-03-28,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Beohari Bansukli Pathways Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-03-28,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Maa Jay Chandi Multipurpose Cold Storage Private Limited,Long Term Facilities,IVR B- (INC)(Reaffirmed),2025-03-28,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Udit Baihar Lamta Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-03-28,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Udit Baihar Lamta Private Limited,Long Term Facilities,IVR B- (INC)(Downgraded),2025-03-28,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Udit Pathways Private Limited,Long Term Facilities,IVR B (INC)(Downgraded),2025-03-28,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Udit Pathways Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-03-28,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Rewa Pathways Private Limited (RPPL),Long Term Facilities,IVR B (INC)(Downgraded),2025-03-28,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Rewa Pathways Private Limited (RPPL),Long Term Facilities,IVR B (INC)(Downgraded),2025-03-28,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Udit Pathways Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),2025-03-28,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Udit Pathways Private Limited,Long Term Facilities,IVR B (INC)(Downgraded),2025-03-28,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
DMR Builders Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-03-28,HIGH,Nil,Construction,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
DMR Builders Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-28,HIGH,Negative,Construction,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sunil Kumar Agarwal LLP,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-03-29,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Hill Brow Metallics and Construction Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-03-29,HIGH,Nil,Steel & Metals,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Hill Brow Metallics and Construction Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-29,HIGH,Negative,Steel & Metals,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sunil Kumar Agarwal LLP,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-03-29,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sunil Kumar Agarwal LLP,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-29,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Hill Brow Metallics and Construction Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-03-29,HIGH,Nil,Steel & Metals,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sunil Kumar Agarwal LLP,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-29,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Hill Brow Metallics and Construction Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-03-29,HIGH,Negative,Steel & Metals,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Hotel Tara Palace,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-03-31,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Platinum Textiles Limited,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-03-31,HIGH,Nil,Textiles,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Platinum Textiles Limited,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-03-31,HIGH,Nil,Textiles,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Platinum Textiles Limited,Short Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-03-31,HIGH,Nil,Textiles,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Bemco Sleepers Limited,Short Term Facility,IVR A4 (INC)(Reaffirmed),2025-03-31,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Bemco Sleepers Limited,Long Term Bank Facility,IVR C+ (INC)(Downgraded),2025-03-31,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Platinum Textiles Limited,Short Term Bank Facilities,IVR D (INC)(Reaffirmed),2025-03-31,HIGH,Nil,Textiles,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Blizzard Ceramica LLP,Long Term Facilities,IVR D (INC)(Reaffirmed),2025-03-31,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Blizzard Ceramica LLP,Short Term Facilities,IVR D (INC)(Reaffirmed),2025-03-31,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Bemco Sleepers Limited,Long Term Bank Facility,IVR C+ (INC)(Downgraded),2025-03-31,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Alkameyst Life Private Limited,Issuer,IVR B- (INC)(Downgraded),2025-03-31,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Alkameyst Life Private Limited,Issuer,IVR B- (INC)(Downgraded),2025-03-31,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Bemco Sleepers Limited,Short Term Facility,IVR A4 (INC)(Reaffirmed),2025-03-31,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sampark Fin Services Private Limited,Proposed Bank Facilities - Term Loans,IVR D (INC)(Reaffirmed),2025-04-01,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Vijay Engineering & Machinery Company,Short Term Facilities,IVR A4+ (INC)(Downgraded),2025-04-01,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Adhikar Microfinance Private Limited,Proposed Long Term Bank Facilities-Term Loans,IVR D (INC)(Reaffirmed),2025-04-01,HIGH,Nil,BFSI,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Adhikar Microfinance Private Limited,Long Term Bank Facilities- Term Loan,IVR D (INC)(Reaffirmed),2025-04-01,HIGH,Nil,BFSI,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sampark Fin Services Private Limited,Long Term Bank Facilities - Term Loan,IVR D (INC)(Reaffirmed),2025-04-01,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Vijay Engineering & Machinery Company,Long Term/ Short Term Facilities,IVR BB+/IVR A4+; (INC)(Downgraded),2025-04-01,HIGH,Negative/-,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Vijay Engineering & Machinery Company,Long Term Facilities,IVR BB+ (INC)(Downgraded),2025-04-01,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Anusaya Poly Products Industries,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2025-04-01,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Thakur Agro Products,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-04-01,HIGH,Negative,Agro/Food,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Anusaya Poly Products Industries,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2025-04-01,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Frontier Knitters Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-04-01,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Bhatia Trading Company,Long Term Bank Facilities - Proposed,IVR C+ (INC)(Downgraded),2025-04-01,HIGH,Negative,Trading,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Frontier Knitters Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-04-01,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
KK Spun India Limited (KKSIL),Short Term non-fund- based facilities,IVR D (INC)(Reaffirmed),2025-04-01,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
KK Spun India Limited (KKSIL),Long Term fund-based bank facilities,IVR D (INC)(Reaffirmed),2025-04-01,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sun Paper Mill Limited,Proposed Long Term Bank Facility - Proposed Term Loan,IVR B (INC)(Downgraded),2025-04-02,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sun Paper Mill Limited,Short Term Non-Fund Based Bank Facility - Letter of Credit,IVR A4 (INC)(Reaffirmed),2025-04-02,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Alstrong Enterprises India Private Limited,Short Term Facilities,IVR D (INC) (Reaffirmed),2025-04-02,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Eppeltone Engineers Private Limited,Long Term Bank Facilities - Term Loan,IVR B (INC)(Downgraded),2025-04-02,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sentini Flopipes India Private Limited,Short Term Non-Fund Based Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-04-02,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sun Paper Mill Limited,Long Term Fund Based Bank Facility - OCC,IVR B (INC)(Downgraded),2025-04-02,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
BFG International Private Limited,Fund Based Facility - Term Loan,IVR C+ (INC)(Downgraded),2025-04-02,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sentini Flopipes India Private Limited,Long Term Fund Based Bank Facilities,IVR BB- (INC)(Downgraded),2025-04-02,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
BFG International Private Limited,Fund Based Facility - Cash Credit,IVR C+ (INC)(Downgraded),2025-04-02,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Eppeltone Engineers Private Limited,Short Term Non- Fund Based Bank Facilities - Bank Guarantee,IVR A4 (INC)(Reaffirmed),2025-04-02,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
BFG International Private Limited,Non-Fund Facilities - Bank Guarantee,IVR C+/IVR A4; (INC)(Downgraded/Reaffirmed),2025-04-02,HIGH,Negative/-,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Shri Ram Raja Sarkar Lok Kalyan Trust,Long Term Bank Facilities - Overdraft,IVR B- (INC)(Downgraded),2025-04-02,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
BFG International Private Limited,Proposed Fund Based Facilities - Cash Credit,IVR C+ (INC)(Downgraded),2025-04-02,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Eppeltone Engineers Private Limited,Long Term Bank Facilities - Cash Credit,IVR B (INC)(Downgraded),2025-04-02,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Alstrong Enterprises India Private Limited,Long Term Facilities,IVR D (INC) (Reaffirmed),2025-04-02,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Alstrong Enterprises India Private Limited,Short Term Facilities,IVR D (INC) (Reaffirmed),2025-04-02,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
BFG International Private Limited,Non-Fund Facilities - Letter of Credit,IVR A4 (INC)(Reaffirmed),2025-04-02,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Sun Paper Mill Limited,Proposed Long Term Bank Facility - Proposed Term Loan,IVR B (INC)(Downgraded),2025-04-02,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Alstrong Enterprises India Private Limited,Long Term Facilities,IVR D (INC) (Reaffirmed),2025-04-02,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Kings Canyon SEZ Private Limited,Long Term Facility Fund Based - Lease Rental Discounting,IVR D (INC)(Reaffirmed),2025-04-04,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Lifeline Multi Ventures Private Limited,Long Term Bank Facilities - LRD Loan,IVR BB+ (INC)(Downgraded),2025-04-04,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Lifeline Multi Ventures Private Limited,Long Term Bank Facilities - LRD Loan,IVR BB+ (INC)(Downgraded),2025-04-04,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Kings Canyon SEZ Private Limited,Long Term Facility Fund Based - Lease Rental Discounting,IVR D (INC)(Reaffirmed),2025-04-04,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Master Linens Inc.,Long/Short Term Bank Facilities,IVR BB-/IVR A4; (INC)(Downgraded),2025-04-04,HIGH,Negative/-,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Tassos Construction Private Limited,Long Term Bank Facilities,IVR D (INC)(Downgraded),2025-04-04,HIGH,Nil,Construction,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Tassos Construction Private Limited,Long Term /Short Term Bank Facilities,IVR D (INC)(Downgraded),2025-04-04,HIGH,Nil,Construction,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Lifeline Multi Ventures Private Limited,Long Term Bank Facilities - Term Loans,IVR BB+ (INC)(Downgraded),2025-04-04,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
D.N. Homes Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-04-04,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Akanksha Power and Infrastructure Limited (APIL),Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2025-04-04,HIGH,Nil,Infrastructure,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Akanksha Power and Infrastructure Limited (APIL),Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-04-04,HIGH,Negative,Infrastructure,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Master Linens Inc.,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-04-04,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Minakshi Solvex LLP (MSL),Long Term Facilities,IVR BB- (INC)(Downgraded),2025-04-04,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Master Linens Inc.,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-04-04,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Arete Institute of Medical Sciences Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-04-04,HIGH,Negative,Education,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Lifeline Multi Ventures Private Limited,Long Term Bank Facilities - Term Loans,IVR BB+ (INC)(Downgraded),2025-04-04,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Swati Industries,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2025-04-07,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Ray Engineering Private Limited,Long Term fund-based Bank Facilities,IVR BB (INC)(Downgraded),2025-04-07,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Ray Engineering Private Limited,Short Term Non-fund-based Bank Facilities,IVR A4 (INC)(Downgraded),2025-04-07,HIGH,Nil,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
Jalna Siddhivinayak Alloys Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2025-04-07,HIGH,Nil,Steel & Metals,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
National Capsules Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-04-07,HIGH,Negative,Other/Unknown,Infomerics,INC rating = walked out on current rater. Immediate need for new agency.,Company has INC status — stopped cooperating with Infomerics. Needs new rating agency urgently. ACER can provide fresh start with clean slate.,100
