Company Name,Current Rater,Instrument,Rating,Rating Date,Days Since Rating,Action,Urgency,Sector,INC_Flag,Why Target,Pitch Angle
Riya Travel & Tours (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 3+,2026-04-21,52,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
J R C Grid Engineers Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-21,52,Downgraded,LOW,Infrastructure,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Dev Priya Papers Pvt. Ltd.,CRISIL,Term loans,BBB+,2026-04-21,52,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
New Modern Technomech Pvt. Ltd.,CARE,Term loans,C,2026-04-21,52,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Agmotex Fabrics Pvt. Ltd.,CRISIL,Term loans,B,2026-04-21,52,Downgraded,LOW,Textiles,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
J R C Grid Engineers Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-21,52,Downgraded,LOW,Infrastructure,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Med Freshe Pvt. Ltd.,CARE,Term loans,B+,2026-04-21,52,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Kaveri Ginning Industries Pvt. Ltd.,CRISIL,Term loans,B,2026-04-20,53,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Phoenix Structural & Engg. Pvt. Ltd.,ACUITE,Long term Loans,B-,2026-04-20,53,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Intercraft Trading Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-20,53,Downgraded,LOW,Trading,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
J S P Autocore Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,BB,2026-04-20,53,Downgraded,LOW,Other/Unknown,N,"Downgraded by ACUITE — dissatisfied client, open to better alternative.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Greenway Clothings India Pvt. Ltd.,CRISIL,Long term Loans,BB,2026-04-20,53,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Adarsha Specialty Chemicals Pvt. Ltd.,ACUITE,Long term Loans,B-,2026-04-20,53,Downgraded,LOW,Chemicals,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Hansco Iron & Steels Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-20,53,Downgraded,LOW,Steel & Metals,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Harbir Automobile Pvt. Ltd.,CARE,Term loans,B+,2026-04-20,53,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Dhanbad Rock Wool Insulation Ltd.,CRISIL,Term loans,B,2026-04-20,53,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Stellar Innovative Transportation Solutions Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-20,53,Downgraded,LOW,Infrastructure,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
K P Solvex Pvt. Ltd.,CARE,Fund based financial facility/instrument,B,2026-04-20,53,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Govind Steel Co. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-20,53,Downgraded,LOW,Steel & Metals,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Globe Precision Inds. Pvt. Ltd.,ACUITE,Term loans,B-,2026-04-20,53,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
I T A Lake Ceramic Pvt. Ltd.,CRISIL,Term loans,B,2026-04-20,53,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Phoenix Structural & Engg. Pvt. Ltd.,ACUITE,Term loans,B-,2026-04-20,53,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Jai Gears Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-20,53,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Jai Gears Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-20,53,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
K P Solvex Pvt. Ltd.,CARE,Term loans,B,2026-04-20,53,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
I F P Petro Products Pvt. Ltd.,CARE,Term loans,B-,2026-04-17,56,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Borkar Packaging Pvt. Ltd.,ACUITE,Long term Loans,C,2026-04-17,56,Downgraded,LOW,Other/Unknown,N,"Downgraded by ACUITE — dissatisfied client, open to better alternative.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
K Kumar Raja Projects Pvt. Ltd.,CRISIL,Term loans,BB+,2026-04-17,56,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
K Kumar Raja Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2026-04-17,56,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Vikrma Impex Pvt. Ltd.,ACUITE,Term loans,B+,2026-04-17,56,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Junna Solar Systems Ltd.,CRISIL,Term loans,B,2026-04-17,56,Downgraded,LOW,Infrastructure,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
H N Agri Serve Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-17,56,Downgraded,LOW,Agro/Food,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
H N Agri Serve Pvt. Ltd.,CRISIL,Term loans,B,2026-04-17,56,Downgraded,LOW,Agro/Food,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Krisha Distribution Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-17,56,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Vimla Fuels & Metals Ltd.,ACUITE,Letter Of credit,D,2026-04-17,56,Downgraded,LOW,Steel & Metals,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Borkar Packaging Pvt. Ltd.,ACUITE,Letter Of credit,A 4,2026-04-17,56,Downgraded,LOW,Other/Unknown,N,"Downgraded by ACUITE — dissatisfied client, open to better alternative.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Borkar Packaging Pvt. Ltd.,ACUITE,Term loans,C,2026-04-17,56,Downgraded,LOW,Other/Unknown,N,"Downgraded by ACUITE — dissatisfied client, open to better alternative.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Junna Solar Systems Ltd.,CRISIL,Letter Of credit,A 4,2026-04-17,56,Downgraded,LOW,Infrastructure,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Jeewan Motors Pvt. Ltd.,CRISIL,Term loans,BB+,2026-04-17,56,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Jeewan Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A 4+,2026-04-17,56,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Jeewan Motors Pvt. Ltd.,CRISIL,Long term Loans,BB+,2026-04-17,56,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Jeewan Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A 4+,2026-04-17,56,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Balaji Agro Pvt. Ltd.,ACUITE,Long term Loans,B+,2026-04-17,56,Downgraded,LOW,Agro/Food,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Rasha Ind. Pvt Ltd,ACUITE,Long term Loans,BB+,2026-04-17,56,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Ishwar Ispat Inds. Pvt. Ltd.,CARE,Term loans,B,2026-04-17,56,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
I F P Petro Products Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,2026-04-17,56,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Accelerated Freeze Drying Co. Ltd.,ICRA,Non-government debt,BB+/A4+,2026-04-17,56,Downgraded,LOW,Other/Unknown,N,"Downgraded by ICRA — dissatisfied client, open to better alternative.",Your ICRA rating was downgraded. ACER provides independent assessment — we may rate you better.
Seven Seas Distillery Pvt. Ltd.,CARE,Bank Guarantee,B,2026-04-17,56,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Nevco Engineers Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,2026-04-17,56,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Rasha Ind. Pvt Ltd,ACUITE,Term loans,BB+,2026-04-17,56,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
New Modern Technomech Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Vasani Polymers Pvt. Ltd.,ACUITE,Term loans,B-,2026-04-16,57,Downgraded,LOW,Chemicals,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
M G T Motors Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,A 4,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Vimal Coal Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Vasani Polymers Pvt. Ltd.,ACUITE,Long term Loans,B-,2026-04-16,57,Downgraded,LOW,Chemicals,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Vimal Coal Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
M G T Motors Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,A 4,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Kovilpatti Lakshmi Roller Flour Mills Ltd.,CRISIL,Long term Loans,BBB-,2026-04-16,57,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Vimal Coal Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Kovilpatti Lakshmi Roller Flour Mills Ltd.,CRISIL,Term loans,BBB-,2026-04-16,57,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Samruddhi Industries Ltd.,ACUITE,Term loans,B,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Suyash Chemical & Fertilizer Pvt. Ltd.,CARE,Term loans,B,2026-04-16,57,Downgraded,LOW,Chemicals,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Mutha Engineering Pvt. Ltd.,CARE,Term loans,BB-,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Suyash Chemical & Fertilizer Pvt. Ltd.,CARE,Bank Guarantee,B,2026-04-16,57,Downgraded,LOW,Chemicals,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Shree Hari Infraprojects Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-04-16,57,Downgraded,LOW,Infrastructure,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
I C A Edu Skills Pvt. Ltd.,ACUITE,Long term Loans,B-,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Shree Hari Infraprojects Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-16,57,Downgraded,LOW,Infrastructure,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Fores Elastomech India Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Fores Elastomech India Pvt. Ltd.,CRISIL,Term loans,B,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Kovilpatti Lakshmi Roller Flour Mills Ltd.,CRISIL,Term loans,BBB-,2026-04-16,57,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Sahney Commutators (P) Ltd.,CRISIL,Letter Of credit,A 3,2026-04-16,57,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Shree Hari Infraprojects Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-04-16,57,Downgraded,LOW,Infrastructure,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Shree Hari Infraprojects Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-04-16,57,Downgraded,LOW,Infrastructure,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Fores Elastomech India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Samruddhi Industries Ltd.,ACUITE,Long term Loans,B,2026-04-16,57,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Boxcoworld Pvt. Ltd.,CRISIL,Bank Guarantee,D,2026-04-15,58,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
D P Jain Dariapur-Jasondhi (Annuity) Road Projects Pvt. Ltd.,CARE,Term loans,BB+,2026-04-15,58,Downgraded,LOW,Infrastructure,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Special Ceramics Pvt. Ltd.,ACUITE,Term loans,B-,2026-04-15,58,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Whitelotus Industries Ltd.,ACUITE,Term loans,B-,2026-04-15,58,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Sparsh Hospitals & Critical Care Pvt. Ltd.,CRISIL,Term loans,BB,2026-04-15,58,Downgraded,LOW,Healthcare,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Boxcoworld Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,D,2026-04-15,58,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Baba Malleshwar Rice Mill Pvt. Ltd.,CARE,Term loans,B-,2026-04-15,58,Downgraded,LOW,Agro/Food,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Diamond Beverages Pvt. Ltd.,CARE,Term loans,B+,2026-04-15,58,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Antony Road Transport Solutions Pvt. Ltd.,CARE,Term loans,B-,2026-04-15,58,Downgraded,LOW,Infrastructure,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Special Ceramics Pvt. Ltd.,ACUITE,Long term Loans,B-,2026-04-15,58,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Surya Global Hospitals Pvt. Ltd.,ACUITE,Term loans,B-,2026-04-15,58,Downgraded,LOW,Healthcare,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
J P L Industries Ltd.,CARE,Term loans,B+,2026-04-14,59,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
J P L Industries Ltd.,CARE,Fund based financial facility/instrument,B+,2026-04-14,59,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Natraj Electro Casting Pvt. Ltd.,CARE,Term loans,B-,2026-04-14,59,Downgraded,LOW,Steel & Metals,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Natraj Electro Casting Pvt. Ltd.,CARE,Non-government debt,B-/A4,2026-04-14,59,Downgraded,LOW,Steel & Metals,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
S J S Healthcare Ltd.,CRISIL,Long term Loans,BB-,2026-04-14,59,Downgraded,LOW,Healthcare,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
S J S Healthcare Ltd.,CRISIL,Long term Loans,BB-,2026-04-14,59,Downgraded,LOW,Healthcare,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Rathi Bars Ltd.,CARE,Term loans,B-,2026-04-14,59,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Frostees India Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-13,60,Downgraded,LOW,Other/Unknown,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
B S Shakti Steel Pvt. Ltd.,CARE,Term loans,B-,2026-04-13,60,Downgraded,LOW,Steel & Metals,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Baba Structural Pvt. Ltd.,CARE,Term loans,B+,2026-04-13,60,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Frostees India Pvt. Ltd.,CARE,Term loans,BB-,2026-04-13,60,Downgraded,LOW,Other/Unknown,N,"Downgraded by CARE — dissatisfied client, open to better alternative.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
B S Shakti Steel Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,2026-04-13,60,Downgraded,LOW,Steel & Metals,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Ramiya Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,2026-04-13,60,Downgraded,LOW,Construction,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Ajay Protech Pvt. Ltd.,CRISIL,Bank Guarantee,D,2026-04-13,60,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Vazron Industries Pvt. Ltd.,CARE,Term loans,B+,2026-04-13,60,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
