Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,State,Lead Segment,Why Target,ACER Pitch Angle,Priority Score,Contact Person,Contact Info
Deepak Gupta Memorial Foundation,Long Term Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2026-01-13,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Dhansamridhi Finance Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2026-01-12,LOW,BFSI,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Dhruv Industries Limited,Long/Short Term Bank Facilities,Infomerics,IVR B+/IVR A4; (INC)(Downgraded/Reaffirmed),2026-01-29,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Dodhia Chem-Tex Private Limited,Long Term/Short Term (Proposed) bank facilities,Infomerics,IVR BB-/IVR A4; (INC)(Withdrawn),2025-12-23,LOW,Chemicals,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Dodhia Synthetics Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Withdrawn),2025-12-23,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Duke Fabrics India Limited,Long Term Bank Facilities,Infomerics,IVR B (INC) (Downgraded),2026-02-04,LOW,Textiles,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
E Krishnappa,Long Term Facilities,Infomerics,IVR B- (INC)(Downgraded),2026-01-16,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
EM Square Homes Private Limited,Long Term Bank Facility,Infomerics,IVR BB (INC)(Downgraded),2026-02-09,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
ETO Motors Private Limited,Long Term Bank Facilities (Proposed),Infomerics,IVR B- (INC)(Downgraded),2026-02-04,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Eagle Steels Rolling Mills Private Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2026-01-28,LOW,Steel & Metals,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Emperial Films LLP,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),2026-02-09,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Enzotech Solutions Private Limited,Long Term /Short Term Bank Facilities,Infomerics,IVR C+/IVR A4; (INC)(Downgraded),2026-02-09,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Fastbuild Blocks Private Limited,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),2026-02-02,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
GMW Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC) (Downgraded),2026-01-09,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
GRN Constructions Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-12-15,LOW,Construction,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
GSA Industries,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),2026-01-13,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Ganjam Nagappa And Son Private Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2026-01-16,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Garden Court Distilleries Private Limited,Long Term/ Short Term Facilities,Infomerics,IVR BB+/IVR A4+; (INC)(Withdrawn),2026-01-29,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Gates Wears,Long Term Bank Facilities,Infomerics,IVR B+ (INC) (Downgraded),2026-02-03,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Gauri Ganesh Ispat Private Limited,Long Term Bank Facility,Infomerics,IVR BB (INC)(Downgraded),2026-01-22,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Geonair Aircondition & Refrigeration Manufacturers Private Limited,Long Term Bank Facilities,Infomerics,IVR B (INC) (Downgraded),2026-01-23,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Global Powersource (India) Private Limited,Long Term Bank Facility,Infomerics,IVR D (INC)(Reaffirmed),2026-02-10,LOW,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Gupta Power Infrastructure Limited,Short Term Bank Facilities,Infomerics,IVR D (INC) (Reaffirmed),2026-01-14,LOW,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
HR Ispat Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC) (Reaffirmed),2026-01-29,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Hansa Tubes Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC) (Reaffirmed),2026-01-08,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Hariom Industries Limited,Short Term Bank Facilities,Infomerics,IVR A3 (INC) (Downgraded),2025-12-18,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Harsha International,Long Term Facilities,Infomerics,IVR D (INC)(Reaffirmed),2026-01-19,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Hartek Power Private Limited,Long Term Facilities,Infomerics,IVR BB+ (INC)(Withdrawn),2026-01-13,LOW,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Heera Ind Trading Private Limited,Long Term Bank Facilities,Infomerics,IVR D (INC) (Reaffirmed),2026-01-29,LOW,Trading,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
IBIS Smart Marble Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC) (Downgraded),2026-02-02,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
IIT-ians Pace Education Private Limited,Long Term Bank Facilities â€“ Dropline Overdraft,Infomerics,IVR B+ (INC)(Downgraded),2025-12-18,LOW,Education,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
IQ City Foundation,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),2026-01-09,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
IQRA Microfinance Federation,Long Term Bank Facilities - Proposed Term Loan,Infomerics,IVR C+ (INC)(Downgraded),2026-01-23,LOW,BFSI,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
IRP Infra Tech Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),2025-12-29,LOW,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Inderjit Mehta Constructions Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC) (Downgraded),2026-01-22,LOW,Construction,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
India Home Loan Limited,Non-Convertible Debenture,Infomerics,IVR D (INC) (Reaffirmed),2026-01-23,LOW,BFSI,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
JHV Construction Company Private Limited,Long Term Bank Facilities,Infomerics,IVR B (INC)(Downgraded),2026-02-09,LOW,Construction,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
JS Auto Cast Foundry India Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2026-01-09,LOW,Steel & Metals,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
JSE Infotech Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),2026-02-06,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Jagdish Saran,Short Term Bank Facility,Infomerics,IVR A4 (INC) (Reaffirmed),2026-01-07,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Jai Hind Feeds,Long Term Bank Facilities - Term Loan,Infomerics,IVR BB- (INC)(Downgraded),2025-12-23,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
KCP Infra Limited,Long Term Facilities/ Short Term Facilities,Infomerics,IVR BB+/IVR A4+; (INC)(Downgraded),2026-01-16,LOW,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
KGR Enterprises Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),2026-01-07,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
KHFM Hospitality & Facility Management Services Limited,Short Term Bank Facilities,Infomerics,IVR D (INC) (Reaffirmed),2026-01-13,LOW,Healthcare,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
KT Construction,Short Term Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),2026-01-20,LOW,Construction,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Kailash Kraft Paper LLP,Proposed Short Term Bank Facility,Infomerics,IVR A4 (INC) (Reaffirmed),2025-12-16,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Katyayini Paper Mills Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),2026-01-08,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Kavita Industries,Long Term Bank Facilities,Infomerics,IVR C+ (INC) (Downgraded),2026-02-02,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Kisha Telelinks Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC) (Downgraded),2026-01-07,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Kothari Metsol Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),2025-12-23,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Kumar Cotton Mills Private Limited,Long Term Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2026-01-06,LOW,Agro/Food,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Kute Sons Dairys Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2026-01-12,LOW,Agro/Food,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Kute Sons Fresh Dairy Private Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2026-01-12,LOW,Agro/Food,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Lahari Laminates Private Limited,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),2026-02-09,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
M/s Kakda Stone Crusher,Long Term Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-12-26,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
M/s Niranjan Rai,Long Term Bank Facilities,Infomerics,IVR BBB- (INC)(Downgraded),2025-12-24,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
MFAR Constructions Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (INC)(Withdrawn),2026-01-16,LOW,Construction,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Madhya Pradesh Power Generating Company Limited,Long Term Bank Facility,Infomerics,IVR B+ (INC)(Downgraded),2025-12-31,LOW,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Maghalakshmi Plaazaa,Long Term Bank Facilities,Infomerics,IVR B- (INC)(Downgraded),2026-02-04,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Magnite Developers Private Limited,Non - Convertible Debentures,Infomerics,IVR BB+ (INC) (Downgraded),2026-01-01,LOW,Construction,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Mahalaxmi Distributors,Short Term Facilities,Infomerics,IVR A4 (INC) (Reaffirmed),2026-02-02,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Manbhum Ispat Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (INC)(Downgraded),2025-12-19,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Master (India) Brewing Company,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2026-02-06,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Melzer Chemicals Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),2026-01-02,LOW,Chemicals,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Metaguard Engineers and Contractors,Short Term Bank Facilities,Infomerics,IVR A4 (INC) (Reaffirmed),2026-02-04,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Metropole Vinimay Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC) (Downgraded),2025-12-18,LOW,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Millenium Steel India Private Limited,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),2026-01-09,LOW,Steel & Metals,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Mittal International,Short Term Bank Facilities,Infomerics,IVR A4 (INC) (Reaffirmed),2026-02-02,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Morth Infrastructure Private Limited,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),2026-01-22,LOW,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Mulpuri Poultries,Long Term Bank Facilities,Infomerics,IVR B (INC)(Downgraded),2026-01-07,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Mundhe Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),2026-01-23,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Myrayash Hotels Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (CE)(INC)(Reaffirmed),2026-01-21,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
N.E. Agency,Long term / Short Term Bank Facilities,Infomerics,IVR C+/IVR A4; (INC)(Downgraded),2026-01-27,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
N.N Global Mercantile Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),2026-02-04,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
NK Construction Group,Short Term Facilities,Infomerics,IVR A4 (INC) (Reaffirmed),2025-12-15,LOW,Construction,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Nature Delight Dairy & Dairy Products Private Limited,Long Term Facilities,Infomerics,IVR BBB- (INC)(Downgraded),2026-02-09,LOW,Agro/Food,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Navkar Lifesciences,Long Term Bank Facilities,Infomerics,IVR C+ (INC) (Downgraded),2025-12-16,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Nishant Mouldings Private Limited,Short Term Facilities,Infomerics,IVR A4+ (INC)(Withdrawn),2026-01-27,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Orange Auto Private Limited,Long Term Facilities,Infomerics,IVR BB+ (INC)(Reaffirmed),2026-01-16,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
PES Installations Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC) (Downgraded),2026-01-08,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Panesar Steel & Power Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC) (Downgraded),2026-01-29,LOW,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Pankaj Ispat Private Limited,Long Term Bank Facility,Infomerics,IVR BB+ (INC) (Downgraded),2026-01-22,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Paragon Apparel Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),2026-02-09,LOW,Textiles,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Parva Balaji Projects,Short Term Facilities,Infomerics,IVR A4 (INC)(Withdrawn),2026-02-06,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Power Engineering (India) Private Limited,Long Term Facilities,Infomerics,IVR BB (INC) (Downgraded),2026-01-16,LOW,Infrastructure,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Prabodh Steel Private Limited,Long Term Bank Facilities,Infomerics,IVR B (INC) (Downgraded),2026-02-02,LOW,Steel & Metals,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
Pratham Heera Sales Private Limited,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2026-01-29,LOW,Other/Unknown,Unknown,INC — Not Cooperating,INC status = walked out on Infomerics. Immediately needs new rating agency.,Your Infomerics rating shows INC status. ACER provides a clean slate — fresh independent rating with dedicated analyst.,100,,
