Company Name,Instrument,Current Rating,Rating Date,Days Since Rating,Days Overdue,Urgency,Outlook,Sector,Current Rater,Why Target,Pitch Angle
Gujarat Construction Company,Long Term Bank Facilities,IVR D (Assigned),2025-01-09,519,154,HIGH,Nil,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Puran Chand Rice Mills Private Limited,Short Term Facilities,IVR A4+ (INC)(Downgraded),2025-01-09,519,154,HIGH,Nil,Agro/Food,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Puran Chand Rice Mills Private Limited,Long Term Facilities,IVR BB+ (INC)(Downgraded),2025-01-09,519,154,HIGH,Negative,Agro/Food,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shanti Foundation,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-01-10,518,153,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shanti Foundation,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Truvolt Engineering Company Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-01-10,518,153,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
VMS TMT Limited,Long Term Bank Facilities,IVR BBB (Upgraded),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
VMS TMT Limited,Short Term Bank Facilities,IVR A3+ (Upgraded),2025-01-10,518,153,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Classic Products Private Limited,Long Term Facilities,IVR BB+ (Assigned),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sharad Sahakari Sakhar Karkhana Limited,Long Term Bank Facilities,IVR BB (Assigned),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sharad Sahakari Sakhar Karkhana Limited,Proposed Long Term/Short Term Bank Facilities,IVR BB/IVR A4+; (Assigned),2025-01-10,518,153,HIGH,Stable/-,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Asandas and Sons Private Limited,Long Term Facilities - Proposed,IVR A- (Assigned),2025-01-10,518,153,HIGH,Stable,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Asandas and Sons Private Limited,Short Term Instruments/ Facilities,IVR A2+ (Upgraded),2025-01-10,518,153,HIGH,Nil,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Asandas and Sons Private Limited,Long Term Instruments/ Facilities,IVR A- (Upgraded),2025-01-10,518,153,HIGH,Stable,Construction,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Magnum Clothing Private Limited,Short Term Bank Facilities,IVR A4 (Reaffirmed),2025-01-10,518,153,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Magnum Clothing Private Limited,Long Term Bank Facilities,IVR BB (Reaffirmed),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
TLG Agro Traders Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-01-10,518,153,HIGH,Nil,Agro/Food,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Tera Software Limited,Long Term Fund Based Bank Facilities - Cash Credit,IVR BBB- (Upgraded),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
TLG Agro Traders Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-01-10,518,153,HIGH,Nil,Agro/Food,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Tera Software Limited,Proposed Long Term Non-Fund Based Bank Facilities - Bank Guarantee,IVR BBB- (Upgraded),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Tera Software Limited,Proposed Long Term Fund Based Bank Facilities - Cash Credit,IVR BBB- (Assigned),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
TLG Agro Traders Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-01-10,518,153,HIGH,Stable,Agro/Food,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Truvolt Engineering Company Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Reliable Autotech Private Limited,Short Term Bank Facilities,IVR A2 (Reaffirmed),2025-01-10,518,153,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Reliable Autotech Private Limited,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),2025-01-10,518,153,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Tera Software Limited,Long Term Non- Fund Based Bank Facilities - Bank Guarantee,IVR BBB- (Upgraded),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Reliable Autotech Private Limited,Long term Bank Facilities - Proposed,IVR BBB+ (Assigned),2025-01-10,518,153,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Hyfun Agrilink Private Limited,Long term Bank Facilities- Term Loan,IVR A- (Assigned),2025-01-10,518,153,HIGH,Stable,Agro/Food,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Riddhish Buildcon,Long Term Facility,IVR BB+ (Upgraded),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Hyfun Agrilink Private Limited,Long term Bank Facilities- Cash credit,IVR A- (Upgraded),2025-01-10,518,153,HIGH,Stable,Agro/Food,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Prakrutees Infra Impex India Private Limited,Short Term Facilities,IVR A4 (INC) (Reaffirmed),2025-01-10,518,153,HIGH,Nil,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Tera Software Limited,Proposed Long Term Fund Based Bank Facilities - Cash Credit,IVR BBB- (Assigned),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Prakrutees Infra Impex India Private Limited,Long Term Facilities,IVR B+ (INC) (Downgraded),2025-01-10,518,153,HIGH,Negative,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Tera Software Limited,Long Term Fund Based Bank Facilities - Cash Credit,IVR BBB- (Upgraded),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
TLG Agro Traders Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-01-10,518,153,HIGH,Stable,Agro/Food,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Tera Software Limited,Proposed Long Term Non-Fund Based Bank Facilities - Bank Guarantee,IVR BBB- (Upgraded),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Deevyashakti India Private Limited (Erstwhile Deevya Shakti Paper Mills Private Limited),Short Term Facilities,IVR A2 (Downgraded),2025-01-10,518,153,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Tera Software Limited,Long Term Non- Fund Based Bank Facilities - Bank Guarantee,IVR BBB- (Upgraded),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Deevyashakti India Private Limited (Erstwhile Deevya Shakti Paper Mills Private Limited),Long Term Facilities,IVR BBB+ (Downgraded),2025-01-10,518,153,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Gurudeo Exports Corporation Private Limited,Long Term Facilities-GECL,IVR BB (Reaffirmed),2025-01-13,515,150,HIGH,Stable,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sponge Enterprises Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),2025-01-13,515,150,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Gurudeo Exports Corporation Private Limited,Short Term facilities -Letter of Credit,IVR A4 (Reaffirmed),2025-01-13,515,150,HIGH,Nil,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Gurudeo Exports Corporation Private Limited,Long Term Facilities-Cash credit,IVR BB (Reaffirmed),2025-01-13,515,150,HIGH,Stable,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Gurudeo Exports Corporation Private Limited,Long Term Facilities-GECL-Ext,IVR BB (Reaffirmed),2025-01-13,515,150,HIGH,Stable,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Gurudeo Exports Corporation Private Limited,Short Term Facilities-EPC,IVR A4 (Reaffirmed),2025-01-13,515,150,HIGH,Nil,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Sponge Enterprises Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),2025-01-13,515,150,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Gurudeo Exports Corporation Private Limited,Short Term Facilities -Credit exposure Limits,IVR A4 (Reaffirmed),2025-01-13,515,150,HIGH,Nil,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Bharat Insulation Company India Private Limited,Long Term Bank  Facilities,IVR BB (INC) (Downgraded),2025-01-14,514,149,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Saraf Trexim Limited,Short-Term Bank Facilities,A3 (Reaffirmed),2025-01-14,514,149,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Din Dayal Purushottam Lal,Short Term Bank Facilities,IVR A4 (Assigned),2025-01-14,514,149,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Din Dayal Purushottam Lal,Long Term Bank Facilities,IVR BB,2025-01-14,514,149,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Multitex Filtration Engineers Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-01-14,514,149,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Bharat Insulation Company India Private Limited,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),2025-01-14,514,149,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Bharat Insulation Company India Private Limited,Long Term / Short Term Bank Facilities,IVR BB/ IVR A4 (INC) (Downgraded),2025-01-14,514,149,HIGH,Negative/-,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Core Energy Systems Limited,Short Term Bank Facilities,IVR A3+ (Upgraded),2025-01-14,514,149,HIGH,Nil,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Tirupati Steel Enterprises,Long-Term Bank Facilities,IVR BBB- (Upgraded),2025-01-14,514,149,HIGH,Stable,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Multitex Filtration Engineers Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-01-14,514,149,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Core Energy Systems Limited,Long Term Bank Facilities,IVR BBB (Upgraded),2025-01-14,514,149,HIGH,Stable,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Classic Engicon Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-01-15,513,148,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Govindam Projects Private Limited,Long/Short Term Bank Facilities,IVR B/IVR A4; (INC)(Downgraded/Reaffirmed),2025-01-15,513,148,HIGH,Negative/-,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shyam Enterprises,Short Term Bank Facilities,IVR A3 (CE)(Assigned),2025-01-15,513,148,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shyam Enterprises,Long Term Bank Facilities,IVR BBB- (CE)(Assigned),2025-01-15,513,148,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Anand Buildtech Private Limited,Long Term Bank Facilities,IVR BB+ (Assigned),2025-01-15,513,148,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Classic Engicon Private Limited,Long Term Bank Facilities,IVR BBB-,2025-01-15,513,148,HIGH,Positive,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Govindam Projects Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-01-15,513,148,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Jagdamba Trailers Private Limited,Long-term Bank Facilities,IVR BBB- (Assigned),2025-01-15,513,148,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Jagdamba Structurals (INDIA) Private Limited,Long-term Bank Facilities,IVR BBB- (Assigned),2025-01-15,513,148,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Telawne Power Equipments Private Limited,Long Term Bank Facilities - CC,IVR BBB- (Upgraded),2025-01-15,513,148,HIGH,Stable,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Jagdamba Structurals (INDIA) Private Limited,Short-term Bank Facilities,IVR A3 (Assigned),2025-01-15,513,148,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Jagdamba Trailers Private Limited,Short-term Bank Facilities,IVR A3 (Assigned),2025-01-15,513,148,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Telawne Power Equipments Private Limited,Short Term Bank Facilities - BG,IVR A3 (Upgraded),2025-01-15,513,148,HIGH,Nil,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Tuaman Engineering Limited,Long/Short Term Bank Facilities,IVR A-/IVR A2+; (Reaffirmed),2025-01-16,512,147,HIGH,Negative/-,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shree Ganpatlal Onkarlal Agrawal and Company,Long Term Bank Facilities,IVR BBB- (Assigned),2025-01-16,512,147,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Natraj Home Furnishings Private Limited,Long Term Bank Facilities,IVR BB- (Assigned),2025-01-16,512,147,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Natraj Home Furnishings Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),2025-01-16,512,147,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Tuaman Engineering Limited,Long Term Bank Facilities,IVR A- (Reaffirmed),2025-01-16,512,147,HIGH,Negative,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shri Ramswaroop Memorial Charitable Trust,Long Term Bank Facilities,IVR BBB- (Assigned),2025-01-17,511,146,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Shri Ramswaroop Memorial Charitable Trust,Short Term Bank Facilities,IVR A3 (Assigned),2025-01-17,511,146,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Millennium Suppliers Private Limited,Short Term Facilities,IVR D (Downgraded),2025-01-17,511,146,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Millennium Suppliers Private Limited,Long Term Facilities,IVR D (Downgraded),2025-01-17,511,146,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Green Asia Impex Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),2025-01-20,508,143,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Green Asia Impex Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-01-20,508,143,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
PressMach Infrastructure Private Limited,Long Term Fund Based Facilities,IVR BB (ISSUER NOT COOPERATING),2025-01-20,508,143,HIGH,Negative,Infrastructure,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Flags Hotels Private Limited,Proposed Long Term Bank Facilities,IVR BB- (Reaffirmed),2025-01-21,507,142,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Norspin International Private Limited,Long Term Bank Facilities,IVR BB (Assigned),2025-01-21,507,142,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Norspin International Private Limited,Long Term/Short Term Bank Facilities - Proposed,IVR BB/IVR A4; (Assigned),2025-01-21,507,142,HIGH,Stable/-,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Jagdambe Home Furnishings,Long Term Bank Facilities,IVR BB (Assigned),2025-01-21,507,142,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Flags Hotels Private Limited,Long Term Bank Facilities,IVR BB- (Reaffirmed),2025-01-21,507,142,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Surya Ferrous Alloys Private Limited,Proposed Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-01-21,507,142,HIGH,Nil,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Devi Chand and Sons,Long Term Bank Facilities,IVR BB-,2025-01-21,507,142,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Surya Ferrous Alloys Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-01-21,507,142,HIGH,Stable,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Ananya Engineering Private Limited,Short Term Facilities,IVR A4 (Reaffirmed),2025-01-21,507,142,HIGH,Nil,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Geetai Steels Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),2025-01-21,507,142,HIGH,Stable,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Geetai Steels Private Limited,Long Term Bank Facilities - Proposed,IVR BBB (Assigned),2025-01-21,507,142,HIGH,Stable,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Geetai Steels Private Limited,Short Term Bank Facilities,IVR A3+ (Assigned),2025-01-21,507,142,HIGH,Nil,Steel & Metals,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
Ananya Engineering Private Limited,Long Term Facilities,IVR BB-,2025-01-21,507,142,HIGH,Stable,Other/Unknown,Infomerics,Rating overdue — annual review date passed. Immediate renewal needed.,Your Infomerics rating is overdue for renewal. Switch to ACER for faster turnaround and dedicated analyst access.
