Company Name,RM_Tier,Aug_Week,Amt_Cr,NCD,Rev_Avg_Lakhs,Sector,Agency,Windows,Window_Count,Urgency,Why_Target,Pitch
Planet Agencies Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),14.0,0,5.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Sanei Motors Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),14.0,0,5.0,Automobiles,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Divya Spinning Mill Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.96,0,5.0,Agro & Food,BRICKWORK+CARE,October 2026 + Q1 2027,2,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
S B W Udyog Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.1,0,5.0,Other,CARE+CRISIL,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Balaji Agro Private Limited,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.0,0,3.0,Agro & Food,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Bell-O-Seal Valves Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.0,0,4.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Criyagen Agri & Biotech Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.0,0,5.0,Healthcare,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Ratan Aluminum Recycling Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.0,0,5.0,Steel & Metals,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Reliable Hitech Infrastructure Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.0,0,4.0,Construction,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Sree Venkateswara Road Constructions Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.0,0,4.0,Construction,CRISIL+BRICKWORK,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Unique Punch Systems Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),13.0,0,5.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Bhati Associates Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.85,0,4.0,Other,ACUITE+CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Sangita Sales Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.8,0,5.0,Other,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Hi-Tech Pharmaceuticals Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.79,0,5.0,Chemicals & Pharma,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Sri Selvakumar Mills Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.78,0,5.0,Agro & Food,CRISIL+BRICKWORK,October 2026 + Q1 2027,2,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
E M C Super Speciality Hospitals Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.53,0,5.0,Healthcare,ACUITE+BRICKWORK,October 2026 + Q1 2027,2,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Duke Fabrics India Limited,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.5,0,5.0,Textiles,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Morth Infrastructure Private Limited,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.5,0,2.5,Construction,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Ved Parkash & Sons Lumbers Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.5,0,3.0,Other,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Vinishma Technologies Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.5,0,4.0,IT/Technology,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Sundaram Steels Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.07,0,5.0,Steel & Metals,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Data Ingenious Global Limited,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,5.0,IT/Technology,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Formulated Polymers Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,3.0,Chemicals & Pharma,BRICKWORK+ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Hyderabad Power Installations Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Energy,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Jaypee Projects Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Construction,ACUITE+CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Kavita Industries,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,5.0,Manufacturing,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Mudrakshi Hytech India Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,3.0,IT/Technology,ICRA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
R E Rogers India Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Rishi Auto Sales Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),12.0,0,5.0,Automobiles,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Govardhan Ispat (India) Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.79,0,5.0,Other,ICRA+BRICKWORK,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-15 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Wyan Industries Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.68,0,5.0,Manufacturing,CRISIL+BRICKWORK,October 2026 + Q2 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Singlacherra Tea Co. Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.56,0,5.0,Agro & Food,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Taiko Plastic Technologies Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.5,0,5.0,Chemicals & Pharma,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Apex Welcare Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.3,0,5.0,Automobiles,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Suyash Chemical & Fertilizer Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.16,0,4.0,Agro & Food,BRICKWORK+CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Reeshav Automobiles Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.1,0,5.0,Automobiles,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
J N S Instruments Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.0,0,3.0,Other,CRISIL+BRICKWORK,October 2026 + Q1 2027,2,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
K P Solvex Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.0,0,5.0,Other,CARE+BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-11-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Sangam Rice Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),11.0,0,5.0,Agro & Food,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Niknam Chemicals Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.8,0,5.0,Chemicals & Pharma,CARE+BRICKWORK,October 2026 + Q1 2027,2,LOW/MEDIUM,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
T and T Fruits,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.58,0,5.0,Other,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
S S Fruits Intl. Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.5,0,3.0,Other,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Srinivasa Edifice Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.5,0,4.0,Other,ACUITE,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
S S G Pharma Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.4,0,5.0,Chemicals & Pharma,ACUITE+CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Shakambari Kniting Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.12,0,5.0,Steel & Metals,BRICKWORK+CRISIL,October 2026 + Q1 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-11-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
S R M Smart Hoops Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.05,0,5.0,Other,CRISIL+BRICKWORK,October 2026 + Q1 2027,2,HOT,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vasundhara Cotton Mills Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.05,0,5.0,Agro & Food,CRISIL+ACUITE,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Abhijit Auto Agency India Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Automobiles,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
B C L Secure Premises Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits HOT threshold on 2026-11-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Capital Electricals Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Energy,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Chakkra Coal India Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,3.0,Energy,CRISIL+CARE,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
E S H Ispat Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Other,CRISIL+BRICKWORK,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
G Net Tradelinks Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,3.0,Paper/Packaging,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Galaxy Life Care Services Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Automobiles,CRISIL+CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Gokul Finance & Invst. Co. Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,BFSI,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
H N Agri Serve Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Agro & Food,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
K D Supply Chain Solutions Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Logistics,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Kelvin Jute Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,3.0,Textiles,IND-RA,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Maa Annapurna Jute & Carpets Inds. Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Textiles,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Madras Race Club,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Mundhra Exim Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Other,CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Rational Business Corpn. Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,3.0,Automobiles,CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Ritika Systems Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Other,CRISIL+ACUITE,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
S K A Dairy Foods India Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Agro & Food,CRISIL,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
S V E Drilling Tools Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Other,CARE+CRISIL,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Sahib Tradelinks Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,4.0,Paper/Packaging,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Shiv Gorakh Timber Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,3.0,Other,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Shri Veerganapathi Steels Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,3.0,Steel & Metals,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Surya Global Hospitals Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Healthcare,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Tara Footwears Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),10.0,0,5.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Anvitha Life Care Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.98,0,5.0,Automobiles,CRISIL+CARE,October 2026 + Q2 2027,2,MEDIUM,INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Parshvanath Printex Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.9,0,5.0,Paper/Packaging,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Shashiradha Cold Storage Private Limited,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.9,0,5.0,Other,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
T M I Healthcare Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.8,0,5.0,Healthcare,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Armstrong Spinning Mills Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.74,0,5.0,Textiles,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Chenduran Cotspin (India) Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.72,0,5.0,Other,ACUITE+CRISIL,October 2026 + Q1 2027 + Q2 2027,3,LOW,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Spinora Tiles Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.63,0,5.0,Construction,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Kanaiya Exports Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.62,0,5.0,Logistics,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Sri Venkata Srinivasa Oils Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.5,0,5.0,Energy,CARE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
C P Re-Rollers Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.38,0,4.0,Other,BRICKWORK,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Shrishti Eletromech Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.19,0,5.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Ramji Acro Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.0,0,5.0,Other,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Rishabh Metals & Chemicals Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),9.0,0,5.0,Steel & Metals,ACUITE,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Vinayak Support Services Private Limited,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.8,0,5.0,Logistics,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Annai Resorts and Spa Private Limited,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.73,0,5.0,Hotels & Tourism,Infomerics,October 2026 + Q1 2027,2,LOW,INC rating hits HOT threshold on 2026-11-01 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Archana Hospitals Pvt. Ltd.,TIER 2 — Mid-RM,Aug Wk2 (Aug 10-14),8.69,0,5.0,Healthcare,CRISIL,October 2026 + Q2 2027,2,LOW,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
