Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Vikas Coal & Minerals Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4+,Withdrawn,2025-07-14,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Vilas Transcore Ltd.,ICRA,1,ICRA,Letter Of credit,Letter Of credit,A 2+,Reaffirmed,2025-07-14,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
3S Minerals Processors Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities,Long Term Bank Facilities,IVR BBB- (Reaffirmed),,2025-07-22,MEDIUM,2,NO,Mining/Minerals,Infomerics,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Asian Granito India Limited,Infomerics,1,Infomerics,Long Term Facilities | Short Term Facilities,Long Term Facilities,IVR BBB+ (Reaffirmed),,2025-07-11,MEDIUM,2,NO,Mining/Minerals,Infomerics,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Bhushilp Mines and Minerals Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BB- (Assigned),,2025-10-06,MEDIUM,2,NO,Mining/Minerals,Infomerics,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Core Jewellery Private Limited,Infomerics,1,Infomerics,Long term/ Short Term Bank Facilities | Short term Bank Facilities,Long term/ Short Term Bank Facilities,IVR BBB-/IVR A3 (Upgraded),,2025-08-01,MEDIUM,2,NO,Mining/Minerals,Infomerics,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Flowmore Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR A- (Upgraded),,2025-10-15,MEDIUM,2,NO,Mining/Minerals,Infomerics,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Girraj Ji Stone Crushers Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BBB+ (Upgraded and Withdrawn),,2025-10-03,MEDIUM,2,NO,Mining/Minerals,Infomerics,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Magnifico Minerals Private Limited,Infomerics,1,Infomerics,Long-term Bank Facilities | Short-term Bank Facilities,Long-term Bank Facilities,IVR D (ISSUER NOT COOPERATING),,2025-12-04,MEDIUM,2,NO,Mining/Minerals,Infomerics,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Parasea Coal Mine Project Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BBB (Upgraded),,2025-06-30,MEDIUM,2,NO,Mining/Minerals,Infomerics,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Radiant Coal Benefication Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BBB (Reaffirmed),,2025-08-12,MEDIUM,2,NO,Mining/Minerals,Infomerics,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Yashvi Coal & Minerals Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BBB (Upgraded),,2025-06-17,MEDIUM,2,NO,Mining/Minerals,Infomerics,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
A-Class Marbles (India) Pvt. Ltd.,ACUITE | BRICKWORK,2,ACUITE,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Long term Loans | Term loans,Bank Guarantee,A 3,Upgraded,2026-02-06,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Banglore Polycotters Pvt. Ltd.,CARE | CRISIL,2,CARE,Letter Of credit | Term loans,Letter Of credit,A 4,Reaffirmed,2026-02-17,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Chakkra Coal India Pvt. Ltd.,CARE | CRISIL,2,CRISIL,Letter Of credit | Term loans,Letter Of credit,A 4,Downgraded,2026-02-26,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Claystone Granito Pvt. Ltd.,CRISIL | ICRA,2,CRISIL,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee,A 4,Reaffirmed,2026-04-23,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Clean Coal Enterprises Pvt. Ltd.,ACUITE | CRISIL | IND-RA | Infomerics,4,ACUITE,Bank Guarantee | Fund based financial facility/instrument | Long term Loans | Non-fund based working capital limit | Non-fund-based financial facility/instrument,Bank Guarantee,A 4+,Reaffirmed,2026-04-23,LOW,4,YES,Mining/Minerals,Both,INC — issuer not cooperating with current rater | Multi-agency (4 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Color Granito Pvt. Ltd.,BRICKWORK | CARE,2,BRICKWORK,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,A 4,Reaffirmed,2026-03-02,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Crevita Granito Pvt. Ltd.,CRISIL | ICRA,2,ICRA,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,A 4,Reaffirmed,2026-02-18,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Cruso Granito Pvt. Ltd.,CARE | Infomerics,2,CARE,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2026-03-13,LOW,4,YES,Mining/Minerals,Both,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Earth Minerals Co. Ltd.,ACUITE | CRISIL | Infomerics,3,ACUITE,Bank Guarantee | Long term Loans,Bank Guarantee,A 4+,Reaffirmed,2026-04-23,LOW,4,YES,Mining/Minerals,Both,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Encore Projects Pvt. Ltd.,ACUITE | CARE,2,CARE,Bank Guarantee | Long term Loans | Non-government debt,Bank Guarantee,A 4,Reaffirmed,2026-04-08,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Eneroil Offshore Drilling Ltd.,CARE | ICRA,2,CARE,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt,Fund based financial facility/instrument,A 4,Reaffirmed,2026-03-20,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Fiorenza Granito Pvt. Ltd.,CARE | CRISIL,2,CARE,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,A 3,Withdrawn,2026-04-27,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Indermani Mineral India Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee | Letter Of credit,Bank Guarantee,A 4,Reaffirmed,2026-03-12,LOW,4,YES,Mining/Minerals,Both,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Jet Granito Pvt. Ltd.,BRICKWORK | CRISIL,2,CRISIL,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,A 4,Reaffirmed,2026-01-30,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Lexus Granito (India) Ltd.,BRICKWORK | ICRA,2,ICRA,Bank Guarantee | Non-fund-based financial facility/instrument | Short-term loan | Term loans,Non-fund-based financial facility/instrument,D,Reaffirmed,2026-01-22,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
M D A Mineral Dhatu (A P) Pvt. Ltd.,ICRA | IND-RA,2,IND-RA,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-government debt,B-/A4,Downgraded,2026-04-02,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Mani More Synthetics Pvt. Ltd.,BRICKWORK | IND-RA,2,BRICKWORK,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,A 4,Reaffirmed,2026-03-11,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Swastik Coal Corpn. Pvt. Ltd.,CARE | CRISIL | IND-RA,3,CARE,Letter Of credit | Non-government debt,Letter Of credit,D,Reaffirmed,2026-02-18,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Travancore Cocotuft Pvt. Ltd.,CARE | ICRA,2,CARE,Letter Of credit | Non-fund-based financial facility/instrument,Letter Of credit,A 3,Reaffirmed,2025-12-26,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Veerabhadra Minerals Pvt. Ltd.,CARE | CRISIL,2,CRISIL,Bank Guarantee | Letter Of credit | Long term Loans,Bank Guarantee,A 4,Reaffirmed,2026-04-30,LOW,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Aban Offshore Ltd.,CARE,1,CARE,Term loans,Term loans,D,Reaffirmed,2026-01-28,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Arihant Coal Sales (India) Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit,Letter Of credit,D,Reaffirmed,2026-01-27,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
B A S S Minerals India Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Reaffirmed,2026-04-02,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Bangalore Metallurgicals Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,B+,Reaffirmed,2026-04-29,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Cadillac Granito Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2026-04-21,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Dureza Granito Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,A 4,Reaffirmed,2026-03-13,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Evershine Marbles & Exporters Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B,Reaffirmed,2026-02-24,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Fusion Granito Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Long term Loans,Bank Guarantee,A 4,Reaffirmed,2026-03-13,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
G O L Offshore Ltd.,CRISIL,1,CRISIL,Letter Of credit | Long term Loans | Short-term loan,Letter Of credit,D,Reaffirmed,2026-03-30,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Heidelco Medicore Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee,A 4,Downgraded,2026-04-09,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Hind Offshore Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,B,Downgraded,2026-04-09,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Itacon Granito Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2026-02-20,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Kaneria Granito Ltd.,BRICKWORK,1,BRICKWORK,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,D,Reaffirmed,2025-12-26,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Kej Minerals Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,A 4,Reaffirmed,2026-03-02,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Kenmore Shoes Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit | Long term Loans,Letter Of credit,A 4,Reaffirmed,2026-02-26,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Krishna Transnational Marbles Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,Reaffirmed,2026-03-25,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
L E Marble Gallery Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,Withdrawn,2026-03-18,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Lall Minerals Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,B-,Downgraded,2026-04-02,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Magcore Lamination (India) Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Letter Of credit | Long term Loans,Fund based financial facility/instrument,B,Downgraded,2026-04-23,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Millenium Marbles Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Downgraded,2026-04-02,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Mittal Udyog Indore Pvt. Ltd.,ICRA,1,ICRA,Short-term loan,Short-term loan,A 4,Withdrawn,2026-04-15,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
My Store Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Term loans,Bank Guarantee,D,Reaffirmed,2026-04-24,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Regent Granito India Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,D,Reaffirmed,2026-04-24,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Shri Kannan Departmental Store Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Downgraded,2026-04-02,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Sparten Granito Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,A 4,Reaffirmed,2026-03-13,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Travancore Titanium Products Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B,Reaffirmed,2026-04-10,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Vibhu Coal Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,D,Reaffirmed,2026-02-28,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Vimal Coal Pvt. Ltd.,CARE,1,CARE,Letter Of credit | Non-government debt,Letter Of credit,A 4,Reaffirmed,2026-04-16,LOW,3,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
IBIS Smart Marble Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),,2026-02-02,LOW,3,YES,Mining/Minerals,Infomerics,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
M/s Kakda Stone Crusher,Infomerics,1,Infomerics,Long Term Facilities,Long Term Facilities,IVR B+ (INC)(Downgraded),,2025-12-26,LOW,3,YES,Mining/Minerals,Infomerics,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Agarwal Coal Corpn. Pvt. Ltd.,CARE | CRISIL,2,CRISIL,Bank Guarantee | Letter Of credit,Letter Of credit,A 1,Reaffirmed,2026-04-02,LOW,2,NO,Mining/Minerals,D365,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Emprada Mines & Minerals Pvt. Ltd.,CARE | CRISIL,2,CARE,Bank Guarantee | Letter Of credit | Non-government debt,Non-government debt,A 4+,Withdrawn,2026-01-08,LOW,2,NO,Mining/Minerals,D365,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Seron Granito Pvt. Ltd.,CRISIL | Infomerics,2,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee,A 4+,Rating Watch,2026-04-21,LOW,2,NO,Mining/Minerals,Both,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Tirupati Minerals Pvt. Ltd.,ACUITE | Infomerics,2,ACUITE,Bank Guarantee | Long term Loans,Bank Guarantee,A 2,Initial Rating,2026-03-24,LOW,2,NO,Mining/Minerals,Both,Multi-agency (2 raters) — open to new entrant,Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Andhra Pradesh Mineral Devp. Corpn. Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Term loans,A+,Withdrawn,2026-03-23,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Aurore Life Sciences Pvt. Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Letter Of credit | Term loans,Fund based financial facility/instrument,A 4,Upgraded,2025-12-24,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Avalta Granito Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,BB+,Withdrawn,2026-01-12,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Bangalore Tower Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,BBB-,Rating Watch,2026-03-05,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Bell Granito Ceramica Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,BB-/A4,Reaffirmed,2026-02-26,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Chemplast Cuddalore Vinyls Ltd.,CRISIL,1,CRISIL,Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Letter Of credit,A,Downgraded,2026-03-25,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Classic Marble Co. Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,A,Reaffirmed,2026-01-28,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Coal India Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Bank Guarantee,A 1+,Reaffirmed,2026-04-27,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Coal Mines Associated Traders Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,BBB+/A2,Initial Rating,2026-03-30,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
D B L - Siarmal Coal Mines Pvt. Ltd.,IND-RA,1,IND-RA,Bank Guarantee | Term loans,Bank Guarantee,A+,Initial Rating,2026-02-09,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Das Offshore Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit,Bank Guarantee,A 3+,Reaffirmed,2026-03-24,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
H A L Offshore Ltd.,CRISIL,1,CRISIL,Letter Of credit,Letter Of credit,A 1,Rating Watch,2026-03-31,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
I B I S Smart Marble Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,BB+/A4+,Reaffirmed,2026-02-06,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
J S P Autocore Pvt. Ltd.,ACUITE,1,ACUITE,Fund based financial facility/instrument | Long term Loans,Fund based financial facility/instrument,BB,Downgraded,2026-04-20,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Jai Sai Coal Traders Pvt. Ltd.,CARE,1,CARE,Letter Of credit | Non-government debt,Letter Of credit,A 4+,Withdrawn,2026-03-23,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Karam Chand Thapar & Bros. (Coal Sales) Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,A+/A1+,Reaffirmed,2026-01-14,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Lavish Granito Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,A 3+,Rating Watch,2026-04-22,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
M G M Minerals Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,A-,Reaffirmed,2026-02-13,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Mahavir Coal Resources Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,BBB-/A3,Reaffirmed,2026-01-06,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Mangalore Energies Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A,Initial Rating,2026-02-27,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
More Retail Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt | Term loans,Non-government debt,BBB/A3+,Rating Watch,2026-01-23,LOW,1,NO,Mining/Minerals,D365,Active rated company — relationship building,Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
