Company Name,Latest Instrument,Latest Rater,Latest Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
Splendid Logistics Solutions Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-08-05,MEDIUM,Logistics,YES,BRICKWORK,1,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Sriaranath Logistics Ltd.,Non-government debt,IND-RA,BB-/A4+,2025-06-25,MEDIUM,Logistics,YES,IND-RA,1,Non-government debt,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Maple Logistics Private Limited,Long Term Fund Based Bank Facilities - Cash Credit,Infomerics,IVR D (INC) (Reaffirmed),2025-11-04,MEDIUM,Logistics,YES,Infomerics,1,Long Term Fund Based Bank Facilities - Cash Credit | Proposed Long Term Fund Based Bank Facilities - Cash Credit | Proposed Short Term Non-Fund Based Bank Facilities - Bank Guarantee | Short Term Non-Fund Based Bank Facilities - Bank Guarantee,,Infomerics,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
United Facilities and Logistics Private Limited,Long Term Bank Facilities,Infomerics,IVR B (INC) (Downgraded),2025-12-04,MEDIUM,Logistics,YES,Infomerics,1,Long Term Bank Facilities | Long/Short Term Bank Facilities (Proposed),,Infomerics,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Delhi International Cargo Terminal Pvt. Ltd.,Non-government debt,ICRA,A+/A1,2025-10-17,MEDIUM,Logistics,NO,CARE | ICRA,2,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Rating Watch,D365,3,Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Essar Bulk Terminal (Salaya) Ltd.,Long term Loans,CRISIL,BBB-,2025-11-17,MEDIUM,Logistics,NO,CARE | CRISIL,2,Long term Loans | Term loans,Initial Rating,D365,3,Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Menzies Aviation (Bengaluru) Pvt. Ltd.,Term loans,ICRA,A+,2025-08-05,MEDIUM,Logistics,NO,CRISIL | ICRA,2,Term loans,Upgraded,D365,3,Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Paradip International Cargo Terminal Pvt. Ltd.,Non-government debt,ICRA,A+/A1,2025-10-27,MEDIUM,Logistics,NO,CARE | ICRA,2,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Rating Watch,D365,3,Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Visakha Container Terminal Pvt. Ltd.,Fund based financial facility/instrument,ICRA,A+,2025-10-27,MEDIUM,Logistics,NO,CARE | ICRA,2,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Rating Watch,D365,3,Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Bagur Logistics Park Pvt. Ltd.,Term loans,IND-RA,BBB,2025-12-08,MEDIUM,Logistics,NO,CRISIL | IND-RA,2,Term loans,Withdrawn,D365,3,Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Everdeliver Logistics Pvt. Ltd.,Term loans,IND-RA,BBB,2025-10-24,MEDIUM,Logistics,NO,CRISIL | IND-RA,2,Fund based financial facility/instrument | Term loans,Withdrawn,D365,3,Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"Multi-agency experience — pitch ACER as faster, cheaper alternative"
J M Baxi Ports & Logistics Pvt. Ltd.,Non-government debt,CARE,A+/A1,2025-10-10,MEDIUM,Logistics,NO,CARE | ICRA,2,Fund based financial facility/instrument | Non-fund based working capital limit | Non-government debt | Term loans,Rating Watch,D365,3,Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Aarti Logistic Pvt. Ltd.,Bank Guarantee,ACUITE,A 3,2025-07-28,MEDIUM,Logistics,NO,ACUITE,1,Bank Guarantee | Long term Loans,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Allied Aviation Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2025-07-22,MEDIUM,Logistics,NO,CRISIL,1,Bank Guarantee,Upgraded,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Chettinad International Bulk Terminal Pvt. Ltd.,Non-government debt,CARE,A/A1,2025-09-05,MEDIUM,Logistics,NO,CARE,1,Non-government debt,Upgraded,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Chettinad International Coal Terminal Pvt. Ltd.,Non-government debt,CARE,AA/A1+,2025-09-05,MEDIUM,Logistics,NO,CARE,1,Non-government debt,Upgraded,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Delhi Aviation Fuel Facility Pvt. Ltd.,Term loans,ICRA,AA-,2025-07-21,MEDIUM,Logistics,NO,ICRA,1,Term loans,Upgraded,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
G K Cold Chain Solutions Pvt. Ltd.,Bank Guarantee,CARE,A 4+,2025-12-02,MEDIUM,Logistics,NO,CARE,1,Bank Guarantee,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
G M R Hyderabad Aviation S E Z Ltd.,Term loans,ICRA,AA(CE),2025-10-17,MEDIUM,Logistics,NO,ICRA,1,Term loans,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Great Eastern Shipping Co. Ltd.,Non-government debt,CARE,AAA/A1+,2025-06-25,MEDIUM,Logistics,NO,CARE,1,Non-government debt,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
J S W Mangalore Container Terminal Pvt. Ltd.,Term loans,CARE,A,2025-09-05,MEDIUM,Logistics,NO,CARE,1,Non-government debt | Term loans,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
J S W Shipping & Logistics Pvt. Ltd.,Non-fund based working capital limit,IND-RA,AA-,2025-10-14,MEDIUM,Logistics,NO,IND-RA,1,Non-fund based working capital limit | Non-government debt | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Jet Freight Logistics Ltd.,Non-government debt,IND-RA,BB+/A4+,2025-10-20,MEDIUM,Logistics,NO,IND-RA,1,Non-government debt,Initial Rating,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Kandla International Container Terminal Pvt. Ltd.,Non-government debt,ICRA,A+/A1,2025-09-30,MEDIUM,Logistics,NO,ICRA,1,Non-government debt,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
M K Shipping & Allied Inds. Pvt. Ltd.,Non-government debt,CARE,A 3,2025-08-07,MEDIUM,Logistics,NO,CARE,1,Non-government debt,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Nhava Sheva Freeport Terminal Pvt. Ltd.,Letter Of credit,CARE,A+,2025-10-10,MEDIUM,Logistics,NO,CARE,1,Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt,Rating Watch,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
R K Transport & Constructions Ltd.,Term loans,ACUITE,A,2025-10-10,MEDIUM,Logistics,NO,ACUITE,1,Bank Guarantee | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shell M R P L Aviation Fuels & Services Ltd.,Non-government debt,ICRA,AA-/A1+,2025-08-29,MEDIUM,Logistics,NO,ICRA,1,Non-government debt,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
T V S Supply Chain Solutions Ltd.,Non-fund-based financial facility/instrument,IND-RA,A 1+,2025-07-07,MEDIUM,Logistics,NO,IND-RA,1,Non-fund-based financial facility/instrument,Initial Rating,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Terminal Technologies (I) Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A-,2025-10-31,MEDIUM,Logistics,NO,CRISIL,1,Fund based financial facility/instrument | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Total Transport Systems Ltd.,Long term Loans,CRISIL,BB+,2025-07-14,MEDIUM,Logistics,NO,CRISIL,1,Long term Loans,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Triway Container Freight Station Pvt. Ltd.,Bank Guarantee,CRISIL,A 3,2025-09-09,MEDIUM,Logistics,NO,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,Upgraded,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Vizag General Cargo Berth Pvt. Ltd.,Long term Loans,CRISIL,A+,2025-10-24,MEDIUM,Logistics,NO,CRISIL,1,Bank Guarantee | Long term Loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Young Optimistic Transport Solutions Pvt. Ltd.,Long term Loans,CRISIL,BBB,2025-09-30,MEDIUM,Logistics,NO,CRISIL,1,Long term Loans | Term loans,Initial Rating,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Bluesky Warehouse & Logistics,Long Term Bank Facility,Infomerics,IVR BB (Assigned),2025-09-04,MEDIUM,Logistics,NO,Infomerics,1,Long Term Bank Facility,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Fruit Basket Cold Chain Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (Assigned),2025-08-08,MEDIUM,Logistics,NO,Infomerics,1,Long Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Aarush (Phase Iv) Logistics Park Pvt. Ltd.,Term loans,IND-RA,A+,2025-10-09,MEDIUM,Logistics,NO,IND-RA,1,Term loans,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Aarush (Phase V) Logistics Park Pvt. Ltd.,Term loans,IND-RA,A+,2025-10-09,MEDIUM,Logistics,NO,IND-RA,1,Term loans,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Agrawal Roadlines Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-11-05,MEDIUM,Logistics,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Express Roadways Pvt. Ltd.,Non-government debt,ICRA,BBB+/A2,2025-11-10,MEDIUM,Logistics,NO,ICRA,1,Non-government debt | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Flomic Global Logistics Ltd.,Bank Guarantee,CRISIL,A 3,2025-11-03,MEDIUM,Logistics,NO,CRISIL,1,Bank Guarantee,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
I V C Logistics Ltd.,Term loans,IND-RA,BBB-,2025-11-21,MEDIUM,Logistics,NO,IND-RA,1,Term loans,Initial Rating,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Kanpur Logistics Park Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 2,2025-08-11,MEDIUM,Logistics,NO,IND-RA,1,Non-fund based working capital limit | Term loans,Initial Rating,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Karnataka Roadlines Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2025-11-14,MEDIUM,Logistics,NO,CRISIL,1,Bank Guarantee,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Kothur Logistics Park Pvt. Ltd.,Term loans,IND-RA,A-,2025-11-27,MEDIUM,Logistics,NO,IND-RA,1,Term loans,Initial Rating,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
M E I L Neeleshwaram Roadways Pvt. Ltd.,Term loans,IND-RA,A,2025-08-21,MEDIUM,Logistics,NO,IND-RA,1,Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
M E I L Renigunta Roadways Pvt. Ltd.,Term loans,IND-RA,AA-,2025-08-21,MEDIUM,Logistics,NO,IND-RA,1,Term loans,Upgraded,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Mahendra Roadlines Pvt. Ltd.,Bank Guarantee,CRISIL,A 3+,2025-11-14,MEDIUM,Logistics,NO,CRISIL,1,Bank Guarantee,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Mahindra Logistics Ltd.,Non-government debt,ICRA,AA/A1+,2025-08-29,MEDIUM,Logistics,NO,ICRA,1,Non-government debt,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Neraluru Thorapalli Roadways Pvt. Ltd.,Term loans,IND-RA,BBB-,2025-06-25,MEDIUM,Logistics,NO,IND-RA,1,Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Nitco Logistics Pvt. Ltd.,Bank Guarantee,CRISIL,A 3+,2025-07-22,MEDIUM,Logistics,NO,CRISIL,1,Bank Guarantee | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Orissa Bengal Carrier Ltd.,Non-government debt,CARE,BBB-/A3,2025-07-03,MEDIUM,Logistics,NO,CARE,1,Non-government debt,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Parekh Innovative Logistics Solutions Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB,2025-12-09,MEDIUM,Logistics,NO,CRISIL,1,Fund based financial facility/instrument,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Premier Tobacco Packers Pvt. Ltd.,Fund based financial facility/instrument,ICRA,A 2+,2025-06-27,MEDIUM,Logistics,NO,ICRA,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Pristine Mega Logistics Park Pvt. Ltd.,Term loans,IND-RA,A-,2025-10-20,MEDIUM,Logistics,NO,IND-RA,1,Non-fund based working capital limit | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shree Shubham Logistics Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 2,2025-07-01,MEDIUM,Logistics,NO,CRISIL,1,Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
V R L Logistics Ltd.,Term loans,ICRA,A+,2025-11-19,MEDIUM,Logistics,NO,ICRA,1,Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Varuna Integrated Logistics Pvt. Ltd.,Non-government debt,CARE,BBB+/A 3+,2025-10-31,MEDIUM,Logistics,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Western Carriers (India) Ltd.,Bank Guarantee,CRISIL,A 2+,2025-09-26,MEDIUM,Logistics,NO,CRISIL,1,Bank Guarantee,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
AVG Logistics Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded),2025-12-08,MEDIUM,Logistics,NO,Infomerics,1,Long Term Bank Facilities | Long Term/Short Term Bank Facilities (Proposed) | Short Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Blue Water Logistics Limited,Long Term Facilities,Infomerics,IVR BBB (Assigned),2025-09-25,MEDIUM,Logistics,NO,Infomerics,1,Long Term Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Exim Logistics Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Upgraded),2025-12-08,MEDIUM,Logistics,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Global Logistics,Long Term Bank Facilities - Cash Credit,Infomerics,IVR BBB- (Reaffirmed),2025-12-09,MEDIUM,Logistics,NO,Infomerics,1,Long Term Bank Facilities - Cash Credit | Short Term Bank Facilities | Short Term Bank Facilities - Overdraft,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Jai Ambey Roadlines Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),2025-07-23,MEDIUM,Logistics,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shekar Logistics Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (Reaffirmed),2025-07-28,MEDIUM,Logistics,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Intact Transport Pvt. Ltd.,Term loans,CARE,B+,2026-01-21,LOW,Logistics,YES,CARE | Infomerics,2,Term loans,Downgraded,Both,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kandoi Transport Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-25,LOW,Logistics,YES,ACUITE | CRISIL | Infomerics,3,Bank Guarantee | Long term Loans,Reaffirmed,Both,4,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sadhav Shipping Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-01-23,LOW,Logistics,YES,BRICKWORK | CARE,2,Bank Guarantee | Fund based financial facility/instrument | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Safe & Secure Logistic Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-04-14,LOW,Logistics,YES,ACUITE | CARE,2,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Shree Ram Shipping Inds. Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2026-04-03,LOW,Logistics,YES,BRICKWORK | CARE,2,Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Surat Goods Transport Pvt. Ltd.,Non-government debt,ICRA,A-/A2+,2026-01-12,LOW,Logistics,YES,CRISIL | ICRA,2,Bank Guarantee | Non-government debt,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Tejas Cargo India Ltd.,Bank Guarantee,CARE,A 4+,2026-03-20,LOW,Logistics,YES,CARE | ICRA,2,Bank Guarantee | Non-government debt | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
I L & F S Transportation Networks Ltd.,Non-government debt,CARE,D,2026-02-24,LOW,Logistics,YES,CARE | ICRA | IND-RA,3,Debentures / Bonds / notes / bills | Non-government debt | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Tara Chand Infralogistic Solutions Ltd.,Bank Guarantee,CARE,A 3+,2026-04-02,LOW,Logistics,YES,BRICKWORK | CARE | CRISIL,3,Bank Guarantee | Letter Of credit | Long term Loans | Non-government debt | Term loans,Initial Rating,D365,4,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Vishnu Carriers Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-30,LOW,Logistics,YES,BRICKWORK | CRISIL,2,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Goel Cargo Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,A 4,2026-03-30,LOW,Logistics,YES,BRICKWORK,1,Fund based financial facility/instrument | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
J H Parabia (Transport) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-17,LOW,Logistics,YES,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
K D Supply Chain Solutions Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-23,LOW,Logistics,YES,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kabra Transport Pvt. Ltd.,Bank Guarantee,CARE,B-,2026-02-10,LOW,Logistics,YES,CARE,1,Bank Guarantee,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Las Cargo Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-12-15,LOW,Logistics,YES,BRICKWORK,1,Bank Guarantee,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Mahalaxmi Bus Transport Pvt. Ltd.,Term loans,IND-RA,B-,2026-04-02,LOW,Logistics,YES,IND-RA,1,Term loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Prince Marine Transport Services Pvt. Ltd.,Bank Guarantee,CARE,D,2026-02-20,LOW,Logistics,YES,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sar Transport Systems Pvt. Ltd.,Short-term loan,ACUITE,A 2,2026-02-26,LOW,Logistics,YES,ACUITE,1,Bank Guarantee | Long term Loans | Short-term loan,Upgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sure Cargo Control Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-01,LOW,Logistics,YES,CRISIL,1,Bank Guarantee | Term loans,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Thiru Rani Logistic Pvt. Ltd.,Long term Loans,CRISIL,B,2025-12-23,LOW,Logistics,YES,CRISIL,1,Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Zen Shipping & Ports India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Logistics,YES,IND-RA,1,Non-government debt,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
BKB Transport Private Limited,Long Term Bank Facility,Infomerics,IVR B+ (INC) (Downgraded),2026-01-07,LOW,Logistics,YES,Infomerics,1,Long Term Bank Facility | Short Term Bank Facility,,Infomerics,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
C C I Logistics Ltd.,Bank Guarantee,CRISIL,A 3+,2026-03-16,LOW,Logistics,YES,CRISIL,1,Bank Guarantee,Upgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Caravel Logistics Pvt. Ltd.,Non-government debt,IND-RA,C/A4,2025-12-19,LOW,Logistics,YES,IND-RA,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
D P World Multimodal Logistics Powarkheda Ltd.,Bank Guarantee,CARE,D,2026-01-23,LOW,Logistics,YES,CARE,1,Bank Guarantee | Term loans,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Durga Carriers Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-01-21,LOW,Logistics,YES,CRISIL,1,Bank Guarantee,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Global Logistics Solutions India Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-12-17,LOW,Logistics,YES,CRISIL,1,Bank Guarantee | Long term Loans,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Gogreen Warehouses Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2026-02-12,LOW,Logistics,YES,CRISIL,1,Bank Guarantee,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Indraprastha Logistics Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-02-18,LOW,Logistics,YES,CRISIL,1,Bank Guarantee | Term loans,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Jamkash Trucking Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4,2026-02-27,LOW,Logistics,YES,CRISIL,1,Fund based financial facility/instrument,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kent Intelligent Transportation Systems (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-12-23,LOW,Logistics,YES,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
