Company Name,Latest Instrument,Latest Rater,Latest Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
Rubber Matters Private Limited,Long Term Fund Based limits,Infomerics,IVR C+ (INC)(Downgraded),2025-11-17,MEDIUM,Chemicals/Pharma,YES,Infomerics,1,Long Term Fund Based limits,,Infomerics,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Aarey Drugs & Pharmaceuticals Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-08-26,MEDIUM,Chemicals/Pharma,YES,ICRA,1,Non-fund-based financial facility/instrument,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Abhilash Chemicals & Pharmaceuticals Pvt. Ltd.,Letter Of credit,ACUITE,A 4,2025-09-17,MEDIUM,Chemicals/Pharma,YES,ACUITE,1,Letter Of credit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Accrete Pharmaceuticals Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-06-23,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Letter Of credit | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Aimco Pesticides Ltd.,Non-government debt,CARE,BB-/A4,2025-10-06,MEDIUM,Chemicals/Pharma,YES,CARE,1,Non-government debt | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Akin Chemicals Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,2025-06-25,MEDIUM,Chemicals/Pharma,YES,IND-RA,1,Non-fund based working capital limit,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Akshat Plastics Pvt. Ltd.,Letter Of credit,ACUITE,A 4+,2025-08-19,MEDIUM,Chemicals/Pharma,YES,ACUITE,1,Letter Of credit | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Alligare Chem Pvt. Ltd.,Term loans,CRISIL,B,2025-12-05,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Alpa Laboratories Ltd.,Bank Guarantee,CRISIL,A 4,2025-08-29,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Amsal Chem Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-08-14,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Arham Petrochem Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-08-13,MEDIUM,Chemicals/Pharma,YES,BRICKWORK,1,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Avani Petrochem Pvt. Ltd.,Term loans,ICRA,B+,2025-11-07,MEDIUM,Chemicals/Pharma,YES,ICRA,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Aypols Polymers Pvt. Ltd.,Letter Of credit,CARE,A 4,2025-11-04,MEDIUM,Chemicals/Pharma,YES,CARE,1,Letter Of credit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
B E C Fertilizers Ltd.,Term loans,CARE,D,2025-11-24,MEDIUM,Chemicals/Pharma,YES,CARE,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
B L J Resources & Chemicals Pvt. Ltd.,Term loans,CRISIL,B,2025-06-25,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Bagori Polymers Pvt. Ltd.,Term loans,IND-RA,B-,2025-08-21,MEDIUM,Chemicals/Pharma,YES,IND-RA,1,Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Bakson Drugs & Pharmaceuticals Pvt. Ltd.,Long term Loans,CRISIL,B,2025-09-10,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Blue Circle Organics Pvt. Ltd. [Merged],Bank Guarantee,CRISIL,A 4,2025-10-06,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Buildtek Polymers Pvt. Ltd.,Term loans,CRISIL,B,2025-07-17,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Cadiz Pharmaceuticals Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-10-14,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Caltech Polymers Pvt. Ltd.,Term loans,CRISIL,B+,2025-11-12,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Chowgule Construction Chemicals Pvt. Ltd.,Non-government debt,ICRA,BB-/A4,2025-06-30,MEDIUM,Chemicals/Pharma,YES,ICRA,1,Non-government debt,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Coimbatore Pioneer Fertilizers Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-08-11,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Danashmand Organic Pvt. Ltd.,Letter Of credit,ACUITE,A 4,2025-07-16,MEDIUM,Chemicals/Pharma,YES,ACUITE,1,Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Darrick Insecticides Ltd.,Short-term loan,CRISIL,A 4,2025-09-10,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Short-term loan,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Deejay Plastics Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2025-10-22,MEDIUM,Chemicals/Pharma,YES,ACUITE,1,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Dev'S Chem Tec Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-11-24,MEDIUM,Chemicals/Pharma,YES,IND-RA,1,Non-government debt,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Dharani Sugars & Chemicals Ltd.,Bank Guarantee,CARE,D,2025-09-19,MEDIUM,Chemicals/Pharma,YES,CARE,1,Bank Guarantee | Letter Of credit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Elppe Chemicals Pvt. Ltd.,Long term Loans,CRISIL,B,2025-12-10,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Empee Sugars & Chemicals Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2025-09-19,MEDIUM,Chemicals/Pharma,YES,ICRA,1,Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Flexi Caps & Polymers Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-09-18,MEDIUM,Chemicals/Pharma,YES,ICRA,1,Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
G D Dyestuff Inds. Ltd.,Bank Guarantee,IND-RA,A 4,2025-12-01,MEDIUM,Chemicals/Pharma,YES,IND-RA,1,Bank Guarantee | Letter Of credit | Non-government debt | Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Geno Pharmaceuticals Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-08-11,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Gujarat Dyestuff Inds. Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-12-10,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Hercules Pigments Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-29,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Hitesh Plastics Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-11-12,MEDIUM,Chemicals/Pharma,YES,ICRA,1,Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Ideal Chemicals (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-08-14,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Infinity Laboratories Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-09-09,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Jackson Laboratories Pvt. Ltd.,Bank Guarantee,CARE,A 4,2025-07-04,MEDIUM,Chemicals/Pharma,YES,CARE,1,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
K R S Pharmaceuticals Pvt. Ltd.,Long term Loans,CRISIL,B-,2025-07-14,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Long term Loans | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Kapeeshwar Sugars & Chemicals Ltd.,Term loans,IND-RA,BB,2025-12-01,MEDIUM,Chemicals/Pharma,YES,IND-RA,1,Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Khurana Polymers Pvt. Ltd.,Term loans,CRISIL,B,2025-10-23,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Krishna Techno Chem Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-13,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Kshatriya Laboratories Pvt. Ltd. [Merged],Letter Of credit,CRISIL,A 4,2025-08-22,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Letter Of credit | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Laborate Pharmaceuticals India Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-11-17,MEDIUM,Chemicals/Pharma,YES,ICRA,1,Non-fund-based financial facility/instrument,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Leben Laboratories Pvt. Ltd.,Term loans,CRISIL,BB+,2025-10-29,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Lok Chemicals Pvt. Ltd.,Non-government debt,CARE,BB+/A4,2025-10-01,MEDIUM,Chemicals/Pharma,YES,CARE,1,Non-government debt,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
M M Polymers Pvt. Ltd.,Term loans,IND-RA,B-,2025-09-11,MEDIUM,Chemicals/Pharma,YES,IND-RA,1,Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Maheshwari Pharmaceuticals (India) Ltd.,Term loans,IND-RA,B,2025-06-25,MEDIUM,Chemicals/Pharma,YES,IND-RA,1,Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Mangalam Drugs & Organics Ltd.,Bank Guarantee,CRISIL,D,2025-11-24,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Merit Organics Ltd.,Letter Of credit,CRISIL,A 4,2025-11-19,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Letter Of credit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Mohit Petrochemicals Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-09-10,MEDIUM,Chemicals/Pharma,YES,BRICKWORK,1,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Multani Pharmaceuticals Ltd.,Bank Guarantee,CRISIL,A 4,2025-12-11,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Nishigandha Polymers Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-12-05,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Padmaja Polymers Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2025-10-29,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Fund based financial facility/instrument,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Paras Polymers Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-18,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Parth Chem Impex Pvt. Ltd.,Letter Of credit,BRICKWORK,D,2025-06-26,MEDIUM,Chemicals/Pharma,YES,BRICKWORK,1,Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Patwari Plastics Pvt. Ltd.,Long term Loans,CRISIL,B+,2025-09-29,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Phthalo Colours & Chemicals (India) Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,Chemicals/Pharma,YES,IND-RA,1,Non-government debt,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Phyto Chem (India) Ltd.,Letter Of credit,CRISIL,A 4,2025-07-31,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Rajlaxmi Petrochem Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2025-10-07,MEDIUM,Chemicals/Pharma,YES,BRICKWORK,1,Bank Guarantee | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Ramsons Organics Ltd.,Bank Guarantee,CARE,C,2025-10-03,MEDIUM,Chemicals/Pharma,YES,CARE,1,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Reckon Organics Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-07-08,MEDIUM,Chemicals/Pharma,YES,BRICKWORK,1,Letter Of credit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
S C J Plastics Pvt. Ltd.,Long term Loans,CRISIL,B,2025-09-26,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Long term Loans | Non-fund-based financial facility/instrument,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
S R C Chemicals Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4+,2025-08-28,MEDIUM,Chemicals/Pharma,YES,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Samrudh Pharmacare Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-29,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Sanimo Polymers Pvt. Ltd.,Long term Loans,CRISIL,B,2025-11-10,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Long term Loans | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Sanstar Biopolymers Ltd. [Merged],Long term Loans,CRISIL,B,2025-10-13,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Savla Chemicals Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 4+,2025-11-12,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Shiv-Raj Plastics Pvt. Ltd.,Term loans,CRISIL,B+,2025-08-28,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Shiva Polymers Pvt. Ltd.,Bank Guarantee,CRISIL,D,2025-11-12,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Shivaganga Polymers Pvt. Ltd.,Term loans,BRICKWORK,C,2025-11-26,MEDIUM,Chemicals/Pharma,YES,BRICKWORK,1,Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Shree Sai Organic Foods Pvt. Ltd.,Term loans,CARE,B-,2025-11-24,MEDIUM,Chemicals/Pharma,YES,CARE,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Shri Nivas (Gujarat) Laboratories Pvt. .Ltd,Term loans,ICRA,B+,2025-11-20,MEDIUM,Chemicals/Pharma,YES,ICRA,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Shubhada Polymers Products Pvt. Ltd.,Long term Loans,ACUITE,BB,2025-11-18,MEDIUM,Chemicals/Pharma,YES,ACUITE,1,Long term Loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Srini Pharmaceuticals Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-29,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Subhodaya Chemicals Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-30,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Symbiosis Pharmaceuticals Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2025-10-23,MEDIUM,Chemicals/Pharma,YES,ACUITE,1,Bank Guarantee | Letter Of credit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Texla Plastics & Metals Pvt. Ltd.,Term loans,CRISIL,B+,2025-07-31,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Thirubala Chemicals Pvt. Ltd.,Letter Of credit,CARE,A 4,2025-11-18,MEDIUM,Chemicals/Pharma,YES,CARE,1,Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Troix Chemicals Pvt. Ltd.,Non-government debt,CARE,C/A4,2025-07-01,MEDIUM,Chemicals/Pharma,YES,CARE,1,Non-government debt,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Turbhe Chemicals Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-12-01,MEDIUM,Chemicals/Pharma,YES,CARE,1,Non-government debt | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Universal Petrochemicals Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-12-04,MEDIUM,Chemicals/Pharma,YES,BRICKWORK,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Universal Speciality Chemicals Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-12-08,MEDIUM,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Vapi Pigments Pvt. Ltd.,Letter Of credit,ACUITE,A 4,2025-07-21,MEDIUM,Chemicals/Pharma,YES,ACUITE,1,Letter Of credit | Long term Loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Virupaksha Organics Ltd.,Term loans,IND-RA,A-,2025-07-03,MEDIUM,Chemicals/Pharma,YES,IND-RA,1,Non-fund based working capital limit | Term loans,Initial Rating,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Vista Pharmaceuticals Ltd.,Non-fund based working capital limit,IND-RA,D,2025-07-18,MEDIUM,Chemicals/Pharma,YES,IND-RA,1,Non-fund based working capital limit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Westin Resins & Polymers Pvt. Ltd.,Bank Guarantee,CARE,D,2025-08-14,MEDIUM,Chemicals/Pharma,YES,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
