Company Name,Latest Instrument,Latest Rater,Latest Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
Ashique Exports Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,2025-11-25,MEDIUM,Trading/Exports,NO,CARE,1,Non-government debt,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
C L Gupta Exports Ltd.,Non-fund-based financial facility/instrument,CARE,A 2,2025-09-03,MEDIUM,Trading/Exports,NO,CARE,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Rating Watch,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Carat Lane Trading Pvt. Ltd.,Term loans,CRISIL,AAA,2025-10-07,MEDIUM,Trading/Exports,NO,CRISIL,1,Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Ecoline Exim Ltd.,Bank Guarantee,ACUITE,A 3,2025-11-26,MEDIUM,Trading/Exports,NO,ACUITE,1,Bank Guarantee,Initial Rating,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Gujarat Ambuja Exports Ltd.,Non-government debt,CARE,AA-,2025-12-04,MEDIUM,Trading/Exports,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Hari Darshan Exports Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB,2025-06-16,MEDIUM,Trading/Exports,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Hyson Exports Pvt. Ltd.,Bank Guarantee,CARE,A 4,2025-10-16,MEDIUM,Trading/Exports,NO,CARE,1,Bank Guarantee | Letter Of credit | Term loans,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
K Rasiklal Exim Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4+,2025-12-12,MEDIUM,Trading/Exports,NO,ICRA,1,Long term Loans | Non-fund-based financial facility/instrument | Short-term loan,Upgraded,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
K V N Impex Pvt. Ltd.,Letter Of credit,CARE,A 4,2025-09-23,MEDIUM,Trading/Exports,NO,CARE,1,Letter Of credit | Non-fund-based financial facility/instrument,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Mahendra Brothers Exports Pvt. Ltd.,Non-government debt,CARE,A/A2+,2025-10-09,MEDIUM,Trading/Exports,NO,CARE,1,Non-government debt,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Mantra Exports Pvt. Ltd.,Letter Of credit,CRISIL,A 2+,2025-11-19,MEDIUM,Trading/Exports,NO,CRISIL,1,Letter Of credit,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Murlidhar Ratanlal Exports Ltd.,Fund based financial facility/instrument,BRICKWORK,D,2025-09-24,MEDIUM,Trading/Exports,NO,BRICKWORK,1,Bank Guarantee | Fund based financial facility/instrument | Term loans,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Nipha Exports Pvt. Ltd.,Bank Guarantee,CRISIL,A 2+,2025-07-03,MEDIUM,Trading/Exports,NO,CRISIL,1,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Olivia Impex Pvt. Ltd.,Long term Loans,CRISIL,BBB+,2025-10-10,MEDIUM,Trading/Exports,NO,CRISIL,1,Long term Loans,Downgraded,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Orbit Exports Ltd.,Non-government debt,ICRA,A/A1,2025-09-22,MEDIUM,Trading/Exports,NO,ICRA,1,Non-government debt | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Panorama Exports Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 3,2025-09-08,MEDIUM,Trading/Exports,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Radnik Exports Pvt. Ltd.,Letter Of credit,CRISIL,A 2,2025-07-29,MEDIUM,Trading/Exports,NO,CRISIL,1,Letter Of credit | Long term Loans,Downgraded,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Ratna Kala Exports Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 2,2025-07-28,MEDIUM,Trading/Exports,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
S V G Exports Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-07-18,MEDIUM,Trading/Exports,NO,BRICKWORK,1,Letter Of credit | Term loans,Withdrawn,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sanman Trade Impex Ltd.,Letter Of credit,CRISIL,A 2+,2025-12-02,MEDIUM,Trading/Exports,NO,CRISIL,1,Letter Of credit,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sarita Handa Exports Pvt. Ltd.,Term loans,CRISIL,A-,2025-11-12,MEDIUM,Trading/Exports,NO,CRISIL,1,Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sendoz Impex Pvt. Ltd.,Bank Guarantee,ACUITE,A 2+,2025-08-11,MEDIUM,Trading/Exports,NO,ACUITE,1,Bank Guarantee | Long term Loans | Term loans,Initial Rating,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shiv Shakti Inter Globe Exports Pvt. Ltd.,Bank Guarantee,CRISIL,A 1,2025-10-24,MEDIUM,Trading/Exports,NO,CRISIL,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shobikaa Impex Pvt. Ltd.,Bank Guarantee,CRISIL,A 3,2025-07-07,MEDIUM,Trading/Exports,NO,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shyam Tex Exports Ltd.,Letter Of credit,CRISIL,A 4,2025-09-05,MEDIUM,Trading/Exports,NO,CRISIL,1,Letter Of credit | Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sreeragam Exports Pvt. Ltd.,Long term Loans,CRISIL,BBB,2025-08-28,MEDIUM,Trading/Exports,NO,CRISIL,1,Long term Loans | Term loans,Downgraded,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Toy Zone Impex Pvt. Ltd.,Term loans,CRISIL,BB+,2025-10-27,MEDIUM,Trading/Exports,NO,CRISIL,1,Term loans,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Veerabhadra Exports Pvt. Ltd.,Bank Guarantee,CARE,A 3,2025-09-19,MEDIUM,Trading/Exports,NO,CARE,1,Bank Guarantee | Non-fund-based financial facility/instrument | Non-government debt,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Zen Exim Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-09-10,MEDIUM,Trading/Exports,NO,CARE,1,Non-government debt,Reaffirmed,D365,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Green Fuels Global Trading Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Downgraded),2025-09-23,MEDIUM,Trading/Exports,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,2,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Al-Nasir Exports Pvt. Ltd.,Term loans,CARE,D,2026-04-21,LOW,Trading/Exports,YES,CARE | CRISIL,2,Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ambootia Tea Exports Pvt. Ltd.,Bank Guarantee,CRISIL,D,2026-01-13,LOW,Trading/Exports,YES,BRICKWORK | CRISIL,2,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Arunnachala Impex Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-01-02,LOW,Trading/Exports,YES,BRICKWORK | Infomerics,2,Bank Guarantee | Letter Of credit,Withdrawn,Both,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ashavari Trading Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,2026-03-23,LOW,Trading/Exports,YES,ACUITE | CARE,2,Bank Guarantee,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Brahmaputra River Valley Trading Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-02-12,LOW,Trading/Exports,YES,CARE | CRISIL,2,Bank Guarantee,Withdrawn,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Campari Exports Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-03-11,LOW,Trading/Exports,YES,BRICKWORK | CRISIL,2,Fund based financial facility/instrument | Letter Of credit | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Chandrashekhar Exports Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-12-18,LOW,Trading/Exports,YES,BRICKWORK | Infomerics,2,Letter Of credit,Reaffirmed,Both,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Golden Globe Impex Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-18,LOW,Trading/Exports,YES,CRISIL | IND-RA,2,Letter Of credit | Long term Loans | Non-government debt,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kanaiya Exports Pvt. Ltd.,Term loans,CRISIL,B,2026-04-09,LOW,Trading/Exports,YES,CRISIL | Infomerics,2,Term loans,Reaffirmed,Both,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Mira Exim Ltd.,Long term Loans,CRISIL,BB+,2026-01-23,LOW,Trading/Exports,YES,CRISIL | ICRA,2,Long term Loans | Non-government debt,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Mundhra Exim Pvt. Ltd.,Long term Loans,CRISIL,B,2026-02-26,LOW,Trading/Exports,YES,CRISIL | ICRA,2,Long term Loans | Non-government debt | Short-term loan,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Navjyot International Trading Pvt. Ltd.,Long term Loans,ACUITE,B+,2026-01-21,LOW,Trading/Exports,YES,ACUITE | BRICKWORK,2,Bank Guarantee | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Omni Impex Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-02-12,LOW,Trading/Exports,YES,CARE | CRISIL,2,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Padia Exports Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2026-02-27,LOW,Trading/Exports,YES,CRISIL | ICRA,2,Bank Guarantee | Non-fund-based financial facility/instrument | Non-government debt,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Q V C Exports Ltd.,Letter Of credit,CRISIL,A 4+,2025-12-24,LOW,Trading/Exports,YES,ACUITE | CRISIL,2,Letter Of credit | Long term Loans | Short-term loan,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Rika Global Impex Ltd.,Fund based financial facility/instrument,BRICKWORK,A 3,2026-02-11,LOW,Trading/Exports,YES,BRICKWORK | CARE,2,Bank Guarantee | Fund based financial facility/instrument | Non-government debt,Initial Rating,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Rodas Impex Pvt. Ltd.,Term loans,BRICKWORK,C,2026-03-27,LOW,Trading/Exports,YES,BRICKWORK | CARE,2,Fund based financial facility/instrument | Term loans,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sahastraa Exports Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-12-26,LOW,Trading/Exports,YES,CRISIL | ICRA,2,Letter Of credit | Non-fund-based financial facility/instrument | Short-term loan,Reaffirmed,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Supermint Exports Pvt. Ltd.,Non-government debt,CARE,B/A4,2026-04-08,LOW,Trading/Exports,YES,BRICKWORK | CARE | CRISIL,3,Bank Guarantee | Letter Of credit | Non-government debt | Short-term loan | Term loans,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Vertigo Impex Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-12-19,LOW,Trading/Exports,YES,CRISIL | IND-RA,2,Letter Of credit | Non-government debt,Downgraded,D365,4,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Vikrma Impex Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,2026-04-17,LOW,Trading/Exports,YES,ACUITE | CRISIL | IND-RA | Infomerics,4,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Non-fund based working capital limit | Term loans,Reaffirmed,Both,4,INC — issuer not cooperating with current rater | Multi-agency (4 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
A K R Impex Pvt. Ltd.,Non-government debt,ICRA,D,2026-04-29,LOW,Trading/Exports,YES,ICRA,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
A S Wood Impex Pvt. Ltd.,Letter Of credit,CARE,A 4,2026-02-09,LOW,Trading/Exports,YES,CARE,1,Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Aditya Exim Ltd.,Bank Guarantee,BRICKWORK,D,2026-04-08,LOW,Trading/Exports,YES,BRICKWORK,1,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Anshul Impex Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2026-01-29,LOW,Trading/Exports,YES,ICRA,1,Non-fund-based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
B N T Connections Impex Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Trading/Exports,YES,IND-RA,1,Non-government debt,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
B V L Exports Pvt. Ltd.,Non-government debt,IND-RA,D,2026-01-16,LOW,Trading/Exports,YES,IND-RA,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Brs Enterprises & Trading Ltd.,Letter Of credit,ACUITE,D,2026-04-17,LOW,Trading/Exports,YES,ACUITE,1,Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
D M L Exim Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,Trading/Exports,YES,IND-RA,1,Non-government debt,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Dilip Impex Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-20,LOW,Trading/Exports,YES,CRISIL,1,Bank Guarantee,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Elastochemie Impex Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-01-16,LOW,Trading/Exports,YES,IND-RA,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Galaxy Exports Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-01-27,LOW,Trading/Exports,YES,CRISIL,1,Fund based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Gilco Exports Ltd.,Bank Guarantee,CRISIL,D,2026-02-23,LOW,Trading/Exports,YES,CRISIL,1,Bank Guarantee | Long term Loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Intercraft Trading Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-20,LOW,Trading/Exports,YES,CRISIL,1,Long term Loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
J P M Exports Pvt. Ltd.,Bank Guarantee,CARE,D,2026-01-06,LOW,Trading/Exports,YES,CARE,1,Bank Guarantee,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kish Exports Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2026-04-09,LOW,Trading/Exports,YES,ICRA,1,Non-fund-based financial facility/instrument,Withdrawn,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kolluri Impex Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-01-16,LOW,Trading/Exports,YES,IND-RA,1,Non-government debt,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kosas Exports Ltd.,Term loans,BRICKWORK,D,2026-01-09,LOW,Trading/Exports,YES,BRICKWORK,1,Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kuna Impex Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-12-19,LOW,Trading/Exports,YES,IND-RA,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Maplewood Trading Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2026-02-24,LOW,Trading/Exports,YES,BRICKWORK,1,Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Mirha Exports Pvt. Ltd.,Fund based financial facility/instrument,ICRA,A 4+,2026-04-21,LOW,Trading/Exports,YES,ICRA,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
N M Foodimpex Pvt. Ltd.,Non-government debt,BRICKWORK,C,2025-12-26,LOW,Trading/Exports,YES,BRICKWORK,1,Non-government debt | Term loans,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Pramukh Exim Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,2026-03-25,LOW,Trading/Exports,YES,ICRA,1,Non-fund-based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Rajesh Exports Ltd.,Letter Of credit,BRICKWORK,D,2026-02-26,LOW,Trading/Exports,YES,BRICKWORK,1,Letter Of credit,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ratnagiri Impex Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2026-01-29,LOW,Trading/Exports,YES,BRICKWORK,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Shivmani Exports Pvt. Ltd.,Bank Guarantee,CARE,B,2026-04-06,LOW,Trading/Exports,YES,CARE,1,Bank Guarantee,Downgraded,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Strawberry Studio Exports Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2026-03-16,LOW,Trading/Exports,YES,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sudeep Exim Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,2025-12-18,LOW,Trading/Exports,YES,CRISIL,1,Fund based financial facility/instrument,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sunny Trexim Pvt. Ltd.,Term loans,IND-RA,A 4,2026-01-16,LOW,Trading/Exports,YES,IND-RA,1,Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
U V Exports Pvt. Ltd.,Term loans,CARE,D,2026-05-04,LOW,Trading/Exports,YES,CARE,1,Term loans,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Zenith Exports Ltd.,Non-government debt,ICRA,B+/A4,2026-02-25,LOW,Trading/Exports,YES,ICRA,1,Non-government debt,Reaffirmed,D365,3,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
D Navinchandra Exports Pvt. Ltd. (2005),Non-government debt,CARE,BBB/A3,2026-04-06,LOW,Trading/Exports,NO,CARE | CRISIL,2,Fund based financial facility/instrument | Non-government debt,Initial Rating,D365,2,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Bansal Extraction & Exports Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-02-12,LOW,Trading/Exports,NO,CARE,1,Bank Guarantee | Non-government debt | Term loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Bohra Exports Pvt. Ltd.,Letter Of credit,ACUITE,A 4+,2025-12-31,LOW,Trading/Exports,NO,ACUITE,1,Letter Of credit,Downgraded,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Bora Exim Pvt. Ltd.,Fund based financial facility/instrument,CARE,A 2,2026-03-27,LOW,Trading/Exports,NO,CARE,1,Fund based financial facility/instrument | Non-government debt,Initial Rating,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
D'Decor Exports Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A+,2026-02-25,LOW,Trading/Exports,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Danavarshini Exports Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB-,2026-01-08,LOW,Trading/Exports,NO,CRISIL,1,Fund based financial facility/instrument | Long term Loans,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Deccan Tobacco Exports Pvt. Ltd.,Non-government debt,CARE,BBB+/A2,2026-04-01,LOW,Trading/Exports,NO,CARE,1,Non-government debt,Initial Rating,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Hari Krishna Exports Pvt. Ltd.,Long term Loans,ACUITE,A,2026-04-02,LOW,Trading/Exports,NO,ACUITE,1,Long term Loans | Short-term loan,Withdrawn,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Indian Designs Exports Pvt. Ltd.,Term loans,CARE,A-,2026-04-07,LOW,Trading/Exports,NO,CARE,1,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,Upgraded,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Jayanita Exports Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,2026-01-02,LOW,Trading/Exports,NO,CARE,1,Non-government debt | Term loans,Rating Watch,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
K Amishkumar Trading Pvt. Ltd.,Letter Of credit,CRISIL,A 3,2026-04-06,LOW,Trading/Exports,NO,CRISIL,1,Letter Of credit | Short-term loan,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Kader Exports Pvt. Ltd.,Bank Guarantee,CRISIL,A 2+,2026-02-25,LOW,Trading/Exports,NO,CRISIL,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Kamala International Exim Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 1,2026-04-30,LOW,Trading/Exports,NO,IND-RA,1,Non-fund based working capital limit,Reaffirmed,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Le Merite Exports Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2026-01-06,LOW,Trading/Exports,NO,CRISIL,1,Fund based financial facility/instrument,Downgraded,D365,1,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
