Company Name,Latest Instrument,Latest Rater,Latest Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
MJ Pharmaceuticals Private Limited,Commercial Paper,Infomerics,IVR A1+ (CE) (Withdrawn),2019-10-12,HIGH,Chemicals/Pharma,NO,Infomerics,1,Commercial Paper,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Mittal Pigments Private Limited,Long Term Bank Facilities,Infomerics,IVR A (Upgraded),2025-01-27,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Mody Chem (MChem),Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),2025-03-25,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Shri Ganpati Fertilizers Limited (SGFL),Long Term Fund Based Bank Facility - Term Loan,Infomerics,IVR A- (Reaffirmed and Withdrawn),2024-01-01,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Fund Based Bank Facility - Cash Credit | Long Term Fund Based Bank Facility - Term Loan | Short Term Non-Fund Based Bank Facility - Letter of Credit | Short Term Non-Fund Based Bank Facility - Pre Settlement Risk (PSR),,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Swati Camphor and Speciality Chemicals Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-13,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Tethys Chem Private Limited,Long Term Instruments/Facilities,Infomerics,IVR BB+ (Reaffirmed),2025-04-02,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Instruments/Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Universal Petro Chemicals Limited,Long Term Fund Based Bank Facilities - Cash Credit,Infomerics,Withdrawn,2023-09-21,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Fund Based Bank Facilities - Cash Credit | Proposed-Short term Non- Fund based Bank Facilities - Letter of Credit | Short Term Non-Fund Based Bank Facilities - Bank Guarantee | Short Term Non-Fund Based Bank Facilities - Letter of Credit,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Veer Plastics Private Limited,Long Term Bank Facilities,Infomerics,IVR A- (Reaffirmed),2025-03-11,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Westin Resins and Polymers Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (Reaffirmed),2025-04-01,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Zigma Chemicals,Long Term Bank Facilities,Infomerics,IVR B+ (Assigned),2024-12-18,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Zyex Chemicals LLP,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),2025-01-09,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
