Company Name,All Instruments,Latest Instrument,Current Rater(s),Latest Rater,Rater Count,Rating,Rating Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Geographic Cluster,Why Target,ACER Pitch Angle
J G Hosiery Pvt. Ltd.,Fund based financial facility/instrument | Non-government debt | Term loans,Fund based financial facility/instrument,ACUITE | ICRA,ICRA,2,A,Withdrawn,2026-01-30,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
K P N Textile Mills Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Bank Guarantee,CARE | CRISIL,CRISIL,2,A 4,Reaffirmed,2026-01-21,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Kalpataruvu Spinning Mills Pvt. Ltd.,Fund based financial facility/instrument | Long term Loans | Non-government debt | Term loans,Long term Loans,CARE | CRISIL | IND-RA | Infomerics,CRISIL,4,D,Reaffirmed,2026-02-23,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Kannappan Textile Mill Pvt. Ltd.,Bank Guarantee | Letter Of credit | Non-government debt | Term loans,Bank Guarantee,BRICKWORK | IND-RA,BRICKWORK,2,A 4,Reaffirmed,2026-02-19,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Kelvin Jute Ltd.,Bank Guarantee | Letter Of credit | Non-fund based working capital limit | Term loans,Non-fund based working capital limit,CRISIL | IND-RA,IND-RA,2,A 3+,Withdrawn,2026-04-14,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Konark Synthetic Ltd.,Bank Guarantee | Letter Of credit | Non-government debt,Non-government debt,CARE | CRISIL | IND-RA,IND-RA,3,D,Reaffirmed,2026-01-16,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Kurinji Spinning Mills Pvt. Ltd.,Term loans,Term loans,CARE | IND-RA,CARE,2,B-,Reaffirmed,2026-02-03,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Lodz Denim Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA | Infomerics,IND-RA,2,BB-/A4+,Downgraded,2026-02-27,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Magnum Spinning Mills India Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,BRICKWORK | CRISIL,BRICKWORK,2,A 4,Reaffirmed,2026-02-27,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Narayan Spinning Mills Pvt. Ltd.,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,BRICKWORK | CARE,BRICKWORK,2,A 4,Reaffirmed,2026-03-04,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Navagiri Spinning Mills Pvt. Ltd.,Non-government debt | Term loans,Non-government debt,CARE | IND-RA,IND-RA,2,BB/A4+,Initial Rating,2026-03-27,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Om Yarn Plus Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit,BRICKWORK | CARE,CARE,2,D,Reaffirmed,2026-02-10,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Pacific Jute Ltd.,Letter Of credit | Long term Loans | Term loans,Letter Of credit,CARE | CRISIL,CRISIL,2,A 4,Reaffirmed,2026-03-27,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Paragon Apparel Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit,CRISIL | Infomerics,CRISIL,2,D,Downgraded,2026-04-13,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Paramount Textile Mills Pvt. Ltd.,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Term loans,ACUITE | CRISIL | ICRA,CRISIL,3,A-,Initial Rating,2025-12-29,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Pasupati Spinning & Wvg. Mills Ltd.,Letter Of credit | Long term Loans | Non-fund based working capital limit | Term loans,Letter Of credit,CRISIL | IND-RA,CRISIL,2,A 4,Reaffirmed,2026-03-30,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Phenix Spinning Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,ACUITE | BRICKWORK | CRISIL,BRICKWORK,3,A 4,Reaffirmed,2026-03-16,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Rawalwasia Textile Inds. Pvt. Ltd.,Letter Of credit | Long term Loans | Non-government debt | Short-term loan,Non-government debt,ACUITE | BRICKWORK | CARE,CARE,3,B-/A4,Downgraded,2026-04-08,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Rayon Textile India Pvt. Ltd.,Letter Of credit | Long term Loans | Term loans,Term loans,ACUITE | CRISIL,ACUITE,2,B-,Downgraded,2026-02-02,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sambandam Spinning Mills Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Term loans,BRICKWORK | CRISIL | IND-RA | Infomerics,IND-RA,4,A 4+,Downgraded,2025-12-19,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shahlon Silk Inds. Ltd.,Bank Guarantee | Letter Of credit | Non-government debt | Term loans,Bank Guarantee,CARE | CRISIL,CRISIL,2,A 4,Withdrawn,2025-12-30,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shri Vasudeva Weaving Mills Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit,ACUITE | Infomerics,ACUITE,2,A 4,Reaffirmed,2026-03-12,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sidwin Fabric Pvt. Ltd.,Non-government debt | Term loans,Non-government debt,CRISIL | ICRA,ICRA,2,B+/A4,Reaffirmed,2026-04-16,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sivaguru Spinning Mills Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA | Infomerics,IND-RA,2,B+/A4,Downgraded,2026-01-12,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sree Astalaxmi Spinning Mills Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Term loans,BRICKWORK | CARE | CRISIL,CARE,3,B-,Reaffirmed,2026-04-08,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sri Balambika Textile Mills Pvt. Ltd.,Letter Of credit | Term loans,Term loans,CARE | CRISIL,CRISIL,2,B,Reaffirmed,2026-03-20,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Thenpandian Spinning Mills India Pvt. Ltd.,Letter Of credit | Long term Loans | Non-fund based working capital limit | Term loans,Non-fund based working capital limit,ACUITE | IND-RA,IND-RA,2,A 4+,Reaffirmed,2026-04-06,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
U B Cotton Pvt. Ltd.,Letter Of credit | Non-government debt,Non-government debt,CARE | CRISIL,CARE,2,BB/A4,Downgraded,2026-01-09,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Vashu Yarn Mills India Pvt. Ltd.,Letter Of credit | Non-fund based working capital limit | Non-government debt | Term loans,Non-government debt,CRISIL | IND-RA,IND-RA,2,D,Reaffirmed,2026-04-02,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Vasundhara Cotton Mills Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,ACUITE | CRISIL,ACUITE,2,B,Downgraded,2026-03-10,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Victory Spinning Mills Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans | Non-government debt | Term loans,Bank Guarantee,ACUITE | IND-RA,ACUITE,2,A 4,Reaffirmed,2026-04-01,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
A V I Ansh Textile Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2025-07-07,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Aakavi Spinning Mills Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,B-,Reaffirmed,2025-06-23,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Anantnath Silk Mills Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B/A4,Downgraded,2025-08-21,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Balarama Krishna Spinning Mills Pvt. Ltd.,Letter Of credit | Long term Loans | Term loans,Letter Of credit,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-07-11,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Baldev Textile Mills Pvt. Ltd.,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,ICRA,ICRA,1,A 4,Reaffirmed,2025-11-28,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Bhaskar Silk Mills Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-08-26,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Britex Cotton Intl. Ltd.,Letter Of credit,Letter Of credit,CRISIL,CRISIL,1,D,Reaffirmed,2025-10-14,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Chamundi Textiles (Silk Mills) Ltd.,Letter Of credit | Term loans,Letter Of credit,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2025-06-26,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Deepam Silk Retail Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-11-13,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Dhandapani Spinning Mills Ltd.,Letter Of credit | Term loans,Letter Of credit,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-12-10,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Dharti Spinning Mill Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2025-08-25,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Eastern Silk Inds. Ltd.,Long term Loans | Term loans,Long term Loans,CRISIL,CRISIL,1,D,Reaffirmed,2025-06-27,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
G M Reddy Cotton Inds. Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Reaffirmed,2025-09-11,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Gemini Dyeing & Prtg. Mills Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2025-07-29,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Guhan Textile Mills Pvt. Ltd.,Letter Of credit | Long term Loans | Term loans,Letter Of credit,ACUITE,ACUITE,1,D,Reaffirmed,2025-07-21,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Jaihanuman Cotton Gng. Mills Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-12-08,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Jakharia Fabric Ltd.,Long term Loans | Term loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-08-21,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Jindal Spinning Mills Ltd.,Long term Loans,Long term Loans,ACUITE,ACUITE,1,C,Reaffirmed,2025-09-16,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
K G Denim Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,CARE,CARE,1,D,Reaffirmed,2025-07-09,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
K K P Weaving & Processing Mills Pvt. Ltd.,Fund based financial facility/instrument | Letter Of credit,Letter Of credit,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2025-06-17,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
K K Silk Mills Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,CARE,CARE,1,BB+,Upgraded,2025-10-06,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
K S R Textile Mills Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-10-23,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Khator Fibre & Fabrics Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,CRISIL,CRISIL,1,D,Reaffirmed,2025-06-16,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Kinjal Cotton Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-07-14,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Krishna Natural Fibre Pvt. Ltd.,Term loans,Term loans,ICRA,ICRA,1,B,Reaffirmed,2025-11-14,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Kudu Knit Process Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-06-16,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Map Cotton Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Downgraded,2025-08-21,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Mittal Dyeing Pvt. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,C,Reaffirmed,2025-10-13,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Moenus Textile Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,D,Reaffirmed,2025-09-11,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Mudra Denim Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit,CRISIL,CRISIL,1,D,Reaffirmed,2025-06-24,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
N R U Spinning Mills Ltd.,Letter Of credit | Long term Loans,Letter Of credit,CRISIL,CRISIL,1,D,Reaffirmed,2025-11-13,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Natural Cotton Spinners Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,D,Reaffirmed,2025-08-19,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Oracle Home Textile Ltd.,Letter Of credit | Term loans,Letter Of credit,CRISIL,CRISIL,1,D,Reaffirmed,2025-09-25,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
P C K Cotton Pvt. Ltd.,Bank Guarantee,Bank Guarantee,CRISIL,CRISIL,1,A 4,Withdrawn,2025-11-13,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
