Company Name,All Instruments,Latest Instrument,Current Rater(s),Latest Rater,Rater Count,Rating,Rating Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Geographic Cluster,Why Target,ACER Pitch Angle
Kinjal Cotton Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-07-14,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Krishna Natural Fibre Pvt. Ltd.,Term loans,Term loans,ICRA,ICRA,1,B,Reaffirmed,2025-11-14,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Kudu Knit Process Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-06-16,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Map Cotton Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Downgraded,2025-08-21,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Mittal Dyeing Pvt. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,C,Reaffirmed,2025-10-13,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Moenus Textile Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,D,Reaffirmed,2025-09-11,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Mudra Denim Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit,CRISIL,CRISIL,1,D,Reaffirmed,2025-06-24,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
N R U Spinning Mills Ltd.,Letter Of credit | Long term Loans,Letter Of credit,CRISIL,CRISIL,1,D,Reaffirmed,2025-11-13,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Natural Cotton Spinners Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,D,Reaffirmed,2025-08-19,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Oracle Home Textile Ltd.,Letter Of credit | Term loans,Letter Of credit,CRISIL,CRISIL,1,D,Reaffirmed,2025-09-25,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
P C K Cotton Pvt. Ltd.,Bank Guarantee,Bank Guarantee,CRISIL,CRISIL,1,A 4,Withdrawn,2025-11-13,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Parani Spinning Mills Pvt. Ltd.,Letter Of credit | Long term Loans | Term loans,Letter Of credit,ACUITE,ACUITE,1,D,Reaffirmed,2025-07-21,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Parth Thread Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,B-,Reaffirmed,2025-08-14,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Pavathal Spinning Mills Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-08-29,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Pioneer Spinning & Wvg. Mills Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-07-14,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Premier Knits Apparel (India) Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,BB-,Withdrawn,2025-07-22,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Ramsons Garment Finishing Equipments Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2025-08-06,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Rana Denim Pvt. Ltd.,Bank Guarantee | Long term Loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-08-18,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Ranger Cotton Mills India Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Reaffirmed,2025-08-21,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Rawalwasia Yarn Dyeing Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,ACUITE,ACUITE,1,B+,Withdrawn,2025-11-21,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Rohini Textile Industry Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2025-06-20,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
S S S Fibre Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,B,Downgraded,2025-07-28,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sanganeriya Spinning Mills Ltd.,Letter Of credit,Letter Of credit,CARE,CARE,1,A 4,Reaffirmed,2025-11-26,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Santha Spinning Mills Pvt. Ltd.,Letter Of credit | Long term Loans | Term loans,Letter Of credit,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-09-17,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shambhu Textile Mills Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-11-26,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shetrunjay Dyeing & Weaving Mills Ltd.,Long term Loans | Term loans,Long term Loans,ACUITE,ACUITE,1,BB-,Downgraded,2025-09-29,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shiven Yarn Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-06-24,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shree Geeta Textile Mills Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,D,Reaffirmed,2025-09-10,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shree Santosh Cotton Spin Pvt. Ltd.,Term loans,Term loans,ICRA,ICRA,1,D,Reaffirmed,2025-12-12,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shri Krishna Spinning Mills (India) Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-11-12,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shri Ramdev Cot Yarn Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,CARE,CARE,1,B-,Reaffirmed,2025-08-26,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shri Vishnuperumaal Spin Yarn Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Reaffirmed,2025-08-21,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shumathy Spinning Mills Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-09-18,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Silk Touch Vitrified Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-11-13,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sri Lakshmi Srinivasa Jute Mills Pvt. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2025-09-18,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sri Sahithi Spinning Mills Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-10-17,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sri Textile Erode Pvt. Ltd.,Letter Of credit | Long term Loans | Term loans,Letter Of credit,ACUITE,ACUITE,1,D,Reaffirmed,2025-07-21,MEDIUM,4,YES,Textiles,Tirupur/Tamil Nadu cluster,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sri V N S Spinning Mills India Pvt. Ltd.,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,ICRA,ICRA,1,A 4,Reaffirmed,2025-08-13,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sri Vijaya Venkateswara Cotton Mills Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Reaffirmed,2025-09-11,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Suryauday Spinning Mills Pvt. Ltd.,Bank Guarantee | Long term Loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Withdrawn,2025-07-22,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Suryavanshi Spinning Mills Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,CRISIL,CRISIL,1,D,Reaffirmed,2025-11-21,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
T R K Textile India Pvt. Ltd.,Letter Of credit | Long term Loans | Term loans,Letter Of credit,ACUITE,ACUITE,1,A 4+,Reaffirmed,2025-08-28,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Tayal Cotton Pvt. Ltd.,Letter Of credit,Letter Of credit,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-07-31,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Team Colence Technical Textile Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,BB,Reaffirmed,2025-11-11,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Thangavelu Spinning Mills Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,C-,Reaffirmed,2025-11-13,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Tirupur Pandit Hosiery Millss Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,ACUITE,ACUITE,1,B-,Downgraded,2025-12-05,MEDIUM,4,YES,Textiles,Tirupur/Tamil Nadu cluster,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Trimurty Spinning Mills Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-10-17,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Vijay Velavan Spinning Mills Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Downgraded,2025-08-21,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Vishnu Cotton Mills Ltd.,Letter Of credit | Long term Loans,Letter Of credit,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-07-29,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Weaverly Jute Mills Pvt. Ltd.,Bank Guarantee,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-11-27,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Yogiraj Spinning Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,B+,Downgraded,2025-07-18,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Ayyappa Cotton Mills Private Limited,Fund Based Long Term Bank Facilities | Fund Based Long Term Bank Facilities - Proposed,Fund Based Long Term Bank Facilities,Infomerics,Infomerics,1,IVR B+ (INC)(Downgraded),,2025-07-03,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
M/S Idupulapadu Cotton Mills Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR B (INC)(Downgraded),,2025-10-16,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
PCK Cotton Private Limited,Long Term Bank Facilities | Long/Short Term Bank Facilities | Proposed Short Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR B (INC)(Downgraded),,2025-08-01,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
PVR Spinning and Weaving Limited,Long Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR B+ (INC)(Downgraded),,2025-07-11,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Prathu Ginning Mill Private Limited (Erstwhile Nandi Cotton Ginning Mill Private Limited),Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB- (INC)(Downgraded),,2025-07-08,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shivam Cotton Industries,Long Term Instruments/Facilities,Long Term Instruments/Facilities,Infomerics,Infomerics,1,IVR B (INC)(Downgraded),,2025-07-04,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Suriya Spinning Mills,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB (INC)(Downgraded),,2025-07-11,MEDIUM,4,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
A K Soni Hosiery Mills Pvt. Ltd.,Term loans,Term loans,BRICKWORK | CARE,BRICKWORK,2,D,Reaffirmed,2026-02-26,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Aaiswarya Dyeing Mills Pvt. Ltd.,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,CRISIL | ICRA,ICRA,2,A 4,Reaffirmed,2026-01-23,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Ambica Jute Mills Ltd.,Bank Guarantee | Letter Of credit | Non-fund based working capital limit | Term loans,Non-fund based working capital limit,CRISIL | IND-RA,IND-RA,2,A 3+,Withdrawn,2026-04-14,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Armstrong Spinning Mills Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Bank Guarantee,CRISIL | IND-RA,CRISIL,2,A 4,Reaffirmed,2026-04-21,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Arthanari Loom Centre (Textile) Pvt. Ltd.,Fund based financial facility/instrument | Letter Of credit | Term loans,Letter Of credit,BRICKWORK | CARE,CARE,2,A 3+,Reaffirmed,2026-04-08,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Arun Spinning Mills Pvt. Ltd.,Letter Of credit | Term loans,Term loans,ACUITE | BRICKWORK,ACUITE,2,B-,Reaffirmed,2026-04-17,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Arunachala Spinning Mills India Pvt. Ltd.,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Term loans,CARE | CRISIL,CARE,2,B,Downgraded,2026-04-21,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Ashok Textile Mills Pvt. Ltd.,Long term Loans | Non-government debt | Term loans,Long term Loans,ACUITE | IND-RA,ACUITE,2,BB,Downgraded,2026-01-23,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Bajrang Cotton Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Term loans,BRICKWORK | CRISIL,BRICKWORK,2,C,Reaffirmed,2026-02-18,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Balkrishna Textile Pvt. Ltd.,Letter Of credit | Term loans,Term loans,ACUITE | CARE,ACUITE,2,BBB-,Reaffirmed,2026-03-23,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
