Company Name,Current Raters,Rater Count,Instrument,Rating,Last Rating Date,Days Since Rating,Urgency,INC Flag,Sector,Call Today Reason,ACER Pitch Angle
K P L Exports Ltd.,CARE,1,Bank Guarantee,A 4,2025-06-11,369,HIGH,YES,Other,INC — 369 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
M G F Devp. Ltd.,CRISIL,1,Long term Loans,BBB,2025-06-11,369,HIGH,YES,Other,INC — 369 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Onus Enterprise Pvt. Ltd.,ACUITE,1,Letter Of credit,A 4,2025-06-11,369,HIGH,YES,Other,INC — 369 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Pharmachem Industries (Gujarat) Pvt. Ltd.,ACUITE,1,Long term Loans,B+,2025-06-11,369,HIGH,YES,Manufacturing,INC — 369 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sathyam Roller Flour Mills Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,A 4,2025-06-11,369,HIGH,YES,Agro/Food,INC — 369 days overdue | Sector: Agro/Food,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shree Nageshwar Papers Ltd.,BRICKWORK,1,Term loans,C,2025-06-11,369,HIGH,YES,Other,INC — 369 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shreyans Creation Global Pvt. Ltd.,CRISIL,1,Non-fund-based financial facility/instrument,A 4,2025-06-11,369,HIGH,YES,Other,INC — 369 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shubhalakshmi Polyesters Ltd.,CARE,1,Bank Guarantee,A 4,2025-06-11,369,HIGH,YES,Other,INC — 369 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sudarshan Jeans Pvt. Ltd.,CARE,1,Bank Guarantee,A 4,2025-06-11,369,HIGH,YES,Other,INC — 369 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Super Max Affordable Housing Pvt. Ltd.,CARE,1,Term loans,B-,2025-06-11,369,HIGH,YES,Construction,INC — 369 days overdue | Sector: Construction,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Tech-Force Composites Pvt. Ltd.,CRISIL,1,Letter Of credit,B,2025-06-11,369,HIGH,YES,IT/Software,INC — 369 days overdue | Sector: IT/Software,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Real Grow Exims Pvt. Ltd.,BRICKWORK | CARE,2,Letter Of credit,D,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A G Fats Pvt. Ltd.,CRISIL,1,Long term Loans,B,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Amoda Iron & Steel Ltd.,CRISIL,1,Bank Guarantee,D,2025-06-12,368,HIGH,YES,Steel/Metals,INC — 368 days overdue | Sector: Steel/Metals,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Biotech International Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-12,368,HIGH,YES,Healthcare,INC — 368 days overdue | Sector: Healthcare,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Choksi Laboratories Ltd.,BRICKWORK,1,Term loans,C,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
City Promoter & Buildwell Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4+,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Dolphin Mart Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
G K Plastics Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
G L Metallica Pvt. Ltd.,CRISIL,1,Term loans,B,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Gagan Wine Trade & Financers Ltd.,CRISIL,1,Long term Loans,D,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Green Shield Enterprises Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
M R Proview Real Tech Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,D,2025-06-12,368,HIGH,YES,IT/Software,INC — 368 days overdue | Sector: IT/Software,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Maharani Innovative Paints Pvt. Ltd.,CRISIL,1,Letter Of credit,A 2,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Mundra Agro Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,B+,2025-06-12,368,HIGH,YES,Agro/Food,INC — 368 days overdue | Sector: Agro/Food,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Nutraplus India Ltd.,BRICKWORK,1,Letter Of credit,D,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
P M P Textiles Spg. Mills Ltd.,CARE,1,Non-government debt,D,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
P V R Spinning & Wvg. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-12,368,HIGH,YES,Textiles,INC — 368 days overdue | Sector: Textiles,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Pooja Tiles & Sanitary Pvt. Ltd.,BRICKWORK,1,Term loans,D,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Positive Metering Pumps (India) Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Prakash Ply Centre Pvt. Ltd.,BRICKWORK,1,Letter Of credit,A 4,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Rajgaria Timber Pvt. Ltd.,BRICKWORK,1,Letter Of credit,D,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
S B S Transpole Logistics Pvt. Ltd.,CARE,1,Bank Guarantee,D,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shree Sita Refiners Pvt. Ltd.,CRISIL,1,Term loans,B,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Siddheshwari Paper Udyog Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-12,368,HIGH,YES,Manufacturing,INC — 368 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Skytouch Ceramic Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-12,368,HIGH,YES,Manufacturing,INC — 368 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sohrab Spinning Mills Ltd.,CRISIL,1,Letter Of credit,D,2025-06-12,368,HIGH,YES,Textiles,INC — 368 days overdue | Sector: Textiles,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
South Calcutta Diesels Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
South India Spg. Mills Pvt. Ltd.,CRISIL,1,Long term Loans,B,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Star Iris Exports Pvt. Ltd.,CRISIL,1,Long term Loans,B,2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Nila Seafoods Private Limited,Infomerics,1,Long Term Facilities,IVR BB- (INC)(Downgraded),2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Strategic Infra Services Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-06-12,368,HIGH,YES,Other,INC — 368 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Arabian Petroleum Ltd.,CARE | IND-RA,2,Term loans,BB-,2025-06-13,367,HIGH,YES,Infrastructure,INC — 367 days overdue | Sector: Infrastructure,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Eastern Power Distribution Co. Of Andhra Pradesh Ltd.,CRISIL | Infomerics,2,Letter Of credit,A 4,2025-06-13,367,HIGH,YES,Infrastructure,INC — 367 days overdue | Sector: Infrastructure,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Garg Acrylics Ltd.,BRICKWORK | CRISIL,2,Non-fund-based financial facility/instrument,A 4,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Universal Infra & Agri Oils Pvt. Ltd.,CARE | Infomerics,2,Fund based financial facility/instrument,B+,2025-06-13,367,HIGH,YES,Agro/Food,INC — 367 days overdue | Sector: Agro/Food,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Aradhya Wire & Ropes Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,D,2025-06-13,367,HIGH,YES,Steel/Metals,INC — 367 days overdue | Sector: Steel/Metals,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Ashiana Ispat Ltd.,BRICKWORK,1,Bank Guarantee,D,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Baba Super Minerals Pvt. Ltd.,CRISIL,1,Bank Guarantee,B+,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Feedback Energy Distribution Co. Ltd.,CARE,1,Non-government debt,D,2025-06-13,367,HIGH,YES,Infrastructure,INC — 367 days overdue | Sector: Infrastructure,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Limtex Agri Udyog Ltd.,ICRA,1,Long term Loans,D,2025-06-13,367,HIGH,YES,Agro/Food,INC — 367 days overdue | Sector: Agro/Food,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Mehrab Logistics & Aviation Ltd.,BRICKWORK,1,Term loans,C,2025-06-13,367,HIGH,YES,Logistics,INC — 367 days overdue | Sector: Logistics,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Namratha Oil Refineries Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-13,367,HIGH,YES,Infrastructure,INC — 367 days overdue | Sector: Infrastructure,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Narmada Spun Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Nava Nirman Fabrication Pvt. Ltd.,CRISIL,1,Bank Guarantee,D,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Neelkamal Polytex Inds. Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 3+,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Nepzpack Industries Pvt. Ltd.,CRISIL,1,Long term Loans,B,2025-06-13,367,HIGH,YES,Manufacturing,INC — 367 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Nirav Metals Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Nowotek Textiles Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
P P Telecell Mktg. Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Paramashiva Motors Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,B+,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Partap Wires (India) Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Peaton Electrical Co. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Poornima Handicrafts Pvt. Ltd.,CARE,1,Non-government debt,B-/A4,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Proarch I T Solutions Pvt. Ltd.,CRISIL,1,Long term Loans,B+,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Radium Creation Ltd.,CRISIL,1,Long term Loans,B,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Reach Logistics Pvt. Ltd.,CRISIL,1,Long term Loans,B+,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Resonance Paper Mill Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-13,367,HIGH,YES,Manufacturing,INC — 367 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Rine Engineering Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-13,367,HIGH,YES,Manufacturing,INC — 367 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Rodium Realty Ltd.,BRICKWORK,1,Term loans,B,2025-06-13,367,HIGH,YES,Construction,INC — 367 days overdue | Sector: Construction,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
S D Auto Engg. Works Pvt. Ltd.,CRISIL,1,Term loans,B,2025-06-13,367,HIGH,YES,Manufacturing,INC — 367 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
S M Sun Power Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-13,367,HIGH,YES,Infrastructure,INC — 367 days overdue | Sector: Infrastructure,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sakthi Auto Ancillary Pvt. Ltd.,BRICKWORK,1,Term loans,C,2025-06-13,367,HIGH,YES,Manufacturing,INC — 367 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sandhya Organic Chemicals Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Satchidananda Agro Tech Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-13,367,HIGH,YES,Agro/Food,INC — 367 days overdue | Sector: Agro/Food,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shivdhara Spinners & Spinners Pvt. Ltd.,CRISIL,1,Term loans,B-,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shrinathji Agro Food Inds. Pvt. Ltd.,CRISIL,1,Non-fund-based financial facility/instrument,A 4,2025-06-13,367,HIGH,YES,Agro/Food,INC — 367 days overdue | Sector: Agro/Food,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Singhal Business Pvt. Ltd.,CARE,1,Bank Guarantee,A 4,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Syska Led Lights Pvt. Ltd.,CARE,1,Bank Guarantee,D,2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Windals Auto Pvt. Ltd.,BRICKWORK,1,Letter Of credit,D,2025-06-13,367,HIGH,YES,Manufacturing,INC — 367 days overdue | Sector: Manufacturing,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Magadh Iron Private Limited,Infomerics,1,Long Term Bank Facility,IVR B (INC) (Downgraded),2025-06-13,367,HIGH,YES,Steel/Metals,INC — 367 days overdue | Sector: Steel/Metals,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sanjvik Terminals Private Limited,Infomerics,1,Long Term Bank Facility,IVR D (INC) (Reaffirmed),2025-06-13,367,HIGH,YES,Other,INC — 367 days overdue | Sector: Other,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Agrawal Sponge Pvt. Ltd.,CRISIL | Infomerics,2,Letter Of credit,A 3+,2025-06-16,364,MEDIUM,YES,Other,INC — 364 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Annu Projects Ltd.,BRICKWORK | Infomerics,2,Bank Guarantee,A 4,2025-06-16,364,MEDIUM,YES,Other,INC — 364 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ghatge Patil Transports Pvt. Ltd.,CARE,1,Bank Guarantee,D,2025-06-16,364,MEDIUM,YES,Other,INC — 364 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Joarder Rice Mill Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-16,364,MEDIUM,YES,Agro/Food,INC — 364 days overdue | Sector: Agro/Food,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kaas Footwear Inds. Pvt. Ltd.,CRISIL,1,Term loans,D,2025-06-16,364,MEDIUM,YES,Other,INC — 364 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Karmic Energy Pvt. Ltd.,CRISIL,1,Long term Loans,B-,2025-06-16,364,MEDIUM,YES,Infrastructure,INC — 364 days overdue | Sector: Infrastructure,"INC with current rater — ACER offers fresh start, analyst accessibility"
Khator Fibre & Fabrics Ltd.,CRISIL,1,Bank Guarantee,D,2025-06-16,364,MEDIUM,YES,Textiles,INC — 364 days overdue | Sector: Textiles,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kotsons Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,D,2025-06-16,364,MEDIUM,YES,Other,INC — 364 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kudu Knit Process Pvt. Ltd.,CRISIL,1,Long term Loans,B,2025-06-16,364,MEDIUM,YES,Textiles,INC — 364 days overdue | Sector: Textiles,"INC with current rater — ACER offers fresh start, analyst accessibility"
Macneill Engineering Ltd.,CARE,1,Term loans,B,2025-06-16,364,MEDIUM,YES,Manufacturing,INC — 364 days overdue | Sector: Manufacturing,"INC with current rater — ACER offers fresh start, analyst accessibility"
Pride East Entertainments Pvt. Ltd.,CRISIL,1,Term loans,B,2025-06-16,364,MEDIUM,YES,Other,INC — 364 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
R K Electric Automation Ltd.,CRISIL,1,Bank Guarantee,A 4,2025-06-16,364,MEDIUM,YES,Other,INC — 364 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
R L Agro Foods Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,D,2025-06-16,364,MEDIUM,YES,Agro/Food,INC — 364 days overdue | Sector: Agro/Food,"INC with current rater — ACER offers fresh start, analyst accessibility"
Rajiv Automobiles Pvt. Ltd.,CRISIL,1,Letter Of credit,B,2025-06-16,364,MEDIUM,YES,Other,INC — 364 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Rama Ferro Alloys & Finance Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4,2025-06-16,364,MEDIUM,YES,BFSI,INC — 364 days overdue | Sector: BFSI,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sri Sai Basava Sugars Ltd.,BRICKWORK,1,Fund based financial facility/instrument,D,2025-06-16,364,MEDIUM,YES,Other,INC — 364 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Vasavi Power Services Pvt. Ltd.,CARE,1,Bank Guarantee,D,2025-06-16,364,MEDIUM,YES,Infrastructure,INC — 364 days overdue | Sector: Infrastructure,"INC with current rater — ACER offers fresh start, analyst accessibility"
Acme Commodities Private Limited,Infomerics,1,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-06-16,364,MEDIUM,YES,Other,INC — 364 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
C.D Industries (Prop. Kisaan Engineering Works Private Limited),Infomerics,1,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-06-16,364,MEDIUM,YES,Manufacturing,INC — 364 days overdue | Sector: Manufacturing,"INC with current rater — ACER offers fresh start, analyst accessibility"
Rishav Exports,Infomerics,1,Long Term Bank Facilities - Cash Credit,IVR B- (INC)(Downgraded),2025-06-16,364,MEDIUM,YES,Other,INC — 364 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
K K P Garments Pvt. Ltd.,BRICKWORK | Infomerics,2,Fund based financial facility/instrument,B+,2025-06-17,363,MEDIUM,YES,Other,INC — 363 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Pragati Spinners Pvt. Ltd.,BRICKWORK | IND-RA | Infomerics,3,Non-fund based working capital limit,A 4+,2025-06-17,363,MEDIUM,YES,Other,INC — 363 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Azeen Agro Pvt. Ltd.,CARE,1,Fund based financial facility/instrument,B-,2025-06-17,363,MEDIUM,YES,Agro/Food,INC — 363 days overdue | Sector: Agro/Food,"INC with current rater — ACER offers fresh start, analyst accessibility"
K K P Weaving & Processing Mills Pvt. Ltd.,BRICKWORK,1,Letter Of credit,A 4,2025-06-17,363,MEDIUM,YES,Textiles,INC — 363 days overdue | Sector: Textiles,"INC with current rater — ACER offers fresh start, analyst accessibility"
Khattar Edibles Pvt. Ltd.,CARE,1,Term loans,B+,2025-06-17,363,MEDIUM,YES,Other,INC — 363 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
L M C S Maritime Pvt. Ltd.,BRICKWORK,1,Term loans,C,2025-06-17,363,MEDIUM,YES,Other,INC — 363 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Microsun Solar Tech Pvt. Ltd.,BRICKWORK,1,Bank Guarantee,D,2025-06-17,363,MEDIUM,YES,Infrastructure,INC — 363 days overdue | Sector: Infrastructure,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ocean Healthcare Pvt. Ltd.,CARE,1,Term loans,D,2025-06-17,363,MEDIUM,YES,Healthcare,INC — 363 days overdue | Sector: Healthcare,"INC with current rater — ACER offers fresh start, analyst accessibility"
R N Metals Pvt. Ltd.,BRICKWORK,1,Non-government debt,C,2025-06-17,363,MEDIUM,YES,Other,INC — 363 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
S R S Real Infrastructure Ltd.,BRICKWORK,1,Fund based financial facility/instrument,D,2025-06-17,363,MEDIUM,YES,Construction,INC — 363 days overdue | Sector: Construction,"INC with current rater — ACER offers fresh start, analyst accessibility"
Spads Textiles Ltd.,BRICKWORK,1,Bank Guarantee,D,2025-06-17,363,MEDIUM,YES,Other,INC — 363 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Summit Corporation Pvt. Ltd.,CARE,1,Bank Guarantee,D,2025-06-17,363,MEDIUM,YES,Other,INC — 363 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sysco Industries Ltd.,BRICKWORK,1,Bank Guarantee,D,2025-06-17,363,MEDIUM,YES,Manufacturing,INC — 363 days overdue | Sector: Manufacturing,"INC with current rater — ACER offers fresh start, analyst accessibility"
Jayanti Super Construction Private Limited,Infomerics,1,Long Term Fund Based Bank Facility - Cash Credit,IVR B+ (INC)(Downgraded),2025-06-17,363,MEDIUM,YES,Other,INC — 363 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Raghuveer Buildcon,Infomerics,1,Long Term Bank Facility,IVR B- (INC)(Downgraded),2025-06-17,363,MEDIUM,YES,Other,INC — 363 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Shreyas Enterprises,Infomerics,1,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-06-17,363,MEDIUM,YES,Other,INC — 363 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
B C Bhuyan Constructions Pvt. Ltd.,ACUITE | CRISIL | IND-RA | Infomerics,4,Bank Guarantee,A 4,2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
C M K Projects Pvt. Ltd.,CARE | CRISIL,2,Bank Guarantee,A 4,2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
A M W Autocomponent Ltd.,BRICKWORK,1,Fund based financial facility/instrument,D,2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Aanchal Ispat Ltd.,BRICKWORK,1,Letter Of credit,D,2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
Electro Polychem Ltd.,ICRA,1,Non-government debt,B-/A4,2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
International Healthcare Ltd.,CARE,1,Term loans,B+,2025-06-18,362,MEDIUM,YES,Healthcare,INC — 362 days overdue | Sector: Healthcare,"INC with current rater — ACER offers fresh start, analyst accessibility"
Kajaria Infinity Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument,A 4,2025-06-18,362,MEDIUM,YES,Other,INC — 362 days overdue | Sector: Other,"INC with current rater — ACER offers fresh start, analyst accessibility"
