Company_Name,Instrument_Type,Current_Rater,Rating,Rating_Date,Urgency,Is_INC,Tier,Sector,State,Why_Target,ACER_Pitch_Angle,Source
Pragati Power Corpn. Ltd.,Non-government debt,IND-RA,A/A1,02-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Pragati Transmission Pvt. Ltd.,Term loans,IND-RA,BBB-,06-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Pratham Epc Projects Ltd.,Bank Guarantee,CRISIL,A 3,09-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Prathama Solarconnect Energy Pvt. Ltd.,Term loans,CRISIL,AA-,04-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Prayagraj Power Generation Co. Ltd.,Long term Loans,CRISIL,AA,14-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Precious Energy Services Ltd.,Term loans,CRISIL,AAA,24-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Proec Energy Ltd.,Letter Of credit,CRISIL,A 2+,25-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Pugalur Renewable Pvt. Ltd.,Term loans,CARE,A-,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Punjab Biomass Power Ltd.,Term loans,CARE,D,10-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Punjab State Power Corpn. Ltd.,Term loans,ACUITE,A-,30-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Punjab State Transmission Corpn. Ltd.,Term loans,IND-RA,BBB-,11-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Pur Energy Ltd.,Term loans,BRICKWORK,BB+,20-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Quantum Energy Ltd.,Term loans,CARE,BB+,19-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
R K M Powergen Pvt. Ltd.,Letter Of credit,CRISIL,A 3+,25-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
R T Renewable Energy India Pvt. Ltd.,Term loans,CARE,A,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Radiance Renewables Pvt. Ltd.,Non-government debt,ICRA,BBB+/A2+,09-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Raic Integrated Sponge & Power Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 1,31-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Rajat Renewables Ltd.,Term loans,CRISIL,A,05-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Rashmi Green Hydrogen Steel Pvt. Ltd.,Term loans,CRISIL,A+,15-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ratnagiri Gas & Power Pvt. Ltd.,Bank Guarantee,CARE,BBB-,30-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ratnagiri Wind Power Projects Pvt. Ltd.,Term loans,CARE,A(CE),07-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Ravasco Transmission & Packing Pvt. Ltd.,Term loans,CARE,BBB,22-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Clean Energy Pvt. Ltd.,Term loans,CRISIL,A,05-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Green (Mpr One) Pvt. Ltd.,Term loans,CARE,A-,18-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Green Energy Solutions Pvt. Ltd.,Term loans,CARE,A,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Jal Urja Pvt. Ltd.,Term loans,CARE,A+,05-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Nizamabad Power Pvt. Ltd.,Term loans,CARE,A+,05-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Pvt. Ltd.,Non-government debt,CARE,A/A1,23-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Ravi Tejas Pvt. Ltd.,Term loans,CARE,A-,09-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Saur Urja Pvt. Ltd.,Term loans,CRISIL,A,05-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Solar Energy (Jharkhand One) Pvt. Ltd.,Non-government debt,CARE,A-/A2+,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Solar Energy (Jharkhand Three) Pvt. Ltd.,Term loans,CARE,A+,11-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Solar Energy (Rajasthan) Pvt. Ltd.,Term loans,CARE,A-,02-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Solar Energy (Telangana) Pvt. Ltd.,Term loans,CRISIL,A,05-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Solar Power Pvt. Ltd.,Long term Loans,CARE,A,08-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Surya Uday Pvt. Ltd.,Term loans,CRISIL,A,05-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (A P 3) Pvt. Ltd.,Term loans,CARE,A-,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (A P) Pvt. Ltd.,Term loans,CARE,A-,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (Budh 3) Pvt. Ltd.,Term loans,CRISIL,A,05-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (Devgarh) Pvt. Ltd.,Term loans,CRISIL,A,05-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (Jamb) Pvt. Ltd.,Term loans,CARE,A(CE),26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (Maharashtra) Pvt. Ltd.,Term loans,CARE,A-,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (Mp Three) Pvt. Ltd.,Term loans,CARE,A-,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (Rajasthan 3) Pvt. Ltd.,Term loans,CRISIL,A,05-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (Rajasthan Four) Pvt. Ltd.,Term loans,CARE,A-,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (Rajasthan One) Pvt. Ltd.,Term loans,CRISIL,A+,03-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (Rajasthan) Pvt. Ltd.,Term loans,CRISIL,A,05-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (Sipla) Pvt. Ltd.,Term loans,CRISIL,A,05-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Renew Wind Energy (T N 2) Pvt. Ltd.,Term loans,CARE,AA-,02-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Repco Micro Finance Ltd.,Fund based financial facility/instrument,ICRA,A-,27-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Resco Global Wind Services Ltd.,Non-government debt,CARE,A/A1,27-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Rohan Solar Power Pvt. Ltd.,Term loans,CARE,BBB-,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Rosa Power Supply Co. Ltd.,Term loans,CARE,BB+,19-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
S E I Aditi Power Pvt. Ltd.,Term loans,CARE,A,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
S E I Sriram Power Pvt. Ltd.,Term loans,CARE,A,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
S E I Suryashakti Power Pvt. Ltd.,Term loans,CARE,A,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
S H V Energy Pvt. Ltd.,Term loans,CRISIL,AA,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Saatvik Green Energy Ltd.,Term loans,CRISIL,A-,10-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Sael Solar Mfg. Pvt. Ltd.,Term loans,CRISIL,BBB+,09-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Sai Wardha Power Generation Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A+,08-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Salzer Electronics Ltd.,Term loans,CRISIL,A,10-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Samta Energy Pvt. Ltd.,Term loans,CARE,A-,26-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Sasan Power Ltd.,Non-government debt,CARE,BB+/A4,19-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Sei Adhavan Power Pvt. Ltd.,Term loans,CARE,A,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Sei Kathiravan Power Pvt. Ltd.,Term loans,CARE,A,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Seil Energy India Ltd.,Term loans,IND-RA,AA+,17-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Serentica Renewables India 4 Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A-,24-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Shera Energy Ltd.,Letter Of credit,CARE,A 3+,08-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Shining Sun Power (Telangana) Pvt. Ltd.,Term loans,IND-RA,A,14-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Shirdi Sai Electricals Ltd.,Non-fund-based financial facility/instrument,ICRA,BB+,17-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Shivalay Ispat & Power Pvt. Ltd.,Non-government debt,CARE,AA+/A1+,02-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Shree Ram Electrocast (Jharkhand) Pvt. Ltd.,Bank Guarantee,ACUITE,A 3+,02-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Shri Bajrang Power & Ispat Ltd.,Bank Guarantee,CARE,A 1,04-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Shri Jagannath Steels & Power Ltd.,Term loans,IND-RA,BBB+,06-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Shruti Power Projects Pvt. Ltd.,Term loans,CARE,A-,26-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Sky Alloys & Power Ltd.,Term loans,CRISIL,A-,09-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Soham Phalguni Renewable Energy Pvt. Ltd.,Term loans,CARE,BBB,10-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solar Defence & Aerospace Ltd.,Letter Of credit,CRISIL,A 1+,23-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solar Industries India Ltd.,Term loans,CRISIL,AA+,23-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solar91 Cleantech Ltd.,Non-government debt,CARE,BBB-/A3,10-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solara Active Pharma Sciences Ltd.,Fund based financial facility/instrument,CRISIL,BBB,30-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Babadham Pvt. Ltd.,Term loans,IND-RA,AA,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Cleantech Pvt. Ltd.,Term loans,ICRA,AA,08-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Guledagudda Pvt. Ltd.,Term loans,IND-RA,AA-,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Hukkeri Pvt. Ltd.,Term loans,IND-RA,AA-,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Kaithal Pvt. Ltd.,Term loans,IND-RA,AA,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Kittur Pvt. Ltd.,Term loans,IND-RA,AA-,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Koppal Pvt. Ltd.,Term loans,IND-RA,AA,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Kudligi Pvt. Ltd.,Term loans,IND-RA,A+,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Mahasolar Pvt. Ltd.,Term loans,ICRA,AA,08-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Sandur Pvt. Ltd.,Term loans,IND-RA,AA-,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Tn 1 Pvt. Ltd.,Term loans,ICRA,AA,08-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Tuticorin 2 Pvt. Ltd.,Term loans,ICRA,AA,08-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarcraft Vijayapura Pvt. Ltd.,Term loans,IND-RA,AA,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarfield Energy Pvt. Ltd.,Long term Loans,CRISIL,AA-,04-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solaris Chemtech Inds. Ltd.,Bank Guarantee,CARE,A 1+,06-04-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Solarworld Energy Solutions Ltd.,Fund based financial facility/instrument,CRISIL,A-,26-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Soleos Energy Ltd.,Non-government debt,CARE,BBB-/A3,05-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Southern Power Distribution Co. Of Andhra Pradesh Ltd.,Letter Of credit,CARE,A 4,09-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Spectrum Electrical Inds. Ltd.,Bank Guarantee,CRISIL,A 2,13-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Sri Savitr Solar Pvt. Ltd.,Term loans,IND-RA,BBB-,03-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Sriramcharan Energy & Infra Pvt. Ltd.,Term loans,IND-RA,BBB+,19-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Star Powerz Digital Technologies Pvt. Ltd.,Long term Loans,CRISIL,BBB,30-01-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Steel Works & Power Engineers Pvt. Ltd.,Term loans,CRISIL,B,11-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Subtleweigh Electric (India) Pvt. Ltd.,Long term Loans,ACUITE,BB,24-12-2025,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Sun Photo Voltaic Energy India Pvt. Ltd.,Term loans,CARE,A,16-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Sunborne Energy Andhra Pvt. Ltd.,Term loans,CARE,A,27-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Sunita Hydrocolloids Pvt. Ltd.,Term loans,CARE,BB+,02-02-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Suprasanna Solaire Energy Pvt. Ltd.,Term loans,ICRA,AA-,10-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
Supreme Power Equipment Ltd.,Term loans,CRISIL,BBB,20-03-2026,LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active  client approaching renewal. ACER faster turnaround pitch.,Renewal coming up. Pitch ACER speed + competitive fee.,D365
