Company Name,Instrument Type,Current Rating Agency,Current Rating,Rating Date,Urgency,Facility Amount (Cr),Why Target,ACER Pitch Angle
Future Brands Ltd.,Term loans,ACUITE,C,19-09-2025,HOT,1000.00,"ACUITE INC — rating lapsed 273 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Future Enterprises Ltd.,Letter Of credit,ACUITE,D,22-10-2025,HOT,602.00,"ACUITE INC — rating lapsed 240 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Future Enterprises Ltd.,Long term Loans,ACUITE,D,22-10-2025,HOT,200.00,"ACUITE INC — rating lapsed 240 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Future Enterprises Ltd.,Term loans,ACUITE,D,22-10-2025,HOT,450.00,"ACUITE INC — rating lapsed 240 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
G S D Constructions Indore Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,14-11-2025,HOT,3.00,"ACUITE INC — rating lapsed 217 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
G S D Constructions Indore Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,14-11-2025,HOT,1.00,"ACUITE INC — rating lapsed 217 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Gajanand Corporation Pvt. Ltd.,Long term Loans,ACUITE,C,17-10-2025,HOT,5.00,"ACUITE INC — rating lapsed 245 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Ganapati Fishing Lines Pvt. Ltd.,Letter Of credit,ACUITE,A 4,07-07-2025,HOT,25.50,"ACUITE INC — rating lapsed 347 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Ganapati Fishing Lines Pvt. Ltd.,Long term Loans,ACUITE,BB-,07-07-2025,HOT,9.37,"ACUITE INC — rating lapsed 347 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Ganpati Sponge Iron Pvt. Ltd.,Letter Of credit,ACUITE,A 3+,15-10-2025,HOT,15.00,"ACUITE INC — rating lapsed 247 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Ganpati Sponge Iron Pvt. Ltd.,Term loans,ACUITE,BBB,15-10-2025,HOT,11.74,"ACUITE INC — rating lapsed 247 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Ganpati Sponge Iron Pvt. Ltd.,Term loans,ACUITE,BBB,15-10-2025,HOT,26.83,"ACUITE INC — rating lapsed 247 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Gautam Trade & Commerce Ltd.,Letter Of credit,ACUITE,A 4,30-09-2025,HOT,5.00,"ACUITE INC — rating lapsed 262 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Gautam Trade & Commerce Ltd.,Long term Loans,ACUITE,A 4,30-09-2025,HOT,1.00,"ACUITE INC — rating lapsed 262 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Gayatrishakti Paper & Boards Ltd.,Letter Of credit,ACUITE,A 4+,04-09-2025,HOT,60.00,"ACUITE INC — rating lapsed 288 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Gemus Engineering Ltd.,Bank Guarantee,ACUITE,D,04-08-2025,HOT,4.00,"ACUITE INC — rating lapsed 319 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Gemus Engineering Ltd.,Long term Loans,ACUITE,D,04-08-2025,HOT,0.38,"ACUITE INC — rating lapsed 319 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Gemus Engineering Ltd.,Term loans,ACUITE,D,04-08-2025,HOT,2.62,"ACUITE INC — rating lapsed 319 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Girjai Infrastructures Pvt. Ltd.,Bank Guarantee,ACUITE,A 3,30-07-2025,HOT,7.50,"ACUITE INC — rating lapsed 324 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Girjai Infrastructures Pvt. Ltd.,Short-term loan,ACUITE,A 3,30-07-2025,HOT,7.00,"ACUITE INC — rating lapsed 324 days ago — Short-term loan — competitor abandoned, ACER can capture",Short-term facility rating lapsed — ACER offers rapid re-rating within 10 business days
Girjai Infrastructures Pvt. Ltd.,Term loans,ACUITE,BBB-,30-07-2025,HOT,48.00,"ACUITE INC — rating lapsed 324 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Global Technocrats Ltd.,Term loans,ACUITE,B-,02-09-2025,HOT,1.50,"ACUITE INC — rating lapsed 290 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Goa Sponge & Power Ltd.,Bank Guarantee,ACUITE,A 4+,02-12-2025,HOT,2.50,"ACUITE INC — rating lapsed 199 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Goldenglobe Hotels Pvt. Ltd.,Long term Loans,ACUITE,BB,16-10-2025,HOT,125.00,"ACUITE INC — rating lapsed 246 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Goyal Ispat Pvt. Ltd. (1990),Letter Of credit,ACUITE,D,30-07-2025,HOT,5.00,"ACUITE INC — rating lapsed 324 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Green Village Agros Pvt. Ltd.,Term loans,ACUITE,B-,25-09-2025,HOT,1.00,"ACUITE INC — rating lapsed 267 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Guhan Textile Mills Pvt. Ltd.,Letter Of credit,ACUITE,D,21-07-2025,HOT,3.00,"ACUITE INC — rating lapsed 333 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Guhan Textile Mills Pvt. Ltd.,Long term Loans,ACUITE,D,21-07-2025,HOT,0.80,"ACUITE INC — rating lapsed 333 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Guhan Textile Mills Pvt. Ltd.,Term loans,ACUITE,D,21-07-2025,HOT,2.55,"ACUITE INC — rating lapsed 333 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Guiness Securities Ltd.,Bank Guarantee,ACUITE,D,20-10-2025,HOT,11.00,"ACUITE INC — rating lapsed 242 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Guntur Spinning Mills Pvt. Ltd.,Long term Loans,ACUITE,BB-,03-10-2025,HOT,0.21,"ACUITE INC — rating lapsed 259 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Guntur Spinning Mills Pvt. Ltd.,Term loans,ACUITE,BB-,03-10-2025,HOT,33.47,"ACUITE INC — rating lapsed 259 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Hariom Polypacks Ltd.,Bank Guarantee,ACUITE,A 4+,22-09-2025,HOT,3.00,"ACUITE INC — rating lapsed 270 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Hariom Polypacks Ltd.,Long term Loans,ACUITE,BB+,22-09-2025,HOT,16.83,"ACUITE INC — rating lapsed 270 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Hariom Polypacks Ltd.,Term loans,ACUITE,BB+,22-09-2025,HOT,11.85,"ACUITE INC — rating lapsed 270 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Hariom Polypacks Ltd.,Bank Guarantee,ACUITE,A 4+,28-11-2025,HOT,3.00,"ACUITE INC — rating lapsed 203 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Hariom Polypacks Ltd.,Long term Loans,ACUITE,BB+,28-11-2025,HOT,16.83,"ACUITE INC — rating lapsed 203 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Hariom Polypacks Ltd.,Term loans,ACUITE,BB+,28-11-2025,HOT,11.85,"ACUITE INC — rating lapsed 203 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Harman Rice Pvt. Ltd.,Long term Loans,ACUITE,D,30-09-2025,HOT,4.20,"ACUITE INC — rating lapsed 262 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Harmony Plastics Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,19-11-2025,HOT,0.10,"ACUITE INC — rating lapsed 212 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Harmony Plastics Pvt. Ltd.,Term loans,ACUITE,BB-,19-11-2025,HOT,13.30,"ACUITE INC — rating lapsed 212 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Havukal Tea & Produce Co. Pvt. Ltd.,Long term Loans,ACUITE,BB,19-08-2025,HOT,0.79,"ACUITE INC — rating lapsed 304 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Havukal Tea & Produce Co. Pvt. Ltd.,Term loans,ACUITE,BB,19-08-2025,HOT,1.71,"ACUITE INC — rating lapsed 304 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Hi Tech Ferrous & Non Ferrous India Pvt. Ltd.,Term loans,ACUITE,D,24-10-2025,HOT,9.26,"ACUITE INC — rating lapsed 238 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Hi Tech Ferrous & Non Ferrous India Pvt. Ltd.,Long term Loans,ACUITE,C,24-10-2025,HOT,2.11,"ACUITE INC — rating lapsed 238 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Hi Tech Ferrous & Non Ferrous India Pvt. Ltd.,Term loans,ACUITE,C,24-10-2025,HOT,2.65,"ACUITE INC — rating lapsed 238 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Hira Steels Ltd.,Bank Guarantee,ACUITE,A 4+,15-10-2025,HOT,0.50,"ACUITE INC — rating lapsed 247 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Hira Steels Ltd.,Term loans,ACUITE,BB,15-10-2025,HOT,55.20,"ACUITE INC — rating lapsed 247 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Humana Financial Services Pvt. Ltd.,Long term Loans,ACUITE,BB+,19-11-2025,HOT,67.50,"ACUITE INC — rating lapsed 212 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Humana Financial Services Pvt. Ltd.,Term loans,ACUITE,BB+,19-11-2025,HOT,32.50,"ACUITE INC — rating lapsed 212 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Indira Exim Pvt. Ltd.,Term loans,ACUITE,B,21-07-2025,HOT,3.25,"ACUITE INC — rating lapsed 333 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Inditrade Fincorp Ltd.,Term loans,ACUITE,D,10-10-2025,HOT,26.62,"ACUITE INC — rating lapsed 252 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Inditrade Fincorp Ltd.,Long term Loans,ACUITE,C,10-10-2025,HOT,49.84,"ACUITE INC — rating lapsed 252 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Inditrade Fincorp Ltd.,Term loans,ACUITE,C,10-10-2025,HOT,11.67,"ACUITE INC — rating lapsed 252 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Indo Laminates Pvt. Ltd.,Letter Of credit,ACUITE,D,04-08-2025,HOT,7.50,"ACUITE INC — rating lapsed 319 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Indo Laminates Pvt. Ltd.,Long term Loans,ACUITE,D,04-08-2025,HOT,2.46,"ACUITE INC — rating lapsed 319 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Indo Laminates Pvt. Ltd.,Term loans,ACUITE,D,04-08-2025,HOT,5.04,"ACUITE INC — rating lapsed 319 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Infants Travels Pvt. Ltd.,Long term Loans,ACUITE,BB-,06-11-2025,HOT,5.00,"ACUITE INC — rating lapsed 225 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Infants Travels Pvt. Ltd.,Term loans,ACUITE,BB-,06-11-2025,HOT,123.00,"ACUITE INC — rating lapsed 225 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Integral Industries Pvt. Ltd.,Letter Of credit,ACUITE,BB,26-09-2025,HOT,45.00,"ACUITE INC — rating lapsed 266 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Integral Industries Pvt. Ltd.,Long term Loans,ACUITE,BB,26-09-2025,HOT,35.00,"ACUITE INC — rating lapsed 266 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Iserve Solutions & Services Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,17-10-2025,HOT,6.00,"ACUITE INC — rating lapsed 245 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Iserve Solutions & Services Pvt. Ltd.,Fund based financial facility/instrument,ACUITE,B-,17-10-2025,HOT,38.00,"ACUITE INC — rating lapsed 245 days ago — Fund based financial facility/instrument — competitor abandoned, ACER can capture",Fund-based facility rating expired — ACUITE 50% INC rate signals systemic neglect; ACER can step in
J B J Technologies Ltd.,Letter Of credit,ACUITE,A 4,18-09-2025,HOT,1.00,"ACUITE INC — rating lapsed 274 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
J B J Technologies Ltd.,Long term Loans,ACUITE,B-,18-09-2025,HOT,9.92,"ACUITE INC — rating lapsed 274 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
J B J Technologies Ltd.,Term loans,ACUITE,B-,18-09-2025,HOT,0.83,"ACUITE INC — rating lapsed 274 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
J C Graphics Pvt. Ltd.,Letter Of credit,ACUITE,A 4,04-08-2025,HOT,8.60,"ACUITE INC — rating lapsed 319 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
J C Graphics Pvt. Ltd.,Long term Loans,ACUITE,B+,04-08-2025,HOT,10.06,"ACUITE INC — rating lapsed 319 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
J C Graphics Pvt. Ltd.,Term loans,ACUITE,B+,04-08-2025,HOT,2.74,"ACUITE INC — rating lapsed 319 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
J M K Enterprises Pvt. Ltd.,Long term Loans,ACUITE,B-,04-12-2025,HOT,0.01,"ACUITE INC — rating lapsed 197 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
J M K Enterprises Pvt. Ltd.,Term loans,ACUITE,B-,04-12-2025,HOT,2.39,"ACUITE INC — rating lapsed 197 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
J P Dyechem Pvt. Ltd.,Letter Of credit,ACUITE,A 4,30-09-2025,HOT,10.00,"ACUITE INC — rating lapsed 262 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
J P N Pharma Pvt. Ltd.,Term loans,ACUITE,B,04-08-2025,HOT,3.51,"ACUITE INC — rating lapsed 319 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
J S S Steelitalia Ltd. [Merged],Letter Of credit,ACUITE,A 4,26-06-2025,HOT,5.00,"ACUITE INC — rating lapsed 358 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Jagaran Microfin Pvt. Ltd.,Term loans,ACUITE,BB,01-12-2025,HOT,27.50,"ACUITE INC — rating lapsed 200 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Jagaran Microfin Pvt. Ltd.,Term loans,ACUITE,BB,01-12-2025,HOT,11.35,"ACUITE INC — rating lapsed 200 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Jai Durga Iron Pvt. Ltd.,Letter Of credit,ACUITE,A 4,26-09-2025,HOT,2.25,"ACUITE INC — rating lapsed 266 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Jai Durga Iron Pvt. Ltd.,Long term Loans,ACUITE,B-,26-09-2025,HOT,1.44,"ACUITE INC — rating lapsed 266 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Jaliyan Proteins Pvt. Ltd.,Long term Loans,ACUITE,B-,26-11-2025,HOT,1.00,"ACUITE INC — rating lapsed 205 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Jaliyan Proteins Pvt. Ltd.,Term loans,ACUITE,B-,26-11-2025,HOT,14.00,"ACUITE INC — rating lapsed 205 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Jaswantsingh Oberoi Construction Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,20-11-2025,HOT,7.00,"ACUITE INC — rating lapsed 211 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Jaswantsingh Oberoi Construction Pvt. Ltd.,Long term Loans,ACUITE,BB+,20-11-2025,HOT,2.00,"ACUITE INC — rating lapsed 211 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Jay Bee Laminations Ltd.,Letter Of credit,ACUITE,A 4+,31-07-2025,HOT,42.00,"ACUITE INC — rating lapsed 323 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Jay Bee Laminations Ltd.,Term loans,ACUITE,BB-,31-07-2025,HOT,3.11,"ACUITE INC — rating lapsed 323 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Jay Vijay Metals Pvt. Ltd.,Letter Of credit,ACUITE,D,03-10-2025,HOT,3.00,"ACUITE INC — rating lapsed 259 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Jay Vijay Metals Pvt. Ltd.,Term loans,ACUITE,D,03-10-2025,HOT,6.50,"ACUITE INC — rating lapsed 259 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Jayachandran Industries Pvt. Ltd.,Letter Of credit,ACUITE,A 4,19-08-2025,HOT,7.00,"ACUITE INC — rating lapsed 304 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Jaylon Impex India Pvt. Ltd.,Letter Of credit,ACUITE,D,11-09-2025,HOT,95.00,"ACUITE INC — rating lapsed 281 days ago — Letter Of credit — competitor abandoned, ACER can capture",LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Jijau Infrastructure M U Project Pvt. Ltd.,Term loans,ACUITE,BB+,14-08-2025,HOT,16.87,"ACUITE INC — rating lapsed 309 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Jijau Infrastructure M U Project Pvt. Ltd.,Term loans,ACUITE,BB+,14-08-2025,HOT,1.13,"ACUITE INC — rating lapsed 309 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Jijau Infrastructure M U Project Pvt. Ltd.,Term loans,ACUITE,BB+,14-08-2025,HOT,38.20,"ACUITE INC — rating lapsed 309 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Jijau Infrastructure M U Project Pvt. Ltd.,Term loans,ACUITE,BB+,10-12-2025,HOT,56.20,"ACUITE INC — rating lapsed 191 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Jindal Spinning Mills Ltd.,Long term Loans,ACUITE,C,16-09-2025,HOT,1.50,"ACUITE INC — rating lapsed 276 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Jodhpur Vidyut Vitran Nigam Ltd.,Bank Guarantee,ACUITE,A 4+,18-07-2025,HOT,926.00,"ACUITE INC — rating lapsed 336 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Jodhpur Vidyut Vitran Nigam Ltd.,Long term Loans,ACUITE,BB+,18-07-2025,HOT,387.46,"ACUITE INC — rating lapsed 336 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Jodhpur Vidyut Vitran Nigam Ltd.,Term loans,ACUITE,BB+,18-07-2025,HOT,1033.10,"ACUITE INC — rating lapsed 336 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Jyoti Automobiles Pvt. Ltd.,Fund based financial facility/instrument,ACUITE,A 4+,07-08-2025,HOT,84.80,"ACUITE INC — rating lapsed 316 days ago — Fund based financial facility/instrument — competitor abandoned, ACER can capture",Fund-based facility rating expired — ACUITE 50% INC rate signals systemic neglect; ACER can step in
Jyoti Automobiles Pvt. Ltd.,Long term Loans,ACUITE,BB,07-08-2025,HOT,8.61,"ACUITE INC — rating lapsed 316 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Jyoti Automobiles Pvt. Ltd.,Term loans,ACUITE,BB,07-08-2025,HOT,1.59,"ACUITE INC — rating lapsed 316 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
K B C Infrastructures Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,25-08-2025,HOT,5.00,"ACUITE INC — rating lapsed 298 days ago — Bank Guarantee — competitor abandoned, ACER can capture",BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
K B C Infrastructures Pvt. Ltd.,Long term Loans,ACUITE,C,25-08-2025,HOT,3.10,"ACUITE INC — rating lapsed 298 days ago — Long term Loans — competitor abandoned, ACER can capture",Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
K B C Infrastructures Pvt. Ltd.,Term loans,ACUITE,C,25-08-2025,HOT,2.40,"ACUITE INC — rating lapsed 298 days ago — Term loans — competitor abandoned, ACER can capture",Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
