Company Name,Instrument Type,Current Rating Agency,Current Rating,Rating Date,Urgency,Facility Amount (Cr),Why Target,ACER Pitch Angle
A-I Enterprises Pvt. Ltd.,Non-government debt,CARE,B-/A4,10-11-2025,HOT,18.00,CARE INC — rating lapsed 221 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
A-I Enterprises Pvt. Ltd.,Term loans,CARE,B-,10-11-2025,HOT,12.05,CARE INC — rating lapsed 221 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
A-One Footarts Pvt. Ltd.,Non-government debt,CARE,BBB/A3+,03-10-2025,HOT,4.00,CARE INC — rating lapsed 259 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Abhiraj Engicon Pvt. Ltd.,Bank Guarantee,CARE,A 4,11-12-2025,HOT,2.50,CARE INC — rating lapsed 190 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Accurate Gauging & Instruments Pvt. Ltd.,Bank Guarantee,CARE,A 4,21-11-2025,HOT,4.00,CARE INC — rating lapsed 210 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Accurate Gauging & Instruments Pvt. Ltd.,Non-government debt,CARE,B/A4,21-11-2025,HOT,4.00,CARE INC — rating lapsed 210 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Accurate Gauging & Instruments Pvt. Ltd.,Term loans,CARE,B,21-11-2025,HOT,2.22,CARE INC — rating lapsed 210 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Achiever Apparels Pvt. Ltd.,Short-term loan,CARE,A 4,15-07-2025,HOT,8.00,CARE INC — rating lapsed 339 days ago — Short-term loan,"CARE Short-term loan rating lapsed — ACER offers fresh rating, 15-day SLA"
Achiever Apparels Pvt. Ltd.,Short-term loan,CARE,A 4,15-07-2025,HOT,2.00,CARE INC — rating lapsed 339 days ago — Short-term loan,"CARE Short-term loan rating lapsed — ACER offers fresh rating, 15-day SLA"
Adachi Natural Polymer Ltd.,Non-fund-based financial facility/instrument,CARE,A 4,01-12-2025,HOT,0.04,CARE INC — rating lapsed 200 days ago — Non-fund-based financial facility/instrument,Non-fund facility rating lapsed — ACER covers NFB instruments with same-day turnaround on documentation
Adachi Natural Polymer Ltd.,Non-government debt,CARE,B-/A4,01-12-2025,HOT,6.50,CARE INC — rating lapsed 200 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Adachi Natural Polymer Ltd.,Term loans,CARE,B-,01-12-2025,HOT,2.45,CARE INC — rating lapsed 200 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Aditi Infrabuild & Services Ltd.,Bank Guarantee,CARE,A 4,05-08-2025,HOT,14.00,CARE INC — rating lapsed 318 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Aditi Infrabuild & Services Ltd.,Non-government debt,CARE,B-/A4,05-08-2025,HOT,1.00,CARE INC — rating lapsed 318 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Aditya Marine Ltd.,Bank Guarantee,CARE,A 4,25-09-2025,HOT,0.50,CARE INC — rating lapsed 267 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Aditya Marine Ltd.,Term loans,CARE,B+,25-09-2025,HOT,8.83,CARE INC — rating lapsed 267 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Aditya Timpack Pvt. Ltd.,Bank Guarantee,CARE,A 4,02-12-2025,HOT,0.50,CARE INC — rating lapsed 199 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Aditya Timpack Pvt. Ltd.,Letter Of credit,CARE,A 4,02-12-2025,HOT,1.50,CARE INC — rating lapsed 199 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Aditya Timpack Pvt. Ltd.,Term loans,CARE,B,02-12-2025,HOT,4.57,CARE INC — rating lapsed 199 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Aditya Timpack Pvt. Ltd.,Term loans,CARE,B,02-12-2025,HOT,2.38,CARE INC — rating lapsed 199 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Aditya Timpack Pvt. Ltd.,Term loans,CARE,B,02-12-2025,HOT,1.84,CARE INC — rating lapsed 199 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Adroit Pharmaceuticals Pvt. Ltd.,Bank Guarantee,CARE,A 4,10-11-2025,HOT,2.00,CARE INC — rating lapsed 221 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Adroit Pharmaceuticals Pvt. Ltd.,Letter Of credit,CARE,A 4,10-11-2025,HOT,1.00,CARE INC — rating lapsed 221 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Aerospace Engineers Pvt. Ltd.,Term loans,CARE,B+,31-07-2025,HOT,10.05,CARE INC — rating lapsed 323 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Aesthetic Stampings & Laminations Ltd.,Bank Guarantee,CARE,A 4,11-12-2025,HOT,13.00,CARE INC — rating lapsed 190 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Aesthetic Stampings & Laminations Ltd.,Term loans,CARE,BB,11-12-2025,HOT,0.78,CARE INC — rating lapsed 190 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Aesthetic Stampings & Laminations Ltd.,Term loans,CARE,BB,11-12-2025,HOT,0.14,CARE INC — rating lapsed 190 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Agarwal Duplex Board Mills Ltd.,Bank Guarantee,CARE,A 4,25-08-2025,HOT,2.50,CARE INC — rating lapsed 298 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Agarwal T M T Inds. Pvt. Ltd.,Bank Guarantee,CARE,A 4,11-12-2025,HOT,0.80,CARE INC — rating lapsed 190 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Agarwal T M T Inds. Pvt. Ltd.,Term loans,CARE,B-,11-12-2025,HOT,13.14,CARE INC — rating lapsed 190 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Agile Security Force Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,08-08-2025,HOT,33.00,CARE INC — rating lapsed 315 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Agrasen Iron & Steels Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,02-12-2025,HOT,9.00,CARE INC — rating lapsed 199 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Aimco Pesticides Ltd.,Non-government debt,CARE,BB-/A4,06-10-2025,HOT,16.00,CARE INC — rating lapsed 256 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Aimco Pesticides Ltd.,Non-government debt,CARE,BB-/A4,06-10-2025,HOT,5.00,CARE INC — rating lapsed 256 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Aimco Pesticides Ltd.,Term loans,CARE,BB,06-10-2025,HOT,3.00,CARE INC — rating lapsed 256 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Ajanta Spintex Pvt. Ltd.,Term loans,CARE,B,08-10-2025,HOT,8.64,CARE INC — rating lapsed 254 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Aksh Optifibre Ltd.,Bank Guarantee,CARE,D,31-07-2025,HOT,114.00,CARE INC — rating lapsed 323 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Aksh Optifibre Ltd.,Term loans,CARE,D,31-07-2025,HOT,66.00,CARE INC — rating lapsed 323 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Al-Faheem Meatex Pvt. Ltd.,Non-government debt,CARE,B-/A4,26-09-2025,HOT,23.00,CARE INC — rating lapsed 266 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Al-Saqib Exports Pvt. Ltd.,Non-government debt,CARE,D,23-09-2025,HOT,30.00,CARE INC — rating lapsed 269 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Alankit Assignments Ltd.,Bank Guarantee,CARE,A 4,29-08-2025,HOT,0.50,CARE INC — rating lapsed 294 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Alankit Assignments Ltd.,Fund based financial facility/instrument,CARE,BB-,29-08-2025,HOT,20.75,CARE INC — rating lapsed 294 days ago — Fund based financial facility/instrument,CARE fund-based INC 37.5% — bank facility rating lapsed. ACER re-rates in 10 business days
Alectrona Energy Pvt. Ltd.,Bank Guarantee,CARE,D,20-11-2025,HOT,4.88,CARE INC — rating lapsed 211 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Alectrona Energy Pvt. Ltd.,Letter Of credit,CARE,D,20-11-2025,HOT,15.25,CARE INC — rating lapsed 211 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Alectrona Energy Pvt. Ltd.,Non-government debt,CARE,D,20-11-2025,HOT,35.00,CARE INC — rating lapsed 211 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Alectrona Energy Pvt. Ltd.,Term loans,CARE,D,20-11-2025,HOT,32.16,CARE INC — rating lapsed 211 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Alfa Transformers Ltd.,Bank Guarantee,CARE,A 4,18-11-2025,HOT,7.96,CARE INC — rating lapsed 213 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Alfa Transformers Ltd.,Letter Of credit,CARE,A 4,18-11-2025,HOT,3.00,CARE INC — rating lapsed 213 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Alfa Transformers Ltd.,Term loans,CARE,B+,18-11-2025,HOT,0.01,CARE INC — rating lapsed 213 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Alfa-Therm Ltd.,Non-government debt,CARE,B-/A4,01-12-2025,HOT,2.67,CARE INC — rating lapsed 200 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Alkey Synthetics Pvt. Ltd.,Term loans,CARE,B-,10-11-2025,HOT,1.57,CARE INC — rating lapsed 221 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Allchem Lifescience Ltd.,Non-government debt,CARE,B+/A4,26-09-2025,HOT,13.50,CARE INC — rating lapsed 266 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Allchem Lifescience Ltd.,Term loans,CARE,B+,26-09-2025,HOT,11.32,CARE INC — rating lapsed 266 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Alleppey Company Ltd.,Non-government debt,CARE,B-/A4,16-10-2025,HOT,2.70,CARE INC — rating lapsed 246 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Alleppey Company Ltd.,Non-government debt,CARE,B-/A4,16-10-2025,HOT,13.50,CARE INC — rating lapsed 246 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Alps Communication Pvt. Ltd.,Term loans,CARE,B-,22-07-2025,HOT,3.67,CARE INC — rating lapsed 332 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Amboula Modern Rice Mill Pvt. Ltd.,Bank Guarantee,CARE,A 4,10-09-2025,HOT,0.54,CARE INC — rating lapsed 282 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Amboula Modern Rice Mill Pvt. Ltd.,Term loans,CARE,B-,10-09-2025,HOT,0.44,CARE INC — rating lapsed 282 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Anabond Ltd.,Letter Of credit,CARE,A 4,07-11-2025,HOT,5.00,CARE INC — rating lapsed 224 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Anabond Ltd.,Non-government debt,CARE,BB/A4,07-11-2025,HOT,5.00,CARE INC — rating lapsed 224 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Anabond Ltd.,Term loans,CARE,BB,07-11-2025,HOT,3.83,CARE INC — rating lapsed 224 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Anamika Conductors Pvt. Ltd.,Letter Of credit,CARE,D,10-11-2025,HOT,30.00,CARE INC — rating lapsed 221 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Anamika Conductors Pvt. Ltd.,Non-government debt,CARE,D,10-11-2025,HOT,35.00,CARE INC — rating lapsed 221 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Anamika Conductors Pvt. Ltd.,Term loans,CARE,D,10-11-2025,HOT,5.63,CARE INC — rating lapsed 221 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Anand Mine Tools Pvt. Ltd.,Bank Guarantee,CARE,D,11-09-2025,HOT,0.60,CARE INC — rating lapsed 281 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Anand Mine Tools Pvt. Ltd.,Letter Of credit,CARE,D,11-09-2025,HOT,1.00,CARE INC — rating lapsed 281 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Anand Mine Tools Pvt. Ltd.,Term loans,CARE,D,11-09-2025,HOT,3.95,CARE INC — rating lapsed 281 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Ananda-Bag Tea Co. Ltd.,Bank Guarantee,CARE,A 4,17-10-2025,HOT,2.00,CARE INC — rating lapsed 245 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Anandaloke Medical Centre Pvt. Ltd.,Bank Guarantee,CARE,A 4,21-07-2025,HOT,0.39,CARE INC — rating lapsed 333 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Anandaloke Medical Centre Pvt. Ltd.,Term loans,CARE,BB,21-07-2025,HOT,57.11,CARE INC — rating lapsed 333 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Anant Overseas Pvt. Ltd.,Fund based financial facility/instrument,CARE,B-,11-12-2025,HOT,19.00,CARE INC — rating lapsed 190 days ago — Fund based financial facility/instrument,CARE fund-based INC 37.5% — bank facility rating lapsed. ACER re-rates in 10 business days
Anirudh Plastic Pvt. Ltd.,Bank Guarantee,CARE,A 4,06-11-2025,HOT,0.40,CARE INC — rating lapsed 225 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Anirudh Plastic Pvt. Ltd.,Letter Of credit,CARE,A 4,06-11-2025,HOT,5.60,CARE INC — rating lapsed 225 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Anjali Labtech Ltd.,Non-government debt,CARE,BB+/A4+,31-07-2025,HOT,56.50,CARE INC — rating lapsed 323 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Anjali Labtech Ltd.,Term loans,CARE,BB+,31-07-2025,HOT,5.00,CARE INC — rating lapsed 323 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Ankur Clothing Pvt. Ltd.,Letter Of credit,CARE,A 4,12-09-2025,HOT,6.00,CARE INC — rating lapsed 280 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Annapurna Pet Pvt. Ltd. [Merged],Bank Guarantee,CARE,D,12-11-2025,HOT,1.00,CARE INC — rating lapsed 219 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Annapurna Pet Pvt. Ltd. [Merged],Letter Of credit,CARE,D,12-11-2025,HOT,10.00,CARE INC — rating lapsed 219 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Annapurna Pet Pvt. Ltd. [Merged],Term loans,CARE,D,12-11-2025,HOT,11.30,CARE INC — rating lapsed 219 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Anthony Garments Pvt. Ltd.,Bank Guarantee,CARE,A 4,27-06-2025,HOT,0.10,CARE INC — rating lapsed 357 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Anthony Garments Pvt. Ltd.,Term loans,CARE,B,27-06-2025,HOT,13.45,CARE INC — rating lapsed 357 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Anvitha Life Care Pvt. Ltd.,Term loans,CARE,B-,10-10-2025,HOT,9.98,CARE INC — rating lapsed 252 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Apex Tubes Pvt. Ltd.,Bank Guarantee,CARE,D,07-08-2025,HOT,17.50,CARE INC — rating lapsed 316 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Apurvakriti Infrastructure Pvt. Ltd.,Fund based financial facility/instrument,CARE,B,11-08-2025,HOT,3.00,CARE INC — rating lapsed 312 days ago — Fund based financial facility/instrument,CARE fund-based INC 37.5% — bank facility rating lapsed. ACER re-rates in 10 business days
Apurvakriti Infrastructure Pvt. Ltd.,Non-government debt,CARE,B/A4,11-08-2025,HOT,15.00,CARE INC — rating lapsed 312 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Apurvakriti Infrastructure Pvt. Ltd.,Non-government debt,CARE,B/A4,11-08-2025,HOT,4.87,CARE INC — rating lapsed 312 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Arcotech Ltd.,Non-government debt,CARE,D,11-09-2025,HOT,205.00,CARE INC — rating lapsed 281 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Arcotech Ltd.,Term loans,CARE,D,11-09-2025,HOT,6.81,CARE INC — rating lapsed 281 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Arena Superstructures Pvt. Ltd.,Term loans,CARE,D,10-07-2025,HOT,100.00,CARE INC — rating lapsed 344 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Armour Steel Buildings India Pvt. Ltd.,Non-government debt,CARE,B+/A4,12-08-2025,HOT,3.00,CARE INC — rating lapsed 311 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Armour Steel Buildings India Pvt. Ltd.,Term loans,CARE,B+,12-08-2025,HOT,1.01,CARE INC — rating lapsed 311 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Arnavi Green Building Materials Pvt. Ltd.,Fund based financial facility/instrument,CARE,B-,05-11-2025,HOT,1.17,CARE INC — rating lapsed 226 days ago — Fund based financial facility/instrument,CARE fund-based INC 37.5% — bank facility rating lapsed. ACER re-rates in 10 business days
Arnavi Green Building Materials Pvt. Ltd.,Term loans,CARE,B-,05-11-2025,HOT,9.33,CARE INC — rating lapsed 226 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Asarfi Hospital Ltd.,Term loans,CARE,BB+,26-09-2025,HOT,65.20,CARE INC — rating lapsed 266 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Asha Entrade Pvt. Ltd.,Term loans,CARE,B-,22-09-2025,HOT,5.86,CARE INC — rating lapsed 270 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Ashavari Trading Pvt. Ltd.,Bank Guarantee,CARE,A 4,08-07-2025,HOT,0.10,CARE INC — rating lapsed 346 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Ashiana Manufacturing India Ltd.,Non-government debt,CARE,B/A4,30-07-2025,HOT,0.01,CARE INC — rating lapsed 324 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Ashiana Manufacturing India Ltd.,Term loans,CARE,B,30-07-2025,HOT,10.87,CARE INC — rating lapsed 324 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Ashish Ship Breakers Pvt. Ltd.,Non-government debt,CARE,B+/A4,09-09-2025,HOT,50.00,CARE INC — rating lapsed 283 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Ashwath Quippo Infraprojects Pvt. Ltd.,Bank Guarantee,CARE,C,08-08-2025,HOT,34.00,CARE INC — rating lapsed 315 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Ashwath Quippo Infraprojects Pvt. Ltd.,Bank Guarantee,CARE,C,08-08-2025,HOT,24.00,CARE INC — rating lapsed 315 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Asia Pacific Resources Pvt. Ltd.,Non-government debt,CARE,B-/A4,28-07-2025,HOT,25.00,CARE INC — rating lapsed 326 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Askar Microns Pvt. Ltd.,Bank Guarantee,CARE,D,04-09-2025,HOT,3.00,CARE INC — rating lapsed 288 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Askar Microns Pvt. Ltd.,Letter Of credit,CARE,D,04-09-2025,HOT,2.00,CARE INC — rating lapsed 288 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Askar Microns Pvt. Ltd.,Term loans,CARE,D,04-09-2025,HOT,2.35,CARE INC — rating lapsed 288 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Associated Polytech Inds. Pvt. Ltd.,Bank Guarantee,CARE,A 4,31-07-2025,HOT,0.75,CARE INC — rating lapsed 323 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Associated Polytech Inds. Pvt. Ltd.,Bank Guarantee,CARE,A 4,31-07-2025,HOT,0.60,CARE INC — rating lapsed 323 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Asuti Trading Pvt. Ltd.,Bank Guarantee,CARE,D,31-07-2025,HOT,115.00,CARE INC — rating lapsed 323 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Asuti Trading Pvt. Ltd.,Non-government debt,CARE,D,31-07-2025,HOT,5.00,CARE INC — rating lapsed 323 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Auric Motors Pvt. Ltd.,Bank Guarantee,CARE,A 4,24-09-2025,HOT,4.00,CARE INC — rating lapsed 268 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Auric Motors Pvt. Ltd.,Letter Of credit,CARE,A 4,24-09-2025,HOT,6.00,CARE INC — rating lapsed 268 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
Auric Motors Pvt. Ltd.,Term loans,CARE,B+,24-09-2025,HOT,31.79,CARE INC — rating lapsed 268 days ago — Term loans,CARE term loan INC 30.5% — rating overdue means bank covenant breach risk. ACER prevents compliance gap
Auro Impex & Chemicals Ltd.,Bank Guarantee,CARE,A 4,27-11-2025,HOT,0.40,CARE INC — rating lapsed 204 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Auro Impex & Chemicals Ltd.,Bank Guarantee,CARE,A 4,27-11-2025,HOT,4.00,CARE INC — rating lapsed 204 days ago — Bank Guarantee,CARE BG 41.5% INC — contractor segment abandoned. ACER BG rating in 15 days — never miss a tender deadline
Avexa Corporation Pvt. Ltd.,Non-government debt,CARE,D,08-10-2025,HOT,120.00,CARE INC — rating lapsed 254 days ago — Non-government debt,NCD/Bond rating from CARE has lapsed — ACER can re-issue rating for refinancing or fresh capital raise
Aypols Polymers Pvt. Ltd.,Letter Of credit,CARE,A 4,04-11-2025,HOT,12.00,CARE INC — rating lapsed 227 days ago — Letter Of credit,CARE LC INC rate is 46.1% — second worst. ACER offers guaranteed LC coverage with RBI-compliant rating for uninterrupted trade finance
