Company Name,Instrument Type,Current Rating Agency,Current Rating,Rating Date,Urgency,Facility Amount (Cr),Why Target,ACER Pitch Angle
Birmi International Pvt. Ltd.,Non-government debt,IND-RA,B/A4,21-08-2025,HOT,21.70,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Bloom Dekor Ltd.,Non-government debt,IND-RA,D,21-08-2025,HOT,32.50,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Blow Packaging (India) Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,9.25,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Blow Packaging (India) Pvt. Ltd.,Term loans,IND-RA,B+,25-06-2025,HOT,3.66,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Blue Star Malleable Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,08-08-2025,HOT,18.90,IND-RA INC — Non-fund based working capital limit — 315 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Blue Star Malleable Pvt. Ltd.,Term loans,IND-RA,BB+,08-08-2025,HOT,2.69,IND-RA INC — Term loans — 315 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Borochemie (India) Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,5.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Bostin Engineers Pvt. Ltd.,Non-government debt,IND-RA,D,11-09-2025,HOT,15.39,IND-RA INC — Non-government debt — 281 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Brahmani Developers Pvt. Ltd.,Non-government debt,IND-RA,B/A4,11-09-2025,HOT,7.00,IND-RA INC — Non-government debt — 281 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Brattle Foods Pvt. Ltd.,Term loans,IND-RA,B-,11-09-2025,HOT,43.05,IND-RA INC — Term loans — 281 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Brijbasi Hi-Tech Udyog Ltd.,Non-fund based working capital limit,IND-RA,D,25-06-2025,HOT,10.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Brua Hydrowatt Pvt. Ltd.,Term loans,IND-RA,B,21-08-2025,HOT,49.00,IND-RA INC — Term loans — 302 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Build Wallinfra India Pvt. Ltd.,Term loans,IND-RA,D,21-08-2025,HOT,10.50,IND-RA INC — Term loans — 302 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
C Gems & Jewels Pvt. Ltd.,Term loans,IND-RA,D,11-09-2025,HOT,43.00,IND-RA INC — Term loans — 281 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
C M C Textiles Pvt. Ltd.,Non-government debt,IND-RA,B/A4,24-11-2025,HOT,27.73,IND-RA INC — Non-government debt — 207 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
C P Arora Engineers Contractors Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,05-08-2025,HOT,8.22,IND-RA INC — Non-fund based working capital limit — 318 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
C P Arora Engineers Contractors Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,05-08-2025,HOT,3.53,IND-RA INC — Non-fund based working capital limit — 318 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
C P L Pharmaceuticals Pvt. Ltd.,Term loans,IND-RA,BBB+,03-12-2025,HOT,409.55,IND-RA INC — Term loans — 198 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
C P L Pharmaceuticals Pvt. Ltd.,Term loans,IND-RA,BBB+,03-12-2025,HOT,80.00,IND-RA INC — Term loans — 198 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
C V S Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,21-08-2025,HOT,17.00,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Calance Software Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,25-06-2025,HOT,2.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Calance Software Pvt. Ltd.,Term loans,IND-RA,BB-,25-06-2025,HOT,7.00,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Calstar Sponge Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,17.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Camex Ltd.,Non-government debt,IND-RA,B-/A4,19-12-2025,HOT,24.50,IND-RA INC — Non-government debt — 182 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Canaan Engineering Pvt. Ltd.,Non-government debt,IND-RA,D,21-08-2025,HOT,27.62,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Capital Infraprojects Pvt. Ltd.,Term loans,IND-RA,BB-,25-06-2025,HOT,100.00,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Caravel Logistics Pvt. Ltd.,Non-government debt,IND-RA,C/A4,19-12-2025,HOT,11.10,IND-RA INC — Non-government debt — 182 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Cargocare Logistics (India) Pvt. Ltd.,Term loans,IND-RA,B+,25-06-2025,HOT,0.84,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Carrier Wheels Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,0.75,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Casablanca Multiventures Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,25-06-2025,HOT,14.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Castings India Pvt. Ltd.,Term loans,IND-RA,B-,21-08-2025,HOT,6.40,IND-RA INC — Term loans — 302 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Catvision Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,4.25,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Cbsi India Pvt. Ltd. [Merged],Non-government debt,IND-RA,B/A4,11-09-2025,HOT,7.50,IND-RA INC — Non-government debt — 281 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Cee Dee Vacuum Equipment Pvt. Ltd.,Non-government debt,IND-RA,B/A4,21-08-2025,HOT,36.97,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Century Texofin Pvt. Ltd.,Term loans,IND-RA,B+,25-06-2025,HOT,6.05,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Ch Gowri Shankar Infra Build (India) Pvt. Ltd.,Non-fund-based financial facility/instrument,IND-RA,A 4+,18-07-2025,HOT,25.00,IND-RA INC — Non-fund-based financial facility/instrument — 336 days lapsed,IND-RA Non-fund-based financial facility/instrument rating lapsed — ACER offers fresh rating
Ch Gowri Shankar Infra Build (India) Pvt. Ltd.,Fund based financial facility/instrument,IND-RA,BB-,18-07-2025,HOT,11.00,IND-RA INC — Fund based financial facility/instrument — 336 days lapsed,IND-RA Fund based financial facility/instrument rating lapsed — ACER offers fresh rating
Ch Gowri Shankar Infra Build (India) Pvt. Ltd.,Term loans,IND-RA,BB-,18-07-2025,HOT,17.21,IND-RA INC — Term loans — 336 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Ch Gowri Shankar Infra Build (India) Pvt. Ltd.,Term loans,IND-RA,BB-,18-07-2025,HOT,1.28,IND-RA INC — Term loans — 336 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Champion Rolling Mill Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,25-06-2025,HOT,14.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Champion Rolling Mill Pvt. Ltd.,Term loans,IND-RA,BB-,25-06-2025,HOT,2.34,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Chaudhary Timber Inds. Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,102.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Chemcoat India Enterprise Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,4.90,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Chetan Overseas Delhi Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,12.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Chhabra Ispat Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,11-09-2025,HOT,34.00,IND-RA INC — Non-government debt — 281 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Classic Bottle Caps Pvt. Ltd.,Term loans,IND-RA,B+,25-06-2025,HOT,2.00,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Clavecon ( India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,24-11-2025,HOT,7.78,IND-RA INC — Non-government debt — 207 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Clifton Export Pvt. Ltd.,Non-government debt,IND-RA,B/A4,19-12-2025,HOT,69.26,IND-RA INC — Non-government debt — 182 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Communication World Infomatic Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,3.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Concord Hospitality Pvt. Ltd.,Term loans,IND-RA,D,21-08-2025,HOT,51.65,IND-RA INC — Term loans — 302 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Corlim Marine Exports Pvt. Ltd.,Non-government debt,IND-RA,D,11-09-2025,HOT,46.00,IND-RA INC — Non-government debt — 281 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Coromandel Agro Products & Oils Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,0.10,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Coromandel Agro Products & Oils Ltd.,Term loans,IND-RA,B,25-06-2025,HOT,1.01,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Corrosion Protection Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,1.50,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Criyagen Agri & Biotech Pvt. Ltd.,Term loans,IND-RA,BB-,25-06-2025,HOT,0.93,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Criyagen Agri & Biotech Pvt. Ltd.,Term loans,IND-RA,BB-,25-06-2025,HOT,15.00,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Crown Cashew Impex Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,21-08-2025,HOT,9.90,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Crystal Cars Pvt. Ltd.,Term loans,IND-RA,B-,25-06-2025,HOT,4.00,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Cumbum Valley Winery Pvt. Ltd.,Term loans,IND-RA,B+,17-10-2025,HOT,45.30,IND-RA INC — Term loans — 245 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Cusp International Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,5.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Cuttack Resins Pvt. Ltd.,Term loans,IND-RA,B-,21-08-2025,HOT,7.00,IND-RA INC — Term loans — 302 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
D & M Cables Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,1.50,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
D C D C Health Services Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,2.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
D C D C Health Services Pvt. Ltd.,Term loans,IND-RA,B,25-06-2025,HOT,0.31,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
D R R S B Pct One Pvt. Ltd.,Term loans,IND-RA,BB-,21-08-2025,HOT,49.74,IND-RA INC — Term loans — 302 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
D R S Dilip Roadlines Ltd.,Term loans,IND-RA,B-,21-08-2025,HOT,15.00,IND-RA INC — Term loans — 302 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Dalkan Ship Breaking Ltd.,Non-fund based working capital limit,IND-RA,A 4+,09-12-2025,HOT,95.00,IND-RA INC — Non-fund based working capital limit — 192 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Dalkan Ship Breaking Ltd.,Term loans,IND-RA,BB-,09-12-2025,HOT,1.09,IND-RA INC — Term loans — 192 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Danu Wind Parks Pvt. Ltd.,Term loans,IND-RA,D,25-06-2025,HOT,267.63,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Dayana Polyplast Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,21-08-2025,HOT,22.00,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Deep Weldmesh Pvt. Ltd.,Non-government debt,IND-RA,D,11-09-2025,HOT,10.00,IND-RA INC — Non-government debt — 281 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Delexcel Pharma Pvt. Ltd.,Term loans,IND-RA,D,21-08-2025,HOT,15.00,IND-RA INC — Term loans — 302 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Dembla Valves Ltd.,Non-fund based working capital limit,IND-RA,A 4,19-12-2025,HOT,100.00,IND-RA INC — Non-fund based working capital limit — 182 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Deoghar Agrotech Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,11-09-2025,HOT,17.00,IND-RA INC — Non-government debt — 281 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Desai Infra Projects (India) Pvt. Ltd.,Non-government debt,IND-RA,B/A4,11-09-2025,HOT,27.50,IND-RA INC — Non-government debt — 281 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Dev Shree Cotsyn Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,21-08-2025,HOT,29.00,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Dev'S Chem Tec Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,24-11-2025,HOT,6.00,IND-RA INC — Non-government debt — 207 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Devika Fibres Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,2.50,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Devika Fibres Pvt. Ltd.,Term loans,IND-RA,B+,25-06-2025,HOT,7.87,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Devikkesh Novamate Boards Pvt. Ltd.,Term loans,IND-RA,B-,11-09-2025,HOT,6.95,IND-RA INC — Term loans — 281 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Devprayag Paper Mill Pvt. Ltd.,Term loans,IND-RA,B-,25-06-2025,HOT,4.00,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Dex Agro Sweeteners Pvt. Ltd.,Term loans,IND-RA,B+,25-06-2025,HOT,1.76,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Dey'S Cold Storage Pvt. Ltd.,Term loans,IND-RA,B-,11-09-2025,HOT,8.10,IND-RA INC — Term loans — 281 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Dhaulagiree Polyolefins Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,24-11-2025,HOT,3.40,IND-RA INC — Non-government debt — 207 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Dhruv Globals Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,19.75,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Dhruv Globals Ltd.,Term loans,IND-RA,B+,25-06-2025,HOT,10.58,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Digiflic Controls (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,21-08-2025,HOT,11.67,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Digilogic Systems Ltd.,Non-government debt,IND-RA,B-/A4,24-11-2025,HOT,4.80,IND-RA INC — Non-government debt — 207 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Durga Krishna Store Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,7.50,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Durgashakti Foods Pvt. Ltd.,Non-government debt,IND-RA,D,19-12-2025,HOT,12.40,IND-RA INC — Non-government debt — 182 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Dutta Builders & Developers Pvt. Ltd.,Term loans,IND-RA,B-,21-08-2025,HOT,2.00,IND-RA INC — Term loans — 302 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Dwarkadhis Projects Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,25-06-2025,HOT,42.40,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Dwarkadhis Projects Pvt. Ltd.,Term loans,IND-RA,D,25-06-2025,HOT,72.50,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Dynamech Electropower Pvt. Ltd.,Bank Guarantee,IND-RA,A 4+,30-06-2025,HOT,28.00,IND-RA INC — Bank Guarantee — 354 days lapsed,IND-RA Bank Guarantee rating lapsed — ACER offers fresh rating
Dynamech Electropower Pvt. Ltd.,Letter Of credit,IND-RA,A 4+,30-06-2025,HOT,1.00,IND-RA INC — Letter Of credit — 354 days lapsed,IND-RA Letter Of credit rating lapsed — ACER offers fresh rating
Dynamech Electropower Pvt. Ltd.,Term loans,IND-RA,BB+,30-06-2025,HOT,1.34,IND-RA INC — Term loans — 354 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
E C Blades & Tools Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,13.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
E C Blades & Tools Pvt. Ltd.,Term loans,IND-RA,B+,25-06-2025,HOT,20.09,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
East Hooghly Polyplast Pvt. Ltd.,Non-government debt,IND-RA,B/A4,11-09-2025,HOT,11.87,IND-RA INC — Non-government debt — 281 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
East West Freight Carriers Ltd. [Merged],Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,3.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Eesavyasa Technologies Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,25-06-2025,HOT,4.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Effulgence Trading & Services Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,25-06-2025,HOT,100.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Eight Lions Hospital Pvt. Ltd.,Term loans,IND-RA,B-,18-07-2025,HOT,35.07,IND-RA INC — Term loans — 336 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Electro Teknica Switchgears Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,11-09-2025,HOT,6.50,IND-RA INC — Non-government debt — 281 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Elkaypee Spinners Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,0.69,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Elkaypee Spinners Pvt. Ltd.,Term loans,IND-RA,B,25-06-2025,HOT,5.26,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Ellen Textiles Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,0.28,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Ellen Textiles Pvt. Ltd.,Term loans,IND-RA,B,25-06-2025,HOT,1.60,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Elljay Textiles Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,21-08-2025,HOT,11.46,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Emgee Infrastructure Holdings (India) Pvt. Ltd.,Term loans,IND-RA,D,24-11-2025,HOT,24.00,IND-RA INC — Term loans — 207 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Emjay Steel Udyyog Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,15.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Emjay Steel Udyyog Pvt. Ltd.,Term loans,IND-RA,B+,25-06-2025,HOT,13.80,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Empire Multipack Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,2.25,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Empire Multipack Pvt. Ltd.,Term loans,IND-RA,B-,25-06-2025,HOT,3.08,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
