Company Name,Agency,Instrument,Rating,Rating Date,Days_INC,Current Urgency,MEDIUM_Date,HOT_Date,ULTRA_HOT_Date,Q2_Escalation_Month,Amount_Cr,Sector,NCD_Flag,Why Target,ACER Pitch Angle,Source
Gemus Engineering Ltd.,IND-RA,Non-government debt,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,19.3,Other,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Gen Next Motors Ltd.,IND-RA,Term loans,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,20.34,Automobiles,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Gensol Engineering Ltd.,ICRA,Bank Guarantee,D,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,406.5,Other,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Gensol Engineering Ltd.,ICRA,Non-government debt,D,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,718.5,Other,NCD — SEBI License Required,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Gensol Engineering Ltd.,ICRA,Term loans,D,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,925.0,Other,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ghai Construction Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2026-04-15,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,25.0,Construction/Infra,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ghai Construction Pvt. Ltd.,ICRA,Non-government debt,B+,2026-04-15,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,27.0,Construction/Infra,NCD — SEBI License Required,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ginni Gold Pvt. Ltd.,ICRA,Non-government debt,D,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,15.0,Other,NCD — SEBI License Required,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Globe Precision Inds. Pvt. Ltd.,ACUITE,Letter Of credit,A 4,2026-04-20,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.0,Other,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Globe Precision Inds. Pvt. Ltd.,ACUITE,Term loans,B-,2026-04-20,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,14.0,Other,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Goa Ispat Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,20.0,Other,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Goa Ispat Pvt. Ltd.,ICRA,Term loans,B+,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.62,Other,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Goel Ganga India Pvt. Ltd.,ACUITE,Long term Loans,C,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,44.31,Other,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Goel Ganga India Pvt. Ltd.,ACUITE,Term loans,C,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,417.65,Other,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Goel Scientific Glass Works Ltd.,CARE,Bank Guarantee,A 4,2026-04-13,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.5,Other,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Goel Scientific Glass Works Ltd.,CARE,Term loans,B-,2026-04-13,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.99,Other,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Gokul Finance & Invst. Co. Pvt. Ltd.,ACUITE,Long term Loans,B-,2026-04-29,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,10.0,BFSI/NBFC,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Golden Mandhir Retail Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,17.7,Other,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Golden Mandhir Retail Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.4,Other,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Golden Mandhir Retail Pvt. Ltd.,CARE,Term loans,B-,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,9.13,Other,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Goldenglobe Hotels Pvt. Ltd.,ACUITE,Long term Loans,BB,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,125.0,Hotels/Tourism,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Goodluck Carbon Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.0,Other,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Goodluck Carbon Pvt. Ltd.,ICRA,Term loans,D,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,72.74,Other,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Govind Steel Co. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-20,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,7.0,Steel & Metals,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Govind Steel Co. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-20,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.0,Steel & Metals,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Gowthami Solvent Oils Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.0,Agro/Food,NCD — SEBI License Required,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Gowthami Solvent Oils Pvt. Ltd.,CARE,Term loans,BB,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,37.56,Agro/Food,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Grameen Shakti Microfinance Services Pvt. Ltd.,ACUITE,Long term Loans,BB-,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,33.75,BFSI/NBFC,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Grameen Shakti Microfinance Services Pvt. Ltd.,ACUITE,Term loans,BB-,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,26.25,BFSI/NBFC,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Great Value Fuels Pvt. Ltd.,ICRA,Fund based financial facility/instrument,B+,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,113.1,Energy/Power,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Great Value Fuels Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,B+,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,10.0,Energy/Power,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Greenland Paper Mills Ltd.,CARE,Bank Guarantee,A 4,2026-04-22,67,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.16,Paper/Packaging,Standard,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Greenland Paper Mills Ltd.,CARE,Bank Guarantee,A 4,2026-04-22,67,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.04,Paper/Packaging,Standard,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Greenland Paper Mills Ltd.,CARE,Letter Of credit,A 4,2026-04-22,67,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.9,Paper/Packaging,Standard,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Greenland Paper Mills Ltd.,CARE,Term loans,B,2026-04-22,67,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.31,Paper/Packaging,Standard,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Greta Steels Pvt. Ltd.,ACUITE,Letter Of credit,D,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,15.0,Steel & Metals,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Guru Laxmi Cottex Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-29,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.5,Other,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Guru Laxmi Cottex Pvt. Ltd.,CARE,Term loans,B+,2026-04-29,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,17.65,Other,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Gurudev Overseas Ltd.,BRICKWORK,Letter Of credit,A 4,2026-04-03,86,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,6.75,Other,Standard,"INC since Apr 2026 (86 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Gypsum Structural India Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,6.0,Other,NCD — SEBI License Required,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
H N Agri Serve Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.0,Other,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
H N Agri Serve Pvt. Ltd.,CRISIL,Term loans,B,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,10.0,Other,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
H S India Ltd.,CRISIL,Term loans,B,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,16.53,Other,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Habra Shree Lakshmi Narayan Rollar Flour & Dall Mill Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-21,68,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.0,Agro/Food,Standard,"INC since Apr 2026 (68 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Hajra Medical Agency Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-20,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.75,Chemicals/Pharma,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Haldia Nirman Projects Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,7.65,Other,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Hansco Iron & Steels Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-20,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.0,Steel & Metals,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Hansco Iron & Steels Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-20,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.0,Steel & Metals,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Harbir Automobile Pvt. Ltd.,CARE,Term loans,B+,2026-04-20,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.58,Automobiles,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Hari Om Retail Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.0,Other,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Harihara Metalloys Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,20.0,Steel & Metals,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Harji Engineering Works Pvt. Ltd.,ACUITE,Bank Guarantee,D,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,55.0,Other,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Harji Engineering Works Pvt. Ltd.,ACUITE,Letter Of credit,D,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.0,Other,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Hayat Hospital Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-01,88,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,24.32,Healthcare,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Heavy Metals & Tubes Ltd.,CARE,Non-fund based working capital limit,D,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,11.5,Steel & Metals,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund based working capital limit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Heavy Metals & Tubes Ltd.,CARE,Term loans,D,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,146.57,Steel & Metals,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Heidelco Medicore Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.0,Chemicals/Pharma,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Heidelco Medicore Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,8.0,Chemicals/Pharma,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Helios Photo Voltaic Ltd.,CARE,Bank Guarantee,D,2026-04-22,67,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.15,Other,Standard,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Helios Photo Voltaic Ltd.,CARE,Term loans,D,2026-04-22,67,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,824.71,Other,Standard,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Hema Automotive Pvt. Ltd.,ACUITE,Long term Loans,B,2026-04-08,81,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,7.0,Automobiles,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Hema Automotive Pvt. Ltd.,ACUITE,Term loans,B,2026-04-08,81,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,38.0,Automobiles,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
