Company Name,Date,Agency,Instrument,Grade,Rating,Status,Amount,INC_Flag,Rating_Date,Amount_Num,Is_INC,Sector,Days_INC,Current_Urgency,MEDIUM_Date,HOT_Date,ULTRA_HOT_Date,Q2_Escalation_Month,NCD_Flag,Why_Target,ACER_Pitch,Source
Hyderabad Power Installations Pvt. Ltd.,14-04-2026,ACUITE,Bank Guarantee,High Risk,A 4,Reaffirmed,12.00,Y,2026-04-14,12.0,True,Energy/Power,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
I C A Edu Skills Pvt. Ltd.,16-04-2026,ACUITE,Bank Guarantee,High Risk,A 4,Reaffirmed,21.50,Y,2026-04-16,21.5,True,Other,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
I C A Edu Skills Pvt. Ltd.,16-04-2026,ACUITE,Long term Loans,High Risk,B-,Downgraded,50.50,Y,2026-04-16,50.5,True,Other,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
I C E D Desserts & Food Parlours (India) Pvt. Ltd.,23-04-2026,CARE,Term loans,Substantial Risk,C,Reaffirmed,15.00,Y,2026-04-23,15.0,True,Agro/Food,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
I F P Petro Products Pvt. Ltd.,17-04-2026,CARE,Fund based financial facility/instrument,High Risk,B-,Downgraded,5.50,Y,2026-04-17,5.5,True,Other,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
I F P Petro Products Pvt. Ltd.,17-04-2026,CARE,Term loans,High Risk,B-,Downgraded,1.50,Y,2026-04-17,1.5,True,Other,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
I L & F S Energy Development Co. Ltd.,14-04-2026,CARE,Bank Guarantee,Default,D,Reaffirmed,50.00,Y,2026-04-14,50.0,True,Energy/Power,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
I L & F S Energy Development Co. Ltd.,14-04-2026,CARE,Term loans,Default,D,Reaffirmed,1037.85,Y,2026-04-14,1037.85,True,Energy/Power,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
I L & F S Engg. & Construction Co. Ltd.,16-04-2026,CARE,Non-fund based working capital limit,Default,D,Reaffirmed,2188.52,Y,2026-04-16,2188.52,True,Construction/Infra,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund based working capital limit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
I L & F S Engg. & Construction Co. Ltd.,16-04-2026,CARE,Term loans,Default,D,Reaffirmed,352.81,Y,2026-04-16,352.81,True,Construction/Infra,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
I S K O Strip Pvt. Ltd.,07-04-2026,BRICKWORK,Term loans,Substantial Risk,C,Reaffirmed,3.10,Y,2026-04-07,3.1,True,Other,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
I T A Lake Ceramic Pvt. Ltd.,20-04-2026,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,4.03,Y,2026-04-20,4.03,True,Other,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
I T A Lake Ceramic Pvt. Ltd.,20-04-2026,CRISIL,Term loans,High Risk,B,Downgraded,15.47,Y,2026-04-20,15.47,True,Other,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Idcol Ferro Chrome & Alloys Ltd. [Merged],17-04-2026,CARE,Bank Guarantee,High Risk,A 4,Reaffirmed,1.50,Y,2026-04-17,1.5,True,Steel & Metals,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Idea Sales Agencies Pvt. Ltd.,16-04-2026,CARE,Term loans,High Risk,B-,Reaffirmed,3.93,Y,2026-04-16,3.93,True,Other,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Immense Industries Pvt. Ltd.,20-04-2026,CRISIL,Letter Of credit,Default,D,Reaffirmed,35.00,Y,2026-04-20,35.0,True,Other,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Imperial Tubes Pvt. Ltd.,16-04-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,Reaffirmed,10.00,Y,2026-04-16,10.0,True,Other,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Inarco Pvt. Ltd.,10-04-2026,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.25,Y,2026-04-10,0.25,True,Other,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Inarco Pvt. Ltd.,10-04-2026,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,5.50,Y,2026-04-10,5.5,True,Other,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Inarco Pvt. Ltd.,10-04-2026,CRISIL,Long term Loans,High Risk,B,Downgraded,0.25,Y,2026-04-10,0.25,True,Other,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Independent Resources India Pvt. Ltd.,20-04-2026,CRISIL,Term loans,High Risk,B,Reaffirmed,0.40,Y,2026-04-20,0.4,True,Other,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Inderjeet Bros Projects Pvt. Ltd.,20-04-2026,CRISIL,Long term Loans,High Risk,B,Reaffirmed,7.60,Y,2026-04-20,7.6,True,Other,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Indian Pulp & Paper Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,Default,D,Reaffirmed,70.02,Y,2026-04-02,70.02,True,Paper/Packaging,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Indiana Hospital & Heart Institute Ltd.,29-04-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,Reaffirmed,0.50,Y,2026-04-29,0.5,True,Healthcare,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Indiana Hospital & Heart Institute Ltd.,29-04-2026,ICRA,Term loans,High Risk,B,Reaffirmed,23.50,Y,2026-04-29,23.5,True,Healthcare,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Indrajit Properties Pvt. Ltd. (2011),01-04-2026,BRICKWORK,Term loans,High Risk,B-,Downgraded,20.00,Y,2026-04-01,20.0,True,IT/Technology,88,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Indus Integrated Information Mgmt. Ltd.,09-04-2026,ACUITE,Bank Guarantee,High Risk,A 4,Reaffirmed,0.40,Y,2026-04-09,0.4,True,Other,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Indus Integrated Information Mgmt. Ltd.,09-04-2026,ACUITE,Bank Guarantee,High Risk,A 4,Reaffirmed,0.60,Y,2026-04-09,0.6,True,Other,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Indus Integrated Information Mgmt. Ltd.,09-04-2026,ACUITE,Term loans,Substantial Risk,C,Reaffirmed,2.50,Y,2026-04-09,2.5,True,Other,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Infab Infrastructure Pvt. Ltd.,20-04-2026,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,7.25,Y,2026-04-20,7.25,True,Construction/Infra,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Infab Infrastructure Pvt. Ltd.,20-04-2026,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,3.50,Y,2026-04-20,3.5,True,Construction/Infra,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Infres Methodex Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,37.80,Y,2026-04-02,37.8,True,Other,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Inmac Computers Ltd.,01-04-2026,ACUITE,Bank Guarantee,High Risk,A 4,Reaffirmed,1.80,Y,2026-04-01,1.8,True,Other,88,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Innovative Technomics Pvt. Ltd.,20-04-2026,CRISIL,Bank Guarantee,Default,D,Reaffirmed,6.00,Y,2026-04-20,6.0,True,IT/Technology,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Innovative Technomics Pvt. Ltd.,20-04-2026,CRISIL,Letter Of credit,Default,D,Reaffirmed,2.00,Y,2026-04-20,2.0,True,IT/Technology,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Integrated Thermoplastics Ltd.,10-04-2026,CARE,Letter Of credit,Default,D,Reaffirmed,6.50,Y,2026-04-10,6.5,True,Other,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Integrated Thermoplastics Ltd.,10-04-2026,CARE,Term loans,Default,D,Reaffirmed,7.00,Y,2026-04-10,7.0,True,Other,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Intercraft Trading Pvt. Ltd.,20-04-2026,CRISIL,Long term Loans,High Risk,B,Downgraded,2.10,Y,2026-04-20,2.1,True,Other,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
International Coil Ltd.,02-04-2026,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,88.00,Y,2026-04-02,88.0,True,Other,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
International Steel Exchange Pvt. Ltd.,20-04-2026,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.00,Y,2026-04-20,2.0,True,Steel & Metals,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Intouch Mobicare Pvt. Ltd.,20-04-2026,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.50,Y,2026-04-20,1.5,True,Other,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ishaan Bio Pvt. Ltd.,08-04-2026,ACUITE,Long term Loans,Inadequate Safety,BB-,Downgraded,0.88,Y,2026-04-08,0.88,True,Chemicals/Pharma,81,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ishaan Bio Pvt. Ltd.,08-04-2026,ACUITE,Term loans,Inadequate Safety,BB-,Downgraded,0.37,Y,2026-04-08,0.37,True,Chemicals/Pharma,81,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ishwar Ispat Inds. Pvt. Ltd.,17-04-2026,CARE,Term loans,High Risk,B,Downgraded,25.00,Y,2026-04-17,25.0,True,Other,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ivax Paper Chemicals Pvt. Ltd.,22-04-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,Reaffirmed,19.50,Y,2026-04-22,19.5,True,Chemicals/Pharma,67,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ivax Paper Chemicals Pvt. Ltd.,22-04-2026,ICRA,Short-term loan,High Risk,A 4,Reaffirmed,,Y,2026-04-22,0.0,True,Chemicals/Pharma,67,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Short-term loan at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ivax Paper Chemicals Pvt. Ltd.,22-04-2026,ICRA,Term loans,High Risk,B+,Reaffirmed,10.00,Y,2026-04-22,10.0,True,Chemicals/Pharma,67,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
J B Daruka Papers Ltd.,16-04-2026,CRISIL,Term loans,High Risk,B,Reaffirmed,8.00,Y,2026-04-16,8.0,True,Paper/Packaging,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
J C Construction Pvt. Ltd.,02-04-2026,BRICKWORK,Bank Guarantee,High Risk,A 4,Reaffirmed,11.00,Y,2026-04-02,11.0,True,Construction/Infra,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
J C Construction Pvt. Ltd.,02-04-2026,BRICKWORK,Term loans,Substantial Risk,C,Downgraded,0.90,Y,2026-04-02,0.9,True,Construction/Infra,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
J C T Ltd.,09-04-2026,CARE,Bank Guarantee,Default,D,Reaffirmed,74.28,Y,2026-04-09,74.28,True,Other,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
J C T Ltd.,09-04-2026,CARE,Term loans,Default,D,Reaffirmed,24.68,Y,2026-04-09,24.68,True,Other,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
J J Glastronics Pvt. Ltd.,09-04-2026,CARE,Term loans,Inadequate Safety,BB+,Upgraded,40.73,Y,2026-04-09,40.73,True,Other,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
J M Ferro Alloys Pvt. Ltd.,10-04-2026,CARE,Letter Of credit,Default,D,Reaffirmed,12.00,Y,2026-04-10,12.0,True,Steel & Metals,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
J P Infra Realty Pvt. Ltd.,02-04-2026,IND-RA,Term loans,High Risk,B-,Downgraded,350.00,Y,2026-04-02,350.0,True,Construction/Infra,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
