Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Q1_Month,Days_Until_Escalation,Amount Cr,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Weener Empire Plastics Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,180,Rs15.00 Cr,15.0,Chemicals/Pharma,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Metco Roof Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,180,Rs7.72 Cr,7.72,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
C D R Projects Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,180,Rs5.04 Cr,5.04,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Relcom Technology Pvt. Ltd.,ICRA,Term Loan,B,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,180,Rs5.00 Cr,5.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Winner Nippon Leatherette Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,180,Rs2.05 Cr,2.05,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Winner Nippon Leatherette Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,180,Rs1.75 Cr,1.75,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Winner Nippon Leatherette Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,180,Rs1.45 Cr,1.45,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
C D R Projects Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,180,Rs1.21 Cr,1.21,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Relcom Technology Pvt. Ltd.,ICRA,Non-Fund-Based,B,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,180,Rs1.00 Cr,1.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sahastraa Exports Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-26,HOT,ULTRA HOT,2026-12-26,Dec 2026,182,Rs15.00 Cr,15.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sharpline Automation Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-26,HOT,ULTRA HOT,2026-12-26,Dec 2026,182,Rs6.00 Cr,6.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
S M L P G Cylinders Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-26,HOT,ULTRA HOT,2026-12-26,Dec 2026,182,Rs5.00 Cr,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sharpline Automation Pvt. Ltd.,ICRA,Term Loan,B-,2025-12-26,HOT,ULTRA HOT,2026-12-26,Dec 2026,182,Rs1.29 Cr,1.29,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sharpline Automation Pvt. Ltd.,ICRA,Fund-Based,A 4,2025-12-26,HOT,ULTRA HOT,2026-12-26,Dec 2026,182,Rs1.00 Cr,1.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sahastraa Exports Pvt. Ltd.,ICRA,Short-Term Loan,A 4,2025-12-26,HOT,ULTRA HOT,2026-12-26,Dec 2026,182,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rajsamadhiyala Spintex Pvt. Ltd.,ICRA,Term Loan,B,2025-12-30,LOW/MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,Rs62.00 Cr,62.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-30 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shell Apparels Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-30,LOW/MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,Rs8.14 Cr,8.14,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-30 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rajsamadhiyala Spintex Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-30,LOW/MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,Rs3.90 Cr,3.9,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-30 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shell Apparels Pvt. Ltd.,ICRA,Non-Fund-Based,B+,2025-12-30,LOW/MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,Rs2.01 Cr,2.01,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-30 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Antique Cottex Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-30,LOW/MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,Rs0.66 Cr,0.66,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-30 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Antique Cottex Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-30,LOW/MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,Rs0.02 Cr,0.02,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-30 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A S Moloobhoy Pvt. Ltd.,ICRA,Short-Term Loan,A 4,2026-01-23,LOW/MEDIUM,ULTRA HOT,2027-01-23,Jan 2027,210,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-01-23 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Prasuna Vamsikrishna Spg. Mills Pvt. Ltd.,ICRA,Short-Term Loan,A 4+,2026-01-29,LOW/MEDIUM,ULTRA HOT,2027-01-29,Jan 2027,216,,0.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-01-29 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mittal Udyog Indore Pvt. Ltd.,ICRA,Short-Term Loan,A 4,2026-02-05,LOW/MEDIUM,ULTRA HOT,2027-02-05,Feb 2027,223,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-02-05 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Feb 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Secure Industries Pvt. Ltd.,ICRA,Short-Term Loan,A 4,2026-02-27,LOW/MEDIUM,ULTRA HOT,2027-02-27,Feb 2027,245,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-02-27 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Feb 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sree Sudheer Ceramics Pvt. Ltd.,ICRA,Short-Term Loan,A 4,2026-02-27,LOW/MEDIUM,ULTRA HOT,2027-02-27,Feb 2027,245,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-02-27 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Feb 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Euro Pratik Ispat Pvt. Ltd.,ICRA,Short-Term Loan,A 4,2026-03-05,LOW/MEDIUM,ULTRA HOT,2027-03-05,Mar 2027,251,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-05 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Siddarth Organisation Ltd.,ICRA,NCD/Bond,C/A4,2026-03-09,LOW/MEDIUM,ULTRA HOT,2027-03-09,Mar 2027,255,Rs5.80 Cr,5.8,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
K C Toolroom Pvt. Ltd.,ICRA,Term Loan,B+,2026-03-09,LOW/MEDIUM,ULTRA HOT,2027-03-09,Mar 2027,255,Rs3.80 Cr,3.8,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
K C Toolroom Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-09,LOW/MEDIUM,ULTRA HOT,2027-03-09,Mar 2027,255,Rs0.30 Cr,0.3,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Jagrut Motors Pvt. Ltd.,ICRA,Term Loan,B+,2026-03-09,LOW/MEDIUM,ULTRA HOT,2027-03-09,Mar 2027,255,Rs0.26 Cr,0.26,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Machino Plastics Ltd.,ICRA,Term Loan,BB+,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,257,Rs162.20 Cr,162.2,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Ovis Equipments Pvt. Ltd.,ICRA,Non-Fund-Based,B+,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,257,Rs11.00 Cr,11.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Machino Plastics Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,257,Rs5.00 Cr,5.0,Chemicals/Pharma,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Yamuna Machine Works Ltd.,ICRA,Fund-Based,A 4,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,257,Rs3.00 Cr,3.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Yamuna Machine Works Ltd.,ICRA,Term Loan,B+,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,257,Rs2.41 Cr,2.41,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Yamuna Machine Works Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,257,Rs1.50 Cr,1.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Chayagraphics Healthcare Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,257,Rs1.25 Cr,1.25,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Machino Plastics Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,257,Rs0.80 Cr,0.8,Chemicals/Pharma,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
V S Ferrous Enterprises Pvt. Ltd.,ICRA,NCD/Bond,B+,2026-03-12,LOW/MEDIUM,ULTRA HOT,2027-03-12,Mar 2027,258,Rs50.00 Cr,50.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Merit Technologies India Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-12,LOW/MEDIUM,ULTRA HOT,2027-03-12,Mar 2027,258,Rs16.00 Cr,16.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Dureza Granito Pvt. Ltd.,ICRA,Term Loan,B,2026-03-13,LOW/MEDIUM,ULTRA HOT,2027-03-13,Mar 2027,259,Rs25.00 Cr,25.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Agarwal Fastners Pvt. Ltd.,ICRA,Term Loan,B+,2026-03-13,LOW/MEDIUM,ULTRA HOT,2027-03-13,Mar 2027,259,Rs10.00 Cr,10.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Agarwal Fastners Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-13,LOW/MEDIUM,ULTRA HOT,2027-03-13,Mar 2027,259,Rs4.00 Cr,4.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Dureza Granito Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-13,LOW/MEDIUM,ULTRA HOT,2027-03-13,Mar 2027,259,Rs3.50 Cr,3.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Surajbhan Rajkumar Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2026-03-16,LOW/MEDIUM,ULTRA HOT,2027-03-16,Mar 2027,262,Rs35.00 Cr,35.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-16 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Strawberry Studio Exports Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2026-03-16,LOW/MEDIUM,ULTRA HOT,2027-03-16,Mar 2027,262,Rs12.70 Cr,12.7,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-16 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Strawberry Studio Exports Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-16,LOW/MEDIUM,ULTRA HOT,2027-03-16,Mar 2027,262,Rs0.98 Cr,0.98,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-16 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Glitter Metals Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2026-03-18,LOW/MEDIUM,ULTRA HOT,2027-03-18,Mar 2027,264,Rs10.00 Cr,10.0,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
L E Marble Gallery Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-18,LOW/MEDIUM,ULTRA HOT,2027-03-18,Mar 2027,264,Rs7.00 Cr,7.0,Mining,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Disha Communications Pvt. Ltd.,ICRA,Non-Fund-Based,B+,2026-03-18,LOW/MEDIUM,ULTRA HOT,2027-03-18,Mar 2027,264,Rs0.65 Cr,0.65,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sterling Distillers Pvt. Ltd.,ICRA,Term Loan,BB+,2026-03-19,LOW/MEDIUM,ULTRA HOT,2027-03-19,Mar 2027,265,Rs150.00 Cr,150.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Gina Engineering Co. Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-19,LOW/MEDIUM,ULTRA HOT,2027-03-19,Mar 2027,265,Rs130.00 Cr,130.0,Manufacturing,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
K B K Chem-Engineering Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-19,LOW/MEDIUM,ULTRA HOT,2027-03-19,Mar 2027,265,Rs17.00 Cr,17.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sterling Distillers Pvt. Ltd.,ICRA,Bank Guarantee,BB+,2026-03-19,LOW/MEDIUM,ULTRA HOT,2027-03-19,Mar 2027,265,Rs5.50 Cr,5.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your Bank Guarantee at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sterling Distillers Pvt. Ltd.,ICRA,Non-Fund-Based,BB+,2026-03-19,LOW/MEDIUM,ULTRA HOT,2027-03-19,Mar 2027,265,Rs3.60 Cr,3.6,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Winfab Equipments Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-19,LOW/MEDIUM,ULTRA HOT,2027-03-19,Mar 2027,265,Rs3.50 Cr,3.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Ami Riddhi Chem Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-19,LOW/MEDIUM,ULTRA HOT,2027-03-19,Mar 2027,265,Rs1.58 Cr,1.58,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Ami Riddhi Chem Pvt. Ltd.,ICRA,Short-Term Loan,A 4,2026-03-19,LOW/MEDIUM,ULTRA HOT,2027-03-19,Mar 2027,265,,0.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Nandan Petrochem Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,266,Rs245.00 Cr,245.0,Chemicals/Pharma,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Therapiva Pvt. Ltd.,ICRA,Term Loan,B-,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,266,Rs103.80 Cr,103.8,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mangal Sponge & Steel Pvt. Ltd.,ICRA,Term Loan,B-,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,266,Rs9.50 Cr,9.5,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mangal Sponge & Steel Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,266,Rs1.00 Cr,1.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Nandan Petrochem Ltd.,ICRA,Term Loan,BB+,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,266,,0.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Charoen Pokphand Seeds (India) Pvt. Ltd.,ICRA,Term Loan,B+,2026-03-24,LOW/MEDIUM,ULTRA HOT,2027-03-24,Mar 2027,270,Rs30.00 Cr,30.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Manishri Refractories & Ceramics Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-24,LOW/MEDIUM,ULTRA HOT,2027-03-24,Mar 2027,270,Rs19.00 Cr,19.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Manishri Refractories & Ceramics Pvt. Ltd.,ICRA,Term Loan,B,2026-03-24,LOW/MEDIUM,ULTRA HOT,2027-03-24,Mar 2027,270,Rs7.67 Cr,7.67,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Manishri Refractories & Ceramics Pvt. Ltd.,ICRA,NCD/Bond,B/A4,2026-03-24,LOW/MEDIUM,ULTRA HOT,2027-03-24,Mar 2027,270,Rs3.73 Cr,3.73,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Manishri Refractories & Ceramics Pvt. Ltd.,ICRA,Fund-Based,A 4,2026-03-24,LOW/MEDIUM,ULTRA HOT,2027-03-24,Mar 2027,270,Rs3.00 Cr,3.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Meenar Polydyed Yarns Ltd.,ICRA,Term Loan,B+,2026-03-25,LOW/MEDIUM,ULTRA HOT,2027-03-25,Mar 2027,271,Rs5.00 Cr,5.0,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
N B Cotex Pvt. Ltd.,ICRA,Term Loan,B,2026-03-25,LOW/MEDIUM,ULTRA HOT,2027-03-25,Mar 2027,271,Rs1.49 Cr,1.49,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
