Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Q1_Month,Days_Until_Escalation,Amount Cr,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Lulu India Shopping Mall Pvt. Ltd.,IND-RA,NCD/Bond,BBB/A3+,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,257,Rs120.00 Cr,120.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Jodhani Papers Pvt. Ltd.,IND-RA,Term Loan,BBB,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,257,Rs89.46 Cr,89.46,Paper/Packaging,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Itaan Pharma Pvt. Ltd.,IND-RA,Term Loan,B,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,266,Rs41.54 Cr,41.54,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
S S V Fab Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2026-03-24,LOW/MEDIUM,ULTRA HOT,2027-03-24,Mar 2027,270,Rs21.00 Cr,21.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Vipul Organics Ltd.,IND-RA,NCD/Bond,B/A4,2026-03-25,LOW/MEDIUM,ULTRA HOT,2027-03-25,Mar 2027,271,Rs37.15 Cr,37.15,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Asclepius Hospitals & Health Care Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,273,Rs49.81 Cr,49.81,Healthcare,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Celon Laboratories Pvt. Ltd.,IND-RA,Term Loan,BB-,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,273,Rs20.00 Cr,20.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Technoplast Packaging Pvt. Ltd.,IND-RA,Fund-Based,A 3+,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,273,Rs19.00 Cr,19.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Jaymala Infrastructure Pvt. Ltd.,IND-RA,Term Loan,BBB-,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,276,Rs1986.53 Cr,1986.53,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
F Robin Power Solutions Pvt. Ltd.,IND-RA,Term Loan,BB+,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,276,Rs235.00 Cr,235.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Andal Paper Mills Pvt. Ltd.,IND-RA,Term Loan,BB,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,276,Rs80.00 Cr,80.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Jaymala Infrastructure Pvt. Ltd.,IND-RA,Term Loan,BBB-,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,276,Rs0.34 Cr,0.34,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
I H B Ltd.,IND-RA,Term Loan,A+,2026-03-31,LOW/MEDIUM,ULTRA HOT,2027-03-31,Mar 2027,277,Rs6725.00 Cr,6725.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
