Company Name,Current Rater,Instrument,Rating,Rating Date,Amount Cr,Sector,Urgency,Aug_Week,RM_Tier,Call_Window,Why Target,ACER Pitch Angle,Recommended_Action
Wellcare Oil Tools Pvt. Ltd.,CARE,NCD/Bond,B-/A4,14-Oct-2025,6.0,Energy,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits ULTRA HOT threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
S V R Electricals Pvt. Ltd.,ICRA,NCD/Bond,B/A4,21-Jan-2026,5.75,Energy,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk3 (Oct 15-21),INC rating hits HOT threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ecokrin Hygiene Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,5.75,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Buildon Plasters Pvt. Ltd.,CARE,NCD/Bond,BB/A4,07-Jan-2026,5.5,Construction,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk1 (Oct 1-7),INC rating hits HOT threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Associated Works Infra Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Oct-2025,5.5,Construction,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits ULTRA HOT threshold on 2026-10-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
A A A Textiles Pvt. Ltd.,IND-RA,NCD/Bond,BB/A4+,08-Oct-2025,5.36,Construction,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Akash Steel Crafts Pvt. Ltd.,BRICKWORK,NCD/Bond,A 4,24-Oct-2025,5.0,Steel & Metals,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits ULTRA HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Singhal Commodities Pvt. Ltd.,CARE,NCD/Bond,B-/A4,03-Feb-2026,5.0,Trading/Exports,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Machino Plastics Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-11,5.0,Chemicals & Pharma,LOW/MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Sep 2026 — RM,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
V N M Jewel Crafts Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,5.0,Jewellery/Gems,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Som Shiva (Impex) Ltd.,BRICKWORK,NCD/Bond,C/A4,29-Oct-2025,4.5,Other,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Fortune Foam Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,4.49,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Carbon Edge Inds. Ltd.,ICRA,NCD/Bond,B+/A4,21-Oct-2025,4.06,Automobiles,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk3 (Oct 15-21),INC rating hits ULTRA HOT threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sachdev Food Products Pvt. Ltd.,CARE,NCD/Bond,B+/A4,07-Oct-2025,4.0,Agro & Food,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk1 (Oct 1-7),INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kalinga Breeding Farms Pvt. Ltd.,ICRA,NCD/Bond,B/A4,27-Jan-2026,3.87,Agro & Food,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kings Infra Ventures Limited,Infomerics,Non-Convertible Debentures,IVR B+ (INC)(Reaffirmed),10-Oct-2025,3.71,Construction,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Dirco Polymers Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,05-Jan-2026,3.51,Chemicals & Pharma,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk1 (Oct 1-7),INC rating hits HOT threshold on 2026-10-02 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Landmark Royal Engg. (India) Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,3.5,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Udayam Medical Centre (Trichy) Pvt. Ltd.,ICRA,NCD/Bond,BB-/A4,10-Oct-2025,2.99,Healthcare,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Smilax Laboratories Ltd.,CARE,NCD/Bond,BB/A4,06-Jan-2026,2.5,Healthcare,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk1 (Oct 1-7),INC rating hits HOT threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Hero Mindmine Institute Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,2.5,Education,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Tiger Logistics (India) Ltd.,CARE,NCD/Bond,B/A4,10-Oct-2025,2.0,Logistics,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Premium Laminators Pvt. Ltd.,CARE,NCD/Bond,B+/A4,02-Feb-2026,1.41,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Arti Silk Mills Pvt. Ltd.,CARE,NCD/Bond,B/A4,12-Jan-2026,1.25,Textiles,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Pooja Cotspin Pvt. Ltd.,CARE,NCD/Bond,B+/A4,09-Oct-2025,1.07,Other,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits ULTRA HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
P S Bedi & Co. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,03-Oct-2025,1.0,Other,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk1 (Oct 1-7),INC rating hits ULTRA HOT threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Velko Infratek Projects Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,19-Jan-2026,1.0,Construction,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk3 (Oct 15-21),INC rating hits HOT threshold on 2026-10-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
B R Guar Gum Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Oct-2025,1.0,Other,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits ULTRA HOT threshold on 2026-10-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kapilansh Dhatu Udyog Pvt. Ltd.,CARE,NCD/Bond,B+/A4,14-Oct-2025,0.68,Other,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits ULTRA HOT threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Antique Cottex Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-30,0.66,Other,LOW/MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Sep–Oct 2026 — Call 3 months ahead,INC rating hits ULTRA HOT on 2026-12-30 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Kanak Pipe Inds. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,13-Oct-2025,0.5,Steel & Metals,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits ULTRA HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Needle Industries (India) Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,16-Oct-2025,0.45,Manufacturing,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk3 (Oct 15-21),INC rating hits ULTRA HOT threshold on 2026-10-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ezentech India Pvt. Ltd.,CARE,NCD/Bond,B-/A4,27-Jan-2026,0.24,IT/Technology,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sarveshwari Exports Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,08-Oct-2025,0.17,Logistics,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk2 (Oct 8-14),INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vinayak Ultraflex Pvt. Ltd.,CARE,NCD/Bond,B-/A4,31-Oct-2025,0.15,Other,MEDIUM,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits ULTRA HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Euro Safety Footwear (India) Ltd.,CARE,NCD/Bond,BB+/A4+,05-Jan-2026,0.0,Other,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk1 (Oct 1-7),INC rating hits HOT threshold on 2026-10-02 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vikran Engineering Ltd.,CARE,NCD/Bond,BB-/A4,28-Jan-2026,0.0,Manufacturing,LOW,Aug Wk2 (Aug 10-14),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Oct Wk4 (Oct 22-31),INC rating hits HOT threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Senvion Wind Technology Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-03-10,3000.0,Energy,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Cloudtail India Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2026-03-31,1750.0,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Gensol Engineering Ltd.,ICRA,Non-government debt,D,2026-04-23,718.5,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shri Ambalika Sugar Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,24-Nov-2025,550.0,Agro & Food,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shyama Power India Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,469.44,Energy,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shree Ram Vessel Scrap Pvt. Ltd.,BRICKWORK,Non-government debt,BB/A4,2026-04-03,370.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (86 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
B L Agro Inds. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,352.0,Agro & Food,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ainwesha Engineering & Projects Ltd.,IND-RA,Non-government debt,D,2026-04-02,326.04,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
G R Engineering Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,322.62,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Tribeni Constructions Ltd.,ICRA,NCD/Bond,A-/A2+,13-Nov-2025,304.0,Construction,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk2 (Nov 8-14),INC rating hits ULTRA HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Advant I T Park Pvt. Ltd.,BRICKWORK,NCD/Bond,B,2026-03-20,300.0,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your NCD/Bond at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Rai Bahadur Narain Singh Sugar Mills Ltd.,CARE,NCD/Bond,BB/A4,03-Nov-2025,275.02,Agro & Food,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk1 (Nov 1-7),INC rating hits ULTRA HOT threshold on 2026-11-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Flexituff Ventures Intl. Ltd.,CARE,Non-government debt,D,2026-04-17,251.17,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Nandan Petrochem Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-20,245.0,Chemicals & Pharma,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shreeji Infrastructure India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,199.0,Construction,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
R S A Infraproject Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,07-Nov-2025,175.0,Construction,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk1 (Nov 1-7),INC rating hits ULTRA HOT threshold on 2026-11-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Transaction Solutions Intl. (India) Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,24-Feb-2026,155.29,Other,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk3 (Nov 15-21),INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Technosys Security Systems Pvt. Ltd.,IND-RA,NCD/Bond,B+/A4,27-Feb-2026,155.0,IT/Technology,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sunalco Alloys Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,25-Feb-2026,135.0,Steel & Metals,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Gina Engineering Co. Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-19,130.0,Manufacturing,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
D M L Exim Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,130.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Lulu India Shopping Mall Pvt. Ltd.,IND-RA,NCD/Bond,BBB/A3+,2026-03-11,120.0,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Siddhi Vinayak Knots & Prints Pvt. Ltd.,IND-RA,NCD/Bond,B+/A4,09-Feb-2026,119.47,Paper/Packaging,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk1 (Nov 1-7),INC rating hits HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
