Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,Sector,State,INC,Why Target,ACER Pitch Angle
Maihar Cement Pipe Industries,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"March 19, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Lloyds Engineering Corporation Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"March 20, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Lloyds Engineering Corporation Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Assigned),"March 20, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Ardee Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),"March 21, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Ardee Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"March 21, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Galaxy Rice Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),"March 21, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Nagata Auto Engineering India Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"March 26, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Vazron Industries Private Limited,Long-term Bank Facilities,Infomerics,IVR BB+ (Assigned),"March 27, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Vazron Industries Private Limited,Short-term Bank Facilities,Infomerics,IVR A4+ (Assigned),"March 27, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Integra Automation Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),"March 28, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
SNB Metal and Alloys,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"March 28, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
SNB Metal and Alloys,Long Term Bank Facilities - Proposed,Infomerics,IVR BB (Assigned),"March 28, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
SNB Metal and Alloys,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"March 28, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Nakoda Steelmet Engineering Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"March 28, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Nakoda Steelmet Engineering Private Limited,Long Term Bank Facilities - Proposed,Infomerics,IVR BB (Assigned),"March 28, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Nakoda Steelmet Engineering Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"March 28, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Nakoda Steelmet Engineering Private Limited,Short Term Bank Facilities - Proposed,Infomerics,IVR A4 (Assigned),"March 28, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
ANR Automobiles Private Limited,Long-term Bank Facilities,Infomerics,IVR BBB- (Assigned),"March 28, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
ANR Automobiles Private Limited,Short-term Bank Facilities,Infomerics,IVR A3 (Assigned),"March 28, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
SUFALAM INDUSTRIES LIMITED,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"April 1, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
SUFALAM INDUSTRIES LIMITED,Short Term Facilities,Infomerics,IVR A3 (Assigned),"April 1, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Goyal Agro Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (Assigned),"April 2, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Goyal Agro Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"April 2, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sandeep Auto Lines,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 3, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sandeep Auto Lines,Short Term Bank Facility,Infomerics,IVR A3 (Assigned),"April 3, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Poshs Metal Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 3, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Poshs Metal Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"April 3, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Gaj Laxmi Castings Private Limited,Long Term Facilities,Infomerics,IVR BB (Assigned),"April 8, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Gaj Laxmi Castings Private Limited,Proposed - Cash Credit,Infomerics,IVR BB (Assigned),"April 8, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Stellar Autohaus Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 8, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Stellar Autohaus Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"April 8, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shubh Motors Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"April 11, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shubh Motors Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"April 11, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Yashhtej Industries (India) Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 16, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Yashhtej Industries (India) Limited,Proposed Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 16, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
HMV Rice Industries,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"April 21, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
HMV Rice Industries,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"April 21, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sagar Industries,Long Term Fund Based Bank Facilities,Infomerics,IVR BB (Assigned),"April 24, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sagar Industries,Short Term Fund Based Bank Facilities,Infomerics,IVR A4 (Assigned),"April 24, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sagar Industries,Short Term Non-Fund Based Bank Facilities,Infomerics,IVR A4 (Assigned),"April 24, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
GLS Films Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"June 4, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
GLS Films Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"June 4, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sree Shivmaya Industries LLP,Long Term Facilities,Infomerics,IVR BB (Assigned),"April 28, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sree Shivmaya Industries LLP,Short Term Facilities,Infomerics,IVR A4 (Assigned),"April 28, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Metal Engineering and Treatment Company Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"April 30, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Metal Engineering and Treatment Company Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Assigned),"April 30, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Bhat Agro Industries,Long Term Bank Facilities,Infomerics,IVR BB- (Assigned),"May 1, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Dipesh Engineering Works,Long Term Bank Facilities,Infomerics,IVR BB- (Assigned),"May 5, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Dipesh Engineering Works,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"May 5, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Dipesh Engineering Works,Proposed Long Term/Short Term Bank Facilities,Infomerics,IVR BB-/IVR A4; (Assigned),"May 5, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Ratusaria Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"May 8, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Ratusaria Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"May 8, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
SAB Motors Private Limited,Long Term Bank Facilities,Infomerics,IVR B (Assigned),"May 9, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
SAB Motors Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"May 9, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Elec Steel Processing Industries Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"May 20, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Elec Steel Processing Industries Limited,Short Term Facilities,Infomerics,IVR A3 (Assigned),"May 20, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Elec Steel Processing Industries Limited,Proposed Short Term Facilities,Infomerics,IVR A3 (Assigned),"May 20, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Suyash Biofuels Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"May 26, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sree Krishna Rice Industries,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"May 29, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Kaveri Engineering Projects Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Assigned),"May 29, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Kaveri Engineering Projects Private Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Assigned),"May 29, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Fortune Dairy Industries Private Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR BBB- (Assigned),"May 29, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Fortune Dairy Industries Private Limited,Long Term Bank Facilities - Cash Credit,Infomerics,IVR BBB- (Assigned),"May 29, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Real Dairy Industries Private Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR BBB- (Assigned),"May 29, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Real Dairy Industries Private Limited,Long Term Bank Facilities - Cash Credit,Infomerics,IVR BBB- (Assigned),"May 29, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Real Dairy Industries Private Limited,Short Term Bank Facilities - Pledge Loan,Infomerics,IVR A3 (Assigned),"May 29, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Tinkas Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"May 30, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Tinkas Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"May 30, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Malnad Alloy Castings Private Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"May 30, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
JD Cables Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"June 9, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
A2Z Auto Wheels Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),"March 13, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Cremica Food Industries Limited (CFIL),Long Term Facilities,Infomerics,IVR BBB (Upgraded),"May 16, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Cremica Food Industries Limited (CFIL),Short Term Facilities,Infomerics,IVR A3+ (Upgraded),"May 16, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Rajam Food Industries,Long Term Facilities,Infomerics,IVR BB- (Reaffirmed),"April 25, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Ornet Transformers Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),"May 26, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Ornet Transformers Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),"May 26, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Ornet Transformers Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),"May 26, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Ornet Transformers Private Limited,Long Term Bank Facilities,Infomerics,Withdrawn,"May 26, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Tuljabhavani Paper Mills Private Limited,Long term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"May 12, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Tuljabhavani Paper Mills Private Limited,Short term Bank Facilities,Infomerics,IVR A3 (Assigned),"May 12, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Autofin Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"March 13, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Nexo Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"May 20, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Nexo Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"May 20, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Samaro Global Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Upgraded),"May 27, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Samaro Global Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed),"May 27, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Samaro Global Industries Private Limited,Proposed - Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),"May 27, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Venkateswara Wires Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"June 3, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Venkateswara Wires Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"June 3, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shri Tirupati Industries,Long Term Bank Facilities,Infomerics,IVR D (Downgraded),"April 1, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shri Tirupati Industries,Short Term Bank Facilities,Infomerics,IVR D (Downgraded),"April 1, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Dairyflex Packaging Solutions Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded),"April 21, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Dairyflex Packaging Solutions Private Limited,Short Term Bank Facility,Infomerics,IVR A4+ (Upgraded),"April 21, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shree Gajanan Industries,Long Term Bank Facilities - Term Loan,Infomerics,Withdrawn,"May 19, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shree Gajanan Industries,Long Term Bank Facilities,Infomerics,IVR BB (Downgraded)(Withdrawn),"May 19, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shree Gajanan Industries,Short Term Bank Facilities,Infomerics,IVR A4 (Downgraded)(Withdrawn),"May 19, 2025",HIGH,Manufacturing,,N,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Vishal Surgical Equipment Co. Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,13-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Peaton Electrical Co. Ltd.,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Durian Industries Ltd.,Letter Of credit,CRISIL,A 2,13-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Rathna Packaging India Pvt. Ltd.,Term loans,ICRA,BBB,13-06-2025,HIGH,Manufacturing,,N,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
Shreas Industries Ltd.,Term loans,IND-RA,BBB+,12-06-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Sanghi Industries Ltd. [Merged],Term loans,IND-RA,AA,12-06-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
T M Automotive Seating Systems Pvt. Ltd.,Short-term loan,CRISIL,A 1,12-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Akash Ceramics Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,11-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
G P Motors Pvt. Ltd.,Term loans,IND-RA,BB,11-06-2025,HIGH,Manufacturing,,N,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
Esteem Industries Pvt. Ltd.,Term loans,ICRA,BBB,10-06-2025,HIGH,Manufacturing,,N,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
Dec Industries Pvt. Ltd.,Long term Loans,CRISIL,A-,10-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Shayona Engineering Ltd.,Term loans,CRISIL,B-,10-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Presstonic Engineering Ltd.,Bank Guarantee,CARE,BB,10-06-2025,HIGH,Manufacturing,,N,"CARE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CARE: faster, more accessible, India-focused analyst team"
Thermo Cables Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 1,10-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Purulia Metal Casting Pvt. Ltd.,Term loans,ACUITE,D,10-06-2025,HIGH,Manufacturing,,N,"ACUITE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ACUITE: faster, more accessible, India-focused analyst team"
Polyset Plastics Pvt. Ltd.,Short-term loan,CRISIL,A 3+,09-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Ramani Motors Pvt. Ltd.,Non-government debt,CARE,BB-/A4,09-06-2025,HIGH,Manufacturing,,N,"CARE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CARE: faster, more accessible, India-focused analyst team"
Mutual Industries Ltd.,Term loans,CRISIL,BB+,09-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Enpro Industries Pvt. Ltd.,Long term Loans,ACUITE,A,06-06-2025,HIGH,Manufacturing,,N,"ACUITE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ACUITE: faster, more accessible, India-focused analyst team"
Pudumjee Paper Products Ltd.,Term loans,CRISIL,A,06-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Shivalik Engineering Inds. Ltd.,Term loans,CRISIL,A-,05-06-2025,HIGH,Manufacturing,,N,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
Rivaansh Packaging Solutions Pvt. Ltd.,Letter Of credit,ACUITE,A 3+,04-06-2025,HIGH,Manufacturing,,N,"ACUITE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ACUITE: faster, more accessible, India-focused analyst team"
